question,ground_truth,answer,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,latency_s,dataset,quant,model_tag
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,The color used to emphasize the 50th anniversary of the Super Bowl was gold.,hcpc_v2,0.7516,False,0.5495,True,0.43,5.68,squad,q8_0,mistral:7b-instruct-q8_0
What was the theme of Super Bowl 50?,"""golden anniversary""","The theme of Super Bowl 50 was ""golden anniversary"" as it marked the 50th Super Bowl and the league emphasized this with various gold-themed initiatives.",baseline,0.807,False,0.558,False,-1.0,6.2,squad,q8_0,mistral:7b-instruct-q8_0
What was the theme of Super Bowl 50?,"""golden anniversary""",I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.5742,False,-1.0,2.59,squad,q8_0,mistral:7b-instruct-q8_0
What was the theme of Super Bowl 50?,"""golden anniversary""","The theme of Super Bowl 50 was ""golden anniversary"" as it marked the 50th Super Bowl and the league emphasized this with various gold-themed initiatives.",hcpc_v2,0.807,False,0.558,False,0.4567,7.84,squad,q8_0,mistral:7b-instruct-q8_0
What day was the game played on?,"February 7, 2016","The game was played on February 7, 2016.",baseline,0.8967,False,0.3746,False,-1.0,5.27,squad,q8_0,mistral:7b-instruct-q8_0
What day was the game played on?,"February 7, 2016","The game was played on February 7, 2016.",hcpc_v1,0.8967,False,0.4669,False,-1.0,2.92,squad,q8_0,mistral:7b-instruct-q8_0
What day was the game played on?,"February 7, 2016","The game was played on February 7, 2016.",hcpc_v2,0.8967,False,0.3746,True,0.5722,4.82,squad,q8_0,mistral:7b-instruct-q8_0
What is the AFC short for?,American Football Conference,I cannot find this information in the provided context.,baseline,0.5531,False,0.4121,False,-1.0,4.77,squad,q8_0,mistral:7b-instruct-q8_0
What is the AFC short for?,American Football Conference,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.4702,False,-1.0,2.34,squad,q8_0,mistral:7b-instruct-q8_0
What is the AFC short for?,American Football Conference,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.4121,True,0.4753,4.3,squad,q8_0,mistral:7b-instruct-q8_0
What was the theme of Super Bowl 50?,"""golden anniversary""","The theme of Super Bowl 50 was ""golden anniversary"" as it marked the 50th Super Bowl and the league emphasized this with various gold-themed initiatives.",baseline,0.807,False,0.558,False,-1.0,7.98,squad,q8_0,mistral:7b-instruct-q8_0
What was the theme of Super Bowl 50?,"""golden anniversary""",I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.5742,False,-1.0,2.91,squad,q8_0,mistral:7b-instruct-q8_0
What was the theme of Super Bowl 50?,"""golden anniversary""","The theme of Super Bowl 50 was ""golden anniversary"" as it marked the 50th Super Bowl and the league emphasized this with various gold-themed initiatives.",hcpc_v2,0.807,False,0.558,False,0.4567,8.22,squad,q8_0,mistral:7b-instruct-q8_0
What does AFC stand for?,American Football Conference,I cannot find this information in the provided context.,baseline,0.5531,False,0.3787,False,-1.0,4.68,squad,q8_0,mistral:7b-instruct-q8_0
What does AFC stand for?,American Football Conference,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.4448,False,-1.0,2.34,squad,q8_0,mistral:7b-instruct-q8_0
What does AFC stand for?,American Football Conference,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.3787,True,0.4753,4.4,squad,q8_0,mistral:7b-instruct-q8_0
What day was the Super Bowl played on?,"February 7, 2016","The Super Bowl was played on February 7, 2016.",baseline,0.8567,False,0.6413,False,-1.0,5.53,squad,q8_0,mistral:7b-instruct-q8_0
What day was the Super Bowl played on?,"February 7, 2016","The Super Bowl was played on February 7, 2016.",hcpc_v1,0.8567,False,0.6329,False,-1.0,3.17,squad,q8_0,mistral:7b-instruct-q8_0
What day was the Super Bowl played on?,"February 7, 2016","The Super Bowl was played on February 7, 2016.",hcpc_v2,0.8567,False,0.6413,False,0.5722,5.06,squad,q8_0,mistral:7b-instruct-q8_0
Who won Super Bowl 50?,Denver Broncos,The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6268,False,-1.0,5.87,squad,q8_0,mistral:7b-instruct-q8_0
Who won Super Bowl 50?,Denver Broncos,The Broncos won Super Bowl 50.,hcpc_v1,0.8937,False,0.5921,False,-1.0,2.45,squad,q8_0,mistral:7b-instruct-q8_0
Who won Super Bowl 50?,Denver Broncos,The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.6246,True,0.5701,5.29,squad,q8_0,mistral:7b-instruct-q8_0
What venue did Super Bowl 50 take place in?,Levi's Stadium,"Super Bowl 50 took place at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",baseline,0.9445,False,0.6489,False,-1.0,7.71,squad,q8_0,mistral:7b-instruct-q8_0
What venue did Super Bowl 50 take place in?,Levi's Stadium,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.6224,False,-1.0,3.09,squad,q8_0,mistral:7b-instruct-q8_0
What venue did Super Bowl 50 take place in?,Levi's Stadium,"I cannot find this information in the provided context. The context only discusses the venues that were considered for future Super Bowls, but does not mention the venue where Super Bowl 50 took place.",hcpc_v2,0.5911,False,0.653,True,0.6083,9.85,squad,q8_0,mistral:7b-instruct-q8_0
What city did Super Bowl 50 take place in?,Santa Clara,"Super Bowl 50 took place in Santa Clara, California.",baseline,0.9598,False,0.6392,False,-1.0,5.96,squad,q8_0,mistral:7b-instruct-q8_0
What city did Super Bowl 50 take place in?,Santa Clara,"Super Bowl 50 took place in San Francisco, California.",hcpc_v1,0.8117,False,0.6284,False,-1.0,3.45,squad,q8_0,mistral:7b-instruct-q8_0
What city did Super Bowl 50 take place in?,Santa Clara,"Super Bowl 50 took place in Santa Clara, California at Levi's Stadium.",hcpc_v2,0.907,False,0.6431,True,0.6083,6.5,squad,q8_0,mistral:7b-instruct-q8_0
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,"If Roman numerals had been used, Super Bowl 50 would have been called ""Super Bowl L"" according to the standard practice established at Super Bowl V.",baseline,0.4716,True,0.5327,False,-1.0,8.59,squad,q8_0,mistral:7b-instruct-q8_0
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.6741,False,-1.0,2.66,squad,q8_0,mistral:7b-instruct-q8_0
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,"If Roman numerals had been used, Super Bowl 50 would have been called ""Super Bowl L.""",hcpc_v2,0.5053,False,0.5327,True,0.5184,6.83,squad,q8_0,mistral:7b-instruct-q8_0
Super Bowl 50 decided the NFL champion for what season?,2015,Super Bowl 50 decided the NFL champion for the 2015 season.,baseline,0.7112,False,0.6341,False,-1.0,6.07,squad,q8_0,mistral:7b-instruct-q8_0
Super Bowl 50 decided the NFL champion for what season?,2015,Super Bowl 50 decided the NFL champion for the 2015 season.,hcpc_v1,0.7112,False,0.6279,False,-1.0,3.6,squad,q8_0,mistral:7b-instruct-q8_0
Super Bowl 50 decided the NFL champion for what season?,2015,Super Bowl 50 decided the NFL champion for the 2015 season.,hcpc_v2,0.7112,False,0.6341,False,0.4842,6.12,squad,q8_0,mistral:7b-instruct-q8_0
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,I cannot find this information in the provided context.,baseline,0.5531,False,0.6795,False,-1.0,4.6,squad,q8_0,mistral:7b-instruct-q8_0
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.6972,False,-1.0,2.18,squad,q8_0,mistral:7b-instruct-q8_0
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.6795,False,0.6115,3.53,squad,q8_0,mistral:7b-instruct-q8_0
What city did Super Bowl 50 take place in?,Santa Clara,"Super Bowl 50 took place in Santa Clara, California at Levi's Stadium.",baseline,0.907,False,0.6392,False,-1.0,6.66,squad,q8_0,mistral:7b-instruct-q8_0
What city did Super Bowl 50 take place in?,Santa Clara,"Super Bowl 50 took place in San Francisco, California.",hcpc_v1,0.8117,False,0.6284,False,-1.0,3.11,squad,q8_0,mistral:7b-instruct-q8_0
What city did Super Bowl 50 take place in?,Santa Clara,"Super Bowl 50 took place in Santa Clara, California.",hcpc_v2,0.9598,False,0.6431,True,0.6083,5.85,squad,q8_0,mistral:7b-instruct-q8_0
What stadium did Super Bowl 50 take place in?,Levi's Stadium,"Super Bowl 50 took place at Levi's Stadium in Santa Clara, California.",baseline,0.9516,False,0.6693,False,-1.0,4.02,squad,q8_0,mistral:7b-instruct-q8_0
What stadium did Super Bowl 50 take place in?,Levi's Stadium,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.6331,False,-1.0,3.14,squad,q8_0,mistral:7b-instruct-q8_0
What stadium did Super Bowl 50 take place in?,Levi's Stadium,"Super Bowl 50 took place at Levi's Stadium in Santa Clara, California.",hcpc_v2,0.9516,False,0.6693,False,0.6083,6.58,squad,q8_0,mistral:7b-instruct-q8_0
What was the final score of Super Bowl 50? ,24–10,"The final score of Super Bowl 50 was 24-10, with the Denver Broncos defeating the Carolina Panthers.",baseline,0.9185,False,0.584,False,-1.0,5.99,squad,q8_0,mistral:7b-instruct-q8_0
What was the final score of Super Bowl 50? ,24–10,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.562,False,-1.0,2.63,squad,q8_0,mistral:7b-instruct-q8_0
What was the final score of Super Bowl 50? ,24–10,The final score of Super Bowl 50 was 24-10.,hcpc_v2,0.8136,False,0.584,True,0.5147,5.53,squad,q8_0,mistral:7b-instruct-q8_0
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016","Super Bowl 50 took place on February 7, 2016.",baseline,0.9482,False,0.625,False,-1.0,4.44,squad,q8_0,mistral:7b-instruct-q8_0
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016","Super Bowl 50 took place on February 1, 2016.",hcpc_v1,0.9379,False,0.6258,False,-1.0,3.61,squad,q8_0,mistral:7b-instruct-q8_0
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016","Super Bowl 50 took place on February 7, 2016.",hcpc_v2,0.9482,False,0.625,True,0.5722,5.42,squad,q8_0,mistral:7b-instruct-q8_0
What year was Super Bowl 50?,2015,"Super Bowl 50 was held on February 7, 2016.",baseline,0.9141,False,0.6133,False,-1.0,3.9,squad,q8_0,mistral:7b-instruct-q8_0
What year was Super Bowl 50?,2015,Super Bowl 50 was held in the year 2016.,hcpc_v1,0.621,False,0.6094,False,-1.0,3.37,squad,q8_0,mistral:7b-instruct-q8_0
What year was Super Bowl 50?,2015,"Super Bowl 50 was played on February 7, 2016.",hcpc_v2,0.9142,False,0.6133,False,0.5294,5.22,squad,q8_0,mistral:7b-instruct-q8_0
What team was the AFC champion?,Denver Broncos,The AFC champion in Super Bowl 50 was the Denver Broncos.,baseline,0.8105,False,0.5751,False,-1.0,5.93,squad,q8_0,mistral:7b-instruct-q8_0
What team was the AFC champion?,Denver Broncos,"
The AFC champion was the Denver Broncos.",hcpc_v1,0.7995,False,0.6233,False,-1.0,2.67,squad,q8_0,mistral:7b-instruct-q8_0
What team was the AFC champion?,Denver Broncos,The AFC champion was the Denver Broncos.,hcpc_v2,0.7995,False,0.5751,False,0.5132,4.6,squad,q8_0,mistral:7b-instruct-q8_0
What team was the NFC champion?,Carolina Panthers,The NFC champion was the Carolina Panthers.,baseline,0.806,False,0.6039,False,-1.0,5.52,squad,q8_0,mistral:7b-instruct-q8_0
What team was the NFC champion?,Carolina Panthers,The NFC champion was the Carolina Panthers.,hcpc_v1,0.806,False,0.6636,False,-1.0,2.67,squad,q8_0,mistral:7b-instruct-q8_0
What team was the NFC champion?,Carolina Panthers,The NFC champion was the Carolina Panthers.,hcpc_v2,0.806,False,0.6039,False,0.552,5.45,squad,q8_0,mistral:7b-instruct-q8_0
Who won Super Bowl 50?,Denver Broncos,The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6268,False,-1.0,5.66,squad,q8_0,mistral:7b-instruct-q8_0
Who won Super Bowl 50?,Denver Broncos,The Broncos won Super Bowl 50.,hcpc_v1,0.8937,False,0.5921,False,-1.0,2.42,squad,q8_0,mistral:7b-instruct-q8_0
Who won Super Bowl 50?,Denver Broncos,The Denver Broncos won Super Bowl 50 by defeating the Carolina Panthers with a final score of 24-10.,hcpc_v2,0.9409,False,0.6246,True,0.5701,7.64,squad,q8_0,mistral:7b-instruct-q8_0
Super Bowl 50 determined the NFL champion for what season?,2015,Super Bowl 50 determined the NFL champion for the 2015 season.,baseline,0.7504,False,0.6236,False,-1.0,4.45,squad,q8_0,mistral:7b-instruct-q8_0
Super Bowl 50 determined the NFL champion for what season?,2015,Super Bowl 50 determined the NFL champion for the 2015 season.,hcpc_v1,0.7504,False,0.6186,False,-1.0,3.87,squad,q8_0,mistral:7b-instruct-q8_0
Super Bowl 50 determined the NFL champion for what season?,2015,Super Bowl 50 determined the NFL champion for the 2015 season.,hcpc_v2,0.7504,False,0.6236,True,0.4842,6.03,squad,q8_0,mistral:7b-instruct-q8_0
Which team won Super Bowl 50.,Denver Broncos,The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6228,False,-1.0,2.81,squad,q8_0,mistral:7b-instruct-q8_0
Which team won Super Bowl 50.,Denver Broncos,The Denver Broncos won Super Bowl 50.,hcpc_v1,0.9247,False,0.6155,False,-1.0,2.54,squad,q8_0,mistral:7b-instruct-q8_0
Which team won Super Bowl 50.,Denver Broncos,The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.6228,False,0.5701,5.68,squad,q8_0,mistral:7b-instruct-q8_0
Where was Super Bowl 50 held?,"Santa Clara, California.","Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",baseline,0.9411,False,0.6592,False,-1.0,5.01,squad,q8_0,mistral:7b-instruct-q8_0
Where was Super Bowl 50 held?,"Santa Clara, California.","Super Bowl 50 was held in the San Francisco Bay Area, specifically at Levi's Stadium in Santa Clara, California.",hcpc_v1,0.9109,False,0.6366,False,-1.0,4.89,squad,q8_0,mistral:7b-instruct-q8_0
Where was Super Bowl 50 held?,"Santa Clara, California.","Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",hcpc_v2,0.9411,False,0.6592,False,0.6083,6.36,squad,q8_0,mistral:7b-instruct-q8_0
The name of the NFL championship game is?,Super Bowl,The name of the NFL championship game is Super Bowl 50.,baseline,0.782,False,0.5081,False,-1.0,4.13,squad,q8_0,mistral:7b-instruct-q8_0
The name of the NFL championship game is?,Super Bowl,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.5113,False,-1.0,3.61,squad,q8_0,mistral:7b-instruct-q8_0
The name of the NFL championship game is?,Super Bowl,The name of the NFL championship game is Super Bowl 50.,hcpc_v2,0.782,False,0.5081,True,0.5192,5.59,squad,q8_0,mistral:7b-instruct-q8_0
What 2015 NFL team one the AFC playoff?,Denver Broncos,The Denver Broncos won the AFC Championship Game in 2015 and earned home-field advantage throughout the AFC playoffs.,baseline,0.545,False,0.5456,False,-1.0,7.6,squad,q8_0,mistral:7b-instruct-q8_0
What 2015 NFL team one the AFC playoff?,Denver Broncos,"
The Denver Broncos won the AFC Championship Game in 2015 and earned home-field advantage throughout the AFC playoffs.",hcpc_v1,0.545,False,0.5624,False,-1.0,6.27,squad,q8_0,mistral:7b-instruct-q8_0
What 2015 NFL team one the AFC playoff?,Denver Broncos,The Denver Broncos won the AFC Championship Game and earned home-field advantage throughout the AFC playoffs in the 2015 season.,hcpc_v2,0.4932,True,0.5456,False,0.5132,7.78,squad,q8_0,mistral:7b-instruct-q8_0
