question,ground_truth,answer,template,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,latency_s,dataset,model
Tommy's Honour was a drama film that included the actor who found success with what 2016 BBC miniseries?,War & Peace,"I cannot find this information in the provided context. The context does not mention any other films or series apart from ""Tommy's Honour"".",strict,hcpc_v1,0.7466,False,0.487,False,-1.0,2.78,hotpotqa,mistral
Tommy's Honour was a drama film that included the actor who found success with what 2016 BBC miniseries?,War & Peace,"Jack Lowden, who portrayed Young Tom Morris in Tommy's Honour, found his first major international onscreen success with the 2016 BBC miniseries ""War & Peace.""",strict,hcpc_v2,0.5322,False,0.447,True,0.2349,4.54,hotpotqa,mistral
"Which rock band chose its name by drawing it out of a hat, Switchfoot or Midnight Oil?",Midnight Oil,Midnight Oil chose its name by drawing it out of a hat.,strict,baseline,0.6932,False,0.5509,False,-1.0,3.6,hotpotqa,mistral
"Which rock band chose its name by drawing it out of a hat, Switchfoot or Midnight Oil?",Midnight Oil,I cannot find this information in the provided context regarding either Switchfoot or Midnight Oil choosing their names by drawing it from a hat.,strict,hcpc_v1,0.8225,False,0.5693,False,-1.0,2.18,hotpotqa,mistral
"Which rock band chose its name by drawing it out of a hat, Switchfoot or Midnight Oil?",Midnight Oil,Midnight Oil chose its name by drawing it out of a hat.,strict,hcpc_v2,0.6932,False,0.5509,True,0.2547,3.55,hotpotqa,mistral
"""Tunak"", is a bhangra/pop love song by an artist born in which year ?",1967,"I cannot find the birth year of the artist Daler Mehndi who sang ""Tunak Tunak Tun"" in the provided context.",strict,baseline,0.6124,False,0.4999,False,-1.0,5.61,hotpotqa,mistral
"""Tunak"", is a bhangra/pop love song by an artist born in which year ?",1967,"I cannot find the birth year of the artist Daler Mehndi who sang ""Tunak"" in the provided context.",strict,hcpc_v1,0.6179,False,0.5122,False,-1.0,2.37,hotpotqa,mistral
"""Tunak"", is a bhangra/pop love song by an artist born in which year ?",1967,"I cannot find this information in the provided context. The context does not mention the birth year of Daler Mehndi, the artist who sang ""Tunak Tunak Tun.""",strict,hcpc_v2,0.6739,False,0.4999,True,0.2998,5.65,hotpotqa,mistral
Which Captain launched the attack which led to more casualties than any other incident in the war fought between the settlers of the nascent colony of New Netherland and the native Lenape population?,Captain John Underhill,Captain John Underhill launched the attack that led to more casualties than any other incident in the war fought between the settlers of the nascent colony of New Netherland and the native Lenape population.,strict,baseline,0.5854,False,0.489,False,-1.0,5.84,hotpotqa,mistral
Which Captain launched the attack which led to more casualties than any other incident in the war fought between the settlers of the nascent colony of New Netherland and the native Lenape population?,Captain John Underhill,Captain John Underhill launched the attack that resulted in more casualties among the Lenape population compared to any other incident mentioned in the provided context.,strict,hcpc_v1,0.8417,False,0.5212,False,-1.0,2.79,hotpotqa,mistral
Which Captain launched the attack which led to more casualties than any other incident in the war fought between the settlers of the nascent colony of New Netherland and the native Lenape population?,Captain John Underhill,Captain John Underhill launched the attack that led to more casualties than any other incident in the war fought between the settlers of the nascent colony of New Netherland and the native Lenape population.,strict,hcpc_v2,0.5854,False,0.489,True,0.2461,5.76,hotpotqa,mistral
In which film did Emilio Estevez star in in the same year as Nightmares,The Outsiders,"The context does not provide information about which other film Emilio Estevez starred in the same year as ""Nightmares"". However, it is known that he acted in the 1983 hit movie ""The Outsiders"" along with ""Nightmares"".",strict,baseline,0.6607,False,0.5696,False,-1.0,5.68,hotpotqa,mistral
In which film did Emilio Estevez star in in the same year as Nightmares,The Outsiders,"I cannot find information about which other film Emilio Estevez starred in the same year as ""Nightmares"" in the provided context. The context only mentions ""The Breakfast Club"" and ""St"", but no specific years are given for these films or ""Nightmares"".",strict,hcpc_v1,0.4202,True,0.6225,False,-1.0,4.34,hotpotqa,mistral
In which film did Emilio Estevez star in in the same year as Nightmares,The Outsiders,"The context does not provide information about which other film Emilio Estevez starred in the same year as ""Nightmares"". However, it is known that he acted in the 1983 hit movie ""The Outsiders"" along with ""Nightmares"", according to the provided context.",strict,hcpc_v2,0.5729,False,0.5696,True,0.1683,5.78,hotpotqa,mistral
What was the concept of the business Eric S .Pistorius worked for after being an attorney?,to ensure wide visibility and understanding of cases in a region,"I cannot find information about the specific business that Eric S. Pistorius worked for after being an attorney, as the provided context only mentions his areas of specialization in law (personal injury, litigation, criminal defense, and collections).",strict,baseline,0.5848,False,0.4267,False,-1.0,5.89,hotpotqa,mistral
What was the concept of the business Eric S .Pistorius worked for after being an attorney?,to ensure wide visibility and understanding of cases in a region,I cannot find this information in the provided context as it does not mention the type of business or organization that Eric S. Pistorius worked for after becoming a Circuit court Judge of the Seventh Circuit of Illinois.,strict,hcpc_v1,0.4393,True,0.4305,False,-1.0,3.42,hotpotqa,mistral
What was the concept of the business Eric S .Pistorius worked for after being an attorney?,to ensure wide visibility and understanding of cases in a region,"I cannot find information in the provided context about what kind of business Eric S. Pistorius worked for after being an attorney. The context only mentions that he was a lawyer and specialized in various areas such as personal injury, litigation, criminal defense, and collections.",strict,hcpc_v2,0.5713,False,0.4265,True,0.2017,5.73,hotpotqa,mistral
Which port city lies approximately 25 km north of the Lingnan Fine Arts Museum?,Keelung,I cannot find this information in the provided context. The context does not mention any port city located approximately 25 km north of the Lingnan Fine Arts Museum.,strict,baseline,0.7128,False,0.4282,False,-1.0,4.13,hotpotqa,mistral
Which port city lies approximately 25 km north of the Lingnan Fine Arts Museum?,Keelung,I cannot find this information in the provided context as it does not mention any port city north of the Lingnan Fine Arts Museum.,strict,hcpc_v1,0.5561,False,0.4305,False,-1.0,2.39,hotpotqa,mistral
Which port city lies approximately 25 km north of the Lingnan Fine Arts Museum?,Keelung,I cannot find this information in the provided context. The context does not mention any specific port city located approximately 25 km north of the Lingnan Fine Arts Museum.,strict,hcpc_v2,0.7495,False,0.4282,True,0.1265,3.85,hotpotqa,mistral
Has Stefan Edberg won more events than  Édouard Roger-Vasselin?,yes,I cannot find this information in the provided context as there is no mention of Édouard Roger-Vasselin or his tennis career.,strict,baseline,0.5086,False,0.5402,False,-1.0,4.46,hotpotqa,mistral
Has Stefan Edberg won more events than  Édouard Roger-Vasselin?,yes,I cannot find this information in the provided context as it does not mention Édouard Roger-Vasselin or his tennis career.,strict,hcpc_v1,0.588,False,0.5513,False,-1.0,2.62,hotpotqa,mistral
Has Stefan Edberg won more events than  Édouard Roger-Vasselin?,yes,I cannot find this information in the provided context as there is no mention of Édouard Roger-Vasselin or his tennis career.,strict,hcpc_v2,0.5086,False,0.5402,False,0.726,4.22,hotpotqa,mistral
" Jason Regler, stated that he had the idea for the flashing wristbands during a song built around which instrument ?",an organ,I cannot find this information in the provided context. The context does not mention any song with an instrument.,strict,baseline,0.5865,False,0.306,False,-1.0,4.66,hotpotqa,mistral
" Jason Regler, stated that he had the idea for the flashing wristbands during a song built around which instrument ?",an organ,I cannot find this information in the provided context. The context does not mention any specific instrument related to the Coldplay concert where Jason Regler got his idea for the flashing wristbands.,strict,hcpc_v1,0.6854,False,0.5093,False,-1.0,2.77,hotpotqa,mistral
" Jason Regler, stated that he had the idea for the flashing wristbands during a song built around which instrument ?",an organ,I cannot find this information in the provided context. The context does not mention any song played on an instrument.,strict,hcpc_v2,0.7033,False,0.3044,True,0.1366,4.75,hotpotqa,mistral
 The Soul of Buddha is a 1918 American silent romance film shot in a borough  that is the western terminus of what?,the George Washington Bridge,"I cannot find this information in the provided context. The context does not specify the location where The Soul of Buddha was filmed beyond stating it was shot at the Fox Studio in Fort Lee, New Jersey. However, Fort Lee is a borough located in Bergen County, New Jersey, which is the western terminus of the Henry Hudson Parkway and the Palisades Interstate Parkway.",strict,baseline,0.6879,False,0.5201,False,-1.0,5.61,hotpotqa,mistral
 The Soul of Buddha is a 1918 American silent romance film shot in a borough  that is the western terminus of what?,the George Washington Bridge,"I cannot find this information in the provided context. The context does not specify the location where The Soul of Buddha was filmed beyond it being shot at the Fox Studio in Fort Lee, New Jersey, but it does not mention the borough that is the western terminus of any specific geographical feature.",strict,hcpc_v1,0.455,True,0.5201,False,-1.0,3.1,hotpotqa,mistral
 The Soul of Buddha is a 1918 American silent romance film shot in a borough  that is the western terminus of what?,the George Washington Bridge,"I cannot find this information in the provided context. The context does not specify the location where The Soul of Buddha was filmed beyond stating it was shot at the Fox Studio in Fort Lee, New Jersey, but it does not mention any specific borough or city that Fort Lee is the western terminus of.",strict,hcpc_v2,0.4509,True,0.5201,True,0.2703,3.14,hotpotqa,mistral
"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort,I cannot find this information in the provided context as it does not mention any Blackzilians fighters currently competing in the Middleweight division of the Ultimate Fighting Championship.,strict,baseline,0.4797,True,0.6205,False,-1.0,3.87,hotpotqa,mistral
"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort,I cannot find information about any Blackzilians fighter competing in the Middleweight division of Ultimate Fighting Championship in the provided context.,strict,hcpc_v1,0.612,False,0.6004,False,-1.0,2.55,hotpotqa,mistral
"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort,I cannot find this information in the provided context as it does not mention any Blackzilians fighters currently competing in the Middleweight division of the Ultimate Fighting Championship.,strict,hcpc_v2,0.4797,True,0.6205,False,0.2871,3.57,hotpotqa,mistral
"Were was the Mexican state after which there is Villa Unión, Sinaloa located? ",tip of the Baja California,I cannot find this information in the provided context. The context only mentions that Villa Unión is a city in the north-eastern Mexican state of Coahuila. It does not provide any information about the location of the state of Sinaloa.,strict,baseline,0.7579,False,0.6416,False,-1.0,3.75,hotpotqa,mistral
"Were was the Mexican state after which there is Villa Unión, Sinaloa located? ",tip of the Baja California,I cannot find this information in the provided context. The context only mentions that Villa Unión is a city in the north-eastern Mexican state of Coahuila. It does not provide any information about where the state of Sinaloa is located.,strict,hcpc_v1,0.7691,False,0.6416,False,-1.0,2.62,hotpotqa,mistral
"Were was the Mexican state after which there is Villa Unión, Sinaloa located? ",tip of the Baja California,I cannot find this information in the provided context. The context only mentions that Villa Unión is a city in the north-eastern Mexican state of Coahuila. It does not provide any information about the location of the state of Sinaloa.,strict,hcpc_v2,0.7579,False,0.6416,False,0.7236,2.58,hotpotqa,mistral
"What language, traditionally written with the ancient Libyco-Berber script, is closely related to the Tumzabt and Teggargrent languages?",The Tugurt language,"The Berber language, specifically the Tugurt variety, which is also known as Oued Righ Berber and Temacine Tamazight, is traditionally written with the ancient Libyco-Berber script (Tifinagh) and is closely related to the nearby Tumzabt (Mozabite) and Teggargrent (Ouargli) languages.",strict,baseline,0.6761,False,0.6682,False,-1.0,7.53,hotpotqa,mistral
"What language, traditionally written with the ancient Libyco-Berber script, is closely related to the Tumzabt and Teggargrent languages?",The Tugurt language,"I cannot find information about the relationship between the Tugurt language and the Tumzabt or Teggargrent languages in the provided context. The context only mentions that the Tugurt language is a Zenati Berber variety, but it does not provide any information about its relation to other Berber languages such as Tumzabt or Teggargrent.",strict,hcpc_v1,0.4435,True,0.6576,False,-1.0,5.44,hotpotqa,mistral
"What language, traditionally written with the ancient Libyco-Berber script, is closely related to the Tumzabt and Teggargrent languages?",The Tugurt language,"The Berber language, specifically the Tugurt variety, which is also known as Oued Righ Berber and Temacine Tamazight. This language is traditionally written with the ancient Libyco-Berber script (Tifinagh) and is closely related to the nearby Tumzabt (Mozabite) and Teggargrent (Ouargli) languages, as stated in the context provided.",strict,hcpc_v2,0.6999,False,0.6682,False,0.4441,8.01,hotpotqa,mistral
Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q,I cannot find this information in the provided context. The context does not mention any fictional head of a British Secret Service division or a one-time missionary being an inspiration for such a character.,strict,baseline,0.6872,False,0.4942,False,-1.0,4.12,hotpotqa,mistral
Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q,I cannot find this information in the provided context. The context does not provide any details about a fictional head of a British Secret Service division or a one-time missionary being an inspiration for such a character.,strict,hcpc_v1,0.6874,False,0.4962,False,-1.0,3.37,hotpotqa,mistral
Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q,I cannot find this information in the provided context. The context does not mention any fictional head of a British Secret Service division or a one-time missionary being an inspiration for such a character.,strict,hcpc_v2,0.6872,False,0.4878,True,0.3862,3.88,hotpotqa,mistral
Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,2002,I cannot find the specific year when Philip Pullman's book set in a parallel universe featuring Lyra Belacqua was put into audio format in the provided context.,strict,baseline,0.5569,False,0.6067,False,-1.0,4.56,hotpotqa,mistral
Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,2002,"I cannot find this specific information about when Philip Pullman's ""Lyra's Oxford"" was put into audio format, as that detail is not provided in the given context.",strict,hcpc_v1,0.4278,True,0.6508,False,-1.0,2.43,hotpotqa,mistral
Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,2002,I cannot find the specific year when Philip Pullman's book set in a parallel universe featuring Lyra Belacqua was put into audio format in the provided context.,strict,hcpc_v2,0.5569,False,0.6067,False,0.6283,3.69,hotpotqa,mistral
Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,Oliver Parker,"I cannot find this information in the provided context as it only discusses the first and original Johnny English film, not its sequels.",strict,baseline,0.3577,True,0.6703,False,-1.0,4.19,hotpotqa,mistral
Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,Oliver Parker,I cannot find this information in the provided context. The context does not mention who directed the second film in the Johnny English series.,strict,hcpc_v1,0.7217,False,0.7085,False,-1.0,2.04,hotpotqa,mistral
Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,Oliver Parker,"I cannot find this information in the provided context as it only discusses the first and third films, not the second one.",strict,hcpc_v2,0.4855,True,0.6703,False,0.3739,3.0,hotpotqa,mistral
George Gershwin is an American Composer and Judith Weir is a composer from which country?,a British composer,I cannot find information about Judith Weir in the provided context.,strict,baseline,0.564,False,0.6711,False,-1.0,2.85,hotpotqa,mistral
George Gershwin is an American Composer and Judith Weir is a composer from which country?,a British composer,I cannot find this information in the provided context. The context does not mention Judith Weir or her nationality.,strict,hcpc_v1,0.7378,False,0.7026,False,-1.0,2.33,hotpotqa,mistral
George Gershwin is an American Composer and Judith Weir is a composer from which country?,a British composer,I cannot find information about Judith Weir in the provided context.,strict,hcpc_v2,0.564,False,0.6711,True,0.6105,2.53,hotpotqa,mistral
What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,Rafael Márquez,I cannot find the name of Juan Manuel Márquez's younger brother mentioned in the provided context.,strict,baseline,0.7526,False,0.5923,False,-1.0,4.58,hotpotqa,mistral
What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,Rafael Márquez,I cannot find this information in the provided context. The context does not mention any younger brother of Juan Manuel Márquez who is a WBO champion.,strict,hcpc_v1,0.7521,False,0.6892,False,-1.0,2.74,hotpotqa,mistral
What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,Rafael Márquez,I cannot find the name of Juan Manuel Márquez's younger brother mentioned in the provided context.,strict,hcpc_v2,0.7526,False,0.5923,False,0.7006,4.75,hotpotqa,mistral
The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea,"South Korea, according to the provided context about the Running Man Brothers. However, there are two different individuals named Kim Jong-kook in the context, one being a pop duo member and the other a baseball player. Without additional information, it's not possible to definitively say which of these Kim Jong-kook is the one from the pop duo.",strict,baseline,0.4529,True,0.7425,False,-1.0,5.82,hotpotqa,mistral
The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea,"I cannot find this specific information about Kim Jong-kook's nationality in the provided context regarding the Running Man Brothers or his career as a singer, actor, or TV personality. However, it is mentioned that he was born in South Korea according to one of the context snippets. The other context snippet mentions another Kim Jong-kook who is a South Korean baseball player, but without additional information, it's unclear if they are the same person.",strict,hcpc_v1,0.5815,False,0.7366,False,-1.0,5.84,hotpotqa,mistral
The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea,"South Korea, according to the provided context about the Running Man Brothers. However, it's important to note that there are two individuals named Kim Jong-kook in the context, one being a pop duo member and the other a baseball player. The context only mentions the pop duo member as being from South Korea.",strict,hcpc_v2,0.6528,False,0.7425,False,0.4917,4.65,hotpotqa,mistral
Ruddles Brewery is owned by a pub retailer and brewer based in what city?,Bury St Edmunds,"Bury St Edmunds, Suffolk, England.",strict,baseline,0.4787,True,0.6521,False,-1.0,2.57,hotpotqa,mistral
Ruddles Brewery is owned by a pub retailer and brewer based in what city?,Bury St Edmunds,"Bury St Edmunds, Suffolk, England.",strict,hcpc_v1,0.4787,True,0.6521,False,-1.0,0.63,hotpotqa,mistral
Ruddles Brewery is owned by a pub retailer and brewer based in what city?,Bury St Edmunds,"Bury St Edmunds, Suffolk, England.",strict,hcpc_v2,0.4787,True,0.6521,False,0.4656,0.64,hotpotqa,mistral
The creator of the Lisa Simpson character was born in what year?,1954,"I cannot find this information in the provided context. The context only mentions that Matt Groening created and designed Lisa Simpson, but it does not provide her creator's birth year.",strict,baseline,0.4321,True,0.7129,False,-1.0,5.11,hotpotqa,mistral
The creator of the Lisa Simpson character was born in what year?,1954,"I cannot find this information in the provided context. The context only mentions that Martha Maria Yeardley Smith is the voice actress for Lisa Simpson, but it does not provide information about who created the character.",strict,hcpc_v1,0.6342,False,0.7148,False,-1.0,2.75,hotpotqa,mistral
The creator of the Lisa Simpson character was born in what year?,1954,"I cannot find this information in the provided context. The context only mentions that Matt Groening created and designed Lisa Simpson, but it does not provide her creator's birth year.",strict,hcpc_v2,0.4321,True,0.7129,False,0.6583,4.46,hotpotqa,mistral
Where is the international airport which Eagle Aviation wet lease operations were based in located ,France.,"I cannot find the location of the international airport where Eagle Aviation's wet lease operations were based in the provided context. The context only mentions that Eagle Aviation's wet lease operations were based in Paris at Charles de Gaulle Airport, but it does not specify which country this airport is located in.",strict,baseline,0.6886,False,0.5886,False,-1.0,6.57,hotpotqa,mistral
Where is the international airport which Eagle Aviation wet lease operations were based in located ,France.,"I cannot find this information in the provided context. The context only mentions that Eagle Aviation France's wet lease operations were based in Paris at Charles de Gaulle Airport, but it does not specify the exact location of Charles de Gaulle Airport.",strict,hcpc_v1,0.6248,False,0.5733,False,-1.0,3.56,hotpotqa,mistral
Where is the international airport which Eagle Aviation wet lease operations were based in located ,France.,"I cannot find the location of the international airport where Eagle Aviation's wet lease operations were based in the provided context. The context only mentions that Eagle Aviation's wet lease operations were based in Paris at Charles de Gaulle Airport, but it does not specify the country or the exact name of the airport.",strict,hcpc_v2,0.7008,False,0.5902,True,0.416,6.27,hotpotqa,mistral
What occupation was shared by David Yates and Pietro Germi?,director,"Both David Yates and Pietro Germi worked in the film industry. However, the specific occupation they shared is not explicitly stated in the provided context. But it can be inferred that they both were directors, as Pietro Germi was a director and David Yates is an ""English filmmaker who has directed feature films.""",strict,baseline,0.7516,False,0.449,False,-1.0,5.58,hotpotqa,mistral
What occupation was shared by David Yates and Pietro Germi?,director,"Both David Yates and Pietro Germi shared the occupation of being a director, as stated in the provided context for Pietro Germi, and it is implied for David Yates through his career as a filmmaker.",strict,hcpc_v1,0.9073,False,0.4846,False,-1.0,3.27,hotpotqa,mistral
What occupation was shared by David Yates and Pietro Germi?,director,"The provided context does not specify a shared occupation between David Yates and Pietro Germi, as it only mentions that they are both involved in the film industry (David Yates as a filmmaker and Pietro Germi as an actor, screenwriter, and director). However, they do share the occupation of being involved in the film industry.",strict,hcpc_v2,0.6764,False,0.449,True,0.2217,4.94,hotpotqa,mistral
