question,ground_truth,answer,template,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,latency_s,dataset,model
"Out of the actors who have played the role of Luc Deveraux in the Universal Soldier franchise, which actor has also starred in the movies Holby City, Doctor Strange, the Bourne Ultimatum and Zero Dark Thirty?",Scott Adkins,"The context does not provide information about any other actor who has portrayed Luc Deveraux apart from Jean-Claude Van Damme and Matt Battaglia. Therefore, none of the actors mentioned in the question have played the role of Luc Deveraux in the Universal Soldier franchise.",cot,hcpc_v1,0.6087,False,0.7012,False,-1.0,4.08,hotpotqa,mistral
"Out of the actors who have played the role of Luc Deveraux in the Universal Soldier franchise, which actor has also starred in the movies Holby City, Doctor Strange, the Bourne Ultimatum and Zero Dark Thirty?",Scott Adkins,"The given context does not provide information about any other roles played by Jean-Claude Van Damme or Matt Battaglia apart from the Universal Soldier franchise. Therefore, none of the actors who have portrayed Luc Deveraux in the Universal Soldier franchise have starred in Holby City, Doctor Strange, The Bourne Ultimatum, and Zero Dark Thirty.",cot,hcpc_v2,0.6013,False,0.7362,False,0.8188,6.43,hotpotqa,mistral
Tommy's Honour was a drama film that included the actor who found success with what 2016 BBC miniseries?,War & Peace,"Jack Lowden, who portrayed Young Tom Morris in Tommy's Honour, found his first major international onscreen success with the 2016 BBC miniseries ""War & Peace"". Therefore, the answer to the question is ""War & Peace"".",cot,baseline,0.652,False,0.5788,False,-1.0,4.82,hotpotqa,mistral
Tommy's Honour was a drama film that included the actor who found success with what 2016 BBC miniseries?,War & Peace,"The context mentions that the actor had his first major international onscreen success in the 2016 BBC miniseries ""War & Peace"", which implies that the actor was involved in this miniseries before being cast in Tommy's Honour. Therefore, the answer to the question is ""War & Peace"".",cot,hcpc_v1,0.5214,False,0.5927,False,-1.0,4.32,hotpotqa,mistral
Tommy's Honour was a drama film that included the actor who found success with what 2016 BBC miniseries?,War & Peace,"Jack Lowden, who portrayed Young Tom Morris in Tommy's Honour, found his first major international onscreen success with the 2016 BBC miniseries ""War & Peace"". Therefore, the answer to your question is ""War & Peace"".",cot,hcpc_v2,0.6684,False,0.5788,False,0.1865,4.59,hotpotqa,mistral
"Which rock band chose its name by drawing it out of a hat, Switchfoot or Midnight Oil?",Midnight Oil,Midnight Oil chose its name by drawing it out of a hat.,cot,baseline,0.6932,False,0.5598,False,-1.0,3.23,hotpotqa,mistral
"Which rock band chose its name by drawing it out of a hat, Switchfoot or Midnight Oil?",Midnight Oil,"The context does not provide information about how the names of either Switchfoot or Midnight Oil were chosen. However, it is mentioned that Midnight Oil originally performed as Farm and changed their name later. It's not specified in the provided context whether they drew the new name out of a hat. Therefore, based on the given information, we cannot definitively say which band chose its name by drawing it out of a hat.",cot,hcpc_v1,0.6261,False,0.5753,False,-1.0,4.89,hotpotqa,mistral
"Which rock band chose its name by drawing it out of a hat, Switchfoot or Midnight Oil?",Midnight Oil,Midnight Oil chose its name by drawing it out of a hat. Switchfoot was not mentioned in the context as changing its name.,cot,hcpc_v2,0.6309,False,0.5598,False,0.1951,3.71,hotpotqa,mistral
"""Tunak"", is a bhangra/pop love song by an artist born in which year ?",1967,"Daler Mehndi was born before 1998. However, without additional information about his exact birth year, I cannot provide a specific year.",cot,baseline,0.4684,True,0.6225,False,-1.0,8.67,hotpotqa,mistral
"""Tunak"", is a bhangra/pop love song by an artist born in which year ?",1967,"Daler Mehndi was born before 1998. However, the exact birth year is not provided in the context.",cot,hcpc_v1,0.4668,True,0.641,False,-1.0,5.85,hotpotqa,mistral
"""Tunak"", is a bhangra/pop love song by an artist born in which year ?",1967,"Daler Mehndi was born before 1998. However, without additional information about his exact birth year, I cannot provide a specific year.",cot,hcpc_v2,0.4684,True,0.6225,True,0.265,8.0,hotpotqa,mistral
Which Captain launched the attack which led to more casualties than any other incident in the war fought between the settlers of the nascent colony of New Netherland and the native Lenape population?,Captain John Underhill,The Captain who launched the attack that led to more casualties than any other incident in Kieft's War was Captain John Underhill.,cot,baseline,0.5687,False,0.5561,False,-1.0,6.05,hotpotqa,mistral
Which Captain launched the attack which led to more casualties than any other incident in the war fought between the settlers of the nascent colony of New Netherland and the native Lenape population?,Captain John Underhill,Captain John Underhill launched the attack which led to more casualties than any other incident in the war fought between the settlers of the nascent colony of New Netherland and the native Lenape population.,cot,hcpc_v1,0.5392,False,0.6016,False,-1.0,9.17,hotpotqa,mistral
Which Captain launched the attack which led to more casualties than any other incident in the war fought between the settlers of the nascent colony of New Netherland and the native Lenape population?,Captain John Underhill,The Captain who launched the attack that led to more casualties than any other incident in Kieft's War was Captain John Underhill.,cot,hcpc_v2,0.5687,False,0.5561,False,0.5726,5.99,hotpotqa,mistral
In which film did Emilio Estevez star in in the same year as Nightmares,The Outsiders,"The context provided mentions that Emilio Estevez starred in the 1983 horror anthology film ""Nightmares."" However, it does not provide information about any other films he starred in during the same year. Therefore, we cannot definitively answer the question based on the given context.

However, if you are asking for a well-known film that Emilio Estevez starred in during 1983, his role as Dallas Winston in ""The Outsiders"" is another notable film from that year.",cot,baseline,0.631,False,0.616,False,-1.0,8.84,hotpotqa,mistral
In which film did Emilio Estevez star in in the same year as Nightmares,The Outsiders,"The context provided does not mention any other film that Emilio Estevez starred in during the same year as Nightmares (1983). Therefore, it is not possible to determine another film he starred in that year based on the given context.",cot,hcpc_v1,0.67,False,0.6968,False,-1.0,3.59,hotpotqa,mistral
In which film did Emilio Estevez star in in the same year as Nightmares,The Outsiders,"In addition to Nightmares, Emilio Estevez starred in ""The Outsiders"" and ""Repo Man"" in the same year, 1983.",cot,hcpc_v2,0.5587,False,0.616,False,0.2562,11.06,hotpotqa,mistral
What was the concept of the business Eric S .Pistorius worked for after being an attorney?,to ensure wide visibility and understanding of cases in a region,"The context does not provide information about the specific business Eric S. Pistorius worked for after being an attorney. However, it mentions that he specialized in personal injury, litigation, criminal defense, and collections, which suggests he was likely working for a law firm or similar legal entity.

The Commissioner v. Flowers case is about an attorney's travel expenses being deductible from their gross income, but it does not provide any information about the nature of the business Eric S. Pistorius worked for. Therefore, we cannot definitively answer what the concept of the business Eric S. Pistorius worked for after being an attorney was.",cot,baseline,0.467,True,0.5378,False,-1.0,9.61,hotpotqa,mistral
What was the concept of the business Eric S .Pistorius worked for after being an attorney?,to ensure wide visibility and understanding of cases in a region,"The context does not provide information about the concept or type of business Eric S. Pistorius worked for after being an attorney. It only mentions that he is a Circuit court Judge of the Seventh Circuit of Illinois, and there is no mention of any other employment. Therefore, it cannot be determined from the given context what kind of business he worked for after becoming an attorney.",cot,hcpc_v1,0.3975,True,0.4924,False,-1.0,4.78,hotpotqa,mistral
What was the concept of the business Eric S .Pistorius worked for after being an attorney?,to ensure wide visibility and understanding of cases in a region,"The context does not provide information about the specific business Eric S. Pistorius worked for after being an attorney. However, it mentions that he specialized in personal injury, litigation, criminal defense, and collections, which suggests he was likely working as a lawyer or in a law firm.

The Commissioner v. Flowers case is about an attorney's travel expenses being deductible from their gross income for tax purposes, but it does not provide any information about the nature of the business Eric S. Pistorius worked for. Therefore, we cannot definitively determine what the concept of the business was that Eric S. Pistorius worked for after being an attorney based on the provided context.",cot,hcpc_v2,0.4634,True,0.5369,True,0.1153,9.67,hotpotqa,mistral
Which port city lies approximately 25 km north of the Lingnan Fine Arts Museum?,Keelung,"The context does not provide information about any specific port city located north of the Lingnan Fine Arts Museum, as it only mentions Taipei City and Keelung to the southwest. However, since Keelung is approximately 25 km southwest of Taipei City, a port city lying approximately 25 km north of the Lingnan Fine Arts Museum would be Keelung. But this information is not explicitly stated in the context.",cot,baseline,0.6756,False,0.5629,False,-1.0,7.09,hotpotqa,mistral
Which port city lies approximately 25 km north of the Lingnan Fine Arts Museum?,Keelung,Keelung is the port city that lies approximately 25 km north of the Lingnan Fine Arts Museum.,cot,hcpc_v1,0.6553,False,0.5652,False,-1.0,4.95,hotpotqa,mistral
Which port city lies approximately 25 km north of the Lingnan Fine Arts Museum?,Keelung,No such city is mentioned in the context that lies approximately 25 km north of the Lingnan Fine Arts Museum.,cot,hcpc_v2,0.7121,False,0.5625,True,0.3891,7.86,hotpotqa,mistral
Has Stefan Edberg won more events than  Édouard Roger-Vasselin?,yes,"No, based on the provided context, there is no information given about Édouard Roger-Vasselin's career achievements to compare with Stefan Edberg's. Therefore, it cannot be determined if Stefan Edberg has won more events than Édouard Roger-Vasselin.",cot,baseline,0.4449,True,0.5246,False,-1.0,6.56,hotpotqa,mistral
Has Stefan Edberg won more events than  Édouard Roger-Vasselin?,yes,"The context does not provide information about Édouard Roger-Vasselin's tennis career or the number of events he has won, so it is impossible to determine if Stefan Edberg has won more events than him based on the given context.",cot,hcpc_v1,0.3685,True,0.5447,False,-1.0,3.8,hotpotqa,mistral
Has Stefan Edberg won more events than  Édouard Roger-Vasselin?,yes,"No, based on the provided context, there is no information about Édouard Roger-Vasselin's career achievements to compare with Stefan Edberg's. Therefore, we cannot determine if Edberg has won more events than Édouard Roger-Vasselin.",cot,hcpc_v2,0.4141,True,0.5246,False,0.6833,6.23,hotpotqa,mistral
" Jason Regler, stated that he had the idea for the flashing wristbands during a song built around which instrument ?",an organ,"The context does not provide information about the type of music or instruments played during the Coldplay concert where Jason Regler got his idea for Xylobands. Therefore, it is impossible to determine the answer based on the given context.",cot,baseline,0.6435,False,0.341,False,-1.0,5.94,hotpotqa,mistral
" Jason Regler, stated that he had the idea for the flashing wristbands during a song built around which instrument ?",an organ,"The context does not provide information about the type of instrument used in the song ""Fix You"" by Coldplay. Therefore, it is impossible to determine the answer based on the given context.",cot,hcpc_v1,0.7892,False,0.6577,False,-1.0,2.99,hotpotqa,mistral
" Jason Regler, stated that he had the idea for the flashing wristbands during a song built around which instrument ?",an organ,"The context does not provide information about the type of instrument played during the Coldplay concert where Jason Regler got the idea for Xylobands. Therefore, it is impossible to determine the answer based on the given context.",cot,hcpc_v2,0.6275,False,0.341,True,0.0685,5.74,hotpotqa,mistral
 The Soul of Buddha is a 1918 American silent romance film shot in a borough  that is the western terminus of what?,the George Washington Bridge,"The Soul of Buddha was shot in Fort Lee, New Jersey, which is the western terminus of the George Washington Bridge. However, since the question asks for a river and not a bridge, it's more appropriate to say that Fort Lee is located at the western end of the Hudson River.",cot,baseline,0.4714,True,0.6556,False,-1.0,4.83,hotpotqa,mistral
 The Soul of Buddha is a 1918 American silent romance film shot in a borough  that is the western terminus of what?,the George Washington Bridge,"The Soul of Buddha was shot in Fort Lee, New Jersey, which is the western terminus of the George Washington Bridge. However, since the question asks for a river and not a bridge, it's more appropriate to say that Fort Lee is located at the western end of the Hudson River.",cot,hcpc_v1,0.4714,True,0.6556,False,-1.0,3.19,hotpotqa,mistral
 The Soul of Buddha is a 1918 American silent romance film shot in a borough  that is the western terminus of what?,the George Washington Bridge,"The Soul of Buddha was shot in Fort Lee, New Jersey, which is the western terminus of the George Washington Bridge. However, since the question asks for a river and not a bridge, the correct answer would be the Hudson River, as Fort Lee is located on the banks of the Hudson River.",cot,hcpc_v2,0.4634,True,0.6556,True,0.2196,3.24,hotpotqa,mistral
"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort,"The Blackzilians team includes several fighters, but only Vitor Belfort and Eddie Alvarez are mentioned as former UFC champions. Kelvin Gastelum is a current UFC fighter who is ranked #8 in the middleweight division. However, he is not explicitly stated to have been part of the Blackzilians team. Therefore, based on the provided context, there is no information suggesting that any Blackzilians fighter is currently competing in the Middleweight division of Ultimate Fighting Championship.",cot,baseline,0.5334,False,0.653,False,-1.0,7.21,hotpotqa,mistral
"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort,Kelvin Gastelum (assuming he was a member of the Blackzilians team),cot,hcpc_v1,0.7282,False,0.6153,False,-1.0,7.51,hotpotqa,mistral
"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort,"The context does not mention any current Blackzilians fighter who is competing in the Middleweight division of Ultimate Fighting Championship (UFC). Kelvin Gastelum, who is mentioned, was never a part of the Blackzilians team.",cot,hcpc_v2,0.8159,False,0.653,False,0.19,4.14,hotpotqa,mistral
"Were was the Mexican state after which there is Villa Unión, Sinaloa located? ",tip of the Baja California,"The context does not provide information about the location of the Mexican state of Sinaloa. However, it mentions that Villa Unión is in the north-eastern Mexican state of Coahuila, so Sinaloa is not located there.",cot,baseline,0.6625,False,0.6641,False,-1.0,3.52,hotpotqa,mistral
"Were was the Mexican state after which there is Villa Unión, Sinaloa located? ",tip of the Baja California,"The context does not provide information about the location of the Mexican state ""Sinaloa"". However, it mentions that Villa Unión is in the north-eastern Mexican state of Coahuila. So, Villa Unión is not located in Sinaloa.",cot,hcpc_v1,0.714,False,0.6641,False,-1.0,2.71,hotpotqa,mistral
"Were was the Mexican state after which there is Villa Unión, Sinaloa located? ",tip of the Baja California,"The context does not provide information about the location of the Mexican state of Sinaloa. However, it mentions that Villa Unión is in the north-eastern Mexican state of Coahuila, so Sinaloa is not located there.",cot,hcpc_v2,0.6625,False,0.6641,False,0.8045,2.53,hotpotqa,mistral
"What language, traditionally written with the ancient Libyco-Berber script, is closely related to the Tumzabt and Teggargrent languages?",The Tugurt language,The Berber language,cot,baseline,0.7014,False,0.7147,False,-1.0,9.58,hotpotqa,mistral
"What language, traditionally written with the ancient Libyco-Berber script, is closely related to the Tumzabt and Teggargrent languages?",The Tugurt language,"The context provides information about the Berber languages, which include various dialects such as Tumzabt and Teggargrent. These languages are part of the Afroasiatic family and were traditionally written with the ancient Libyco-Berber script, now known as Tifinagh. Therefore, the language that is closely related to Tumzabt and Teggargrent and was traditionally written with the ancient Libyco-Berber script is Berber itself.",cot,hcpc_v1,0.6509,False,0.6965,False,-1.0,6.62,hotpotqa,mistral
"What language, traditionally written with the ancient Libyco-Berber script, is closely related to the Tumzabt and Teggargrent languages?",The Tugurt language,The Tumzabt and Teggargrent languages are closely related to the language traditionally written with the ancient Libyco-Berber script.,cot,hcpc_v2,0.7351,False,0.7147,False,0.7265,10.36,hotpotqa,mistral
Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q,"The context does not provide information about the fictional head of a British Secret Service division or any character inspired by a one-time missionary. The provided context only discusses the 1977 film ""No. 1 of the Secret Service"" and its characters, as well as mentioning Sidney George Reilly MC, a historical figure known as the ""Ace of Spies"". However, there is no connection between these two parts in the given context.",cot,baseline,0.5678,False,0.5155,False,-1.0,7.0,hotpotqa,mistral
Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q,There is no information in the given context to suggest that Charles Bind is the fictional head of a British Secret Service division inspired by a one-time missionary.,cot,hcpc_v1,0.5665,False,0.514,False,-1.0,13.22,hotpotqa,mistral
Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q,"The context provides information about a fictional British secret agent named Charles Bind from the film ""No. 1 of the Secret Service,"" but it does not mention who is the head of any British Secret Service division or any connection to a one-time missionary. Therefore, the question cannot be answered based on the given context.",cot,hcpc_v2,0.5329,False,0.5155,True,0.301,4.93,hotpotqa,mistral
Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,2002,"The context does not provide information about when Philip Pullman's book set in a parallel universe featuring Lyra Belacqua was put into audio. However, the book in question is ""His Dark Materials"" trilogy, not specifically ""Lyra's Oxford."" The trilogy was published between 1995 and 2000. Therefore, it can be assumed that the audiobook versions were also released around those years. However, for a precise year, more specific information would be needed.",cot,baseline,0.7258,False,0.6458,False,-1.0,7.74,hotpotqa,mistral
Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,2002,"The context does not provide specific information about when Philip Pullman's ""Lyra's Oxford"" was put into audio format. However, the trilogy that features Lyra Belacqua, ""His Dark Materials"", was published between 1995 and 2000. Since ""Lyra's Oxford"" is set two years after the end of the trilogy, it can be inferred that ""Lyra's Oxford"" was also published sometime after 2000, but the exact year is not given in the context.",cot,hcpc_v1,0.781,False,0.661,False,-1.0,6.42,hotpotqa,mistral
Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,2002,"The context does not provide information about when Philip Pullman's ""Lyra's Oxford"" was put into audio format. However, the book itself was published in 2003, so it can be assumed that the audiobook version was likely released around the same time or shortly after.",cot,hcpc_v2,0.4699,True,0.6458,False,0.7547,3.92,hotpotqa,mistral
Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,Oliver Parker,"The question asks for the director of the second film in the ""Johnny English film series"". However, the context provided only mentions the first film and does not provide information about any subsequent films or their directors. Therefore, it is impossible to answer this question based on the given context.",cot,baseline,0.641,False,0.6726,False,-1.0,5.18,hotpotqa,mistral
Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,Oliver Parker,"The context does not provide information about who directed the second film in the ""Johnny English"" series. However, it is known that Rowan Atkinson starred in the first film, and he is also a close friend with Robin Driscoll, who wrote for Mr. Bean. Therefore, it can be assumed that the director of the second film might have similar comedic sensibilities to those found in ""Mr. Bean"". Without specific information about the director of the second film, it's impossible to give an exact answer based on the provided context.",cot,hcpc_v1,0.4835,True,0.6948,False,-1.0,6.16,hotpotqa,mistral
Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,Oliver Parker,"The question asks for who directed the second film in the ""Johnny English film series"". However, the provided context does not mention any information about the director of the second film. Therefore, it is impossible to answer this question based on the given context.",cot,hcpc_v2,0.6963,False,0.6726,False,0.3669,3.32,hotpotqa,mistral
George Gershwin is an American Composer and Judith Weir is a composer from which country?,a British composer,"Judith Weir is not mentioned in the context, so I cannot determine her nationality based on the provided information.",cot,baseline,0.5176,False,0.6819,False,-1.0,3.83,hotpotqa,mistral
George Gershwin is an American Composer and Judith Weir is a composer from which country?,a British composer,"Judith Weir is a British composer, not American like George Gershwin.",cot,hcpc_v1,0.5977,False,0.7448,False,-1.0,2.11,hotpotqa,mistral
George Gershwin is an American Composer and Judith Weir is a composer from which country?,a British composer,"Judith Weir is a British composer, not American like George Gershwin. The context provided does not mention Judith Weir at all.",cot,hcpc_v2,0.6659,False,0.6819,True,0.6069,3.59,hotpotqa,mistral
What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,Rafael Márquez,"The context does not provide information about the name of Juan Manuel Márquez's younger brother. However, it is mentioned that Rafael Márquez Méndez is his older brother. So, if we are looking for a younger brother, there is no specific mention of a name in the provided context.",cot,baseline,0.5579,False,0.5813,False,-1.0,7.31,hotpotqa,mistral
What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,Rafael Márquez,"The context does not provide information about Juan Manuel Márquez having a younger brother who was a boxer or held any specific title like WBO champion. Therefore, it is impossible to determine the name of such a hypothetical brother based on the given context.",cot,hcpc_v1,0.5478,False,0.7811,False,-1.0,3.79,hotpotqa,mistral
What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,Rafael Márquez,"The context does not provide information about a younger brother of Juan Manuel Márquez who held a WBO championship. The given context only mentions Rafael Márquez Méndez, who held the IBF bantamweight title and challenged for the WBO featherweight title, but did not hold the WBO champion title as Juan Manuel Márquez's younger brother.",cot,hcpc_v2,0.5922,False,0.5813,False,0.8372,8.26,hotpotqa,mistral
The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea,"The context provides information about Kim Jong-kook, who is one member of the Running Man Brothers. It states that Kim Jong-kook is a South Korean singer, actor, and TV personality. Therefore, Kim Jong-kook is from South Korea.",cot,baseline,0.9135,False,0.7956,False,-1.0,4.68,hotpotqa,mistral
The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea,"The context provides information about the Running Man Brothers, which is a South Korean pop duo. Kim Jong-kook is one of the members of this group, so it can be inferred that he is also from South Korea.",cot,hcpc_v1,0.8304,False,0.7896,False,-1.0,2.79,hotpotqa,mistral
The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea,"The context provides information about Kim Jong-kook, who is one member of the Running Man Brothers. It states that Kim Jong-kook is a South Korean singer, actor, and TV personality. Therefore, Kim Jong-kook is from South Korea.",cot,hcpc_v2,0.9135,False,0.7956,False,0.5676,3.53,hotpotqa,mistral
Ruddles Brewery is owned by a pub retailer and brewer based in what city?,Bury St Edmunds,Ruddles Brewery is owned by a pub retailer and brewer based in Bury St Edmunds.,cot,baseline,0.8643,False,0.7551,False,-1.0,5.84,hotpotqa,mistral
Ruddles Brewery is owned by a pub retailer and brewer based in what city?,Bury St Edmunds,"Greene King, the company that owns Ruddles Brewery, is based in Bury St Edmunds, Suffolk (UK). Therefore, Ruddles Brewery is owned by a pub retailer and brewer based in Bury St Edmunds.",cot,hcpc_v1,0.8796,False,0.7551,False,-1.0,2.79,hotpotqa,mistral
Ruddles Brewery is owned by a pub retailer and brewer based in what city?,Bury St Edmunds,"Greene King, the company that owns Ruddles Brewery, is based in Bury St Edmunds, Suffolk (UK). Therefore, Ruddles Brewery is owned by a pub retailer and brewer based in Bury St Edmunds.",cot,hcpc_v2,0.8796,False,0.7551,False,0.3987,2.76,hotpotqa,mistral
The creator of the Lisa Simpson character was born in what year?,1954,"Martha Maria Yeardley Smith is the voice actress for Lisa Simpson, but she is not the creator of the character. The creator of Lisa Simpson is Matt Groening, and he was born in 1954.",cot,baseline,0.5085,False,0.7498,False,-1.0,4.79,hotpotqa,mistral
The creator of the Lisa Simpson character was born in what year?,1954,"Martha Maria Yeardley Smith, the actress who voices Lisa Simpson, was born in 1964. However, this does not mean that Lisa Simpson herself was created in 1964. The question asks for the birth year of the creator of the character, not the character itself.",cot,hcpc_v1,0.5265,False,0.7617,False,-1.0,3.36,hotpotqa,mistral
The creator of the Lisa Simpson character was born in what year?,1954,"Martha Maria Yeardley Smith is the voice actress for Lisa Simpson, but she is not the creator of the character. The creator of Lisa Simpson is Matt Groening, and he was born in 1954.",cot,hcpc_v2,0.5085,False,0.7498,False,0.6837,3.58,hotpotqa,mistral
Where is the international airport which Eagle Aviation wet lease operations were based in located ,France.,"The context states that Eagle Aviation France's wet lease operations were based in Paris at Charles de Gaulle Airport. Therefore, the international airport where Eagle Aviation France's wet lease operations were based is located in Paris, specifically at Charles de Gaulle Airport.",cot,baseline,0.6791,False,0.6807,False,-1.0,4.6,hotpotqa,mistral
