question,ground_truth,answer,template,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,latency_s,dataset,model
What was the theme of Super Bowl 50?,"""golden anniversary""","The theme of Super Bowl 50 was the ""golden anniversary."" This was emphasized through various gold-themed initiatives by the league, and the temporary suspension of the tradition of naming each Super Bowl game with Roman numerals. Instead, the Arabic numerals 50 were prominently featured in the logo to mark the 50th Super Bowl.",expert,baseline,0.7362,False,0.5514,False,-1.0,3.74,squad,mistral
What was the theme of Super Bowl 50?,"""golden anniversary""","The context does not provide information about the theme of Super Bowl 50. However, it does mention that the game's name includes ""Super Bowl L"" and that the logo prominently features Arabic numerals 50, which suggests that the focus was on emphasizing the number 50 in the game's branding.",expert,hcpc_v1,0.6635,False,0.6354,False,-1.0,4.09,squad,mistral
What was the theme of Super Bowl 50?,"""golden anniversary""","The theme of Super Bowl 50 was the ""golden anniversary,"" emphasizing it with various gold-themed initiatives, as stated in the context provided.",expert,hcpc_v2,0.9174,False,0.5514,False,1.0,5.42,squad,mistral
What day was the game played on?,"February 7, 2016","The context does not provide information about the day the game was played on. However, it is known that the Super Bowl Opening Night was held on February 1, 2016, which suggests that the game could have been played on either February 2 or February 7 (as these are the days following a Monday). Without additional context, it's not possible to determine the exact day of the game.",expert,baseline,0.6321,False,0.5273,False,-1.0,6.09,squad,mistral
What day was the game played on?,"February 7, 2016","Based on the provided context, it is not explicitly stated when the game was played. However, we can infer that the game was likely played on the following day after Super Bowl Opening Night, which was held on February 1, 2016. Therefore, the game could have been played on February 2, 2016.",expert,hcpc_v1,0.6132,False,0.5556,False,-1.0,4.45,squad,mistral
What day was the game played on?,"February 7, 2016","The game was played on February 2nd, 2016 (the day after Super Bowl Opening Night). However, the exact date of the game is not explicitly stated in the provided context.",expert,hcpc_v2,0.6585,False,0.5273,False,1.0,3.75,squad,mistral
What is the AFC short for?,American Football Conference,"The context provided does not contain information about what AFC stands for. However, in American football, AFC typically stands for the American Football Conference.",expert,baseline,0.7263,False,0.4992,False,-1.0,2.5,squad,mistral
What is the AFC short for?,American Football Conference,"The context provided does not contain information about what AFC stands for. However, in American football, AFC typically stands for the American Football Conference.",expert,hcpc_v1,0.7263,False,0.4992,False,-1.0,1.44,squad,mistral
What is the AFC short for?,American Football Conference,"The context provided does not contain information about what AFC stands for. However, in American football, AFC typically stands for the American Football Conference.",expert,hcpc_v2,0.7263,False,0.4992,True,1.0,1.51,squad,mistral
What was the theme of Super Bowl 50?,"""golden anniversary""","The theme of Super Bowl 50 was the ""golden anniversary."" This was emphasized by various gold-themed initiatives and the temporary suspension of the tradition of naming each Super Bowl game with Roman numerals, allowing the logo to prominently feature the Arabic numerals 50.",expert,baseline,0.598,False,0.5514,False,-1.0,6.95,squad,mistral
What was the theme of Super Bowl 50?,"""golden anniversary""","The context does not provide information about the theme of Super Bowl 50. The focus is on the design of the logo, featuring the Arabic numerals 50, to represent Super Bowl 50.",expert,hcpc_v1,0.8254,False,0.6354,False,-1.0,3.02,squad,mistral
What was the theme of Super Bowl 50?,"""golden anniversary""","The theme of Super Bowl 50 was the ""golden anniversary,"" emphasizing it with various gold-themed initiatives, as stated in the context provided.",expert,hcpc_v2,0.9174,False,0.5514,False,1.0,5.62,squad,mistral
What does AFC stand for?,American Football Conference,"The context provided does not explicitly state what AFC stands for. However, in the context of American football, AFC typically refers to the American Football Conference.",expert,baseline,0.7469,False,0.4753,False,-1.0,2.64,squad,mistral
What does AFC stand for?,American Football Conference,"The context provided does not explicitly state what AFC stands for. However, in the context of American football, AFC typically refers to the American Football Conference.",expert,hcpc_v1,0.7469,False,0.4753,False,-1.0,1.56,squad,mistral
What does AFC stand for?,American Football Conference,"The context provided does not explicitly state what AFC stands for. However, in the context of American football, AFC typically refers to the American Football Conference.",expert,hcpc_v2,0.7469,False,0.4753,True,1.0,1.65,squad,mistral
What day was the Super Bowl played on?,"February 7, 2016",The context does not provide information about the day the Super Bowl was played on in 2016.,expert,baseline,0.8723,False,0.7006,False,-1.0,3.33,squad,mistral
What day was the Super Bowl played on?,"February 7, 2016","The context does not provide information about the date when the Super Bowl was played. However, based on the fact that the Super Bowl Opening Night was held on February 1, 2016, it can be inferred that the Super Bowl likely took place on a day after February 1, 2016. Without additional context, it is not possible to determine the exact date of the Super Bowl.",expert,hcpc_v1,0.5827,False,0.7261,False,-1.0,5.18,squad,mistral
What day was the Super Bowl played on?,"February 7, 2016",The context does not provide information about the day the Super Bowl was played on in 2016.,expert,hcpc_v2,0.8723,False,0.7006,False,1.0,2.93,squad,mistral
Who won Super Bowl 50?,Denver Broncos,The American Football Conference (AFC) champion Denver Broncos won Super Bowl 50.,expert,baseline,0.7141,False,0.681,False,-1.0,4.91,squad,mistral
Who won Super Bowl 50?,Denver Broncos,"The winner of Super Bowl 50, as stated in the context, is not explicitly mentioned. However, it can be inferred that the team that emerged victorious was either the Denver Broncos or the Carolina Panthers, as these were the two teams that competed in the game.",expert,hcpc_v1,0.8294,False,0.6226,False,-1.0,3.35,squad,mistral
Who won Super Bowl 50?,Denver Broncos,The American Football Conference (AFC) champion Denver Broncos won Super Bowl 50.,expert,hcpc_v2,0.7141,False,0.681,False,1.0,4.84,squad,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium,"Based on the provided context, Super Bowl 50 did not take place at Levi's Stadium as it was built in 2014 and Super Bowl 50 occurred on February 7, 2016. The information given does not specify where Super Bowl 50 took place.",expert,baseline,0.6533,False,0.6831,False,-1.0,5.12,squad,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium,"The context does not provide information about the specific venue for Super Bowl 50. However, given that it is stated to be the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985 and the first in California since Super Bowl XXXVII took place in San Diego in 2003, one can infer that Super Bowl 50 could have taken place in either Levi's Stadium (Santa Clara, California) or a different venue in the San Francisco Bay Area. Without additional context or information, it is not possible to definitively determine the exact venue for Super Bowl 50.",expert,hcpc_v1,0.5104,False,0.6508,False,-1.0,7.93,squad,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium,"Based on the provided context, Super Bowl 50 did not take place at Levi's Stadium as it was built in 2014 and Super Bowl 50 occurred on February 7, 2016. However, the evidence is insufficient to determine the exact venue for Super Bowl 50.",expert,hcpc_v2,0.6113,False,0.6831,False,1.0,5.49,squad,mistral
What city did Super Bowl 50 take place in?,Santa Clara,"Super Bowl 50 took place in Santa Clara, California, specifically at Levi's Stadium in the San Francisco Bay Area.",expert,baseline,0.9628,False,0.6635,False,-1.0,5.46,squad,mistral
What city did Super Bowl 50 take place in?,Santa Clara,The context does not provide information about the location where Super Bowl 50 took place.,expert,hcpc_v1,0.814,False,0.5887,False,-1.0,1.48,squad,mistral
What city did Super Bowl 50 take place in?,Santa Clara,"Super Bowl 50 took place in Santa Clara, California, specifically at Levi's Stadium in the San Francisco Bay Area.",expert,hcpc_v2,0.9628,False,0.6635,False,1.0,5.16,squad,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,"If Roman numerals had been used for Super Bowl 50, it would have been called Super Bowl XLVII (Roman numeral 50 is ""L"" and XLVII represents 47 in Roman numerals). However, Arabic numerals were used instead, so it was named Super Bowl 50.",expert,baseline,0.5607,False,0.7265,False,-1.0,7.28,squad,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,"If Roman numerals had been used for Super Bowl 50, it would have been denoted as ""LI"" (pronounced ""fifty-one""), not ""L"" (which represents 50 in Roman numerals). This is because the Roman numeral system does not have a symbol for zero and uses subtractive notation. So, to represent 50, they use ""V"" (5) followed by ""X"" (10), which results in ""XL"" (40 + 10 = 50). To represent the next number after 50, they would add one, resulting in ""LI"".",expert,hcpc_v1,0.6075,False,0.8134,False,-1.0,7.29,squad,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,"If Roman numerals had been used for Super Bowl 50, it would have been called Super Bowl XLVII (Roman numeral 50 is ""L"" and XLVII represents the sum of 40 + 7 = 47). However, Arabic numerals were used instead.",expert,hcpc_v2,0.6392,False,0.7265,False,1.0,7.2,squad,mistral
Super Bowl 50 decided the NFL champion for what season?,2015,The National Football League (NFL) champion for the 2015 season was determined in Super Bowl 50.,expert,baseline,0.713,False,0.6996,False,-1.0,5.39,squad,mistral
Super Bowl 50 decided the NFL champion for what season?,2015,The NFL champion for the 2015 season was decided in Super Bowl 50.,expert,hcpc_v1,0.6782,False,0.6978,False,-1.0,1.54,squad,mistral
Super Bowl 50 decided the NFL champion for what season?,2015,The National Football League (NFL) champion for the 2015 season was determined in Super Bowl 50.,expert,hcpc_v2,0.713,False,0.6996,False,1.0,5.14,squad,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,The context provided does not specify the year in which the Denver Broncos secured a Super Bowl title for the third time.,expert,baseline,0.7775,False,0.6986,False,-1.0,2.44,squad,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"The context provided does not specify the year in which the Denver Broncos secured a Super Bowl title for the third time. To find that information, one would need to know the years of their three Super Bowl victories, which are 1997, 1998, and 2015. Without additional context or specifying one of those years, it's impossible to determine the exact year from the provided statement alone.",expert,hcpc_v1,0.717,False,0.6986,False,-1.0,4.53,squad,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"The context provided does not specify the year in which the Denver Broncos secured a Super Bowl title for the third time. To find this information, one would need to know the years of their three Super Bowl victories (II, 50, and 52) and determine if they won a third title after the regular season described in the context.",expert,hcpc_v2,0.6392,False,0.6986,True,1.0,3.59,squad,mistral
What city did Super Bowl 50 take place in?,Santa Clara,"Super Bowl 50 took place in Santa Clara, California, specifically at Levi's Stadium in the San Francisco Bay Area.",expert,baseline,0.9628,False,0.6635,False,-1.0,5.38,squad,mistral
What city did Super Bowl 50 take place in?,Santa Clara,The context does not provide information about the location where Super Bowl 50 took place.,expert,hcpc_v1,0.814,False,0.5887,False,-1.0,1.46,squad,mistral
What city did Super Bowl 50 take place in?,Santa Clara,"Super Bowl 50 took place in Santa Clara, California, specifically at Levi's Stadium in the San Francisco Bay Area.",expert,hcpc_v2,0.9628,False,0.6635,False,1.0,5.19,squad,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium,"Super Bowl 50 took place at Levi's Stadium, located in the San Francisco Bay Area at Santa Clara, California.",expert,baseline,0.9423,False,0.6576,False,-1.0,1.47,squad,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium,The context does not provide information about the stadium where Super Bowl 50 took place.,expert,hcpc_v1,0.6897,False,0.5862,False,-1.0,1.86,squad,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium,"Super Bowl 50 took place at Levi's Stadium, located in the San Francisco Bay Area at Santa Clara, California.",expert,hcpc_v2,0.9423,False,0.6576,False,1.0,5.24,squad,mistral
What was the final score of Super Bowl 50? ,24–10,"The final score of Super Bowl 50 was Denver Broncos 24, Carolina Panthers 10.",expert,baseline,0.8776,False,0.6261,False,-1.0,1.34,squad,mistral
What was the final score of Super Bowl 50? ,24–10,The context provided does not contain information about the final score of Super Bowl 50.,expert,hcpc_v1,0.964,False,0.5729,False,-1.0,1.62,squad,mistral
What was the final score of Super Bowl 50? ,24–10,"The final score of Super Bowl 50 was 24–10, with the American Football Conference (AFC) champion Denver Broncos defeating the National Football Conference (NFC) champion Carolina Panthers.",expert,hcpc_v2,0.8695,False,0.6261,False,1.0,5.93,squad,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016","Super Bowl 50 took place on February 7, 2016.",expert,baseline,0.9482,False,0.6393,False,-1.0,1.13,squad,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016","Super Bowl 50 took place on February 7, 2016.",expert,hcpc_v1,0.9482,False,0.5842,False,-1.0,1.82,squad,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016","Super Bowl 50 took place on February 7, 2016.",expert,hcpc_v2,0.9482,False,0.6393,False,1.0,4.67,squad,mistral
What year was Super Bowl 50?,2015,The year Super Bowl 50 was held was 2016.,expert,baseline,0.7558,False,0.6696,False,-1.0,0.92,squad,mistral
What year was Super Bowl 50?,2015,"The given context does not provide explicit information about the year Super Bowl 50 took place. However, since it is the 50th Super Bowl, we can infer that it occurred in the year 2015 (as Super Bowls are numbered consecutively and the first Super Bowl was held in 1967).",expert,hcpc_v1,0.6853,False,0.6352,False,-1.0,4.09,squad,mistral
What year was Super Bowl 50?,2015,The year Super Bowl 50 was held was 2016.,expert,hcpc_v2,0.7558,False,0.6696,False,1.0,4.7,squad,mistral
What team was the AFC champion?,Denver Broncos,"The provided context does not provide information about which team became the AFC champion after the regular season. To determine that, one would need to know the results of the AFC playoffs following the 12–4 regular season of the Denver Broncos.",expert,baseline,0.6132,False,0.5895,False,-1.0,3.39,squad,mistral
What team was the AFC champion?,Denver Broncos,"The provided context does not provide information about which team became the AFC champion in the subsequent postseason. Therefore, I cannot definitively say who the AFC champion was based on the given context alone.",expert,hcpc_v1,0.5159,False,0.5895,False,-1.0,2.09,squad,mistral
What team was the AFC champion?,Denver Broncos,"The provided context does not provide information about which team became the AFC champion in the subsequent postseason. Therefore, I cannot definitively say who the AFC champion was based on the given context alone.",expert,hcpc_v2,0.5159,False,0.5895,True,1.0,2.06,squad,mistral
What team was the NFC champion?,Carolina Panthers,The NFC champion was the Panthers.,expert,baseline,0.7719,False,0.6302,False,-1.0,3.98,squad,mistral
What team was the NFC champion?,Carolina Panthers,"The context does not specify the name of the team that was the NFC champion, but based on the information provided, it is evident that the team that defeated the Arizona Cardinals in the NFC Championship Game advanced to become the NFC champion. However, without additional context, it is impossible to definitively identify the name of the winning team.",expert,hcpc_v1,0.5322,False,0.7069,False,-1.0,4.2,squad,mistral
What team was the NFC champion?,Carolina Panthers,The NFC champion was the Panthers.,expert,hcpc_v2,0.7719,False,0.6302,False,1.0,4.02,squad,mistral
Who won Super Bowl 50?,Denver Broncos,The American Football Conference (AFC) champion Denver Broncos won Super Bowl 50.,expert,baseline,0.7141,False,0.681,False,-1.0,4.73,squad,mistral
Who won Super Bowl 50?,Denver Broncos,"The winner of Super Bowl 50, as stated in the context, is not explicitly mentioned. However, it can be inferred that the team that emerged victorious was either the Denver Broncos or the Carolina Panthers, as these were the two teams that competed in the game.",expert,hcpc_v1,0.8294,False,0.6226,False,-1.0,3.33,squad,mistral
Who won Super Bowl 50?,Denver Broncos,The American Football Conference (AFC) champion Denver Broncos won Super Bowl 50.,expert,hcpc_v2,0.7141,False,0.681,False,1.0,4.85,squad,mistral
Super Bowl 50 determined the NFL champion for what season?,2015,Super Bowl 50 determined the NFL champion for the 2015 season.,expert,baseline,0.7504,False,0.6929,False,-1.0,1.02,squad,mistral
Super Bowl 50 determined the NFL champion for what season?,2015,The NFL champion for the 2015 season was determined in Super Bowl 50.,expert,hcpc_v1,0.7168,False,0.7057,False,-1.0,1.64,squad,mistral
Super Bowl 50 determined the NFL champion for what season?,2015,Super Bowl 50 determined the NFL champion for the 2015 season.,expert,hcpc_v2,0.7504,False,0.6929,False,1.0,4.73,squad,mistral
Which team won Super Bowl 50.,Denver Broncos,The Denver Broncos won Super Bowl 50.,expert,baseline,0.9247,False,0.7186,False,-1.0,0.7,squad,mistral
Which team won Super Bowl 50.,Denver Broncos,"The context does not provide information about which team won Super Bowl 50. Therefore, it is impossible to give a precise answer based on the provided evidence alone.",expert,hcpc_v1,0.7057,False,0.6477,False,-1.0,2.19,squad,mistral
Which team won Super Bowl 50.,Denver Broncos,The Denver Broncos won Super Bowl 50.,expert,hcpc_v2,0.9247,False,0.7186,False,1.0,4.45,squad,mistral
Where was Super Bowl 50 held?,"Santa Clara, California.","Super Bowl 50 was held at Levi's Stadium in the San Francisco Bay Area, Santa Clara, California.",expert,baseline,0.9364,False,0.6858,False,-1.0,1.33,squad,mistral
Where was Super Bowl 50 held?,"Santa Clara, California.",The context does not provide information about the location where Super Bowl 50 was held.,expert,hcpc_v1,0.7601,False,0.5937,False,-1.0,1.55,squad,mistral
Where was Super Bowl 50 held?,"Santa Clara, California.","Super Bowl 50 was held at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",expert,hcpc_v2,0.9333,False,0.6858,False,1.0,5.05,squad,mistral
The name of the NFL championship game is?,Super Bowl,"The name of the NFL championship game in this context is Super Bowl 50, not Super Bowl L.",expert,baseline,0.4611,True,0.5245,False,-1.0,1.23,squad,mistral
The name of the NFL championship game is?,Super Bowl,"The context does not provide information about the name of the NFL championship game. However, it's commonly known as the Super Bowl.",expert,hcpc_v1,0.7621,False,0.5498,False,-1.0,2.46,squad,mistral
The name of the NFL championship game is?,Super Bowl,"The name of the NFL championship game in question, as stated in the context, was not explicitly mentioned. However, it can be inferred that it would typically be referred to as ""Super Bowl"" followed by its Roman numeral or Arabic numeral representation. In this case, since the league temporarily suspended the tradition of using Roman numerals for Super Bowl 50, it would have been known as simply ""Super Bowl 50.""",expert,hcpc_v2,0.5959,False,0.5245,False,1.0,8.49,squad,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos,The Broncos won the AFC playoff in 2015.,expert,baseline,0.8379,False,0.5523,False,-1.0,4.3,squad,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos,The 2015 AFC Playoff was won by the Denver Broncos.,expert,hcpc_v1,0.8632,False,0.5318,False,-1.0,2.05,squad,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos,The Broncos won the AFC playoff in 2015.,expert,hcpc_v2,0.8379,False,0.5494,True,1.0,4.18,squad,mistral
