question,ground_truth,answer,template,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,latency_s,dataset,model
What was the final score of Super Bowl 50? ,24–10,The question does not provide information about the final score of Super Bowl 50.,concise,hcpc_v1,0.4823,True,0.5729,False,-1.0,1.38,squad,mistral
What was the final score of Super Bowl 50? ,24–10,The final score of Super Bowl 50 was 24–10.,concise,hcpc_v2,0.7851,False,0.6261,False,1.0,4.72,squad,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016","February 7, 2016",concise,baseline,0.6229,False,0.6393,False,-1.0,0.61,squad,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016","February 7, 2016",concise,hcpc_v1,0.6229,False,0.5842,False,-1.0,1.28,squad,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016","February 7, 2016",concise,hcpc_v2,0.6229,False,0.6393,False,1.0,4.26,squad,mistral
What year was Super Bowl 50?,2015,The year was 2016.,concise,baseline,0.6685,False,0.6696,False,-1.0,0.6,squad,mistral
What year was Super Bowl 50?,2015,The year was 2015.,concise,hcpc_v1,0.6944,False,0.6352,False,-1.0,1.01,squad,mistral
What year was Super Bowl 50?,2015,2016,concise,hcpc_v2,1.0,False,0.6696,False,1.0,4.13,squad,mistral
What team was the AFC champion?,Denver Broncos,The context does not specify that the Broncos were the AFC champion.,concise,baseline,0.9814,False,0.5895,False,-1.0,1.63,squad,mistral
What team was the AFC champion?,Denver Broncos,The context does not specify that the Broncos were the AFC champion.,concise,hcpc_v1,0.9814,False,0.5895,False,-1.0,0.72,squad,mistral
What team was the AFC champion?,Denver Broncos,The context does not specify that the Broncos were the AFC champion.,concise,hcpc_v2,0.9814,False,0.5895,True,1.0,0.74,squad,mistral
What team was the NFC champion?,Carolina Panthers,The Panthers were the NFC champion.,concise,baseline,0.665,False,0.6302,False,-1.0,4.08,squad,mistral
What team was the NFC champion?,Carolina Panthers,The San Francisco 49ers were the NFC champion.,concise,hcpc_v1,0.6855,False,0.7069,False,-1.0,1.53,squad,mistral
What team was the NFC champion?,Carolina Panthers,The Panthers were the NFC champion.,concise,hcpc_v2,0.665,False,0.6302,False,1.0,3.8,squad,mistral
Who won Super Bowl 50?,Denver Broncos,Denver Broncos,concise,baseline,0.5925,False,0.681,False,-1.0,4.04,squad,mistral
Who won Super Bowl 50?,Denver Broncos,Denver Broncos,concise,hcpc_v1,0.5925,False,0.6226,False,-1.0,0.66,squad,mistral
Who won Super Bowl 50?,Denver Broncos,Denver Broncos,concise,hcpc_v2,0.5925,False,0.681,False,1.0,3.91,squad,mistral
Super Bowl 50 determined the NFL champion for what season?,2015,The NFL champion for the 2015 season was determined in Super Bowl 50.,concise,baseline,0.7168,False,0.6929,False,-1.0,1.1,squad,mistral
Super Bowl 50 determined the NFL champion for what season?,2015,The NFL champion for the 2015 season.,concise,hcpc_v1,0.7621,False,0.7057,False,-1.0,1.17,squad,mistral
Super Bowl 50 determined the NFL champion for what season?,2015,The NFL champion for the 2015 season was determined in Super Bowl 50.,concise,hcpc_v2,0.7168,False,0.6929,False,1.0,4.83,squad,mistral
Which team won Super Bowl 50.,Denver Broncos,Denver Broncos,concise,baseline,0.5925,False,0.7186,False,-1.0,0.34,squad,mistral
Which team won Super Bowl 50.,Denver Broncos,The winner of Super Bowl 50 was not specified in the context provided.,concise,hcpc_v1,0.7425,False,0.6477,False,-1.0,1.37,squad,mistral
Which team won Super Bowl 50.,Denver Broncos,Denver Broncos,concise,hcpc_v2,0.5925,False,0.7186,False,1.0,4.15,squad,mistral
Where was Super Bowl 50 held?,"Santa Clara, California.","Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",concise,baseline,0.9411,False,0.6858,False,-1.0,1.05,squad,mistral
Where was Super Bowl 50 held?,"Santa Clara, California.",Super Bowl 50 was held in 2015. (The location is not specified in the context.),concise,hcpc_v1,0.7241,False,0.5937,False,-1.0,1.71,squad,mistral
Where was Super Bowl 50 held?,"Santa Clara, California.","Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",concise,hcpc_v2,0.9411,False,0.6858,False,1.0,4.86,squad,mistral
The name of the NFL championship game is?,Super Bowl,Super Bowl 50,concise,baseline,0.6293,False,0.5245,False,-1.0,0.43,squad,mistral
The name of the NFL championship game is?,Super Bowl,Super Bowl,concise,hcpc_v1,1.0,False,0.5498,False,-1.0,1.2,squad,mistral
The name of the NFL championship game is?,Super Bowl,Super Bowl 50,concise,hcpc_v2,0.6293,False,0.5245,False,1.0,4.23,squad,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos,Denver Broncos,concise,baseline,0.5925,False,0.5523,False,-1.0,3.42,squad,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos,The Broncos won the AFC playoffs in 2015.,concise,hcpc_v1,0.8737,False,0.5318,False,-1.0,1.86,squad,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos,The Broncos won the AFC playoff.,concise,hcpc_v2,0.897,False,0.5494,True,1.0,3.86,squad,mistral
