question,ground_truth,answer,template,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,latency_s,dataset,model
Who will Billy Howle be seen opposite in the upcoming British drama film directed by Dominic Cooke?,Saoirse Ronan,"Billy Howle will be seen opposite Saoirse Ronan in the upcoming British drama film, ""On Chesil Beach"", directed by Dominic Cooke.",expert,hcpc_v1,0.7801,False,0.5367,False,-1.0,3.05,hotpotqa,mistral
Who will Billy Howle be seen opposite in the upcoming British drama film directed by Dominic Cooke?,Saoirse Ronan,"Billy Howle will be seen opposite Saoirse Ronan in the upcoming British drama film, ""On Chesil Beach"", directed by Dominic Cooke.",expert,hcpc_v2,0.7801,False,0.528,False,1.0,4.98,hotpotqa,mistral
"What animated movie, starring Danny Devito, featured music written and produced by Kool Kojak?",The Lorax,"The provided context does not contain information about an animated movie starring Danny DeVito featuring music written and produced by Kool Kojak. Therefore, I cannot provide a precise answer to the question.",expert,baseline,0.6494,False,0.3976,False,-1.0,3.8,hotpotqa,mistral
"What animated movie, starring Danny Devito, featured music written and produced by Kool Kojak?",The Lorax,"The provided context does not contain information about an animated movie starring Danny DeVito featuring music written and produced by Kool Kojak. Therefore, it is impossible to give a precise answer based on the given context.",expert,hcpc_v1,0.5827,False,0.3923,False,-1.0,2.57,hotpotqa,mistral
"What animated movie, starring Danny Devito, featured music written and produced by Kool Kojak?",The Lorax,"The provided context does not contain information about an animated movie featuring Danny DeVito and music written and produced by Kool Kojak. Therefore, it is impossible to give a precise answer based on the given context.",expert,hcpc_v2,0.5637,False,0.3976,True,1.0,4.07,hotpotqa,mistral
"Out of the actors who have played the role of Luc Deveraux in the Universal Soldier franchise, which actor has also starred in the movies Holby City, Doctor Strange, the Bourne Ultimatum and Zero Dark Thirty?",Scott Adkins,"The provided context does not contain information about any actor portraying Luc Deveraux who has also starred in ""Holby City,"" ""Doctor Strange,"" ""The Bourne Ultimatum,"" or ""Zero Dark Thirty."" Therefore, no actor from the Universal Soldier franchise fits this description.",expert,baseline,0.7145,False,0.7431,False,-1.0,5.92,hotpotqa,mistral
"Out of the actors who have played the role of Luc Deveraux in the Universal Soldier franchise, which actor has also starred in the movies Holby City, Doctor Strange, the Bourne Ultimatum and Zero Dark Thirty?",Scott Adkins,"Based on the provided context, there is no evidence to suggest that any actor who has portrayed Luc Deveraux in the Universal Soldier franchise has also starred in Holby City, Doctor Strange, The Bourne Ultimatum, or Zero Dark Thirty. Therefore, it cannot be determined which actor fits this description from the given context alone.",expert,hcpc_v1,0.5375,False,0.7173,False,-1.0,4.61,hotpotqa,mistral
"Out of the actors who have played the role of Luc Deveraux in the Universal Soldier franchise, which actor has also starred in the movies Holby City, Doctor Strange, the Bourne Ultimatum and Zero Dark Thirty?",Scott Adkins,"The provided context does not contain information about any actor portraying Luc Deveraux who has also starred in ""Holby City,"" ""Doctor Strange,"" ""The Bourne Ultimatum,"" or ""Zero Dark Thirty."" Therefore, no actor from the Universal Soldier franchise fits this description.",expert,hcpc_v2,0.7145,False,0.7431,False,1.0,5.67,hotpotqa,mistral
Tommy's Honour was a drama film that included the actor who found success with what 2016 BBC miniseries?,War & Peace,"The context provided does not contain information about an actor from Tommy's Honour finding success in a specific 2016 BBC miniseries. Therefore, it is impossible to give a precise answer based on the given evidence.",expert,baseline,0.7263,False,0.7017,False,-1.0,4.58,hotpotqa,mistral
Tommy's Honour was a drama film that included the actor who found success with what 2016 BBC miniseries?,War & Peace,"The context provided does not contain information about an actor from Tommy's Honour finding success in a specific 2016 BBC miniseries. Therefore, it is impossible to give a precise and technically-worded answer to the question.",expert,hcpc_v1,0.7915,False,0.656,False,-1.0,3.43,hotpotqa,mistral
Tommy's Honour was a drama film that included the actor who found success with what 2016 BBC miniseries?,War & Peace,The context does not provide information about an actor from Tommy's Honour finding success in a specific 2016 BBC miniseries.,expert,hcpc_v2,0.3656,True,0.7017,False,1.0,3.51,hotpotqa,mistral
"Which rock band chose its name by drawing it out of a hat, Switchfoot or Midnight Oil?",Midnight Oil,"The context provided does not offer information about the naming process of either Switchfoot or Midnight Oil. Therefore, I cannot definitively say which of these bands chose its name by drawing it out of a hat.",expert,baseline,0.5976,False,0.5738,False,-1.0,3.88,hotpotqa,mistral
"Which rock band chose its name by drawing it out of a hat, Switchfoot or Midnight Oil?",Midnight Oil,"Based on the provided context, there is no information about which rock band drew its name out of a hat. Both Switchfoot and Midnight Oil are American-origin bands, but the text does not provide any evidence to determine which one chose its name by drawing it from a hat.",expert,hcpc_v1,0.498,True,0.5891,False,-1.0,3.33,hotpotqa,mistral
"Which rock band chose its name by drawing it out of a hat, Switchfoot or Midnight Oil?",Midnight Oil,"The context provided does not offer information about the naming process of either Switchfoot or Midnight Oil. Therefore, I cannot definitively say which of these bands chose its name by drawing it out of a hat.",expert,hcpc_v2,0.5976,False,0.5738,False,1.0,3.99,hotpotqa,mistral
"""Tunak"", is a bhangra/pop love song by an artist born in which year ?",1967,"Daler Mehndi, the artist who created the song ""Tunak Tunak Tun,"" was born in 1967. Therefore, the song ""Tunak"" was released in 1998, which is 31 years after his birth year (1967 + 31 = 1998).",expert,baseline,0.5121,False,0.7232,False,-1.0,7.58,hotpotqa,mistral
"""Tunak"", is a bhangra/pop love song by an artist born in which year ?",1967,"The context provided does not contain information about the birth year of the artist, Daler Mehndi.",expert,hcpc_v1,0.9071,False,0.7629,False,-1.0,2.7,hotpotqa,mistral
"""Tunak"", is a bhangra/pop love song by an artist born in which year ?",1967,"Daler Mehndi, the artist who created the song ""Tunak Tunak Tun,"" was born in 1967. Therefore, the song ""Tunak"" was released in 1998, which is 31 years after his birth year (1967 + 31 = 1998).",expert,hcpc_v2,0.5121,False,0.7232,False,1.0,6.83,hotpotqa,mistral
Which Captain launched the attack which led to more casualties than any other incident in the war fought between the settlers of the nascent colony of New Netherland and the native Lenape population?,Captain John Underhill,"The context does not provide specific information about the captain who launched the attack that resulted in the most casualties during Kieft's War. However, it is mentioned that Dutch soldiers were responsible for the massacre of Lenape inhabitants, which was ordered by Director-General Willem Kieft.",expert,baseline,0.6472,False,0.606,False,-1.0,8.03,hotpotqa,mistral
Which Captain launched the attack which led to more casualties than any other incident in the war fought between the settlers of the nascent colony of New Netherland and the native Lenape population?,Captain John Underhill,"The context does not provide specific information about the identity of the captain who led the attack that resulted in the most casualties during the conflict between the Dutch settlers of New Netherland and the Lenape population. Therefore, it is impossible to definitively identify which captain launched this particular attack.",expert,hcpc_v1,0.5926,False,0.6298,False,-1.0,4.11,hotpotqa,mistral
Which Captain launched the attack which led to more casualties than any other incident in the war fought between the settlers of the nascent colony of New Netherland and the native Lenape population?,Captain John Underhill,"The context does not provide specific information about the captain who launched the attack that resulted in the most casualties during Kieft's War. However, it is mentioned that Dutch soldiers were responsible for attacking Lenape camps and massacring the native inhabitants, so it can be inferred that the attack was carried out by Dutch military personnel under the command of Willem Kieft, as he was the Director-General of New Netherland at the time.",expert,hcpc_v2,0.6108,False,0.606,False,1.0,9.68,hotpotqa,mistral
In which film did Emilio Estevez star in in the same year as Nightmares,The Outsiders,"Based on the provided context, it is not explicitly stated that Emilio Estevez starred in any other film released in the same year as ""Nightmares."" However, according to IMDb, Emilio Estevez did indeed star in another film in 1983, titled ""The Outsiders,"" which was also a horror-drama. Therefore, while not explicitly stated in the provided context, it is possible that Emilio Estevez starred in ""The Outsiders"" in the same year as ""Nightmares.""",expert,baseline,0.4164,True,0.6197,False,-1.0,8.76,hotpotqa,mistral
In which film did Emilio Estevez star in in the same year as Nightmares,The Outsiders,"The provided context does not contain information about any other films released in 1983 that Emilio Estevez starred in. Therefore, it is not possible to definitively determine another film from 1983 in which he starred.",expert,hcpc_v1,0.5398,False,0.7029,False,-1.0,3.53,hotpotqa,mistral
In which film did Emilio Estevez star in in the same year as Nightmares,The Outsiders,"Based on the provided context, it is not explicitly stated that Emilio Estevez starred in any other film released in the same year as ""Nightmares."" Therefore, I cannot definitively answer your question with the evidence given. However, further research might reveal additional information about Emilio Estevez's filmography from 1983.",expert,hcpc_v2,0.5337,False,0.6197,False,1.0,6.28,hotpotqa,mistral
What was the concept of the business Eric S .Pistorius worked for after being an attorney?,to ensure wide visibility and understanding of cases in a region,"The business that Eric S. Pistorius worked for after being an attorney specialized in various legal areas including personal injury, litigation, criminal defense, and collections. However, the specific nature or name of the business is not explicitly stated in the provided context.",expert,baseline,0.6026,False,0.6448,False,-1.0,4.52,hotpotqa,mistral
What was the concept of the business Eric S .Pistorius worked for after being an attorney?,to ensure wide visibility and understanding of cases in a region,The provided context does not contain information about any business Eric S. Pistorius worked for after being an attorney.,expert,hcpc_v1,0.4419,True,0.5614,False,-1.0,2.07,hotpotqa,mistral
What was the concept of the business Eric S .Pistorius worked for after being an attorney?,to ensure wide visibility and understanding of cases in a region,"The business that Eric S. Pistorius worked for after being an attorney specialized in the areas of personal injury, litigation, criminal defense, and collections. However, the specific nature or name of the business is not explicitly stated in the provided context.",expert,hcpc_v2,0.582,False,0.6448,False,1.0,3.94,hotpotqa,mistral
Which port city lies approximately 25 km north of the Lingnan Fine Arts Museum?,Keelung,"The provided context does not contain information about the location of the Lingnan Fine Arts Museum relative to any port city. Therefore, I cannot provide an exact answer based on the given evidence.",expert,baseline,0.738,False,0.6565,False,-1.0,2.72,hotpotqa,mistral
Which port city lies approximately 25 km north of the Lingnan Fine Arts Museum?,Keelung,"The provided context does not contain information about the location's proximity to any specific port city. Therefore, I cannot provide an exact answer based on the given evidence.",expert,hcpc_v1,0.7256,False,0.6565,False,-1.0,1.66,hotpotqa,mistral
Which port city lies approximately 25 km north of the Lingnan Fine Arts Museum?,Keelung,"The provided context does not provide information about the location of the Lingnan Fine Arts Museum in relation to any specific port city. Therefore, I cannot definitively answer this question based on the given context.",expert,hcpc_v2,0.6269,False,0.6565,False,1.0,2.05,hotpotqa,mistral
Has Stefan Edberg won more events than  Édouard Roger-Vasselin?,yes,"Yes, based on the provided context, Stefan Edberg has won more events than Édouard Roger-Vasselin, as the text mentions that Edberg won six Grand Slam singles titles, three Grand Slam men's doubles titles, four Masters Series titles, four Championship Series titles, and an unofficial Olympic tournament, while there is no mention of such achievements for Édouard Roger-Vasselin in the given context.",expert,baseline,0.4425,True,0.5082,False,-1.0,8.99,hotpotqa,mistral
Has Stefan Edberg won more events than  Édouard Roger-Vasselin?,yes,"Based on the provided context, there is no information available to compare the number of events won by Stefan Edberg and Édouard Roger-Vasselin. Therefore, it cannot be determined whether Stefan Edberg has won more events than Édouard Roger-Vasselin.",expert,hcpc_v1,0.6019,False,0.5385,False,-1.0,3.58,hotpotqa,mistral
Has Stefan Edberg won more events than  Édouard Roger-Vasselin?,yes,"Yes, based on the provided context, Stefan Edberg has won more events than Édouard Roger-Vasselin, as the text mentions several tennis titles that Stefan Edberg has won, but does not mention any titles won by Édouard Roger-Vasselin.",expert,hcpc_v2,0.7709,False,0.5082,False,1.0,6.9,hotpotqa,mistral
" Jason Regler, stated that he had the idea for the flashing wristbands during a song built around which instrument ?",an organ,The context does not provide information about the specific instrument built around which Jason Regler had the idea for the flashing wristbands.,expert,baseline,0.7406,False,0.3714,False,-1.0,5.56,hotpotqa,mistral
" Jason Regler, stated that he had the idea for the flashing wristbands during a song built around which instrument ?",an organ,"The context does not provide information about the specific type of instrument featured in the song ""Fix You"" by Coldplay. Therefore, it is impossible to determine the instrument built around which Jason Regler had his idea for the flashing wristbands.",expert,hcpc_v1,0.7372,False,0.8258,False,-1.0,3.51,hotpotqa,mistral
" Jason Regler, stated that he had the idea for the flashing wristbands during a song built around which instrument ?",an organ,The context does not provide information about the specific instrument built around which Jason Regler had the idea for the flashing wristbands.,expert,hcpc_v2,0.7406,False,0.3696,True,1.0,5.52,hotpotqa,mistral
 The Soul of Buddha is a 1918 American silent romance film shot in a borough  that is the western terminus of what?,the George Washington Bridge,"The Soul of Buddha was shot in Fort Lee, New Jersey, which is the western terminus of the George Washington Bridge. However, it's important to note that the question asks for the western terminus of a specific geographical feature, and while the George Washington Bridge is a significant landmark connecting New York City and New Jersey, it was not built until 1931, several years after The Soul of Buddha was filmed. Therefore, at the time of filming in 1918, the western terminus of Fort Lee could not have been the George Washington Bridge.",expert,baseline,0.4145,True,0.7852,False,-1.0,7.65,hotpotqa,mistral
 The Soul of Buddha is a 1918 American silent romance film shot in a borough  that is the western terminus of what?,the George Washington Bridge,"The Soul of Buddha was shot in Fort Lee, New Jersey, which is the western terminus of the George Washington Bridge. However, it's important to note that the question asks for the western terminus of a river or geographical feature, and the George Washington Bridge connects New Jersey to Manhattan, not a specific river. Therefore, the exact answer to your question would be that Fort Lee is the western terminus of the approach to the George Washington Bridge.",expert,hcpc_v1,0.4392,True,0.7852,False,-1.0,4.64,hotpotqa,mistral
 The Soul of Buddha is a 1918 American silent romance film shot in a borough  that is the western terminus of what?,the George Washington Bridge,"The Soul of Buddha was shot in Fort Lee, New Jersey, which is the western terminus of the George Washington Bridge. However, it's important to note that the question asks for the western terminus of a specific geographical feature, and while the George Washington Bridge is a significant landmark connecting New York City and New Jersey, it was not built until 1931, several years after The Soul of Buddha was filmed. Therefore, without additional context or information, we cannot definitively answer the question as asked.",expert,hcpc_v2,0.4726,True,0.7852,False,1.0,5.41,hotpotqa,mistral
"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort,"Based on the provided context, there is no information to suggest that any of the named fighters are currently competing in the Middleweight division of the Ultimate Fighting Championship (UFC). The context only mentions their past affiliation with the Blackzilians team.",expert,baseline,0.6971,False,0.6633,False,-1.0,4.5,hotpotqa,mistral
"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort,"Based on the provided context, there is no information about any Blackzilians fighter currently competing in the Middleweight division of the Ultimate Fighting Championship (UFC). The Blackzilians team is defunct.",expert,hcpc_v1,0.539,False,0.6254,False,-1.0,2.94,hotpotqa,mistral
"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort,"Based on the provided context, there is no information to suggest that any of the named fighters are currently competing in the Middleweight division of the Ultimate Fighting Championship (UFC). The Blackzilians team is defunct and the given context does not provide any recent updates about their current or future competitions.",expert,hcpc_v2,0.3831,True,0.6633,False,1.0,4.74,hotpotqa,mistral
"Were was the Mexican state after which there is Villa Unión, Sinaloa located? ",tip of the Baja California,The context does not provide information about the location of the Mexican state of Sinaloa.,expert,baseline,0.609,False,0.6695,False,-1.0,2.08,hotpotqa,mistral
"Were was the Mexican state after which there is Villa Unión, Sinaloa located? ",tip of the Baja California,The context does not provide information about the location of the Mexican state of Sinaloa.,expert,hcpc_v1,0.609,False,0.6695,False,-1.0,0.85,hotpotqa,mistral
"Were was the Mexican state after which there is Villa Unión, Sinaloa located? ",tip of the Baja California,The context does not provide information about the location of the Mexican state of Sinaloa.,expert,hcpc_v2,0.609,False,0.6695,False,1.0,0.89,hotpotqa,mistral
"What language, traditionally written with the ancient Libyco-Berber script, is closely related to the Tumzabt and Teggargrent languages?",The Tugurt language,"The Berber languages, specifically those such as Tumzabt and Teggargrent, are closely related and traditionally written with the ancient Libyco-Berber script, which now exists in the form of Tifinagh.",expert,baseline,0.4039,True,0.7333,False,-1.0,6.51,hotpotqa,mistral
"What language, traditionally written with the ancient Libyco-Berber script, is closely related to the Tumzabt and Teggargrent languages?",The Tugurt language,"The Berber languages, specifically those traditionally written with the ancient Libyco-Berber script (now existing in the form of Tifinagh), are closely related to the Tumzabt and Teggargrent languages as they all belong to the same Afroasiatic family.",expert,hcpc_v1,0.4781,True,0.6986,False,-1.0,4.54,hotpotqa,mistral
"What language, traditionally written with the ancient Libyco-Berber script, is closely related to the Tumzabt and Teggargrent languages?",The Tugurt language,"The Berber languages, specifically those such as Tumzabt and Teggargrent, are closely related and traditionally written with the ancient Libyco-Berber script, which now exists in the form of Tifinagh.",expert,hcpc_v2,0.4039,True,0.7333,False,1.0,6.96,hotpotqa,mistral
Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q,"The question asks for the fictional head of a British Secret Service division, but the provided context does not explicitly state who that character is in relation to the one-time missionary. However, it's important to note that the film No. 1 of the Secret Service features Nicky Henson as Charles Bind, a British secret agent. Therefore, it can be inferred that Lindsay Shonteff, the director and writer of the film, may have been the fictional head of this secret service division, although this is not explicitly stated in the context provided.

As for the one-time missionary being an inspiration, there's no information in the context to support this claim. The title of the film suggests a connection to aviation (Top Gun), but there's no mention of a missionary or any specific inspiration for the character of Charles Bind.",expert,baseline,0.5272,False,0.5236,False,-1.0,11.08,hotpotqa,mistral
Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q,The provided context does not contain information about the fictional head of a British Secret Service division or any character being inspired by a one-time missionary.,expert,hcpc_v1,0.7598,False,0.5014,False,-1.0,2.57,hotpotqa,mistral
Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q,"The question asks for the fictional head of a British Secret Service division, but the provided context does not explicitly state who that character is in relation to the one-time missionary. However, it is implied that Nicky Henson's character, Charles Bind, is a British secret agent. Therefore, without further information, it cannot be definitively stated who the fictional head of the British Secret Service division is or if there is any connection to the one-time missionary mentioned in the question.",expert,hcpc_v2,0.6375,False,0.5236,True,1.0,6.94,hotpotqa,mistral
Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,2002,"The context provided does not contain information about when Philip Pullman's ""Lyra's Oxford"" was put into audio format. To find this information, one would need to look at additional sources or resources that detail the publication history of the book, including its audiobook version.",expert,baseline,0.6807,False,0.6673,False,-1.0,4.79,hotpotqa,mistral
Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,2002,"The context provided does not contain information about when Philip Pullman's ""Lyra's Oxford"" was adapted into an audiobook. Therefore, I cannot provide a specific year for that adaptation.",expert,hcpc_v1,0.6167,False,0.6673,False,-1.0,2.18,hotpotqa,mistral
Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,2002,"The context provided does not contain information about when Philip Pullman's ""Lyra's Oxford"" was put into audio format. To find this information, one would need to look at additional resources or references that detail the publication history of the book in various formats, including audiobooks.",expert,hcpc_v2,0.7079,False,0.6673,False,1.0,3.04,hotpotqa,mistral
Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,Oliver Parker,"The context provided does not contain information about the director of the second film in the British series of action comedy films that parodies the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character. Therefore, it is impossible to give a precise and technically-worded answer based on the provided context alone.",expert,baseline,0.5645,False,0.6746,False,-1.0,5.34,hotpotqa,mistral
Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,Oliver Parker,"The context provided does not contain information about the director of any films related to the James Bond secret agent genre or Mr. Bean. Therefore, I cannot provide an accurate answer to your question based on the given context.",expert,hcpc_v1,0.5295,False,0.6746,False,-1.0,2.22,hotpotqa,mistral
Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,Oliver Parker,"The context provided does not contain information about the director of any films related to the James Bond genre or Mr. Bean. Therefore, I cannot provide an accurate answer based on the given context.",expert,hcpc_v2,0.5863,False,0.6746,False,1.0,1.92,hotpotqa,mistral
George Gershwin is an American Composer and Judith Weir is a composer from which country?,a British composer,Judith Weir is a British composer.,expert,baseline,0.7807,False,0.6896,False,-1.0,3.52,hotpotqa,mistral
George Gershwin is an American Composer and Judith Weir is a composer from which country?,a British composer,Judith Weir is a composer from the United Kingdom.,expert,hcpc_v1,0.7722,False,0.784,False,-1.0,1.69,hotpotqa,mistral
George Gershwin is an American Composer and Judith Weir is a composer from which country?,a British composer,Judith Weir is a British composer.,expert,hcpc_v2,0.7807,False,0.6896,False,1.0,2.73,hotpotqa,mistral
What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,Rafael Márquez,"The context does not provide information about the name of Juan Manuel Marquez's younger brother, as it only mentions Rafael Marquez and his boxing career.",expert,baseline,0.4962,True,0.5523,False,-1.0,5.67,hotpotqa,mistral
What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,Rafael Márquez,"The context does not provide information about the name or the profession of Juan Manuel Márquez's younger brother, so it is impossible to determine his name based on the provided evidence.",expert,hcpc_v1,0.3487,True,0.8631,False,-1.0,2.63,hotpotqa,mistral
What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,Rafael Márquez,"The context does not provide information about the name of Juan Manuel Marquez's younger brother, as it only mentions Rafael Marquez and his boxing career.",expert,hcpc_v2,0.4962,True,0.5523,False,1.0,6.0,hotpotqa,mistral
The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea,Kim Jong-kook is from South Korea.,expert,baseline,0.7869,False,0.8321,False,-1.0,2.14,hotpotqa,mistral
The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea,"Kim Jong-kook is from South Korea, as indicated by the context provided.",expert,hcpc_v1,0.6635,False,0.8321,False,-1.0,0.86,hotpotqa,mistral
The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea,Kim Jong-kook is from South Korea.,expert,hcpc_v2,0.7869,False,0.8321,False,1.0,0.55,hotpotqa,mistral
Ruddles Brewery is owned by a pub retailer and brewer based in what city?,Bury St Edmunds,"Ruddles Brewery is currently owned by Greene King, which is based in Bury St Edmunds, Suffolk.",expert,baseline,0.8477,False,0.8547,False,-1.0,2.96,hotpotqa,mistral
Ruddles Brewery is owned by a pub retailer and brewer based in what city?,Bury St Edmunds,"Ruddles Brewery is currently owned by Greene King, which is based in Bury St Edmunds, Suffolk.",expert,hcpc_v1,0.8477,False,0.8547,False,-1.0,1.37,hotpotqa,mistral
Ruddles Brewery is owned by a pub retailer and brewer based in what city?,Bury St Edmunds,"Ruddles Brewery is currently owned by Greene King, which is based in Bury St Edmunds, Suffolk.",expert,hcpc_v2,0.8477,False,0.8547,False,1.0,1.45,hotpotqa,mistral
The creator of the Lisa Simpson character was born in what year?,1954,"The context provided does not contain information about the creation or birth year of the Lisa Simpson character. Therefore, it is impossible to determine the birth year of the creator of the Lisa Simpson character from this context alone.",expert,baseline,0.7433,False,0.7682,False,-1.0,3.87,hotpotqa,mistral
The creator of the Lisa Simpson character was born in what year?,1954,"The context does not provide information about the creator of the Lisa Simpson character. Therefore, it is impossible to determine the birth year of the creator based on the provided context.",expert,hcpc_v1,0.6443,False,0.7682,False,-1.0,1.74,hotpotqa,mistral
The creator of the Lisa Simpson character was born in what year?,1954,"The context provided does not contain information about the creation or birth year of the Lisa Simpson character. Therefore, it is impossible to determine the birth year of the creator of the Lisa Simpson character from this context alone.",expert,hcpc_v2,0.7433,False,0.7682,False,1.0,2.19,hotpotqa,mistral
Where is the international airport which Eagle Aviation wet lease operations were based in located ,France.,"The international airport where Eagle Aviation France's wet lease operations were based is located in Paris, specifically at Charles de Gaulle Airport.",expert,baseline,0.6393,False,0.7337,False,-1.0,2.61,hotpotqa,mistral
Where is the international airport which Eagle Aviation wet lease operations were based in located ,France.,"The international airport where Eagle Aviation France's wet lease operations were based is located in Paris, specifically at Charles de Gaulle Airport.",expert,hcpc_v1,0.6393,False,0.7337,False,-1.0,1.49,hotpotqa,mistral
Where is the international airport which Eagle Aviation wet lease operations were based in located ,France.,"The international airport where Eagle Aviation France's wet lease operations were based is located in Paris, specifically at Charles de Gaulle Airport.",expert,hcpc_v2,0.6393,False,0.7337,False,1.0,1.59,hotpotqa,mistral
What occupation was shared by David Yates and Pietro Germi?,director,"The context provided does not indicate that David Yates and Pietro Germi shared the same occupation. David Yates is not mentioned in the given context at all, so it's impossible to make a comparison between their occupations based on the provided information.",expert,baseline,0.4174,True,0.5236,False,-1.0,4.44,hotpotqa,mistral
What occupation was shared by David Yates and Pietro Germi?,director,"The context provided does not mention the occupation of David Yates. Therefore, it cannot be determined if David Yates and Pietro Germi shared an occupation based on the given information.",expert,hcpc_v1,0.4128,True,0.526,False,-1.0,2.91,hotpotqa,mistral
