source_folder,relative_path,size_bytes,sha256,exclusion_reason
cleanup_20260506_final_code_artifact_cleanup,root_before_cleanup/submission_package/.DS_Store,6148,88f5945fa8838755af8bc66e9ee30103a9097c4825f8e96a4b97a849432411d6,operating-system metadata
cleanup_20260506_final_code_artifact_cleanup,root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/.DS_Store,8196,befe6208753e5acbe52871106944f6fdbbe5720619c3b2c2e571347f13ead2e3,operating-system metadata
deleted_from_head,.DS_Store,6148,2e854d407e0f01c4f5260d3c4380998b9aebe429e5bab9d7954869b158e04ed7,operating-system metadata
deleted_from_head,AGENTS.md,74878,f277963fd3e1035bd8968bce18e003269b98cb426866ba1d5c88fed180caa8ae,internal assistant/revision or private submission material
deleted_from_head,CHANGELOG.md,6775,d134e0898ce17ccca06b6e43c4ea8320e1a0ca1d5011deb6385d01b12cc53e4d,personal author identity in publication copy
deleted_from_head,CLAUDE.md,74879,9f8d23f60d68c27bed52b7ba9e927d6632ab11806c5e31e46896a728edda0600,internal assistant/revision or private submission material
deleted_from_head,OPENREVIEW_ABSTRACT_READY.md,7261,aaf7487b4f65f7f0d52d3ff815295a23d419aab28cb24909c3fc872a48d38fed,internal assistant/revision or private submission material
deleted_from_head,RUNBOOK.md,6951,caeda79810a39f04b720aa124382519e59d364a3c55376d39a3d7091c0b584df,internal assistant/revision or private submission material
deleted_from_head,SUBMISSION_CHECKLIST.md,3213,65450b72110a60bd8a095a05107f560ee5ed060a67a9401b7aced42fcb63814c,internal assistant/revision or private submission material
deleted_from_head,SUBMISSION_READINESS_CHECKLIST.md,14675,f087f884f4cfd935e472f358aeb921f99440b989f56c7d6845f229561829c1f9,internal assistant/revision or private submission material
deleted_from_head,SUBMIT_READY.md,7371,ebe74f1c03cd0f79eee05319f92638f519bb61aa993007693a8e9cf1bcff7d11,internal assistant/revision or private submission material
deleted_from_head,archive/old_logs/logs_snapshot/confidence_ollama.log,5434,cdc0869455a8399d6cb7d58d13a42c35098023eff11f1de603f305bbc7b36e80,absolute home path contains a personal identifier
deleted_from_head,archive/old_logs/logs_snapshot/crossencoder.log,15337,fb755fc77aeee150b03ad00437232647e3e2547fca94f07da9cfdfbcf3e759a4,absolute home path contains a personal identifier
deleted_from_head,archive/old_logs/logs_snapshot/frontier_scale.log,10901,776301bd4cd1640f77b15573e2fdb6fab4c5c82d549077736f2d32ae157cec97,absolute home path contains a personal identifier
deleted_from_head,archive/old_logs/logs_snapshot/quantization.log,32717,2fd6d900e3c4256a7658b95b2570a211a8e795e1c8df2a8d35363cd081702a08,absolute home path contains a personal identifier
deleted_from_head,archive/old_logs/logs_snapshot/quantization_q4retry.log,5889,8e871589922497d8878b62e9b6774f12ee09651a22dceca2046c16e2727110f9,absolute home path contains a personal identifier
deleted_from_head,archive/old_logs/logs_snapshot/revision/fix_01_generate_local.log,4646,8224ba024648ff9a850c69ac6d7d8b4fe2d749abd56e56d562251cdd2c7ce324,absolute home path contains a personal identifier
deleted_from_head,archive/old_logs/logs_snapshot/revision/local_session1.log,13476,7e69c556a0b56b861ef66df0b27614972111225c6c3ecf9d3431a858d1d16263,absolute home path contains a personal identifier
deleted_from_head,archive/old_logs/logs_snapshot/temperature.log,43827,90d8b0d18144f1e06486037666ad479d83d9585c1fce614a157fe2fd5ad364dc,absolute home path contains a personal identifier
deleted_from_head,archive/old_logs/logs_snapshot/temperature_ollama.log,20067,1b4bdb9dbf8c45f74c491d9e89f0f956f1c23abe8c394bfb7e01b85a1869830c,absolute home path contains a personal identifier
deleted_from_head,archive/old_logs/logs_snapshot/topk_sensitivity.log,25335,6669e209e5fadead26f357888f685e8f5126db3f296c53c3024fd22654603a55,absolute home path contains a personal identifier
deleted_from_head,docs/revision/README.md,34548,435b7dd27101aa632135461b2720f7fb111bac8befcd242420ea7b96c4e9cc86,internal assistant/revision or private submission material
deleted_from_head,docs/revision/codex.md,18029,f2cb78d0e9cb89b596edc8b7aae33da932a6948563c91955f6280ee807e99ab7,internal assistant/revision or private submission material
deleted_from_head,docs/revision/kaggle_runs.md,2012,1275557cc2bde43d0ea6b1f2ac525f5e39d0cf2586e8ba8f6288e78c509664d0,internal assistant/revision or private submission material
deleted_from_head,docs/revision/runbook.md,25217,2360a600057567e4f8a7cb026e5f8842c8bb67d0bd49c381a3e39b87e94aca67,internal assistant/revision or private submission material
deleted_from_head,docs/revision/snapshot.md,15396,295eed4e0f7c232cccb2b63dfa8978f96574e36abab9b174207c19e13fc93655,internal assistant/revision or private submission material
deleted_from_head,docs/revision/status.md,10986,75c5c3a6a8d80d0a7b9d52ace88d95fedce3b6198fcedcb1b8dd398b5b0d0899,internal assistant/revision or private submission material
deleted_from_head,papers/.DS_Store,6148,0ce42f0c61ea00a26184ac93d5d830d0ea2fc96aef80ab7f46a0a60cdb6d2ba0,operating-system metadata
deleted_from_head,papers/paper_longform/main.log,49972,0c711750f3d674ec6f608d44e9e3e75b97b2e2f29e894f3cf9421071be5359f8,absolute home path contains a personal identifier
deleted_from_head,papers/paper_neurips/main.log,43767,cad2e2088cc952ff94e0c309c8424938967f750d34e89a43c98a9d289e62582f,absolute home path contains a personal identifier
deleted_from_head,papers/paper_neurips/sections/introduction.tex,5505,73f1109f5aa6206fbf07a6b9e2575218f6400f5018bb4279b3c8d4ef8019098a,personal author identity in publication copy
deleted_from_head,papers/paper_neurips/sections/setup.tex,3055,9cf7341e7f6672a85de23bf9ccd6ad75c538702dfeb6dc6aa09fa74fe973666a,personal author identity in publication copy
deleted_from_head,papers/paper_neurips/supplement.log,28360,68e31bb6f3ff76bfb4538680b0ca8862132fc0922dc367e0c987a0f17d60183e,absolute home path contains a personal identifier
deleted_from_head,src/__pycache__/__init__.cpython-311.pyc,172,216b857ec8ea6da3d1d67e8a809b40dfeec43e16ebc35bfe7b6c402939f0c4a3,generated cache or local environment
deleted_from_head,src/__pycache__/ablation.cpython-311.pyc,7302,e5d4824a86f6e504a9c5f0475114a1ee0351a1aea65acb31f7dce11f8069ee6e,generated cache or local environment
deleted_from_head,src/__pycache__/data_loader.cpython-311.pyc,2456,e471f0b3f2a75a034f3c92369bd590704ccd213927cae024a5cbf2dec1b6aa2a,generated cache or local environment
deleted_from_head,src/__pycache__/evaluator.cpython-311.pyc,5945,1d64df0ec0005c641b621b3e48e7535d76eca22a7b4d4f5804227536890e772b,generated cache or local environment
deleted_from_head,src/__pycache__/hallucination_detector.cpython-311.pyc,5116,575ae773de9f724327305a81f2670c9c6b8245977fca352ea5506aaa77d9769b,generated cache or local environment
deleted_from_head,src/__pycache__/rag_pipeline.cpython-311.pyc,6400,275d7f1dee4eab1cd2eee8df19d5cefbc9bd44f8521f5b00cfe6de1cdf2ac31c,generated cache or local environment
deleted_from_head,submission/openreview_checklist.md,6076,5601e2780ce64ae7b781c25ee7cf458c8957c7dc130b5a15ee29f8cdca94eed9,internal assistant/revision or private submission material
moved_from_repo,.DS_Store,10244,8249a9b5eaa23c225d57cae642c4182d0c7ef9ad99540660f3664481ccc13731,operating-system metadata
moved_from_repo,Controlled_RAG___Saket/.DS_Store,6148,38a08245c66a09a061e9ec3a8e0fcef6aacefc612c5414edceb8570d1741f556,operating-system metadata
moved_from_repo,archive/old_zips/ragpaper_2.zip,898840,c91406c320513ebebfdfa222caa0e34bbe10d99ad68f386274ac9fc4ac0b02a1,high-confidence secret or personal-data pattern: personal_identity:archive-member:ragpaper/main.tex
moved_from_repo,artifacts/generated/hf_dataset_staging_snapshot/README.md,2427,694aa9e950ee97ec683934eae0636a44221d0baee470c2a395390cc82579aa9c,personal author identity in publication copy
moved_from_repo,chroma_db/.DS_Store,14340,5d0fca8a9372a614059db5dc0b7c688423d175a89389a4c79234cc9de90f8168,operating-system metadata
moved_from_repo,chroma_db/073d268e-e62e-4ff1-ac32-10d3864c08d8/data_level0.bin,167600,13ecc2d9496313da2f996cf734aac7e0d42ef4abc9b7674c9055f552e12d346d,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/073d268e-e62e-4ff1-ac32-10d3864c08d8/header.bin,100,a0e81c3b22454233bc12d0762f06dcca48261a75231cf87c79b75e69a6c00150,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/073d268e-e62e-4ff1-ac32-10d3864c08d8/length.bin,400,7a12e561363385e9dfeeab326368731c030ed4b374e7f5897ac819159d2884c5,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/073d268e-e62e-4ff1-ac32-10d3864c08d8/link_lists.bin,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/0c9b0d42-ee9c-4a93-8201-3e2cdba0c056/data_level0.bin,167600,ea9ac6972cb4666769a17755f17c5727f676f11a742e9553bf3a21119ab54394,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/0c9b0d42-ee9c-4a93-8201-3e2cdba0c056/header.bin,100,a0e81c3b22454233bc12d0762f06dcca48261a75231cf87c79b75e69a6c00150,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/0c9b0d42-ee9c-4a93-8201-3e2cdba0c056/length.bin,400,7a12e561363385e9dfeeab326368731c030ed4b374e7f5897ac819159d2884c5,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/0c9b0d42-ee9c-4a93-8201-3e2cdba0c056/link_lists.bin,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/506c2fe5-a79e-4c05-8bce-c8996ee20cab/data_level0.bin,167600,c25f19de4faeb321dfe25c73647b182f4128c93e45adbe8f5829193cf9c70bfd,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/506c2fe5-a79e-4c05-8bce-c8996ee20cab/header.bin,100,a0e81c3b22454233bc12d0762f06dcca48261a75231cf87c79b75e69a6c00150,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/506c2fe5-a79e-4c05-8bce-c8996ee20cab/length.bin,400,7a12e561363385e9dfeeab326368731c030ed4b374e7f5897ac819159d2884c5,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/506c2fe5-a79e-4c05-8bce-c8996ee20cab/link_lists.bin,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/65d9d432-8088-4961-8b15-9b246ec79aa8/data_level0.bin,167600,93d082e884a01bddfaaa83f89ba9c95836a8d612f83b58fcfa54b6820bb61bbb,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/65d9d432-8088-4961-8b15-9b246ec79aa8/header.bin,100,a0e81c3b22454233bc12d0762f06dcca48261a75231cf87c79b75e69a6c00150,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/65d9d432-8088-4961-8b15-9b246ec79aa8/length.bin,400,7a12e561363385e9dfeeab326368731c030ed4b374e7f5897ac819159d2884c5,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/65d9d432-8088-4961-8b15-9b246ec79aa8/link_lists.bin,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/6efcfac1-c013-4660-b6f4-5b81c534be04/data_level0.bin,167600,ea9ac6972cb4666769a17755f17c5727f676f11a742e9553bf3a21119ab54394,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/6efcfac1-c013-4660-b6f4-5b81c534be04/header.bin,100,a0e81c3b22454233bc12d0762f06dcca48261a75231cf87c79b75e69a6c00150,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/6efcfac1-c013-4660-b6f4-5b81c534be04/length.bin,400,7a12e561363385e9dfeeab326368731c030ed4b374e7f5897ac819159d2884c5,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/6efcfac1-c013-4660-b6f4-5b81c534be04/link_lists.bin,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/9aea734d-5241-4f0d-abe9-7d20d6ba9e35/data_level0.bin,167600,ea9ac6972cb4666769a17755f17c5727f676f11a742e9553bf3a21119ab54394,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/9aea734d-5241-4f0d-abe9-7d20d6ba9e35/header.bin,100,a0e81c3b22454233bc12d0762f06dcca48261a75231cf87c79b75e69a6c00150,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/9aea734d-5241-4f0d-abe9-7d20d6ba9e35/length.bin,400,7a12e561363385e9dfeeab326368731c030ed4b374e7f5897ac819159d2884c5,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/9aea734d-5241-4f0d-abe9-7d20d6ba9e35/link_lists.bin,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/bf7c970e-db93-4295-a786-f3af1b517827/data_level0.bin,167600,a70956f66e26908b0256320ced42adefa10065dd96b186cd3b7c70cbb80e181b,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/bf7c970e-db93-4295-a786-f3af1b517827/header.bin,100,a0e81c3b22454233bc12d0762f06dcca48261a75231cf87c79b75e69a6c00150,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/bf7c970e-db93-4295-a786-f3af1b517827/length.bin,400,7a12e561363385e9dfeeab326368731c030ed4b374e7f5897ac819159d2884c5,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/bf7c970e-db93-4295-a786-f3af1b517827/link_lists.bin,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/ce9d103a-a315-4cab-b188-1eee44980b52/data_level0.bin,167600,7c7493669717df7ff30e43c27c93012e41c3f2ec0257a7a7ddd0a2f9416e9499,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/ce9d103a-a315-4cab-b188-1eee44980b52/header.bin,100,a0e81c3b22454233bc12d0762f06dcca48261a75231cf87c79b75e69a6c00150,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/ce9d103a-a315-4cab-b188-1eee44980b52/length.bin,400,7a12e561363385e9dfeeab326368731c030ed4b374e7f5897ac819159d2884c5,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/ce9d103a-a315-4cab-b188-1eee44980b52/link_lists.bin,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/chroma.sqlite3,69365760,68ba6b76e2718b07f7c8915fc4a7468cb5874b8d1b9fd2143091aedfbd503e05,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/d713953a-7168-4fd9-82d1-b455d160db7c/data_level0.bin,167600,d559743858a97a3d2a89cbfbad0388c1b2c5b27c4399f7549374d5e07a922984,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/d713953a-7168-4fd9-82d1-b455d160db7c/header.bin,100,a0e81c3b22454233bc12d0762f06dcca48261a75231cf87c79b75e69a6c00150,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/d713953a-7168-4fd9-82d1-b455d160db7c/length.bin,400,7a12e561363385e9dfeeab326368731c030ed4b374e7f5897ac819159d2884c5,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/d713953a-7168-4fd9-82d1-b455d160db7c/link_lists.bin,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/db9f450d-29cb-4042-81f7-c4455d439a99/data_level0.bin,167600,0af0d3e6be7729a64c571c2793bfc6d95c10ace42f86d0ee049de97c573a10f1,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/db9f450d-29cb-4042-81f7-c4455d439a99/header.bin,100,a0e81c3b22454233bc12d0762f06dcca48261a75231cf87c79b75e69a6c00150,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/db9f450d-29cb-4042-81f7-c4455d439a99/length.bin,400,7a12e561363385e9dfeeab326368731c030ed4b374e7f5897ac819159d2884c5,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/db9f450d-29cb-4042-81f7-c4455d439a99/link_lists.bin,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/e3b0aa00-ebeb-45af-a445-231c704bd956/data_level0.bin,167600,8b8860495a95496e483d354cb6dbc0337a0695efa79f88e3b614d84d52df1706,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/e3b0aa00-ebeb-45af-a445-231c704bd956/header.bin,100,a0e81c3b22454233bc12d0762f06dcca48261a75231cf87c79b75e69a6c00150,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/e3b0aa00-ebeb-45af-a445-231c704bd956/length.bin,400,7a12e561363385e9dfeeab326368731c030ed4b374e7f5897ac819159d2884c5,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/e3b0aa00-ebeb-45af-a445-231c704bd956/link_lists.bin,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/f4645668-4afa-4235-b44a-4cdc6bb04c4a/data_level0.bin,167600,ea9ac6972cb4666769a17755f17c5727f676f11a742e9553bf3a21119ab54394,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/f4645668-4afa-4235-b44a-4cdc6bb04c4a/header.bin,100,a0e81c3b22454233bc12d0762f06dcca48261a75231cf87c79b75e69a6c00150,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/f4645668-4afa-4235-b44a-4cdc6bb04c4a/length.bin,400,7a12e561363385e9dfeeab326368731c030ed4b374e7f5897ac819159d2884c5,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/f4645668-4afa-4235-b44a-4cdc6bb04c4a/link_lists.bin,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/faa1d722-a24d-4d02-bb81-d45645c5be2e/data_level0.bin,167600,ea5e952a14484cc96aff076a10df36137f992fbe2a18a02e53635a787539c2c5,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/faa1d722-a24d-4d02-bb81-d45645c5be2e/header.bin,100,a0e81c3b22454233bc12d0762f06dcca48261a75231cf87c79b75e69a6c00150,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/faa1d722-a24d-4d02-bb81-d45645c5be2e/length.bin,400,7a12e561363385e9dfeeab326368731c030ed4b374e7f5897ac819159d2884c5,generated vector/database cache; reconstruct rather than publish
moved_from_repo,chroma_db/faa1d722-a24d-4d02-bb81-d45645c5be2e/link_lists.bin,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,generated vector/database cache; reconstruct rather than publish
moved_from_repo,human_eval_final/scripts/complete_human_eval.py,13910,9b7347f0751e395e6955bd4f6fb7d7ef77ae0395d91b9a151c9e77062535a62f,personal adjudication authoring material
moved_from_repo,integrations/langchain/INTEGRATION_NOTES.md,3449,a1d8d7b95728d44b18dc0ba4778c938e074316d2f57dc6603ccf8b352027c481,personal author identity in publication copy
moved_from_repo,leaderboard/app.py,11413,7eb3ebc93e8f7306856165958c3c472504ef0556d3f1f7b97ac925c3d2abc91d,personal author identity in publication copy
moved_from_repo,notebooks/colab_tutorial.ipynb,5968,8ef2baa07a2a20c82f7bfdc47eebb63d3c679f11f3909e2e269237772017b588,personal author identity in publication copy
moved_from_repo,notebooks/revision_fix2_kaggle_t4x2_fresh.ipynb,8387,98e312e5e2901d789cec06a5e2da1e91e0eb4ce37eb11c7bf1e11e9ea5eba6b6,personal author identity in publication copy
moved_from_repo,notebooks/revision_fix3_4_kaggle_t4x2_fresh.ipynb,9942,69fa28b810a2cd6e065262f271ac4b42cff8949c83f4e7b2060b8b2c0563aba8,personal author identity in publication copy
moved_from_repo,notebooks/revision_fix5_11_kaggle_t4x2.ipynb,4193,15f6a8c9cc4e4d5f8aca82d14ef38708a265a6f87ff8e05e4f2e4f5825cb73eb,personal author identity in publication copy
moved_from_repo,notebooks/revision_fix5_11_kaggle_t4x2_fresh.ipynb,5218,08f55cf70cbefeee813e38df41161b05b0e9dbb7c8e7330dc1630811a606f9ec,personal author identity in publication copy
moved_from_repo,notebooks/revision_fix6_kaggle_t4x2_fresh.ipynb,9160,3432e360259ff0b99b2c5a8eb002f0c2254d12e9611cebbf76b9e103ba9c8502,personal author identity in publication copy
moved_from_repo,notebooks/revision_session1_kaggle.ipynb,11373,f6f5ca756da191bb58f6a33ab535229b2b04074b546521c9a6a9833a1fb69493,personal author identity in publication copy
moved_from_repo,notebooks/revision_session1_kaggle_fresh.ipynb,11483,60b0f0f2af161ee89a6cdf18756a9b9ff6d631877a09a7c8eef63eefbf631798,personal author identity in publication copy
moved_from_repo,papers/.DS_Store,6148,0018c305d30161a647a5e1c0049a7d42fef2421124a5ed2cde09ff922b277086,operating-system metadata
moved_from_repo,papers/paper_longform/main.pdf,696692,e94aa0b84c7055b024a424901685296f567dd3b72428daf4c4f57c09fcc67e71,personal author identity in publication copy
moved_from_repo,papers/paper_longform/main.tex,4162,e26a9acf0d8375cf6bb0a2bdaa98afc2ce267f212bfcd4fd4d9acf5169682f7f,personal author identity in publication copy
moved_from_repo,papers/paper_longform/sections/introduction.tex,5505,73f1109f5aa6206fbf07a6b9e2575218f6400f5018bb4279b3c8d4ef8019098a,personal author identity in publication copy
moved_from_repo,papers/paper_longform/sections/setup.tex,3055,9cf7341e7f6672a85de23bf9ccd6ad75c538702dfeb6dc6aa09fa74fe973666a,personal author identity in publication copy
moved_from_repo,papers/paper_neurips.zip,1138419,de7eeb9bc09d9bdd0e0b8a77b8300243c0884a1ef4ddfd86770f1ff2abf51bd0,"high-confidence secret or personal-data pattern: personal_identity:archive-member:paper_neurips/sections/introduction.tex, personal_identity:archive-member:paper_neurips/sections/setup.tex"
moved_from_repo,papers/ragpaper/main.pdf,696692,8b8efe2b3e806279560c9cfe450de57bbb83f127069cbb9cc483133adb460136,personal author identity in publication copy
moved_from_repo,papers/ragpaper/main.tex,4162,e26a9acf0d8375cf6bb0a2bdaa98afc2ce267f212bfcd4fd4d9acf5169682f7f,personal author identity in publication copy
moved_from_repo,papers/ragpaper/main_neurips.pdf,628005,9272c9bd4147c1f73ed4e03c923ae790484bf71c9ceb7b2dfb69be62d455529d,personal author identity in publication copy
moved_from_repo,papers/ragpaper/main_neurips.tex,4999,0d571b55379fd58ee425dd8e2b199e227eae66fe787ec9383f5e4c84dd7a0edb,personal author identity in publication copy
moved_from_repo,papers/ragpaper/sections/introduction.tex,5505,73f1109f5aa6206fbf07a6b9e2575218f6400f5018bb4279b3c8d4ef8019098a,personal author identity in publication copy
moved_from_repo,papers/ragpaper/sections/setup.tex,3055,9cf7341e7f6672a85de23bf9ccd6ad75c538702dfeb6dc6aa09fa74fe973666a,personal author identity in publication copy
moved_from_repo,pip-package/.DS_Store,6148,da58dabf3a496860b8b69313cb6ba26f0d1919b0ecc149685d90153eab90f232,operating-system metadata
moved_from_repo,pip-package/README.md,3058,34d2420843eb0c67c6985e11997b06ef14453e4ab0c9e3f1a931631000ead181,personal author identity in publication copy
moved_from_repo,pip-package/pyproject.toml,1594,68be4c2d7985f048e5fbe7d33286ec6516853fda8d246b3e8e8fdf2e268ec16d,personal author identity in publication copy
moved_from_repo,release/.DS_Store,6148,a5b6f70f3f629c199e668e91f46653112e9cf8171d06a9897c4079b5a9f0f599,operating-system metadata
moved_from_repo,release/zenodo_metadata.json,3200,66f5f59d1e756888af12c92109cc5ede6f40b254c53e18e8c2de0e8499782297,personal author identity in publication copy
moved_from_repo,scripts/build_colab_tutorial.py,6877,f3c0fe0f99b98d628c2b1070d8ea02848622795422c8e917e80d361ecd570412,personal author identity in publication copy
moved_from_repo,scripts/kaggle_fix1_parallel_t4x2.sh,5515,7db0f2e9f475773013b10f831b09ea3d98353cc254bb9297ed8cf02b8aa2be4c,personal author identity in publication copy
moved_from_repo,scripts/kaggle_fix2_t4x2.sh,14159,e2517e8b2c509a0397f2dcc4520f9174ba19b80dcbe7784a40909b089a73728f,personal author identity in publication copy
moved_from_repo,scripts/kaggle_fix3_4_t4x2.sh,15202,58a79dd3e5571859e7a818cf2b98fbc6f7128bf35120b060a5cb86c2dd9cad47,personal author identity in publication copy
moved_from_repo,scripts/kaggle_fix5_11_t4x2.sh,9253,612820784d0cfa2a549538e37ce17e15259d6e35c83da6fd62f303561d2261de,personal author identity in publication copy
moved_from_repo,scripts/kaggle_fix6_t4x2.sh,9411,c5df7888e6eef8926132a07924bb9ae399d8a0673a49f435901adfccdc9ebd32,personal author identity in publication copy
moved_from_repo,scripts/kaggle_frontier_scale.py,7852,7352a4f69646e1fb6d3164752a17d0463a2c9185dab88781be3c0eeb0355444a,personal author identity in publication copy
moved_from_repo,scripts/kaggle_gpu_runs.py,5244,497f8fdff49fc4f1956bd363a75409d77a83b458ce6d787795d704b837ff2f66,personal author identity in publication copy
