logical_relative_path,snapshot_count,distinct_hashes,versions
experiments/analyze_prolific_results.py,4,1,cleanup_prior_reviewer_snapshot:e3f8ea01549c:9300:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/analyze_prolific_results.py;cleanup_root_before:e3f8ea01549c:9300:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/analyze_prolific_results.py;cleanup_nested_reviewer_artifact:e3f8ea01549c:9300:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/analyze_prolific_results.py;submitted_git_worktree:e3f8ea01549c:9300:rag-hallucination-detection_main/experiments/analyze_prolific_results.py
experiments/build_human_eval_samples.py,4,1,cleanup_prior_reviewer_snapshot:e3040994caab:7879:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/build_human_eval_samples.py;cleanup_root_before:e3040994caab:7879:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/build_human_eval_samples.py;cleanup_nested_reviewer_artifact:e3040994caab:7879:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/build_human_eval_samples.py;submitted_git_worktree:e3040994caab:7879:rag-hallucination-detection_main/experiments/build_human_eval_samples.py
experiments/fix_01_causal_matched_pairs.py,4,1,cleanup_prior_reviewer_snapshot:625cb386d70c:37811:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/fix_01_causal_matched_pairs.py;cleanup_root_before:625cb386d70c:37811:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/fix_01_causal_matched_pairs.py;cleanup_nested_reviewer_artifact:625cb386d70c:37811:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/fix_01_causal_matched_pairs.py;submitted_git_worktree:625cb386d70c:37811:rag-hallucination-detection_main/experiments/fix_01_causal_matched_pairs.py
experiments/fix_02_scaled_headline_n500.py,4,1,cleanup_prior_reviewer_snapshot:94f28324a7f6:12874:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/fix_02_scaled_headline_n500.py;cleanup_root_before:94f28324a7f6:12874:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/fix_02_scaled_headline_n500.py;cleanup_nested_reviewer_artifact:94f28324a7f6:12874:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/fix_02_scaled_headline_n500.py;submitted_git_worktree:94f28324a7f6:12874:rag-hallucination-detection_main/experiments/fix_02_scaled_headline_n500.py
experiments/fix_03_multimetric_faithfulness.py,4,1,cleanup_prior_reviewer_snapshot:3d895d2046e0:9358:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/fix_03_multimetric_faithfulness.py;cleanup_root_before:3d895d2046e0:9358:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/fix_03_multimetric_faithfulness.py;cleanup_nested_reviewer_artifact:3d895d2046e0:9358:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/fix_03_multimetric_faithfulness.py;submitted_git_worktree:3d895d2046e0:9358:rag-hallucination-detection_main/experiments/fix_03_multimetric_faithfulness.py
experiments/fix_04_tau_generalization.py,4,1,cleanup_prior_reviewer_snapshot:a7118cc7323c:8969:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/fix_04_tau_generalization.py;cleanup_root_before:a7118cc7323c:8969:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/fix_04_tau_generalization.py;cleanup_nested_reviewer_artifact:a7118cc7323c:8969:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/fix_04_tau_generalization.py;submitted_git_worktree:a7118cc7323c:8969:rag-hallucination-detection_main/experiments/fix_04_tau_generalization.py
experiments/fix_05_coherence_preserving_noise.py,4,1,cleanup_prior_reviewer_snapshot:9cd425dfc1ee:8316:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/fix_05_coherence_preserving_noise.py;cleanup_root_before:9cd425dfc1ee:8316:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/fix_05_coherence_preserving_noise.py;cleanup_nested_reviewer_artifact:9cd425dfc1ee:8316:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/fix_05_coherence_preserving_noise.py;submitted_git_worktree:9cd425dfc1ee:8316:rag-hallucination-detection_main/experiments/fix_05_coherence_preserving_noise.py
experiments/fix_06_baseline_h2h_pareto.py,4,1,cleanup_prior_reviewer_snapshot:392496ce5116:8869:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/fix_06_baseline_h2h_pareto.py;cleanup_root_before:392496ce5116:8869:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/fix_06_baseline_h2h_pareto.py;cleanup_nested_reviewer_artifact:392496ce5116:8869:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/fix_06_baseline_h2h_pareto.py;submitted_git_worktree:392496ce5116:8869:rag-hallucination-detection_main/experiments/fix_06_baseline_h2h_pareto.py
experiments/fix_07_together_70b_reproduction.py,4,1,cleanup_prior_reviewer_snapshot:22d549e83b9d:4309:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/fix_07_together_70b_reproduction.py;cleanup_root_before:22d549e83b9d:4309:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/fix_07_together_70b_reproduction.py;cleanup_nested_reviewer_artifact:22d549e83b9d:4309:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/fix_07_together_70b_reproduction.py;submitted_git_worktree:22d549e83b9d:4309:rag-hallucination-detection_main/experiments/fix_07_together_70b_reproduction.py
experiments/fix_09_partial_correlations.py,4,1,cleanup_prior_reviewer_snapshot:100bed354100:3401:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/fix_09_partial_correlations.py;cleanup_root_before:100bed354100:3401:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/fix_09_partial_correlations.py;cleanup_nested_reviewer_artifact:100bed354100:3401:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/fix_09_partial_correlations.py;submitted_git_worktree:100bed354100:3401:rag-hallucination-detection_main/experiments/fix_09_partial_correlations.py
experiments/fix_11_raptor_full_table.py,4,1,cleanup_prior_reviewer_snapshot:47012e15347a:6027:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/fix_11_raptor_full_table.py;cleanup_root_before:47012e15347a:6027:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/fix_11_raptor_full_table.py;cleanup_nested_reviewer_artifact:47012e15347a:6027:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/fix_11_raptor_full_table.py;submitted_git_worktree:47012e15347a:6027:rag-hallucination-detection_main/experiments/fix_11_raptor_full_table.py
experiments/fix_12_answer_span_diagnostic.py,4,1,cleanup_prior_reviewer_snapshot:74836fb00d57:14406:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/fix_12_answer_span_diagnostic.py;cleanup_root_before:74836fb00d57:14406:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/fix_12_answer_span_diagnostic.py;cleanup_nested_reviewer_artifact:74836fb00d57:14406:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/fix_12_answer_span_diagnostic.py;submitted_git_worktree:74836fb00d57:14406:rag-hallucination-detection_main/experiments/fix_12_answer_span_diagnostic.py
experiments/fix_13_retriever_sanity.py,4,1,cleanup_prior_reviewer_snapshot:0e153d7c0f3f:11844:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/fix_13_retriever_sanity.py;cleanup_root_before:0e153d7c0f3f:11844:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/fix_13_retriever_sanity.py;cleanup_nested_reviewer_artifact:0e153d7c0f3f:11844:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/fix_13_retriever_sanity.py;submitted_git_worktree:0e153d7c0f3f:11844:rag-hallucination-detection_main/experiments/fix_13_retriever_sanity.py
experiments/fix_14_second_generator_metric_fragility.py,4,1,cleanup_prior_reviewer_snapshot:86d9f421cb61:12730:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/fix_14_second_generator_metric_fragility.py;cleanup_root_before:86d9f421cb61:12730:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/fix_14_second_generator_metric_fragility.py;cleanup_nested_reviewer_artifact:86d9f421cb61:12730:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/fix_14_second_generator_metric_fragility.py;submitted_git_worktree:86d9f421cb61:12730:rag-hallucination-detection_main/experiments/fix_14_second_generator_metric_fragility.py
experiments/fix_15_longform_stress.py,4,1,cleanup_prior_reviewer_snapshot:8cdfd9143e62:4910:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/fix_15_longform_stress.py;cleanup_root_before:8cdfd9143e62:4910:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/fix_15_longform_stress.py;cleanup_nested_reviewer_artifact:8cdfd9143e62:4910:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/fix_15_longform_stress.py;submitted_git_worktree:8cdfd9143e62:4910:rag-hallucination-detection_main/experiments/fix_15_longform_stress.py
experiments/generate_adversarial_cases.py,4,1,cleanup_prior_reviewer_snapshot:ea914fad2b5c:15028:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/generate_adversarial_cases.py;cleanup_root_before:ea914fad2b5c:15028:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/generate_adversarial_cases.py;cleanup_nested_reviewer_artifact:ea914fad2b5c:15028:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/generate_adversarial_cases.py;submitted_git_worktree:ea914fad2b5c:15028:rag-hallucination-detection_main/experiments/generate_adversarial_cases.py
experiments/revision_utils.py,4,1,cleanup_prior_reviewer_snapshot:431614b42542:2953:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/revision_utils.py;cleanup_root_before:431614b42542:2953:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/revision_utils.py;cleanup_nested_reviewer_artifact:431614b42542:2953:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/revision_utils.py;submitted_git_worktree:431614b42542:2953:rag-hallucination-detection_main/experiments/revision_utils.py
experiments/run_adaptive_chunking_ablation.py,4,1,cleanup_prior_reviewer_snapshot:5d4e2cd15ee6:16371:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/run_adaptive_chunking_ablation.py;cleanup_root_before:5d4e2cd15ee6:16371:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/run_adaptive_chunking_ablation.py;cleanup_nested_reviewer_artifact:5d4e2cd15ee6:16371:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/run_adaptive_chunking_ablation.py;submitted_git_worktree:5d4e2cd15ee6:16371:rag-hallucination-detection_main/experiments/run_adaptive_chunking_ablation.py
experiments/run_adversarial_coherence.py,4,1,cleanup_prior_reviewer_snapshot:ec764d1386be:11949:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/run_adversarial_coherence.py;cleanup_root_before:ec764d1386be:11949:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/run_adversarial_coherence.py;cleanup_nested_reviewer_artifact:ec764d1386be:11949:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/run_adversarial_coherence.py;submitted_git_worktree:ec764d1386be:11949:rag-hallucination-detection_main/experiments/run_adversarial_coherence.py
experiments/run_ccs_alternatives.py,4,1,cleanup_prior_reviewer_snapshot:19340ca047f0:13220:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/run_ccs_alternatives.py;cleanup_root_before:19340ca047f0:13220:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/run_ccs_alternatives.py;cleanup_nested_reviewer_artifact:19340ca047f0:13220:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/run_ccs_alternatives.py;submitted_git_worktree:19340ca047f0:13220:rag-hallucination-detection_main/experiments/run_ccs_alternatives.py
experiments/run_coherence_analysis.py,4,1,cleanup_prior_reviewer_snapshot:186b7457f92a:12792:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/run_coherence_analysis.py;cleanup_root_before:186b7457f92a:12792:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/run_coherence_analysis.py;cleanup_nested_reviewer_artifact:186b7457f92a:12792:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/run_coherence_analysis.py;submitted_git_worktree:186b7457f92a:12792:rag-hallucination-detection_main/experiments/run_coherence_analysis.py
experiments/run_confidence_calibration.py,4,1,cleanup_prior_reviewer_snapshot:6ed28fe91dbc:9355:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/run_confidence_calibration.py;cleanup_root_before:6ed28fe91dbc:9355:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/run_confidence_calibration.py;cleanup_nested_reviewer_artifact:6ed28fe91dbc:9355:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/run_confidence_calibration.py;submitted_git_worktree:6ed28fe91dbc:9355:rag-hallucination-detection_main/experiments/run_confidence_calibration.py
experiments/run_crag_baseline.py,4,1,cleanup_prior_reviewer_snapshot:a1219d74073b:9201:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/run_crag_baseline.py;cleanup_root_before:a1219d74073b:9201:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/run_crag_baseline.py;cleanup_nested_reviewer_artifact:a1219d74073b:9201:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/run_crag_baseline.py;submitted_git_worktree:a1219d74073b:9201:rag-hallucination-detection_main/experiments/run_crag_baseline.py
experiments/run_crossencoder_sensitivity.py,4,1,cleanup_prior_reviewer_snapshot:651196aa54f7:7432:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/run_crossencoder_sensitivity.py;cleanup_root_before:651196aa54f7:7432:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/run_crossencoder_sensitivity.py;cleanup_nested_reviewer_artifact:651196aa54f7:7432:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/run_crossencoder_sensitivity.py;submitted_git_worktree:651196aa54f7:7432:rag-hallucination-detection_main/experiments/run_crossencoder_sensitivity.py
experiments/run_frontier_scale.py,4,1,cleanup_prior_reviewer_snapshot:6e4cfc89ce17:13431:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/run_frontier_scale.py;cleanup_root_before:6e4cfc89ce17:13431:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/run_frontier_scale.py;cleanup_nested_reviewer_artifact:6e4cfc89ce17:13431:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/run_frontier_scale.py;submitted_git_worktree:6e4cfc89ce17:13431:rag-hallucination-detection_main/experiments/run_frontier_scale.py
experiments/run_hcpc_ablation.py,4,1,cleanup_prior_reviewer_snapshot:28fa0d855e54:18502:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/run_hcpc_ablation.py;cleanup_root_before:28fa0d855e54:18502:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/run_hcpc_ablation.py;cleanup_nested_reviewer_artifact:28fa0d855e54:18502:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/run_hcpc_ablation.py;submitted_git_worktree:28fa0d855e54:18502:rag-hallucination-detection_main/experiments/run_hcpc_ablation.py
experiments/run_hcpc_v2_ablation.py,4,1,cleanup_prior_reviewer_snapshot:44ad32fa7525:25905:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/run_hcpc_v2_ablation.py;cleanup_root_before:44ad32fa7525:25905:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/run_hcpc_v2_ablation.py;cleanup_nested_reviewer_artifact:44ad32fa7525:25905:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/run_hcpc_v2_ablation.py;submitted_git_worktree:44ad32fa7525:25905:rag-hallucination-detection_main/experiments/run_hcpc_v2_ablation.py
experiments/run_headtohead_comparison.py,4,1,cleanup_prior_reviewer_snapshot:9ac57b39d033:9759:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/run_headtohead_comparison.py;cleanup_root_before:9ac57b39d033:9759:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/run_headtohead_comparison.py;cleanup_nested_reviewer_artifact:9ac57b39d033:9759:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/run_headtohead_comparison.py;submitted_git_worktree:9ac57b39d033:9759:rag-hallucination-detection_main/experiments/run_headtohead_comparison.py
experiments/run_latency_analysis.py,4,1,cleanup_prior_reviewer_snapshot:06bf73c8b5ec:5072:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/run_latency_analysis.py;cleanup_root_before:06bf73c8b5ec:5072:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/run_latency_analysis.py;cleanup_nested_reviewer_artifact:06bf73c8b5ec:5072:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/run_latency_analysis.py;submitted_git_worktree:06bf73c8b5ec:5072:rag-hallucination-detection_main/experiments/run_latency_analysis.py
experiments/run_longform_eval.py,4,1,cleanup_prior_reviewer_snapshot:072a2d5cae37:13325:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/run_longform_eval.py;cleanup_root_before:072a2d5cae37:13325:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/run_longform_eval.py;cleanup_nested_reviewer_artifact:072a2d5cae37:13325:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/run_longform_eval.py;submitted_git_worktree:072a2d5cae37:13325:rag-hallucination-detection_main/experiments/run_longform_eval.py
experiments/run_mechanistic_analysis.py,4,1,cleanup_prior_reviewer_snapshot:4323efb10cd3:10854:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/run_mechanistic_analysis.py;cleanup_root_before:4323efb10cd3:10854:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/run_mechanistic_analysis.py;cleanup_nested_reviewer_artifact:4323efb10cd3:10854:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/run_mechanistic_analysis.py;submitted_git_worktree:4323efb10cd3:10854:rag-hallucination-detection_main/experiments/run_mechanistic_analysis.py
experiments/run_mmr_baseline.py,4,1,cleanup_prior_reviewer_snapshot:f6f099da12dd:8689:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/experiments/run_mmr_baseline.py;cleanup_root_before:f6f099da12dd:8689:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/experiments/run_mmr_baseline.py;cleanup_nested_reviewer_artifact:f6f099da12dd:8689:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/experiments/run_mmr_baseline.py;submitted_git_worktree:f6f099da12dd:8689:rag-hallucination-detection_main/experiments/run_mmr_baseline.py
