dataset,query_index,question,ground_truth,faithfulness_score,is_hallucination,retrieval_latency_ms,generation_latency_ms,total_latency_ms,n_leaves_returned,n_summaries_returned
hotpotqa,68,In what basketball position does the brother of Saulius Kuzminskas play?,small forward,0.698,False,9.665,1466.985,1476.65,2,1
hotpotqa,69,Which gaming console was both Yakuza Kiwami and Yakuza 0 released on?,PlayStation 4,0.4017,True,17.018,1119.463,1136.481,2,1
hotpotqa,70,Which film was released first out of The Hunchback of Notre Dame and Miracle of the White Stallions?,Miracle of the White Stallions,0.4879,True,12.759,3947.725,3960.484,2,1
hotpotqa,71,"What was built near the residential neighborhood of Ramsay, Calgary in 1983?",Scotiabank Saddledome,0.6801,False,12.582,1851.209,1863.791,2,1
hotpotqa,72,Tommy Swerdlow co-wrote the screenplay of what film directed by Jon Turteltaub?,Cool Runnings,0.3952,True,11.785,1993.394,2005.179,2,1
hotpotqa,73,Of what county is the city 7 miles east of Trace State Park the seat?,"Lee County, Mississippi",0.7537,False,11.334,1865.688,1877.022,2,1
hotpotqa,74,"Works by Hanna Leena Kristiina Varis are part of a collection in a museum that houses approximately 65,000 what?",drawings,0.864,False,18.34,1332.62,1350.96,2,1
hotpotqa,75,"Jennifer Gordon received a bachelor of arts degree from which women's liberal arts college in Cambridge, Massachusetts, and functioned as a female coordinate institution for the all-male Harvard College?",Radcliffe College,0.729,False,13.196,1096.572,1109.767,2,1
hotpotqa,76,In which U.S. state are MedStar Georgetown University Hospital and Providence Hospital?,District of Columbia,0.4685,True,14.206,2215.236,2229.442,2,1
hotpotqa,77,"The subject of McGinniss' 1983 book ""Fatal Vision"" was convicted of murder in what year?",1979,0.6031,False,11.637,2163.152,2174.789,2,1
hotpotqa,78,"Which American Director doubled as a choreographer also, Stanley Kubrick or Kenny Ortega?","Kenneth John ""Kenny"" Ortega (born April 18, 1950) is an American producer, director, and choreographer.",0.7259,False,11.516,2009.05,2020.567,2,1
hotpotqa,79,Lou Pai is a former executive of an energy company that went bankrupt in what year?,2001,0.6188,False,12.904,1851.926,1864.83,2,1
hotpotqa,80,What religion is the composer for India's first science fiction film series?,Hindi,0.6951,False,12.756,1881.516,1894.272,2,1
hotpotqa,81,Which battle took place first out of the Battle of the Ch'ongch'on River and the Battle of Tarawa?,The Battle of Tarawa,0.5897,False,11.46,4796.827,4808.287,2,1
hotpotqa,82,What year was the brother of this first round draft pick by the Washington Redskins drafted?,2003,0.6071,False,12.857,1918.078,1930.935,2,1
hotpotqa,83,Which them park is host to both the Back to the Future Rid and The Simpsons Ride?,Universal Studios Florida,0.4992,True,13.768,2263.168,2276.937,2,1
hotpotqa,84,"When was the band who composited ""Discipline"" formed?",1968,0.4757,True,14.369,2068.377,2082.746,2,1
hotpotqa,85,Did the Sandy and Beaver Canal remain operational until a later date than the Los Angeles Aqueduct?,no,0.612,False,11.781,2065.477,2077.258,2,1
hotpotqa,86,Who directed the 1940 film in which John Arledge appeared?,John Ford,0.7314,False,13.397,2064.21,2077.607,2,1
hotpotqa,87,Are Mirpur University of Science and Technology and University of Debrecen both Universities located outside of the United States?,yes,0.9271,False,13.282,1808.341,1821.623,2,1
hotpotqa,88,"which American actress, singer, and songwriter too the tour of  I Stand tour ",Idina Kim Menzel,0.5367,False,22.195,722.459,744.654,2,1
hotpotqa,89,Grounded Vindaloop is an episode from an animated television series that had this many episodes in its eighteenth season?,ten episodes,0.5851,False,11.772,2839.299,2851.071,2,1
hotpotqa,90,How many consecutive years had the Serie A been comprised of 18 teams when Hernan Crespo got injured?,15th consecutive,0.3472,True,12.11,2577.248,2589.358,2,1
hotpotqa,91,What British made dance competition television series franchise did Claudia Albertario appear on?,"""Dancing on Ice"" around the world",0.6338,False,15.125,1827.97,1843.095,2,1
hotpotqa,92,How many Grammy awards were won by an album named after the Joni Mitchell song from Love Actually?,two Grammy awards,0.5771,False,17.016,1787.205,1804.221,2,1
hotpotqa,93,"What award does Crystal Palace F.C. present, first won by John McCormick and most recently by Wilfried Zaha?",Player of the Year,0.7761,False,13.719,1759.815,1773.534,2,1
hotpotqa,94,"Which was published more frequently, Popular Science or Girlfriends?",Girlfriends,0.4661,True,13.334,2177.87,2191.205,2,1
hotpotqa,95,"In what year did the actor who starred in the TV Land original series ""The Soul Man"" host the Black Movie Awards?",2005,0.7411,False,11.333,2035.947,2047.279,2,1
hotpotqa,96,The Robey-Peters Gun-Carrier was built at a commuter village with at population of what at the 2001 census?,"4,530",0.7004,False,11.695,2680.98,2692.675,2,1
hotpotqa,97,"This American is best known for his work on such Disney animated films as ""Beauty and the Beast"" and a 1996 American animated musical drama film whose plot centers on who?",Quasimodo,0.6943,False,11.639,1732.582,1744.221,2,1
hotpotqa,98,In what part of England is John Folwes' country house located?,"West Dorset, South West England.",0.6004,False,14.821,1569.248,1584.069,2,1
hotpotqa,99,Richard Münch portrayed the German general who served in what capacity during WWII in the 1970 movie Patton?,Oberkommando der Wehrmacht,0.3406,True,10.639,2491.705,2502.344,2,1
