model,dataset,chunk_size,condition,question,answer,ground_truth,faithfulness_score,is_hallucination,latency_s
mistral,squad,1024,reranked,Super Bowl 50 decided the NFL champion for what season?, The NFL champion for the 2015 season.,2015,0.7621,False,4.84
mistral,squad,1024,reranked,What year did the Denver Broncos secure a Super Bowl title for the third time?," The provided context does not specify the exact year when the Denver Broncos secured a Super Bowl title for the third time, but it is implied that this event occurred in Super Bowl 50. However, to confirm that it was their third Super Bowl win, additional context or information would be needed as they have won four Super Bowls so far (Super Bowl 32, 37, 48, and 50).",2015,0.5579,False,9.28
mistral,squad,1024,reranked,What city did Super Bowl 50 take place in?," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",Santa Clara,0.9421,False,5.62
mistral,squad,1024,reranked,What stadium did Super Bowl 50 take place in?," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",Levi's Stadium,0.6918,False,1.7
mistral,squad,1024,reranked,What was the final score of Super Bowl 50? , The final score of Super Bowl 50 was 24–10.,24–10,0.7851,False,2.3
mistral,squad,1024,reranked,"What month, day and year did Super Bowl 50 take place? "," The Super Bowl 50 took place on February 7, 2016.","February 7, 2016",0.945,False,2.31
mistral,squad,1024,reranked,What year was Super Bowl 50?, The Super Bowl 50 was played in the year 2016.,2015,0.7056,False,2.06
mistral,squad,1024,reranked,What team was the AFC champion?, The AFC champion was the Denver Broncos.,Denver Broncos,0.7995,False,4.05
mistral,squad,1024,reranked,What team was the NFC champion?, The Carolina Panthers were the NFC champion.,Carolina Panthers,0.6462,False,2.93
mistral,squad,1024,reranked,Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,Denver Broncos,0.9247,False,3.52
mistral,squad,1024,reranked,Super Bowl 50 determined the NFL champion for what season?, The NFL champion for the 2015 season.,2015,0.7621,False,1.6
mistral,squad,1024,reranked,Which team won Super Bowl 50., The Denver Broncos won Super Bowl 50.,Denver Broncos,0.9247,False,1.96
mistral,squad,1024,reranked,Where was Super Bowl 50 held?," The Super Bowl 50 was held at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.","Santa Clara, California.",0.9393,False,2.73
mistral,squad,1024,reranked,The name of the NFL championship game is?, Super Bowl 50,Super Bowl,0.6293,False,2.2
mistral,squad,1024,reranked,What 2015 NFL team one the AFC playoff?," The 2015 NFL team that won the AFC playoffs, according to the provided context, is the Denver Broncos.",Denver Broncos,0.8614,False,2.52
mistral,squad,1024,reranked,Which Carolina Panthers player was named Most Valuable Player?, I cannot find this information in the provided context. The context does not mention any MVP award for the Carolina Panthers or any individual player.,Cam Newton,0.7602,False,5.69
mistral,squad,1024,reranked,How many appearances have the Denver Broncos made in the Super Bowl?, The Denver Broncos have made 8 appearances in the Super Bowl.,8,0.5777,False,5.02
mistral,squad,1024,reranked,What year was the Carolina Panthers franchise founded?, I cannot find this information in the provided context. The context does not mention the year when the Carolina Panthers franchise was founded.,1995,0.6925,False,5.86
mistral,squad,1024,reranked,What team did the Panthers defeat?, The Panthers defeated the Seattle Seahawks and the Arizona Cardinals.,Arizona Cardinals,0.8018,False,4.64
mistral,squad,1024,reranked,Who did the Broncos prevent from going to the Super Bowl?," The provided context does not specify who the Broncos prevented from going to the Super Bowl. However, it is implied that they defeated the New England Patriots in the AFC Championship Game, so it can be inferred that they prevented them from reaching the Super Bowl.",New England Patriots,0.7949,False,5.36
mistral,squad,1024,reranked,Who did the Panthers beat in the NFC Championship Game?, The Panthers beat the Arizona Cardinals in the NFC Championship Game.,Arizona Cardinals,0.9736,False,4.17
mistral,squad,1024,reranked,Who lost to the Broncos in the AFC Championship?, The New England Patriots lost to the Broncos in the AFC Championship.,New England Patriots,0.7878,False,3.18
mistral,squad,1024,reranked,Who were the defending Super Bowl champions?," I cannot find this information in the provided context. The context only mentions the teams that played in Super Bowl 50, but it does not specify who the defending champions were.",New England Patriots,0.6671,False,6.74
mistral,squad,1024,reranked,How many teams have been in the Super Bowl eight times?," The Denver Broncos have been in the Super Bowl eight times, according to the provided context.",four,0.5255,False,5.24
mistral,squad,1024,reranked,Who was this season's NFL MVP?, Cam Newton,Cam Newton,1.0,False,3.91
mistral,squad,1024,reranked,What was the win/loss ratio in 2015 for the Carolina Panthers during their regular season?, The Carolina Panthers had a win/loss ratio of 15-1 during their regular season in 2015.,15–1,0.5198,False,5.85
mistral,squad,1024,reranked,Which Carolina Panthers team member was picked as the team's MVP in 2015? , I cannot find this information in the provided context. The context does not mention any award for Most Valuable Player (MVP) within the Carolina Panthers team for the year 2015.,Cam Newton,0.6074,False,5.56
mistral,squad,1024,reranked,What were the win/loss game stats for the Denver Bronco's regular season in 2015?, The Denver Broncos finished the regular season with a 12–4 record.,12–4,0.8599,False,4.37
mistral,squad,1024,reranked,How many teams have played in the Super Bowl eight times?," The Denver Broncos have played in the Super Bowl eight times, according to the provided context.",4,0.5263,False,5.74
mistral,squad,1024,reranked,Which team did not get a chance to defend their Super Bowl XLIX win in Super Bowl 50?, The New England Patriots did not get a chance to defend their Super Bowl XLIX win in Super Bowl 50.,New England Patriots,0.5369,False,5.55
mistral,squad,1024,reranked,Who is the quarterback for the Panthers?, The quarterback for the Panthers is Cam Newton.,Cam Newton,0.8306,False,5.89
mistral,squad,1024,reranked,Who did Carolina beat in the NFC championship game?, The Carolina Panthers beat the Arizona Cardinals in the NFC Championship Game.,Arizona Cardinals,0.9783,False,4.3
mistral,squad,1024,reranked,How many times have the Panthers been in the Super Bowl?, The Carolina Panthers have been in the Super Bowl twice according to the provided context. Their other appearance was in Super Bowl XXXVIII.,2,0.6907,False,5.2
mistral,squad,1024,reranked,Who did Denver beat in the AFC championship?, The Denver Broncos beat the New England Patriots in the AFC Championship Game.,New England Patriots,0.9658,False,4.74
mistral,squad,1024,reranked,Who was the Most Valuable Player for the 2015 NFL season?, Cam Newton,Cam Newton,1.0,False,6.09
mistral,squad,1024,reranked,Who did Denver beat in the 2015 AFC Championship game?, The defending Super Bowl XLIX champion New England Patriots,New England Patriots,0.9197,False,3.93
mistral,squad,1024,reranked,Who did the Carolina Panthers beat in the 2015 NFC Championship game?, The Carolina Panthers beat the Arizona Cardinals in the 2015 NFC Championship Game.,Arizona Cardinals,0.9738,False,4.65
mistral,squad,1024,reranked,Who was the 2015 NFL MVP?, Cam Newton,Cam Newton,1.0,False,3.89
mistral,squad,1024,reranked,Who did the Panthers beat to become the NFC champs?, The Panthers beat the Arizona Cardinals to become the NFC champs.,Arizona Cardinals,0.9298,False,3.78
mistral,squad,1024,reranked,What year did the Carolina Panthers form?, I cannot find this information in the provided context. The context does not mention the year when the Carolina Panthers were formed.,1995.,0.679,False,6.03
mistral,squad,1024,reranked,Who was the Super Bowl 50 MVP?, Von Miller,Von Miller,1.0,False,3.25
mistral,squad,1024,reranked,How many fumbles did Von Miller force in Super Bowl 50?, Von Miller forced two fumbles in Super Bowl 50. One was recovered for a touchdown by Malik Jackson.,2,0.7122,False,4.08
mistral,squad,1024,reranked,Which team held the scoring lead throughout the entire game?," The Denver Broncos held the scoring lead throughout the entire game mentioned in the context. They initially led 16-7, and no further scores were mentioned for Carolina in the provided context.",Broncos,0.8608,False,6.71
mistral,squad,1024,reranked,Which Denver linebacker was named Super Bowl MVP?, Von Miller,linebacker Von Miller,1.0,False,3.38
mistral,squad,1024,reranked,How many solo tackles did Von Miller make at Super Bowl 50?," The provided context does not specify the number of solo tackles that Von Miller made during Super Bowl 50, only stating that he recorded five solo tackles in the game. However, it is mentioned that he was named Super Bowl MVP and had 2½ sacks and two forced fumbles at the event. The additional context provides more information about his performance throughout the season, but not specifically for Super Bowl 50.",five solo tackles,0.4834,True,6.91
mistral,squad,1024,reranked,Who was limited by Denver's defense?," Carolina's offense was limited by Denver's defense, as evidenced by the fact that they faced a deficit for the first time in the entire postseason after three plays on the opening drive.",Newton was limited by Denver's defense,0.4327,True,7.13
mistral,squad,1024,reranked,How many times was Cam Newton sacked?," The context does not provide information about how many times Cam Newton was sacked in total during the game. However, it is mentioned that Von Miller knocked the ball out of Newton's hands while sacking him, which suggests that at least one sack occurred.",seven,0.7728,False,8.28
mistral,squad,1024,reranked,Who won the Super Bowl MVP?, Von Miller,Von Miller,1.0,False,3.44
mistral,squad,1024,reranked,How many turnovers did Cam Newton have?," I cannot find this information in the provided context regarding how many turnovers Cam Newton had. The context only mentions his passing and rushing touchdowns, as well as interceptions, but not turnovers in total.",three,0.4597,True,8.07
mistral,squad,1024,reranked,How many fumbles did Von Miller force?, Von Miller forced two fumbles according to the provided context. One was recovered for a touchdown by Malik Jackson in Super Bowl 50.,two,0.7987,False,5.16
mistral,squad,1024,reranked,Who was given the esteemed status of MVP for Super Bowl 50?, Denver linebacker Von Miller was named Super Bowl MVP.,Von Miller,0.7368,False,4.36
mistral,squad,1024,reranked,What position does Von Miller play for the Denver Broncos?, Linebacker,linebacker,1.0,False,5.02
mistral,squad,1024,reranked,What was the number of solo tackles that Von Miller had in Super Bowl 50?," I cannot find this information in the provided context. The context only mentions that Von Miller recorded five solo tackles during Super Bowl 50, but it does not specify whether these were his total solo tackles or just those from the game. However, the additional context does mention that he had five solo tackles as part of his overall performance in the season, so it can be inferred that he had at least five solo tackles during Super Bowl 50 as well.",5,0.5164,False,8.56
mistral,squad,1024,reranked,How many forced fumbles did Von Miller have during the Super Bowl 50 game?," Von Miller was credited with forcing two fumbles during Super Bowl 50, according to the provided context. However, it's important to note that the context does not specify whether these were the only forced fumbles he had in the entire season or just during that game. The additional context about his season statistics suggests he forced four fumbles in total for the season, but it doesn't clarify if those included the two from Super Bowl 50.",2,0.5265,False,6.41
mistral,squad,1024,reranked,Who won the MVP for the Super Bowl?, Denver linebacker Von Miller was named Super Bowl MVP.,Von Miller,0.7368,False,4.01
mistral,squad,1024,reranked,How many tackles did Von Miller get during the game?, I cannot find this information in the provided context. The context does not mention any details about Von Miller's tackles during the game.,5,0.552,False,6.33
mistral,squad,1024,reranked,How many times was Cam Newton sacked in Super Bowl 50?, Cam Newton was sacked seven times in Super Bowl 50.,seven,0.7355,False,4.06
mistral,squad,1024,reranked,How many times did the Denver defense force Newton into turnovers?, The Denver defense forced Newton into three turnovers.,three,0.7482,False,2.99
mistral,squad,1024,reranked,Which Newton turnover resulted in seven points for Denver?, The Newton turnover that resulted in seven points for Denver was the interception by safety T.J. Ward. This interception led to a touchdown recovery by Denver's defense.,a fumble,0.6665,False,2.27
mistral,squad,1024,reranked,Who was the Most Valuable Player of Super Bowl 50?," I cannot find this information in the provided context. The context only mentions the MVPs for Super Bowls I, II, V, and XLI, but not Super Bowl 50.",Von Miller,0.7528,False,5.78
mistral,squad,1024,reranked,What position does Von Miller play?," I cannot find this information in the provided context. The context only mentions Peyton Manning, Owen Daniels, Andre Caldwell, C. J. Anderson, Ronnie Hillman, Shaq Thompson, Thomas Davis, Brandon McManus, Kevin Harlan, Boomer Esiason, Dan Fouts, James Lofton, Mark Malone, and Jim Gray, but no Von Miller.",linebacker,0.6808,False,9.12
mistral,squad,1024,reranked,How many times was the Panthers' quarterback sacked?," The context mentions two instances where Cam Newton was sacked - once by Von Miller, which resulted in a touchdown, and another time by DeMarcus Ware as time expired in the first half. So, he was sacked twice according to the provided context.",seven,0.7439,False,7.74
mistral,squad,1024,reranked,How many times did the Broncos cause turnovers in the game?," The provided context mentions that Denver's defense forced Newton into three turnovers during Super Bowl 50. However, it does not specify how many of those turnovers were caused by interceptions or fumbles. Therefore, I cannot definitively say how many fumble recoveries for a touchdown the Broncos had in the game based on the given context.",three,0.6997,False,7.21
mistral,squad,1024,reranked,What Denver player caused two fumbles for the Panthers?," Danny Trevathan caused one fumble for the Panthers (when he recovered Mike Tolbert's fumble), and T.J. Ward caused one fumble that Trevathan recovered later in the game. However, it was not explicitly stated that Ward caused a fumble specifically during the play where Tolbert lost the ball.",Von Miller,0.6478,False,8.48
mistral,squad,1024,reranked,How many tackles did Von Miller accomlish by himself in the game?, I cannot find this information in the provided context. The context does not mention any specific number of tackles made by Von Miller during the game.,five,0.6857,False,6.56
mistral,squad,1024,reranked,Which network broadcasted Super Bowl 50 in the U.S.?, CBS,CBS,1.0,False,4.0
mistral,squad,1024,reranked,What was the average cost for a 30 second commercial during Super Bowl 50?, The average cost for a 30-second commercial during Super Bowl 50 was $5 million.,$5 million,0.6206,False,3.69
mistral,squad,1024,reranked,Which group headlined the Super Bowl 50 halftime show?, The British rock group Coldplay headlined the Super Bowl 50 halftime show.,Coldplay,0.9676,False,2.7
mistral,squad,1024,reranked,Which performers joined the headliner during the Super Bowl 50 halftime show?, Beyoncé and Bruno Mars joined Coldplay during the Super Bowl 50 halftime show.,Beyoncé and Bruno Mars,0.9434,False,1.36
mistral,squad,1024,reranked,At which Super Bowl did Beyonce headline the halftime show?, Super Bowl XLVII,Super Bowl XLVII,0.6197,False,3.95
mistral,squad,1024,reranked,Who was the broadcaster for Super Bowl 50 in the United States?, CBS was the broadcaster for Super Bowl 50 in the United States.,CBS,0.8447,False,3.78
mistral,squad,1024,reranked,What was the average cost of a 30-second commercial?," The average cost of a 30-second commercial during Super Bowl 50, as broadcast by CBS in the U.S., was $5 million.",$5 million,0.4716,True,3.74
mistral,squad,1024,reranked,What halftime performer previously headlined Super Bowl XLVII?, Beyoncé,Beyoncé,1.0,False,3.95
mistral,squad,1024,reranked,What halftime performer previously headlined Super Bowl XLVIII?, Bruno Mars,Bruno Mars,1.0,False,0.37
mistral,squad,1024,reranked,Who was the main performer at this year's halftime show?," The main performer at the Super Bowl 50 halftime show was Coldplay, as confirmed by the league on December 3, 2015.",Coldplay,0.7634,False,1.87
mistral,squad,1024,reranked,Which network broadcasted the 50th Super Bowl game? , CBS,CBS,1.0,False,4.27
mistral,squad,1024,reranked,What was the average cost for a TV ad lasting 30 seconds during Super Bowl 50?, The average cost for a TV ad lasting 30 seconds during Super Bowl 50 was $5 million.,$5 million,0.5988,False,4.44
mistral,squad,1024,reranked,Who was the male singer who performed as a special guest during Super Bowl 50?, Bruno Mars,Bruno Mars,1.0,False,1.71
mistral,squad,1024,reranked,What ranking does the Super Bowl 50 halftime show have on the list of most watched TV broadcasts?," I cannot find this information in the provided context. The context only mentions that Super Bowl 50 was the third-most watched U.S. broadcast ever, but it does not specify the ranking of the halftime show among television broadcasts.",third,0.7398,False,4.94
mistral,squad,1024,reranked,What station aired the Super Bowl?, CBS,CBS,1.0,False,1.88
mistral,squad,1024,reranked,How much money did a 1/2 minute commercial cost?," Based on the provided context, a 30-second commercial during Super Bowl 50 cost an average of $5 million. Therefore, a 1/2 minute (30 seconds) commercial would cost $5 million.",$5 million,0.6379,False,5.06
mistral,squad,1024,reranked,What band headlined half-time during Super Bowl 50?, The British rock group Coldplay headlined the Super Bowl 50 halftime show.,Coldplay,0.9676,False,2.86
mistral,squad,1024,reranked,What two artists came out with Coldplay during the half-time show?, Beyoncé and Bruno Mars,Beyoncé and Bruno Mars,0.7582,False,3.83
mistral,squad,1024,reranked,Who broadcast the Super Bowl on TV?, CBS,CBS,1.0,False,2.12
mistral,squad,1024,reranked,Who headlined the halftime show for Super Bowl 50?, The British rock group Coldplay headlined the Super Bowl 50 halftime show.,Coldplay,0.9676,False,2.97
