dataset,tau,condition,question,ground_truth,faithfulness_score,is_hallucination,gate_fired,ccs_pre
hotpotqa,0.7,hcpc_v1,"which American actress, singer, and songwriter too the tour of  I Stand tour ",Idina Kim Menzel,0.5367,False,False,-1.0
hotpotqa,0.7,ccs_gate,"which American actress, singer, and songwriter too the tour of  I Stand tour ",Idina Kim Menzel,0.5367,False,True,0.2729
hotpotqa,0.7,baseline,What was Iqbal F. Qadir on when he participated in an attack on a radar station located on western shore of the Okhamandal Peninsula?,flotilla,0.7681,False,False,-1.0
hotpotqa,0.7,hcpc_v1,What was Iqbal F. Qadir on when he participated in an attack on a radar station located on western shore of the Okhamandal Peninsula?,flotilla,0.7477,False,False,-1.0
hotpotqa,0.7,ccs_gate,What was Iqbal F. Qadir on when he participated in an attack on a radar station located on western shore of the Okhamandal Peninsula?,flotilla,0.7477,False,True,0.1812
hotpotqa,0.7,baseline,Vincas Kudirka is the author of both the music and lyrics of a national anthem which has how many words?,fifty-word,0.5134,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Vincas Kudirka is the author of both the music and lyrics of a national anthem which has how many words?,fifty-word,0.7071,False,False,-1.0
hotpotqa,0.7,ccs_gate,Vincas Kudirka is the author of both the music and lyrics of a national anthem which has how many words?,fifty-word,0.6969,False,True,0.3859
hotpotqa,0.7,baseline,What is the nationality of this company that services MS Moby Dada?,Danish,0.4974,True,False,-1.0
hotpotqa,0.7,hcpc_v1,What is the nationality of this company that services MS Moby Dada?,Danish,0.6641,False,False,-1.0
hotpotqa,0.7,ccs_gate,What is the nationality of this company that services MS Moby Dada?,Danish,0.6641,False,True,0.6168
hotpotqa,0.7,baseline,"Which canal, Miami Canal or Dundee Canal, also supplies hydro-power and water for manufacturing?",Dundee Canal,0.7063,False,False,-1.0
hotpotqa,0.7,hcpc_v1,"Which canal, Miami Canal or Dundee Canal, also supplies hydro-power and water for manufacturing?",Dundee Canal,0.6333,False,False,-1.0
hotpotqa,0.7,ccs_gate,"Which canal, Miami Canal or Dundee Canal, also supplies hydro-power and water for manufacturing?",Dundee Canal,0.6333,False,True,0.4071
hotpotqa,0.7,baseline,"When did Senator Ted Kennedy helped dedicate a new room at the location to his maternal grandfather, John F. Fitzgerald.",St. Patrick's Day in 1988,0.6314,False,False,-1.0
hotpotqa,0.7,hcpc_v1,"When did Senator Ted Kennedy helped dedicate a new room at the location to his maternal grandfather, John F. Fitzgerald.",St. Patrick's Day in 1988,0.5531,False,False,-1.0
hotpotqa,0.7,ccs_gate,"When did Senator Ted Kennedy helped dedicate a new room at the location to his maternal grandfather, John F. Fitzgerald.",St. Patrick's Day in 1988,0.5531,False,True,0.4866
hotpotqa,0.7,baseline,Private Music signed the drummer who was part of which English group?,Beatles,0.6253,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Private Music signed the drummer who was part of which English group?,Beatles,0.7303,False,False,-1.0
hotpotqa,0.7,ccs_gate,Private Music signed the drummer who was part of which English group?,Beatles,0.7303,False,True,0.0882
hotpotqa,0.7,baseline,"American singer-songwriter, Taylor Swift, self-penned the song, Change, alongside Nathan Chapman, which was featured on her second studio album released by who?",Big Machine Records,0.5024,False,False,-1.0
hotpotqa,0.7,hcpc_v1,"American singer-songwriter, Taylor Swift, self-penned the song, Change, alongside Nathan Chapman, which was featured on her second studio album released by who?",Big Machine Records,0.6585,False,False,-1.0
hotpotqa,0.7,ccs_gate,"American singer-songwriter, Taylor Swift, self-penned the song, Change, alongside Nathan Chapman, which was featured on her second studio album released by who?",Big Machine Records,0.6585,False,True,0.543
hotpotqa,0.7,baseline,Who directed the 1940 film in which John Arledge appeared?,John Ford,0.5587,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Who directed the 1940 film in which John Arledge appeared?,John Ford,0.5135,False,False,-1.0
hotpotqa,0.7,ccs_gate,Who directed the 1940 film in which John Arledge appeared?,John Ford,0.5135,False,True,0.2567
hotpotqa,0.7,baseline,What is the shared country of ancestry between Art Laboe and Scout Tufankjian?,Armenian,0.7654,False,False,-1.0
hotpotqa,0.7,hcpc_v1,What is the shared country of ancestry between Art Laboe and Scout Tufankjian?,Armenian,0.6839,False,False,-1.0
hotpotqa,0.7,ccs_gate,What is the shared country of ancestry between Art Laboe and Scout Tufankjian?,Armenian,0.6073,False,True,0.1272
hotpotqa,0.7,baseline,Kadeem Jack is a player in a league that started with how many teams?,eight,0.5865,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Kadeem Jack is a player in a league that started with how many teams?,eight,0.4565,True,False,-1.0
hotpotqa,0.7,ccs_gate,Kadeem Jack is a player in a league that started with how many teams?,eight,0.4467,True,True,0.2878
hotpotqa,0.7,baseline,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",World War II,0.5786,False,False,-1.0
hotpotqa,0.7,hcpc_v1,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",World War II,0.6752,False,False,-1.0
hotpotqa,0.7,ccs_gate,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",World War II,0.6752,False,True,0.4818
hotpotqa,0.7,baseline,"Works by Hanna Leena Kristiina Varis are part of a collection in a museum that houses approximately 65,000 what?",drawings,1.0,False,False,-1.0
hotpotqa,0.7,hcpc_v1,"Works by Hanna Leena Kristiina Varis are part of a collection in a museum that houses approximately 65,000 what?",drawings,0.5799,False,False,-1.0
hotpotqa,0.7,ccs_gate,"Works by Hanna Leena Kristiina Varis are part of a collection in a museum that houses approximately 65,000 what?",drawings,0.5799,False,True,0.1678
hotpotqa,0.7,baseline,Are Toshi and Warrel Dane both in the band Sanctuary?,no,0.7658,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Are Toshi and Warrel Dane both in the band Sanctuary?,no,0.6495,False,False,-1.0
hotpotqa,0.7,ccs_gate,Are Toshi and Warrel Dane both in the band Sanctuary?,no,0.5841,False,True,0.5324
hotpotqa,0.7,baseline,"Len Wiseman directed ""Live Free or Die Hard"" which is the 4 installment in the Die Hard film franchise base on what character?",John McClane,0.7121,False,False,-1.0
hotpotqa,0.7,hcpc_v1,"Len Wiseman directed ""Live Free or Die Hard"" which is the 4 installment in the Die Hard film franchise base on what character?",John McClane,0.7222,False,False,-1.0
hotpotqa,0.7,ccs_gate,"Len Wiseman directed ""Live Free or Die Hard"" which is the 4 installment in the Die Hard film franchise base on what character?",John McClane,0.7222,False,True,0.4026
hotpotqa,0.7,baseline,Which them park is host to both the Back to the Future Rid and The Simpsons Ride?,Universal Studios Florida,0.689,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Which them park is host to both the Back to the Future Rid and The Simpsons Ride?,Universal Studios Florida,0.5809,False,False,-1.0
hotpotqa,0.7,ccs_gate,Which them park is host to both the Back to the Future Rid and The Simpsons Ride?,Universal Studios Florida,0.5809,False,True,0.279
hotpotqa,0.7,baseline,The school in which the Wilmslow Show is held is designated as what?,Centre of Excellence,0.6974,False,False,-1.0
hotpotqa,0.7,hcpc_v1,The school in which the Wilmslow Show is held is designated as what?,Centre of Excellence,0.4903,True,False,-1.0
hotpotqa,0.7,ccs_gate,The school in which the Wilmslow Show is held is designated as what?,Centre of Excellence,0.4903,True,True,0.2678
hotpotqa,0.7,baseline,"Michaël Llodra of France, called ""the best volleyer on tour"", defeated Juan Martín del Potro a professional of what nationality?",Argentinian,0.7002,False,False,-1.0
hotpotqa,0.7,hcpc_v1,"Michaël Llodra of France, called ""the best volleyer on tour"", defeated Juan Martín del Potro a professional of what nationality?",Argentinian,1.0,False,False,-1.0
hotpotqa,0.7,ccs_gate,"Michaël Llodra of France, called ""the best volleyer on tour"", defeated Juan Martín del Potro a professional of what nationality?",Argentinian,1.0,False,True,0.5349
hotpotqa,0.7,baseline,Which South African anti-apartheid archbishop was part of the actions against the ruling National Party government?,Desmond Mpilo Tutu,0.7649,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Which South African anti-apartheid archbishop was part of the actions against the ruling National Party government?,Desmond Mpilo Tutu,0.5305,False,False,-1.0
hotpotqa,0.7,ccs_gate,Which South African anti-apartheid archbishop was part of the actions against the ruling National Party government?,Desmond Mpilo Tutu,0.5305,False,True,0.3689
hotpotqa,0.7,baseline,"In what year did the actor who starred in the TV Land original series ""The Soul Man"" host the Black Movie Awards?",2005,0.7456,False,False,-1.0
hotpotqa,0.7,hcpc_v1,"In what year did the actor who starred in the TV Land original series ""The Soul Man"" host the Black Movie Awards?",2005,0.7574,False,False,-1.0
hotpotqa,0.7,ccs_gate,"In what year did the actor who starred in the TV Land original series ""The Soul Man"" host the Black Movie Awards?",2005,0.7574,False,True,0.3862
hotpotqa,0.7,baseline,How many Grammy awards were won by an album named after the Joni Mitchell song from Love Actually?,two Grammy awards,0.324,True,False,-1.0
hotpotqa,0.7,hcpc_v1,How many Grammy awards were won by an album named after the Joni Mitchell song from Love Actually?,two Grammy awards,0.386,True,False,-1.0
hotpotqa,0.7,ccs_gate,How many Grammy awards were won by an album named after the Joni Mitchell song from Love Actually?,two Grammy awards,0.386,True,True,0.2585
hotpotqa,0.7,baseline,Are Tantrix and Personal Preference both types of games?,yes,0.5914,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Are Tantrix and Personal Preference both types of games?,yes,0.6724,False,False,-1.0
hotpotqa,0.7,ccs_gate,Are Tantrix and Personal Preference both types of games?,yes,0.6724,False,True,0.1747
hotpotqa,0.7,baseline,Robert Earl Holding owned an oil company that was originally founded by who?,Harry F. Sinclair,0.6435,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Robert Earl Holding owned an oil company that was originally founded by who?,Harry F. Sinclair,0.5275,False,False,-1.0
hotpotqa,0.7,ccs_gate,Robert Earl Holding owned an oil company that was originally founded by who?,Harry F. Sinclair,0.4899,True,True,0.2914
hotpotqa,0.7,baseline,Which film was released first: Sacred Planet or Oz the Great and Powerful?,Sacred Planet,0.8854,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Which film was released first: Sacred Planet or Oz the Great and Powerful?,Sacred Planet,0.6396,False,False,-1.0
hotpotqa,0.7,ccs_gate,Which film was released first: Sacred Planet or Oz the Great and Powerful?,Sacred Planet,0.6396,False,True,0.0395
hotpotqa,0.7,baseline,Has Stefan Edberg won more events than  Édouard Roger-Vasselin?,yes,0.398,True,False,-1.0
hotpotqa,0.7,hcpc_v1,Has Stefan Edberg won more events than  Édouard Roger-Vasselin?,yes,0.588,False,False,-1.0
hotpotqa,0.7,ccs_gate,Has Stefan Edberg won more events than  Édouard Roger-Vasselin?,yes,0.398,True,False,0.726
hotpotqa,0.7,baseline, Mount Stimson is the second highest peak in national park that encompasses how many acres?,over 1 million,0.725,False,False,-1.0
hotpotqa,0.7,hcpc_v1, Mount Stimson is the second highest peak in national park that encompasses how many acres?,over 1 million,0.6234,False,False,-1.0
hotpotqa,0.7,ccs_gate, Mount Stimson is the second highest peak in national park that encompasses how many acres?,over 1 million,0.6317,False,True,0.4107
hotpotqa,0.7,baseline,which Soviet Russian cellist.did Anton Ginsburg work best known as accompany ,Daniil Shafran,0.5193,False,False,-1.0
hotpotqa,0.7,hcpc_v1,which Soviet Russian cellist.did Anton Ginsburg work best known as accompany ,Daniil Shafran,0.7986,False,False,-1.0
hotpotqa,0.7,ccs_gate,which Soviet Russian cellist.did Anton Ginsburg work best known as accompany ,Daniil Shafran,0.7109,False,True,0.3535
hotpotqa,0.7,baseline,"Which genus of flowering plant is found in an environment further south, Crocosmia or Cimicifuga?",Crocosmia,0.5163,False,False,-1.0
hotpotqa,0.7,hcpc_v1,"Which genus of flowering plant is found in an environment further south, Crocosmia or Cimicifuga?",Crocosmia,0.5163,False,False,-1.0
hotpotqa,0.7,ccs_gate,"Which genus of flowering plant is found in an environment further south, Crocosmia or Cimicifuga?",Crocosmia,0.5163,False,True,0.3675
hotpotqa,0.7,baseline,What position did the winner of the MVP in Pool C of the 2017 WBC play?,third baseman,0.5174,False,False,-1.0
hotpotqa,0.7,hcpc_v1,What position did the winner of the MVP in Pool C of the 2017 WBC play?,third baseman,0.4779,True,False,-1.0
hotpotqa,0.7,ccs_gate,What position did the winner of the MVP in Pool C of the 2017 WBC play?,third baseman,0.4812,True,True,0.1442
hotpotqa,0.7,baseline,Where was the second World Junior Ice Hockey Championship in which Miroslav Přerost coached the men's national junior ice hockey team hosted?,"Ufa, Russia",0.4888,True,False,-1.0
hotpotqa,0.7,hcpc_v1,Where was the second World Junior Ice Hockey Championship in which Miroslav Přerost coached the men's national junior ice hockey team hosted?,"Ufa, Russia",0.5542,False,False,-1.0
hotpotqa,0.7,ccs_gate,Where was the second World Junior Ice Hockey Championship in which Miroslav Přerost coached the men's national junior ice hockey team hosted?,"Ufa, Russia",0.5226,False,True,0.4163
hotpotqa,0.7,baseline,What year was the brother of this first round draft pick by the Washington Redskins drafted?,2003,0.6319,False,False,-1.0
hotpotqa,0.7,hcpc_v1,What year was the brother of this first round draft pick by the Washington Redskins drafted?,2003,0.5541,False,False,-1.0
hotpotqa,0.7,ccs_gate,What year was the brother of this first round draft pick by the Washington Redskins drafted?,2003,0.5541,False,True,0.3447
hotpotqa,0.7,baseline,The Robey-Peters Gun-Carrier was built at a commuter village with at population of what at the 2001 census?,"4,530",0.6155,False,False,-1.0
hotpotqa,0.7,hcpc_v1,The Robey-Peters Gun-Carrier was built at a commuter village with at population of what at the 2001 census?,"4,530",0.6556,False,False,-1.0
hotpotqa,0.7,ccs_gate,The Robey-Peters Gun-Carrier was built at a commuter village with at population of what at the 2001 census?,"4,530",0.6556,False,True,-0.1156
hotpotqa,0.7,baseline,What British made dance competition television series franchise did Claudia Albertario appear on?,"""Dancing on Ice"" around the world",0.6011,False,False,-1.0
hotpotqa,0.7,hcpc_v1,What British made dance competition television series franchise did Claudia Albertario appear on?,"""Dancing on Ice"" around the world",0.714,False,False,-1.0
hotpotqa,0.7,ccs_gate,What British made dance competition television series franchise did Claudia Albertario appear on?,"""Dancing on Ice"" around the world",0.714,False,True,0.204
hotpotqa,0.7,baseline,Where is the company that Sachin Warrier worked for as a software engineer headquartered? ,Mumbai,0.7198,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Where is the company that Sachin Warrier worked for as a software engineer headquartered? ,Mumbai,0.5255,False,False,-1.0
hotpotqa,0.7,ccs_gate,Where is the company that Sachin Warrier worked for as a software engineer headquartered? ,Mumbai,0.5255,False,True,0.1575
hotpotqa,0.7,baseline,What was the largest passenger capacity of the plane type used for BOAC Flight 911 ?,219,0.5024,False,False,-1.0
hotpotqa,0.7,hcpc_v1,What was the largest passenger capacity of the plane type used for BOAC Flight 911 ?,219,0.4904,True,False,-1.0
hotpotqa,0.7,ccs_gate,What was the largest passenger capacity of the plane type used for BOAC Flight 911 ?,219,0.4904,True,True,0.6779
hotpotqa,0.7,baseline, The Soul of Buddha is a 1918 American silent romance film shot in a borough  that is the western terminus of what?,the George Washington Bridge,0.5728,False,False,-1.0
hotpotqa,0.7,hcpc_v1, The Soul of Buddha is a 1918 American silent romance film shot in a borough  that is the western terminus of what?,the George Washington Bridge,0.5728,False,False,-1.0
hotpotqa,0.7,ccs_gate, The Soul of Buddha is a 1918 American silent romance film shot in a borough  that is the western terminus of what?,the George Washington Bridge,0.5728,False,True,0.2703
hotpotqa,0.7,baseline,"Jennifer Gordon received a bachelor of arts degree from which women's liberal arts college in Cambridge, Massachusetts, and functioned as a female coordinate institution for the all-male Harvard College?",Radcliffe College,0.7146,False,False,-1.0
hotpotqa,0.7,hcpc_v1,"Jennifer Gordon received a bachelor of arts degree from which women's liberal arts college in Cambridge, Massachusetts, and functioned as a female coordinate institution for the all-male Harvard College?",Radcliffe College,0.7146,False,False,-1.0
hotpotqa,0.7,ccs_gate,"Jennifer Gordon received a bachelor of arts degree from which women's liberal arts college in Cambridge, Massachusetts, and functioned as a female coordinate institution for the all-male Harvard College?",Radcliffe College,0.7146,False,True,0.5566
hotpotqa,0.7,baseline,"Who has more scope of profession, Bob Fosse or Angelina Jolie?",Robert Louis Fosse,0.4543,True,False,-1.0
hotpotqa,0.7,hcpc_v1,"Who has more scope of profession, Bob Fosse or Angelina Jolie?",Robert Louis Fosse,0.4207,True,False,-1.0
hotpotqa,0.7,ccs_gate,"Who has more scope of profession, Bob Fosse or Angelina Jolie?",Robert Louis Fosse,0.4061,True,True,0.0079
hotpotqa,0.7,baseline,Orlando Brown is best known for his role as 3J Winslow in an American sitcom that was a spin-off of what?,Perfect Strangers,0.7049,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Orlando Brown is best known for his role as 3J Winslow in an American sitcom that was a spin-off of what?,Perfect Strangers,0.7525,False,False,-1.0
hotpotqa,0.7,ccs_gate,Orlando Brown is best known for his role as 3J Winslow in an American sitcom that was a spin-off of what?,Perfect Strangers,0.7525,False,True,0.1433
hotpotqa,0.7,baseline,Mexican Indignados Movement is a response to a war also known as?,Mexican War on Drugs,0.8006,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Mexican Indignados Movement is a response to a war also known as?,Mexican War on Drugs,0.9859,False,False,-1.0
hotpotqa,0.7,ccs_gate,Mexican Indignados Movement is a response to a war also known as?,Mexican War on Drugs,0.9859,False,True,0.4711
hotpotqa,0.7,baseline,Tommy Swerdlow co-wrote the screenplay of what film directed by Jon Turteltaub?,Cool Runnings,0.3098,True,False,-1.0
hotpotqa,0.7,hcpc_v1,Tommy Swerdlow co-wrote the screenplay of what film directed by Jon Turteltaub?,Cool Runnings,0.6742,False,False,-1.0
hotpotqa,0.7,ccs_gate,Tommy Swerdlow co-wrote the screenplay of what film directed by Jon Turteltaub?,Cool Runnings,0.5463,False,True,0.2409
hotpotqa,0.7,baseline,"What is the birth name of the disc jockey that notably used Mark Wirtz's song ""A Touch of Velvet, A Sting of Brass"" on their Radio Caroline show?",David Patrick Griffin,0.7057,False,False,-1.0
hotpotqa,0.7,hcpc_v1,"What is the birth name of the disc jockey that notably used Mark Wirtz's song ""A Touch of Velvet, A Sting of Brass"" on their Radio Caroline show?",David Patrick Griffin,0.4964,True,False,-1.0
hotpotqa,0.7,ccs_gate,"What is the birth name of the disc jockey that notably used Mark Wirtz's song ""A Touch of Velvet, A Sting of Brass"" on their Radio Caroline show?",David Patrick Griffin,0.4713,True,True,0.1122
hotpotqa,0.7,baseline,Where Ken Kwapis and John Woo both working on films in the 1980's?,yes,0.5104,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Where Ken Kwapis and John Woo both working on films in the 1980's?,yes,0.4952,True,False,-1.0
hotpotqa,0.7,ccs_gate,Where Ken Kwapis and John Woo both working on films in the 1980's?,yes,0.4952,True,True,0.1987
hotpotqa,0.7,baseline,Are Harry Everett Smith and Vladimir Danilevich both from Russia?,no,0.7708,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Are Harry Everett Smith and Vladimir Danilevich both from Russia?,no,0.6254,False,False,-1.0
hotpotqa,0.7,ccs_gate,Are Harry Everett Smith and Vladimir Danilevich both from Russia?,no,0.6254,False,True,0.3726
hotpotqa,0.7,baseline,"Which American Director doubled as a choreographer also, Stanley Kubrick or Kenny Ortega?","Kenneth John ""Kenny"" Ortega (born April 18, 1950) is an American producer, director, and choreographer.",0.6896,False,False,-1.0
hotpotqa,0.7,hcpc_v1,"Which American Director doubled as a choreographer also, Stanley Kubrick or Kenny Ortega?","Kenneth John ""Kenny"" Ortega (born April 18, 1950) is an American producer, director, and choreographer.",0.6721,False,False,-1.0
hotpotqa,0.7,ccs_gate,"Which American Director doubled as a choreographer also, Stanley Kubrick or Kenny Ortega?","Kenneth John ""Kenny"" Ortega (born April 18, 1950) is an American producer, director, and choreographer.",0.6721,False,True,0.3498
hotpotqa,0.7,baseline,Who is known for composing  American Beauty: Original Motion Picture Score and many other film scores?,Thomas Montgomery Newman,0.5279,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Who is known for composing  American Beauty: Original Motion Picture Score and many other film scores?,Thomas Montgomery Newman,0.5279,False,False,-1.0
hotpotqa,0.7,ccs_gate,Who is known for composing  American Beauty: Original Motion Picture Score and many other film scores?,Thomas Montgomery Newman,0.5279,False,True,0.1861
hotpotqa,0.7,baseline,What was the sequel of the game that e was published by U.S. Gold in 1992?,Fade to Black,0.6931,False,False,-1.0
hotpotqa,0.7,hcpc_v1,What was the sequel of the game that e was published by U.S. Gold in 1992?,Fade to Black,0.652,False,False,-1.0
hotpotqa,0.7,ccs_gate,What was the sequel of the game that e was published by U.S. Gold in 1992?,Fade to Black,0.6428,False,True,0.3711
hotpotqa,0.7,baseline,What film adaptation do both Jerome Bernard and Ira Lewis have in common?,Chinese Coffee,0.6405,False,False,-1.0
hotpotqa,0.7,hcpc_v1,What film adaptation do both Jerome Bernard and Ira Lewis have in common?,Chinese Coffee,0.6405,False,False,-1.0
hotpotqa,0.7,ccs_gate,What film adaptation do both Jerome Bernard and Ira Lewis have in common?,Chinese Coffee,0.6405,False,True,0.1614
hotpotqa,0.7,baseline,"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort,0.4797,True,False,-1.0
hotpotqa,0.7,hcpc_v1,"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort,0.4683,True,False,-1.0
hotpotqa,0.7,ccs_gate,"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort,0.4683,True,True,0.2871
hotpotqa,0.7,baseline,The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea,0.6528,False,False,-1.0
hotpotqa,0.7,hcpc_v1,The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea,0.6809,False,False,-1.0
hotpotqa,0.7,ccs_gate,The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea,0.6809,False,True,0.4917
hotpotqa,0.7,baseline,What show other than Hello Ross did Chelsea Handler appear on in January of 2016,Chelsea Does,0.422,True,False,-1.0
hotpotqa,0.7,hcpc_v1,What show other than Hello Ross did Chelsea Handler appear on in January of 2016,Chelsea Does,0.3894,True,False,-1.0
hotpotqa,0.7,ccs_gate,What show other than Hello Ross did Chelsea Handler appear on in January of 2016,Chelsea Does,0.3894,True,True,0.2866
hotpotqa,0.7,baseline,"Which music group has the most members, DC Talk, or Manchester Orchestra?",Manchester Orchestra,0.7544,False,False,-1.0
hotpotqa,0.7,hcpc_v1,"Which music group has the most members, DC Talk, or Manchester Orchestra?",Manchester Orchestra,0.6748,False,False,-1.0
hotpotqa,0.7,ccs_gate,"Which music group has the most members, DC Talk, or Manchester Orchestra?",Manchester Orchestra,0.6748,False,True,0.0402
hotpotqa,0.7,baseline,Who will Billy Howle be seen opposite in the upcoming British drama film directed by Dominic Cooke?,Saoirse Ronan,0.6323,False,False,-1.0
