dataset,tau,condition,question,ground_truth,faithfulness_score,is_hallucination,gate_fired,ccs_pre
triviaqa,0.6,hcpc_v1,Who's home runs record did Mark McGwire break in the 1998 season?,Roger Maris,0.5052,False,False,-1.0
triviaqa,0.6,ccs_gate,Who's home runs record did Mark McGwire break in the 1998 season?,Roger Maris,0.5084,False,True,0.3009
triviaqa,0.6,baseline,Tybalt is a character in which of Shakespeare's plays?,ROMEO AND JULIET,0.6614,False,False,-1.0
triviaqa,0.6,hcpc_v1,Tybalt is a character in which of Shakespeare's plays?,ROMEO AND JULIET,0.6614,False,False,-1.0
triviaqa,0.6,ccs_gate,Tybalt is a character in which of Shakespeare's plays?,ROMEO AND JULIET,0.6614,False,False,0.6926
triviaqa,0.6,baseline,Who wrote the musical Blood Brothers ?,WILLY RUSSELL,0.8211,False,False,-1.0
triviaqa,0.6,hcpc_v1,Who wrote the musical Blood Brothers ?,WILLY RUSSELL,0.8211,False,False,-1.0
triviaqa,0.6,ccs_gate,Who wrote the musical Blood Brothers ?,WILLY RUSSELL,0.8211,False,True,0.4778
triviaqa,0.6,baseline,"What is the name of the enzyme usually added to milk to coagulate it, to make ""curds and whey""?",Rennet.,0.8146,False,False,-1.0
triviaqa,0.6,hcpc_v1,"What is the name of the enzyme usually added to milk to coagulate it, to make ""curds and whey""?",Rennet.,0.5484,False,False,-1.0
triviaqa,0.6,ccs_gate,"What is the name of the enzyme usually added to milk to coagulate it, to make ""curds and whey""?",Rennet.,0.8146,False,False,0.7424
triviaqa,0.6,baseline,What is the name of the character played by actor Nicholas Lyndhurst in the British television series ‘Goodnight Sweetheart’?,Gary Sparrow,0.3945,True,False,-1.0
triviaqa,0.6,hcpc_v1,What is the name of the character played by actor Nicholas Lyndhurst in the British television series ‘Goodnight Sweetheart’?,Gary Sparrow,0.3945,True,False,-1.0
triviaqa,0.6,ccs_gate,What is the name of the character played by actor Nicholas Lyndhurst in the British television series ‘Goodnight Sweetheart’?,Gary Sparrow,0.3945,True,True,0.4219
triviaqa,0.6,baseline,How is seasonal allergic rhinitis more commonly known ?,HAY FEVER,0.7974,False,False,-1.0
triviaqa,0.6,hcpc_v1,How is seasonal allergic rhinitis more commonly known ?,HAY FEVER,0.5591,False,False,-1.0
triviaqa,0.6,ccs_gate,How is seasonal allergic rhinitis more commonly known ?,HAY FEVER,0.5591,False,True,0.5464
triviaqa,0.6,baseline,Which musical instrument was patented in Berlin by Freidrich Buschmann in 1822,Accordion,0.6877,False,False,-1.0
triviaqa,0.6,hcpc_v1,Which musical instrument was patented in Berlin by Freidrich Buschmann in 1822,Accordion,0.6608,False,False,-1.0
triviaqa,0.6,ccs_gate,Which musical instrument was patented in Berlin by Freidrich Buschmann in 1822,Accordion,0.6608,False,True,0.5737
triviaqa,0.6,baseline,"According to famous American architect Louis Henri Sullivan, known as the father of skyscrapers, ""form follows what""?",Function,0.6671,False,False,-1.0
triviaqa,0.6,hcpc_v1,"According to famous American architect Louis Henri Sullivan, known as the father of skyscrapers, ""form follows what""?",Function,0.9652,False,False,-1.0
triviaqa,0.6,ccs_gate,"According to famous American architect Louis Henri Sullivan, known as the father of skyscrapers, ""form follows what""?",Function,0.9652,False,True,0.3542
triviaqa,0.6,baseline,What is the international telephone dialling code for Germany?,49,0.701,False,False,-1.0
triviaqa,0.6,hcpc_v1,What is the international telephone dialling code for Germany?,49,0.6994,False,False,-1.0
triviaqa,0.6,ccs_gate,What is the international telephone dialling code for Germany?,49,0.6994,False,True,0.5259
triviaqa,0.6,baseline,The Dodecanese Campaign of WWII that was an attempt by the Allied forces to capture islands in the Aegean Sea was the inspiration for which acclaimed 1961 commando film?,The Guns of Navarone,0.6139,False,False,-1.0
triviaqa,0.6,hcpc_v1,The Dodecanese Campaign of WWII that was an attempt by the Allied forces to capture islands in the Aegean Sea was the inspiration for which acclaimed 1961 commando film?,The Guns of Navarone,0.6212,False,False,-1.0
triviaqa,0.6,ccs_gate,The Dodecanese Campaign of WWII that was an attempt by the Allied forces to capture islands in the Aegean Sea was the inspiration for which acclaimed 1961 commando film?,The Guns of Navarone,0.6212,False,False,0.6676
triviaqa,0.6,baseline,"Prince Rupert of the Rhine, who fought in the Thirty Years’ War, was nephew of which English King, who made him Duke of Cumberland?",CHARLES I,0.5153,False,False,-1.0
triviaqa,0.6,hcpc_v1,"Prince Rupert of the Rhine, who fought in the Thirty Years’ War, was nephew of which English King, who made him Duke of Cumberland?",CHARLES I,0.5151,False,False,-1.0
triviaqa,0.6,ccs_gate,"Prince Rupert of the Rhine, who fought in the Thirty Years’ War, was nephew of which English King, who made him Duke of Cumberland?",CHARLES I,0.5153,False,False,0.6629
triviaqa,0.6,baseline,Which element is the main polluting substance in acid rain?,Sulphur,0.6622,False,False,-1.0
triviaqa,0.6,hcpc_v1,Which element is the main polluting substance in acid rain?,Sulphur,0.7364,False,False,-1.0
triviaqa,0.6,ccs_gate,Which element is the main polluting substance in acid rain?,Sulphur,0.7232,False,True,0.5879
triviaqa,0.6,baseline,What play was President Lincoln watching the night he was assassinated in 1865?,Our American Cousin,0.374,True,False,-1.0
triviaqa,0.6,hcpc_v1,What play was President Lincoln watching the night he was assassinated in 1865?,Our American Cousin,0.5829,False,False,-1.0
triviaqa,0.6,ccs_gate,What play was President Lincoln watching the night he was assassinated in 1865?,Our American Cousin,0.5133,False,True,0.5461
triviaqa,0.6,baseline,In what country is Tiahuanaco?,Bolivia,0.7241,False,False,-1.0
triviaqa,0.6,hcpc_v1,In what country is Tiahuanaco?,Bolivia,0.5874,False,False,-1.0
triviaqa,0.6,ccs_gate,In what country is Tiahuanaco?,Bolivia,0.5874,False,True,0.2676
triviaqa,0.6,baseline,Which duo are associated with the classic comedy routine “Who’s on First”?,Abbott and Costello,0.4746,True,False,-1.0
triviaqa,0.6,hcpc_v1,Which duo are associated with the classic comedy routine “Who’s on First”?,Abbott and Costello,0.4746,True,False,-1.0
triviaqa,0.6,ccs_gate,Which duo are associated with the classic comedy routine “Who’s on First”?,Abbott and Costello,0.4746,True,True,0.2444
triviaqa,0.6,baseline,Which admiral commanded the British fleet sent to repel the Spanish Armada in 1588?,Lord Howard of Effingham,0.6688,False,False,-1.0
triviaqa,0.6,hcpc_v1,Which admiral commanded the British fleet sent to repel the Spanish Armada in 1588?,Lord Howard of Effingham,0.5346,False,False,-1.0
triviaqa,0.6,ccs_gate,Which admiral commanded the British fleet sent to repel the Spanish Armada in 1588?,Lord Howard of Effingham,0.5825,False,False,0.6813
triviaqa,0.6,baseline,What is the full name of the train robber played by Phil Collins in a 1988 movie?,Buster Edwards,0.7196,False,False,-1.0
triviaqa,0.6,hcpc_v1,What is the full name of the train robber played by Phil Collins in a 1988 movie?,Buster Edwards,0.714,False,False,-1.0
triviaqa,0.6,ccs_gate,What is the full name of the train robber played by Phil Collins in a 1988 movie?,Buster Edwards,0.714,False,True,0.0575
triviaqa,0.6,baseline,Which member of the 'Dirty Dozen' was also in 'The Magnificent Seven'?,CHARLES BRONSON,0.7402,False,False,-1.0
triviaqa,0.6,hcpc_v1,Which member of the 'Dirty Dozen' was also in 'The Magnificent Seven'?,CHARLES BRONSON,0.7402,False,False,-1.0
triviaqa,0.6,ccs_gate,Which member of the 'Dirty Dozen' was also in 'The Magnificent Seven'?,CHARLES BRONSON,0.7402,False,True,0.3045
triviaqa,0.6,baseline,Who was Queen of France as the wife of Henry II (who reigned for 15 years from 1547) and remained the dominant person in France after his death during the reign of 3 of her 4 sons until 1589?,Catherine de Medici,0.5268,False,False,-1.0
triviaqa,0.6,hcpc_v1,Who was Queen of France as the wife of Henry II (who reigned for 15 years from 1547) and remained the dominant person in France after his death during the reign of 3 of her 4 sons until 1589?,Catherine de Medici,0.5502,False,False,-1.0
triviaqa,0.6,ccs_gate,Who was Queen of France as the wife of Henry II (who reigned for 15 years from 1547) and remained the dominant person in France after his death during the reign of 3 of her 4 sons until 1589?,Catherine de Medici,0.5847,False,True,0.435
triviaqa,0.6,baseline,To which order of monks does or did Pope Francis belong?,Jesuits,0.748,False,False,-1.0
triviaqa,0.6,hcpc_v1,To which order of monks does or did Pope Francis belong?,Jesuits,0.5701,False,False,-1.0
triviaqa,0.6,ccs_gate,To which order of monks does or did Pope Francis belong?,Jesuits,0.5701,False,True,0.5191
triviaqa,0.6,baseline,What is the name given to the largest bee in a hive?,Queen,0.6115,False,False,-1.0
triviaqa,0.6,hcpc_v1,What is the name given to the largest bee in a hive?,Queen,0.6271,False,False,-1.0
triviaqa,0.6,ccs_gate,What is the name given to the largest bee in a hive?,Queen,0.6115,False,False,0.6447
triviaqa,0.6,baseline,In 2006 Monty Panesar became the first person of what religion to play test cricket for England?,Sikh,0.7007,False,False,-1.0
triviaqa,0.6,hcpc_v1,In 2006 Monty Panesar became the first person of what religion to play test cricket for England?,Sikh,0.4386,True,False,-1.0
triviaqa,0.6,ccs_gate,In 2006 Monty Panesar became the first person of what religion to play test cricket for England?,Sikh,0.7007,False,False,0.6864
triviaqa,0.6,baseline,The Misses World for both 1999 and 2000 represented which country?,India,0.5958,False,False,-1.0
triviaqa,0.6,hcpc_v1,The Misses World for both 1999 and 2000 represented which country?,India,0.5599,False,False,-1.0
triviaqa,0.6,ccs_gate,The Misses World for both 1999 and 2000 represented which country?,India,0.5599,False,True,0.4882
triviaqa,0.6,baseline,Uncas is a principle character in which 1826 novel by James Fenimore Cooper?,The Last of the Mohicans: A Narrative of 1757,0.6267,False,False,-1.0
triviaqa,0.6,hcpc_v1,Uncas is a principle character in which 1826 novel by James Fenimore Cooper?,The Last of the Mohicans: A Narrative of 1757,0.5629,False,False,-1.0
triviaqa,0.6,ccs_gate,Uncas is a principle character in which 1826 novel by James Fenimore Cooper?,The Last of the Mohicans: A Narrative of 1757,0.6473,False,True,0.2505
triviaqa,0.6,baseline,"Sometimes called the 'Invicta flag', which English county's flag is a white horse on a red background?",KENT,0.572,False,False,-1.0
triviaqa,0.6,hcpc_v1,"Sometimes called the 'Invicta flag', which English county's flag is a white horse on a red background?",KENT,0.6118,False,False,-1.0
triviaqa,0.6,ccs_gate,"Sometimes called the 'Invicta flag', which English county's flag is a white horse on a red background?",KENT,0.572,False,False,0.6754
triviaqa,0.6,baseline,Yuan Yuan was caught carrying drugs for which Chinese team?,Swimming,0.7036,False,False,-1.0
triviaqa,0.6,hcpc_v1,Yuan Yuan was caught carrying drugs for which Chinese team?,Swimming,0.5531,False,False,-1.0
triviaqa,0.6,ccs_gate,Yuan Yuan was caught carrying drugs for which Chinese team?,Swimming,0.5531,False,True,0.0772
triviaqa,0.6,baseline,A merrythought is one of the popular names for which part of a bird?,WISHBONE,0.6095,False,False,-1.0
triviaqa,0.6,hcpc_v1,A merrythought is one of the popular names for which part of a bird?,WISHBONE,0.5411,False,False,-1.0
triviaqa,0.6,ccs_gate,A merrythought is one of the popular names for which part of a bird?,WISHBONE,0.5411,False,True,-0.104
triviaqa,0.6,baseline,What is Mexico's most commonly used language?,Spanish,0.7935,False,False,-1.0
triviaqa,0.6,hcpc_v1,What is Mexico's most commonly used language?,Spanish,0.5117,False,False,-1.0
triviaqa,0.6,ccs_gate,What is Mexico's most commonly used language?,Spanish,0.5117,False,True,0.2311
triviaqa,0.6,baseline,"Which long-running British TV series, now disappeared from our screens, began as a 1983 one-off drama called Woodentop'?",THE BILL,0.5333,False,False,-1.0
triviaqa,0.6,hcpc_v1,"Which long-running British TV series, now disappeared from our screens, began as a 1983 one-off drama called Woodentop'?",THE BILL,0.6211,False,False,-1.0
triviaqa,0.6,ccs_gate,"Which long-running British TV series, now disappeared from our screens, began as a 1983 one-off drama called Woodentop'?",THE BILL,0.6211,False,True,0.3458
triviaqa,0.6,baseline,The documentary about the making of which 1970s groundbreaking film was titled Hearts of Darkness alluding not just to the novel that inspired it but also to it's chaotic production?,Apocalypse Now,0.9635,False,False,-1.0
triviaqa,0.6,hcpc_v1,The documentary about the making of which 1970s groundbreaking film was titled Hearts of Darkness alluding not just to the novel that inspired it but also to it's chaotic production?,Apocalypse Now,0.4766,True,False,-1.0
triviaqa,0.6,ccs_gate,The documentary about the making of which 1970s groundbreaking film was titled Hearts of Darkness alluding not just to the novel that inspired it but also to it's chaotic production?,Apocalypse Now,0.4766,True,True,0.5924
triviaqa,0.6,baseline,In which country could you drive along the 1700 kilometre Bruce Highway?,Australia,1.0,False,False,-1.0
triviaqa,0.6,hcpc_v1,In which country could you drive along the 1700 kilometre Bruce Highway?,Australia,1.0,False,False,-1.0
triviaqa,0.6,ccs_gate,In which country could you drive along the 1700 kilometre Bruce Highway?,Australia,1.0,False,False,0.6323
triviaqa,0.6,baseline,How was Moose the dog better known when he starred in a popular US sitcom?,EDDIE,0.5957,False,False,-1.0
triviaqa,0.6,hcpc_v1,How was Moose the dog better known when he starred in a popular US sitcom?,EDDIE,0.5845,False,False,-1.0
triviaqa,0.6,ccs_gate,How was Moose the dog better known when he starred in a popular US sitcom?,EDDIE,0.5845,False,True,0.2139
