model,dataset,chunk_size,top_k,prompt_strategy,question,answer,ground_truth,faithfulness_score,is_hallucination,nli_label,latency_s
mistral,squad,1024,5,strict,Which team won Super Bowl 50., The Denver Broncos won Super Bowl 50.,Denver Broncos,0.9247,False,faithful,2.82
mistral,squad,1024,5,strict,Where was Super Bowl 50 held?," Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.","Santa Clara, California.",0.9411,False,faithful,4.77
mistral,squad,1024,5,strict,The name of the NFL championship game is?, Super Bowl 50,Super Bowl,0.6293,False,faithful,4.04
mistral,squad,1024,5,strict,What 2015 NFL team one the AFC playoff?, The Denver Broncos won the AFC playoffs in 2015.,Denver Broncos,0.9074,False,faithful,5.93
mistral,squad,1024,5,strict,Which Carolina Panthers player was named Most Valuable Player?, I cannot find this information in the provided context. The text does not mention any MVP award for a Carolina Panthers player during the regular season or playoffs discussed in the context.,Cam Newton,0.5216,False,faithful,8.29
mistral,squad,1024,5,strict,How many appearances have the Denver Broncos made in the Super Bowl?, The Denver Broncos have made eight appearances in the Super Bowl.,8,0.5994,False,faithful,5.56
mistral,squad,1024,5,strict,What year was the Carolina Panthers franchise founded?, I cannot find this information in the provided context. The context does not mention the year when the Carolina Panthers franchise was founded.,1995,0.6925,False,faithful,6.35
mistral,squad,1024,5,strict,What team did the Panthers defeat?," The Panthers defeated the Seattle Seahawks and the Denver Broncos (in the Super Bowl). However, the question asks for the team they defeated in the divisional round, so the answer is the Seattle Seahawks.",Arizona Cardinals,0.7965,False,faithful,9.68
mistral,squad,1024,5,strict,Who did the Broncos prevent from going to the Super Bowl?, The New England Patriots were prevented by the Broncos from going to the Super Bowl.,New England Patriots,0.5012,False,faithful,6.64
mistral,squad,1024,5,strict,Who did the Panthers beat in the NFC Championship Game?, The Carolina Panthers beat the Arizona Cardinals in the NFC Championship Game.,Arizona Cardinals,0.9783,False,faithful,7.94
mistral,squad,1024,5,strict,Who lost to the Broncos in the AFC Championship?, The New England Patriots lost to the Broncos in the AFC Championship.,New England Patriots,0.7878,False,faithful,5.97
mistral,squad,1024,5,strict,Who were the defending Super Bowl champions?, The defending Super Bowl champions were the New England Patriots.,New England Patriots,0.788,False,faithful,6.04
mistral,squad,1024,5,strict,How many teams have been in the Super Bowl eight times?," Four teams have been in the Super Bowl eight times, according to the provided context. These are the Denver Broncos, New England Patriots, Dallas Cowboys, and Pittsburgh Steelers.",four,0.7543,False,faithful,7.4
mistral,squad,1024,5,strict,Who was this season's NFL MVP?, The context does not provide information about who the NFL MVP for the current season is. It only mentions that Cam Newton from the Panthers was named the NFL MVP in a previous season.,Cam Newton,0.7967,False,faithful,11.02
mistral,squad,1024,5,strict,What was the win/loss ratio in 2015 for the Carolina Panthers during their regular season?, The Carolina Panthers had a win/loss ratio of 15-1 during their regular season in 2015.,15–1,0.5198,False,faithful,8.31
mistral,squad,1024,5,strict,Which Carolina Panthers team member was picked as the team's MVP in 2015? , The context does not provide information about who was picked as the Carolina Panthers' MVP in 2015.,Cam Newton,0.7919,False,faithful,8.31
mistral,squad,1024,5,strict,What were the win/loss game stats for the Denver Bronco's regular season in 2015?," The provided context does not specify the exact win/loss statistics for the Denver Broncos' regular season games in 2015, but it is stated that they finished with a 12–4 record.",12–4,0.5024,False,faithful,8.1
mistral,squad,1024,5,strict,How many teams have played in the Super Bowl eight times?," Four teams have played in the Super Bowl eight times, according to the provided context. These are the Denver Broncos, New England Patriots, Dallas Cowboys, and Pittsburgh Steelers.",4,0.7548,False,faithful,8.02
mistral,squad,1024,5,strict,Which team did not get a chance to defend their Super Bowl XLIX win in Super Bowl 50?, The New England Patriots did not get a chance to defend their Super Bowl XLIX win in Super Bowl 50.,New England Patriots,0.5369,False,faithful,7.24
mistral,squad,1024,5,strict,Who is the quarterback for the Panthers?, The quarterback for the Panthers is Cam Newton.,Cam Newton,0.8306,False,faithful,8.37
mistral,squad,1024,5,strict,Who did Carolina beat in the NFC championship game?," The provided context does not specify who the Carolina Panthers beat in the NFC Championship Game, but it is mentioned that they won 49–15 against the Arizona Cardinals.",Arizona Cardinals,0.5522,False,faithful,8.42
mistral,squad,1024,5,strict,How many times have the Panthers been in the Super Bowl?," The Carolina Panthers have been in the Super Bowl twice, as stated in the context. Their first appearance was in Super Bowl XXXVIII and their second appearance was in Super Bowl 50.",2,0.4819,True,hallucinated,9.06
mistral,squad,1024,5,strict,Who did Denver beat in the AFC championship?, The Denver Broncos beat the New England Patriots in the AFC Championship Game.,New England Patriots,0.9658,False,faithful,6.35
mistral,squad,1024,5,strict,Who was the Most Valuable Player for the 2015 NFL season?," The Most Valuable Player for the 2015 NFL season, according to the provided context, was Cam Newton from the Panthers.",Cam Newton,0.8421,False,faithful,9.8
mistral,squad,1024,5,strict,Who did Denver beat in the 2015 AFC Championship game?, The New England Patriots,New England Patriots,0.7667,False,faithful,5.78
mistral,squad,1024,5,strict,Who did the Carolina Panthers beat in the 2015 NFC Championship game?," The Carolina Panthers beat the Arizona Cardinals in the 2015 NFC Championship game, as stated in the provided context.",Arizona Cardinals,0.9734,False,faithful,7.82
mistral,squad,1024,5,strict,Who was the 2015 NFL MVP?, The 2015 NFL MVP was Cam Newton.,Cam Newton,0.799,False,faithful,9.04
mistral,squad,1024,5,strict,Who did the Panthers beat to become the NFC champs?, The Carolina Panthers beat the Arizona Cardinals to become the NFC Champs.,Arizona Cardinals,0.8411,False,faithful,7.91
mistral,squad,1024,5,strict,What year did the Carolina Panthers form?, I cannot find this information in the provided context. The context does not mention the year when the Carolina Panthers were formed.,1995.,0.679,False,faithful,7.37
mistral,squad,1024,5,strict,Who was the Super Bowl 50 MVP?, Denver linebacker Von Miller was named Super Bowl 50 MVP.,Von Miller,0.7507,False,faithful,6.5
mistral,squad,1024,5,strict,How many fumbles did Von Miller force in Super Bowl 50?, Von Miller forced three fumbles in Super Bowl 50.,2,0.7046,False,faithful,7.05
mistral,squad,1024,5,strict,Which team held the scoring lead throughout the entire game?," The Denver Broncos held the scoring lead throughout the entire game as mentioned in the following passages:
1) ""The score marked the first time in the entire postseason that Carolina was facing a deficit."" (after the first half)
2) ""...gave the Broncos a 16–7 lead"" (in the second half)
3) ""Despite Denver's excellent field position, they could not get the ball into the end zone, so McManus kicked a 33-yard field goal that increased their lead to 13–7."" (later in the second quarter)
4) ""The final score was 24–10 in favor of the Denver Broncos."" (not explicitly mentioned but can be inferred from the context)",Broncos,0.6098,False,faithful,18.14
mistral,squad,1024,5,strict,Which Denver linebacker was named Super Bowl MVP?, Von Miller,linebacker Von Miller,1.0,False,faithful,7.01
mistral,squad,1024,5,strict,How many solo tackles did Von Miller make at Super Bowl 50?," The provided context states that Von Miller was named Super Bowl MVP, recording five solo tackles at Super Bowl 50.",five solo tackles,0.8528,False,faithful,5.8
mistral,squad,1024,5,strict,Who was limited by Denver's defense?, Cam Newton (quarterback for the Carolina Panthers) was limited by Denver's defense in Super Bowl 50.,Newton was limited by Denver's defense,0.5559,False,faithful,7.73
mistral,squad,1024,5,strict,How many times was Cam Newton sacked?, Seven times,seven,0.8119,False,faithful,7.87
mistral,squad,1024,5,strict,Who won the Super Bowl MVP?, Von Miller,Von Miller,1.0,False,faithful,7.03
mistral,squad,1024,5,strict,How many turnovers did Cam Newton have?, I cannot find this information in the provided context regarding how many turnovers Cam Newton had during the game.,three,0.5657,False,faithful,10.52
mistral,squad,1024,5,strict,How many fumbles did Von Miller force?, Von Miller forced 2 fumbles according to the provided context.,two,0.8232,False,faithful,5.83
mistral,squad,1024,5,strict,Who was given the esteemed status of MVP for Super Bowl 50?, Denver linebacker Von Miller was named Super Bowl MVP.,Von Miller,0.7368,False,faithful,7.22
mistral,squad,1024,5,strict,What position does Von Miller play for the Denver Broncos?, Linebacker,linebacker,1.0,False,faithful,10.66
mistral,squad,1024,5,strict,What was the number of solo tackles that Von Miller had in Super Bowl 50?, Von Miller had five solo tackles in Super Bowl 50.,5,0.6734,False,faithful,8.54
mistral,squad,1024,5,strict,How many forced fumbles did Von Miller have during the Super Bowl 50 game?, Von Miller forced three fumbles during Super Bowl 50.,2,0.6931,False,faithful,6.58
mistral,squad,1024,5,strict,Who won the MVP for the Super Bowl?, Von Miller won the MVP for Super Bowl 50.,Von Miller,0.7912,False,faithful,6.27
mistral,squad,1024,5,strict,How many tackles did Von Miller get during the game?, Von Miller had 5 solo tackles during the game.,5,0.7617,False,faithful,7.58
mistral,squad,1024,5,strict,How many times was Cam Newton sacked in Super Bowl 50?," Seven times, as stated in the provided context.",seven,0.6485,False,faithful,9.38
mistral,squad,1024,5,strict,How many times did the Denver defense force Newton into turnovers?," The Denver defense forced Newton into three turnovers, as stated in the context provided.",three,0.9564,False,faithful,9.4
mistral,squad,1024,5,strict,Which Newton turnover resulted in seven points for Denver?," The Newton turnover that resulted in seven points for Denver was when Von Miller knocked the ball out of Newton's hands while sacking him, and Malik Jackson recovered it in the end zone for a Broncos touchdown. This occurred after each team had punted, and it gave the team a 10–0 lead.",a fumble,0.6208,False,faithful,11.92
mistral,squad,1024,5,strict,Who was the Most Valuable Player of Super Bowl 50?, Denver linebacker Von Miller was named Super Bowl MVP.,Von Miller,0.7368,False,faithful,7.33
mistral,squad,1024,5,strict,What position does Von Miller play?, I cannot find this information in the provided context. The context does not mention Von Miller or his position.,linebacker,0.7025,False,faithful,5.36
mistral,squad,1024,5,strict,How many times was the Panthers' quarterback sacked?," The context does not provide a specific number for how many times Cam Newton, the Panthers' quarterback, was sacked. However, it is mentioned that he was sacked by DeMarcus Ware as time expired in the first half and later by Von Miller during the game when the ball was recovered for a touchdown. So, at least two times he was sacked according to the provided context.",seven,0.5981,False,faithful,16.85
mistral,squad,1024,5,strict,How many times did the Broncos cause turnovers in the game?," The provided context does not specify the number of turnovers caused by the Broncos in the game. However, it is mentioned that Newton had three turnovers, but it's not clear if all of these were caused by the Denver Broncos.",three,0.5471,False,faithful,8.58
mistral,squad,1024,5,strict,What Denver player caused two fumbles for the Panthers?," Von Miller caused one fumble for the Panthers by knocking the ball out of Newton's hands while sacking him, and he recovered it in the end zone for a touchdown. I cannot find information about another player causing a fumble for the Panthers in the provided context.",Von Miller,0.6131,False,faithful,11.68
mistral,squad,1024,5,strict,How many tackles did Von Miller accomlish by himself in the game?, I cannot find this information in the provided context. The context does not specify how many tackles Von Miller made by himself during the game.,five,0.6164,False,faithful,10.03
mistral,squad,1024,5,strict,Which network broadcasted Super Bowl 50 in the U.S.?, CBS broadcasted Super Bowl 50 in the U.S.,CBS,0.6557,False,faithful,6.77
mistral,squad,1024,5,strict,What was the average cost for a 30 second commercial during Super Bowl 50?, The average cost for a 30-second commercial during Super Bowl 50 was $5 million.,$5 million,0.6206,False,faithful,9.91
mistral,squad,1024,5,strict,Which group headlined the Super Bowl 50 halftime show?, The British rock group Coldplay headlined the Super Bowl 50 halftime show.,Coldplay,0.9676,False,faithful,6.26
mistral,squad,1024,5,strict,Which performers joined the headliner during the Super Bowl 50 halftime show?, Beyoncé and Bruno Mars joined Coldplay during the Super Bowl 50 halftime show.,Beyoncé and Bruno Mars,0.9434,False,faithful,6.2
mistral,squad,1024,5,strict,At which Super Bowl did Beyonce headline the halftime show?," Super Bowl XLVII (which was in 2013, according to the provided context)",Super Bowl XLVII,0.9046,False,faithful,7.4
mistral,squad,1024,5,strict,Who was the broadcaster for Super Bowl 50 in the United States?, The broadcaster for Super Bowl 50 in the United States was CBS.,CBS,0.8206,False,faithful,7.39
mistral,squad,1024,5,strict,What was the average cost of a 30-second commercial?, The average cost of a 30-second commercial during Super Bowl 50 was $5 million.,$5 million,0.6346,False,faithful,7.71
mistral,squad,1024,5,strict,What halftime performer previously headlined Super Bowl XLVII?," Beyoncé, who collaborated with Coldplay on the single ""Hymn for the Weekend"" during the Super Bowl 50 halftime show, previously headlined Super Bowl XLVII.",Beyoncé,0.4847,True,hallucinated,8.28
mistral,squad,1024,5,strict,What halftime performer previously headlined Super Bowl XLVIII?," Bruno Mars, who headlined the Super Bowl XLVIII halftime show.",Bruno Mars,0.8951,False,faithful,1.66
mistral,squad,1024,5,strict,Who was the main performer at this year's halftime show?," The main performer at the Super Bowl 50 halftime show was Coldplay, with special guest performers Beyoncé and Bruno Mars.",Coldplay,0.7307,False,faithful,3.91
mistral,squad,1024,5,strict,Which network broadcasted the 50th Super Bowl game? , The 50th Super Bowl game was broadcasted by CBS in the United States.,CBS,0.7834,False,faithful,7.12
mistral,squad,1024,5,strict,What was the average cost for a TV ad lasting 30 seconds during Super Bowl 50?, The average cost for a TV ad lasting 30 seconds during Super Bowl 50 was $5 million.,$5 million,0.5988,False,faithful,8.9
mistral,squad,1024,5,strict,Who was the male singer who performed as a special guest during Super Bowl 50?, Bruno Mars was the male singer who performed as a special guest during Super Bowl 50.,Bruno Mars,0.6487,False,faithful,6.43
mistral,squad,1024,5,strict,What ranking does the Super Bowl 50 halftime show have on the list of most watched TV broadcasts?," I cannot find this information in the provided context. The context only mentions that Super Bowl 50 was the third-most watched U.S. broadcast ever, but it does not specify the ranking for the halftime show separately.",third,0.767,False,faithful,9.09
mistral,squad,1024,5,strict,What station aired the Super Bowl?, CBS broadcasted Super Bowl 50 in the U.S.,CBS,0.6557,False,faithful,6.13
mistral,squad,1024,5,strict,How much money did a 1/2 minute commercial cost?," A half-minute (30 seconds) commercial during Super Bowl 50 cost an average of $5 million, as stated in the provided context.",$5 million,0.6781,False,faithful,7.68
mistral,squad,1024,5,strict,What band headlined half-time during Super Bowl 50?, The British rock group Coldplay headlined the halftime show during Super Bowl 50.,Coldplay,0.9436,False,faithful,6.09
mistral,squad,1024,5,strict,What two artists came out with Coldplay during the half-time show?, Beyoncé and Bruno Mars,Beyoncé and Bruno Mars,0.7582,False,faithful,6.32
mistral,squad,1024,5,strict,Who broadcast the Super Bowl on TV?, CBS broadcast the Super Bowl on TV in the U.S.,CBS,0.6677,False,faithful,6.17
mistral,squad,1024,5,strict,Who headlined the halftime show for Super Bowl 50?, The British rock group Coldplay headlined the Super Bowl 50 halftime show.,Coldplay,0.9676,False,faithful,6.85
