model,dataset,chunk_size,top_k,prompt_strategy,question,answer,ground_truth,faithfulness_score,is_hallucination,nli_label,latency_s
llama3,squad,1024,5,strict,How many times have the Panthers been in the Super Bowl?,"According to the provided context, the Carolina Panthers have been in the Super Bowl twice: once in Super Bowl XXXVIII and again in Super Bowl 50.",2,0.5345,False,faithful,6.78
llama3,squad,1024,5,strict,Who did Denver beat in the AFC championship?,"The Broncos beat the New England Patriots in the AFC Championship Game, 20–18.",New England Patriots,0.9596,False,faithful,4.67
llama3,squad,1024,5,strict,Who was the Most Valuable Player for the 2015 NFL season?,"Cam Newton, quarterback of the Panthers, was named the NFL Most Valuable Player (MVP) for the 2015 season.",Cam Newton,0.7938,False,faithful,7.77
llama3,squad,1024,5,strict,Who did Denver beat in the 2015 AFC Championship game?,The Broncos beat the New England Patriots in the 2015 AFC Championship game.,New England Patriots,0.94,False,faithful,4.64
llama3,squad,1024,5,strict,Who did the Carolina Panthers beat in the 2015 NFC Championship game?,"The Carolina Panthers beat the Arizona Cardinals in the 2015 NFC Championship game, winning 49-15.",Arizona Cardinals,0.7095,False,faithful,5.92
llama3,squad,1024,5,strict,Who was the 2015 NFL MVP?,"Cam Newton, quarterback of the Panthers, was named the NFL Most Valuable Player (MVP) after finishing the regular season with a 15–1 record.",Cam Newton,0.761,False,faithful,7.36
llama3,squad,1024,5,strict,Who did the Panthers beat to become the NFC champs?,The Carolina Panthers beat the Arizona Cardinals 49–15 in the NFC Championship Game to become the NFC champions.,Arizona Cardinals,0.9599,False,faithful,6.57
llama3,squad,1024,5,strict,What year did the Carolina Panthers form?,I cannot find this information in the provided context.,1995.,0.5531,False,faithful,5.04
llama3,squad,1024,5,strict,Who was the Super Bowl 50 MVP?,"According to the provided context, Von Miller, a Denver linebacker, was named Super Bowl MVP.",Von Miller,0.7779,False,faithful,4.99
llama3,squad,1024,5,strict,How many fumbles did Von Miller force in Super Bowl 50?,"According to the provided context, Von Miller forced two forced fumbles in Super Bowl 50.",2,0.7724,False,faithful,5.62
llama3,squad,1024,5,strict,Which team held the scoring lead throughout the entire game?,"I can answer that!

According to the provided context, Denver took the opening kickoff and started strong, but Carolina's defense dug in over the next three plays. The score marked the first time in the entire postseason that Carolina was facing a deficit. Later on, Carolina got on track with a 9-play, 73-yard scoring drive, cutting the score to 10–7 with 11:28 left in the second quarter.

Based on this information, it seems that Denver held the scoring lead throughout most of the game, but Carolina managed to catch up and eventually took the lead.",Broncos,0.5906,False,faithful,11.14
llama3,squad,1024,5,strict,Which Denver linebacker was named Super Bowl MVP?,"According to the provided context, Von Miller was named Super Bowl MVP.",linebacker Von Miller,0.7732,False,faithful,5.34
llama3,squad,1024,5,strict,How many solo tackles did Von Miller make at Super Bowl 50?,"According to the provided context, Von Miller was named Super Bowl MVP and recorded five solo tackles.",five solo tackles,0.7531,False,faithful,4.35
llama3,squad,1024,5,strict,Who was limited by Denver's defense?,"Newton. According to the context, Newton was ""limited by Denver's defense"" which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown.",Newton was limited by Denver's defense,0.6222,False,faithful,6.46
llama3,squad,1024,5,strict,How many times was Cam Newton sacked?,"According to the provided context, Cam Newton was sacked twice:

1. By DeMarcus Ware as time expired in the half.
2. By Von Miller (part of a sack) that led to Malik Jackson recovering the fumble in the end zone for a Broncos touchdown.",seven,0.8025,False,faithful,8.29
llama3,squad,1024,5,strict,Who won the Super Bowl MVP?,"According to the provided context, Von Miller, a Denver linebacker, was named Super Bowl MVP.",Von Miller,0.7779,False,faithful,5.15
llama3,squad,1024,5,strict,How many turnovers did Cam Newton have?,I cannot find this information in the provided context.,three,0.5531,False,faithful,6.63
llama3,squad,1024,5,strict,How many fumbles did Von Miller force?,"According to the provided context, Von Miller forced two forced fumbles.",two,0.8607,False,faithful,4.09
llama3,squad,1024,5,strict,Who was given the esteemed status of MVP for Super Bowl 50?,"According to the provided context, Von Miller, a Denver linebacker, was named Super Bowl MVP.",Von Miller,0.7779,False,faithful,4.09
llama3,squad,1024,5,strict,What position does Von Miller play for the Denver Broncos?,Pro Bowl linebacker.,linebacker,0.6262,False,faithful,5.81
llama3,squad,1024,5,strict,What was the number of solo tackles that Von Miller had in Super Bowl 50?,"According to the provided context, Von Miller recorded five solo tackles in Super Bowl 50.",5,0.8623,False,faithful,5.18
llama3,squad,1024,5,strict,How many forced fumbles did Von Miller have during the Super Bowl 50 game?,"According to the provided context, Von Miller had **two** forced fumbles during the Super Bowl 50 game.",2,0.6582,False,faithful,5.36
llama3,squad,1024,5,strict,Who won the MVP for the Super Bowl?,"According to the provided context, Von Miller was named Super Bowl MVP.",Von Miller,0.7732,False,faithful,4.81
llama3,squad,1024,5,strict,How many tackles did Von Miller get during the game?,"According to the provided context, Von Miller had ""five solo tackles"" during the game.",5,0.7898,False,faithful,5.95
llama3,squad,1024,5,strict,How many times was Cam Newton sacked in Super Bowl 50?,"According to the provided context, Cam Newton was sacked twice in Super Bowl 50. Once by Von Miller, which resulted in a fumble that was recovered by Malik Jackson for a touchdown, and again by DeMarcus Ware as time expired in the half.",seven,0.7106,False,faithful,7.8
llama3,squad,1024,5,strict,How many times did the Denver defense force Newton into turnovers?,"According to the provided context, the Denver defense forced Cam Newton into three turnovers, including a fumble which they recovered for a touchdown.",three,0.8108,False,faithful,7.17
llama3,squad,1024,5,strict,Which Newton turnover resulted in seven points for Denver?,"According to the provided context, Von Miller knocked the ball out of Newton's hands while sacking him, and Malik Jackson recovered it in the end zone for a Broncos touchdown. This was the first fumble return touchdown in a Super Bowl since Super Bowl XXVIII at the end of the 1993 season.",a fumble,0.668,False,faithful,8.71
llama3,squad,1024,5,strict,Who was the Most Valuable Player of Super Bowl 50?,"According to the provided context, Von Miller, a Denver linebacker, was named the Super Bowl MVP.",Von Miller,0.7876,False,faithful,5.54
llama3,squad,1024,5,strict,What position does Von Miller play?,I cannot find this information in the provided context.,linebacker,0.5531,False,faithful,3.52
llama3,squad,1024,5,strict,How many times was the Panthers' quarterback sacked?,"According to the provided context, Cam Newton was sacked twice:

1. By DeMarcus Ware as time expired in the half.
2. By Von Miller while sacking him and knocking the ball out of his hands, which Malik Jackson recovered for a Broncos touchdown.",seven,0.7597,False,faithful,8.67
llama3,squad,1024,5,strict,How many times did the Broncos cause turnovers in the game?,"According to the provided context, the Broncos caused three turnovers in the game, including a fumble which they recovered for a touchdown.",three,0.6131,False,faithful,5.71
llama3,squad,1024,5,strict,What Denver player caused two fumbles for the Panthers?,"According to the provided context, Von Miller knocked the ball out of Newton's hands while sacking him, and Malik Jackson recovered it in the end zone for a Broncos touchdown. This is the only instance where a Denver player caused a fumble for the Panthers.

So, the answer is: Von Miller and Malik Jackson (in combination).",Von Miller,0.7411,False,faithful,9.41
llama3,squad,1024,5,strict,How many tackles did Von Miller accomlish by himself in the game?,I cannot find this information in the provided context.,five,0.5531,False,faithful,5.99
llama3,squad,1024,5,strict,Which network broadcasted Super Bowl 50 in the U.S.?,"According to the provided context, CBS broadcasted Super Bowl 50 in the U.S.",CBS,0.8184,False,faithful,4.84
llama3,squad,1024,5,strict,What was the average cost for a 30 second commercial during Super Bowl 50?,"According to the provided context, CBS set the base rate for a 30-second advertisement at $5 million.",$5 million,0.6664,False,faithful,5.78
llama3,squad,1024,5,strict,Which group headlined the Super Bowl 50 halftime show?,"According to the provided context, the British rock group Coldplay headlined the Super Bowl 50 halftime show.",Coldplay,0.9357,False,faithful,4.37
llama3,squad,1024,5,strict,Which performers joined the headliner during the Super Bowl 50 halftime show?,"According to the provided context, Beyoncé and Bruno Mars joined Coldplay as special guest performers during the Super Bowl 50 halftime show.",Beyoncé and Bruno Mars,0.9531,False,faithful,4.62
llama3,squad,1024,5,strict,At which Super Bowl did Beyonce headline the halftime show?,"According to the provided context, Beyoncé headlined the Super Bowl XLVII halftime show.",Super Bowl XLVII,0.8934,False,faithful,4.96
llama3,squad,1024,5,strict,Who was the broadcaster for Super Bowl 50 in the United States?,"According to the provided context, the broadcaster for Super Bowl 50 in the United States was CBS.",CBS,0.7876,False,faithful,5.28
llama3,squad,1024,5,strict,What was the average cost of a 30-second commercial?,"According to the provided context, CBS set the base rate for a 30-second advertisement at $5 million.",$5 million,0.6664,False,faithful,5.2
llama3,squad,1024,5,strict,What halftime performer previously headlined Super Bowl XLVII?,"According to the provided context, Beyoncé previously headlined Super Bowl XLVII.",Beyoncé,0.8561,False,faithful,4.99
llama3,squad,1024,5,strict,What halftime performer previously headlined Super Bowl XLVIII?,"According to the context, Bruno Mars, who headlined the Super Bowl XLVIII halftime show, performed during the Super Bowl 50 halftime show.",Bruno Mars,0.8951,False,faithful,1.68
llama3,squad,1024,5,strict,Who was the main performer at this year's halftime show?,"The main performer at this year's halftime show was Coldplay, with special guest performers Beyoncé and Bruno Mars.",Coldplay,0.7371,False,faithful,2.55
llama3,squad,1024,5,strict,Which network broadcasted the 50th Super Bowl game? ,"According to the provided context, CBS broadcasted the 50th Super Bowl game.",CBS,0.884,False,faithful,4.81
llama3,squad,1024,5,strict,What was the average cost for a TV ad lasting 30 seconds during Super Bowl 50?,"According to the provided context, CBS set the base rate for a 30-second advertisement at $5 million, which is also stated as an average of $5 million.",$5 million,0.6448,False,faithful,6.61
llama3,squad,1024,5,strict,Who was the male singer who performed as a special guest during Super Bowl 50?,"According to the provided context, Bruno Mars was the male singer who performed as a special guest during Super Bowl 50.",Bruno Mars,0.7013,False,faithful,4.94
llama3,squad,1024,5,strict,What ranking does the Super Bowl 50 halftime show have on the list of most watched TV broadcasts?,"According to the provided context, the Super Bowl 50 halftime show was the third-most watched U.S. broadcast ever.",third,0.808,False,faithful,5.6
llama3,squad,1024,5,strict,What station aired the Super Bowl?,"According to the provided context, CBS broadcast Super Bowl 50.",CBS,0.8074,False,faithful,4.36
llama3,squad,1024,5,strict,How much money did a 1/2 minute commercial cost?,I cannot find this information in the provided context.,$5 million,0.5531,False,faithful,4.34
llama3,squad,1024,5,strict,What band headlined half-time during Super Bowl 50?,"According to the provided context, the British rock group Coldplay headlined the halftime show at Super Bowl 50.",Coldplay,0.899,False,faithful,4.31
llama3,squad,1024,5,strict,What two artists came out with Coldplay during the half-time show?,"According to the provided context, Beyoncé and Bruno Mars performed alongside Coldplay during the Super Bowl 50 halftime show.",Beyoncé and Bruno Mars,0.9703,False,faithful,4.3
llama3,squad,1024,5,strict,Who broadcast the Super Bowl on TV?,"According to the provided context, CBS broadcast the Super Bowl 50 in the U.S. Additionally, ESPN Deportes was the exclusive Spanish-language broadcaster of the game.",CBS,0.7932,False,faithful,5.66
llama3,squad,1024,5,strict,Who headlined the halftime show for Super Bowl 50?,The British rock group Coldplay headlined the halftime show for Super Bowl 50.,Coldplay,0.9541,False,faithful,5.24
