candidate_size,candidate_position,source_row_index,row_id,pair_id,input_digest,condition,dataset,seed,generator_model,source_sha256
400,40,223,crj_db4cf90cdd2ddc906ed914ac,crjp_ba8bf8b1f0befc62ca8abac9,db4cf90cdd2ddc906ed914ac5acc0c8bc38322731988044af29b3d1914cb9bd2,hcpc_v1,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,41,423,crj_1eef735920ac998310e87c6f,crjp_ba8bf8b1f0befc62ca8abac9,1eef735920ac998310e87c6fdf0ab5b2d9d2acdd77b8bf50a684e534fb0aa678,hcpc_v2,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,42,106,crj_8fbc410512105c2263cb6b43,crjp_78801006d879b4fafe37d7f8,8fbc410512105c2263cb6b43e23a332e777e13a06f6c1a8361cceed4b9dea9b9,baseline,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,43,306,crj_c5a4cda35cb04ba917e51ab3,crjp_78801006d879b4fafe37d7f8,c5a4cda35cb04ba917e51ab34d56fa098328727362c2f12f35cb4f8beb7a43e0,hcpc_v1,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,44,506,crj_43c4e8d694c19f49d3429132,crjp_78801006d879b4fafe37d7f8,43c4e8d694c19f49d3429132292b9acde48168ec5e6d69c9018b584addf9224a,hcpc_v2,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,45,43,crj_131401ff562626aa5b93b409,crjp_e4a5f3ac4aa1e60ae616daf7,131401ff562626aa5b93b409ef587a9076de547b8e9a0c52c6e5b6244bb3b7f1,baseline,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,46,243,crj_7fc8dbd68aa90530c6794147,crjp_e4a5f3ac4aa1e60ae616daf7,7fc8dbd68aa90530c6794147b8d7f2bc9d237c39ca0b854c12e88e1128c7d355,hcpc_v1,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,47,443,crj_629f7b0c3d8bd8fe3a5c3ad1,crjp_e4a5f3ac4aa1e60ae616daf7,629f7b0c3d8bd8fe3a5c3ad1592cc264d25d71fa16dae359822ed5354a84d57c,hcpc_v2,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,48,71,crj_e0365249ac3d3917e152c6d1,crjp_60b4dbc4413c8e8d809f1d64,e0365249ac3d3917e152c6d1dcc788c66cf357d29db9bf9d4dbabf73ffc7e017,baseline,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,49,271,crj_16e4709cb8bac293ab9e2f04,crjp_60b4dbc4413c8e8d809f1d64,16e4709cb8bac293ab9e2f0408f03bc5a2f398b963a113583e9efd1d02bbaa53,hcpc_v1,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,50,471,crj_87716d9dcaca868e7ef31fd9,crjp_60b4dbc4413c8e8d809f1d64,87716d9dcaca868e7ef31fd99e96efad052b73f07f2f5b8c5f025e9d74a4f97f,hcpc_v2,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,51,157,crj_a63249f69c1067ab75717a5f,crjp_44483fc22f0a63d5b537c3ef,a63249f69c1067ab75717a5fceca61dcc572a76e72a430341b3d860ac24b9fb6,baseline,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,52,357,crj_4b21da5a20766db298ea5e29,crjp_44483fc22f0a63d5b537c3ef,4b21da5a20766db298ea5e291245356bc005eea5721d8d06f2f8ade5815fa6a8,hcpc_v1,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,53,557,crj_84a6f2bcc4b1b1c8d46cba8e,crjp_44483fc22f0a63d5b537c3ef,84a6f2bcc4b1b1c8d46cba8ef09f142626f6c2c68516c70d4b5fa1ca663ced82,hcpc_v2,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,54,60,crj_409012260e8ef75bb4b578ce,crjp_6942c60baa2d52335f81c45c,409012260e8ef75bb4b578ce2ed81f405ac9ba9cf10ecbec974894e14da88a08,baseline,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,55,260,crj_3016a7fe625305a5e048c5c9,crjp_6942c60baa2d52335f81c45c,3016a7fe625305a5e048c5c9a4b5ec357b6895b47c76bea8d9e24aac940b6e4b,hcpc_v1,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,56,460,crj_3e2d9608ba9ddee12492203e,crjp_6942c60baa2d52335f81c45c,3e2d9608ba9ddee12492203ef82db9057440898b189b813b646fb501d1b07843,hcpc_v2,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,57,165,crj_31930d994fe992f783ba7c88,crjp_e178e06e532f7934d1c247d8,31930d994fe992f783ba7c8878ed39d3c9400a26d59fb6ccc797ca46ad364ac7,baseline,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,58,365,crj_8a2fe01f68996fd50b681b9e,crjp_e178e06e532f7934d1c247d8,8a2fe01f68996fd50b681b9ed29555ae36169fd48f587940874aee9f09174c7a,hcpc_v1,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,59,565,crj_a062b4e7497725b0af6aba5d,crjp_e178e06e532f7934d1c247d8,a062b4e7497725b0af6aba5d14171cda7fc385c8234c95b0b66661db5a98b055,hcpc_v2,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,60,21,crj_e76ce8d279af488ac599b250,crjp_25e67e8d9f4de414983c1f57,e76ce8d279af488ac599b2504667d14bde2fb9aadfee425908baaa3809037378,baseline,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,61,221,crj_200707e39b326ff827bf232d,crjp_25e67e8d9f4de414983c1f57,200707e39b326ff827bf232d62e973e80d7ee19ebe9337950a4f79fbfeeeaaf8,hcpc_v1,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,62,421,crj_40c1ff2b9a8823a2b983ed0b,crjp_25e67e8d9f4de414983c1f57,40c1ff2b9a8823a2b983ed0b7bc49ff6b9c9e6a0b123bc09e432fbb545970ca8,hcpc_v2,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,63,199,crj_738e1eb36b5adcd88a77c9b3,crjp_d730ce4207503042ca1aeb45,738e1eb36b5adcd88a77c9b314140358e26b80751d0c60145270a52350f1168a,baseline,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,64,399,crj_0c621ec62afb40ba43cd2eff,crjp_d730ce4207503042ca1aeb45,0c621ec62afb40ba43cd2eff68047c9b903211139d647bcd0d059e976fdde84b,hcpc_v1,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,65,599,crj_fefce2ba1492e4e3a6103fc5,crjp_d730ce4207503042ca1aeb45,fefce2ba1492e4e3a6103fc5d60ee1efc38d84f75ff0542c998f6720aca67cad,hcpc_v2,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,66,92,crj_cd8e49cf8150a27b7e4ac2f7,crjp_021990001391618a886ccdb7,cd8e49cf8150a27b7e4ac2f785c8b00a26e3ff0d2f42daedb068597345046c7a,baseline,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,67,292,crj_df91c2f8ce25caed60a8f2f2,crjp_021990001391618a886ccdb7,df91c2f8ce25caed60a8f2f2c2e97b6d4f31e18a0c8cfa85cfa44fbfa1b5d1e4,hcpc_v1,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,68,492,crj_7f86be4fdcf246a2a68dc85e,crjp_021990001391618a886ccdb7,7f86be4fdcf246a2a68dc85e7e26c251b6bc5c314673a1b080e53b96f892e2fa,hcpc_v2,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,69,44,crj_59aeff319df451a56b943df4,crjp_bda875b707b3bcc50fdef764,59aeff319df451a56b943df47cca78c952d94ad5f4ae7fb1cff8b073ca290b12,baseline,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,70,244,crj_792498d3eb5915520bfcc115,crjp_bda875b707b3bcc50fdef764,792498d3eb5915520bfcc1157eb67f1ec2adaf7fdda8953022f7009823d98118,hcpc_v1,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,71,444,crj_f7001af7e55e12a36d7d41a4,crjp_bda875b707b3bcc50fdef764,f7001af7e55e12a36d7d41a411fe7b99431ac1ac6f7def3f0f272bc4aa2be3c5,hcpc_v2,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,72,179,crj_caa31451c7684f0f9795279b,crjp_b4ae8366d18bc8eff071c92b,caa31451c7684f0f9795279b605c665e2b1d943fd089d72d13a35035e3f693d9,baseline,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,73,379,crj_65feae684b7109e7d4517886,crjp_b4ae8366d18bc8eff071c92b,65feae684b7109e7d45178868d90c8acd4e030ebedf9376f04c1debe9259ff3c,hcpc_v1,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,74,579,crj_94340ecd509060e3e9fff279,crjp_b4ae8366d18bc8eff071c92b,94340ecd509060e3e9fff2796ef862b9fe112502c9e64d5ca5f558877fc64371,hcpc_v2,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,75,193,crj_8cb10d2502543f4708d56c26,crjp_17236661b0899042c953fd12,8cb10d2502543f4708d56c26c4c0f6335e7582dd10703bfbe02763e77f39cbd5,baseline,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,76,393,crj_9d2b732b3ee3783a90422659,crjp_17236661b0899042c953fd12,9d2b732b3ee3783a904226595c90efc6afc4be89e67ed3e7d7f64c2215254928,hcpc_v1,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,77,593,crj_9d16755d7602823a87623c64,crjp_17236661b0899042c953fd12,9d16755d7602823a87623c64194f354ffbafbb007ac8194e420c330b06d64b78,hcpc_v2,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,78,174,crj_f8bb778399505f5798e3acfa,crjp_4b116d4594d6f12756b1bfb5,f8bb778399505f5798e3acfa32b6fa27ffddd8689ea66099fd08c6ee106bc75f,baseline,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,79,374,crj_92685a8e9197a30e6c918bad,crjp_4b116d4594d6f12756b1bfb5,92685a8e9197a30e6c918bad6c9d384f07ce10608479272bd45a441a76f71b8f,hcpc_v1,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,80,574,crj_b8238f79e0c04b240a1745b7,crjp_4b116d4594d6f12756b1bfb5,b8238f79e0c04b240a1745b752aed150a56600b58bfc27ffac8a91b5f03daebf,hcpc_v2,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,81,117,crj_a3f73f465cc333c5b71efc48,crjp_7106c7e30b6b00b5ba0e2b7b,a3f73f465cc333c5b71efc485b3edd6cd5ca5ebd355280790e2e873beb9f74ec,baseline,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,82,317,crj_4ffef4d6061ab6e0e92480fe,crjp_7106c7e30b6b00b5ba0e2b7b,4ffef4d6061ab6e0e92480fed46519620a421e5b829e79394e5bf3ada5165c4f,hcpc_v1,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,83,517,crj_50e50b588171690c08b87106,crjp_7106c7e30b6b00b5ba0e2b7b,50e50b588171690c08b871066d4c7e21c3546d6ff235652e1e690782b45034ed,hcpc_v2,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,84,4,crj_320b3d3551d6d9c5a31e1200,crjp_66c164b87239c5addd5992fb,320b3d3551d6d9c5a31e1200e0b9f6f3a9a0eb53905d5619eb1a50a627602870,baseline,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,85,204,crj_076a41b3c238193aa52e54a2,crjp_66c164b87239c5addd5992fb,076a41b3c238193aa52e54a2dc541acf879cd805b8bbe79188c01ce7a88a94e2,hcpc_v1,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,86,404,crj_9c3f4492d0dc865abb651d81,crjp_66c164b87239c5addd5992fb,9c3f4492d0dc865abb651d8123ad2c4d74be5d8e64bdd3f17eed6e9b66ddb35a,hcpc_v2,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,87,147,crj_282028a4ff8f050e810aad46,crjp_7e94f76259c1b41983b4bbff,282028a4ff8f050e810aad46ae4db4c5635e3e2b9c2336b6d87d8408dbe791e6,baseline,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,88,347,crj_2174471bc4e50709505e2457,crjp_7e94f76259c1b41983b4bbff,2174471bc4e50709505e2457be6b54c39f33eef55d644d9e626cec6fda37c237,hcpc_v1,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,89,547,crj_a7ebd89dd1898dc4a6ae55b1,crjp_7e94f76259c1b41983b4bbff,a7ebd89dd1898dc4a6ae55b1c52875900c6fbefbb50760a4e475a4f892163059,hcpc_v2,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,90,5,crj_9992c61b219d4b1d9e931384,crjp_82c3dccc00c1313463c12c31,9992c61b219d4b1d9e931384ef5a1b67241774a29cc8a9d6d199ab6c2214d5d8,baseline,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
400,91,205,crj_846f18faa2027100de264af2,crjp_82c3dccc00c1313463c12c31,846f18faa2027100de264af2654da70c88a1481790122130e4d08259296121ae,hcpc_v1,squad,41,mistral,78348a4a786434fbf5aa42e1179f7c81aae7695eaee4e876d145aa3cb1a575f4
