question,ground_truth,answer,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,dataset,model
What was the previous name of the city of Maputo?,LOURENCO MARQUES,"According to the provided context, the previous name of the city of Maputo was Lourenço Marques.",hcpc_v1,0.658,False,0.7199,False,-1.0,triviaqa,llama3
What was the previous name of the city of Maputo?,LOURENCO MARQUES,"According to the provided context, the previous name of the city of Maputo was Lourenço Marques.",hcpc_v2,0.658,False,0.6449,False,0.6706,triviaqa,llama3
In which English city will you find the Ashmolean museum?,OXFORD,"According to the provided context, you can find the Ashmolean Museum in Oxford, England.",baseline,0.8283,False,0.6838,False,-1.0,triviaqa,llama3
In which English city will you find the Ashmolean museum?,OXFORD,"According to the provided context, you can find the Ashmolean Museum in Oxford, England.",hcpc_v1,0.8283,False,0.6768,False,-1.0,triviaqa,llama3
In which English city will you find the Ashmolean museum?,OXFORD,"Oxford, England.",hcpc_v2,0.562,False,0.6838,True,0.5834,triviaqa,llama3
Which English town is home to the Stephen Joseph Theatre?,SCARBOROUGH,Scarborough.,baseline,0.501,False,0.4417,False,-1.0,triviaqa,llama3
Which English town is home to the Stephen Joseph Theatre?,SCARBOROUGH,"Scarborough, North Yorkshire, England.",hcpc_v1,0.6626,False,0.5291,False,-1.0,triviaqa,llama3
Which English town is home to the Stephen Joseph Theatre?,SCARBOROUGH,Scarborough.,hcpc_v2,0.501,False,0.4442,True,0.4569,triviaqa,llama3
Author J.R.R. Tolkien was born in which country?,South Africa,South Africa.,baseline,0.5632,False,0.5891,False,-1.0,triviaqa,llama3
Author J.R.R. Tolkien was born in which country?,South Africa,"According to the provided context, J.R.R. Tolkien was born in South Africa, specifically in Bloemfontein in the Orange Free State (now Free State Province).",hcpc_v1,0.635,False,0.6736,False,-1.0,triviaqa,llama3
Author J.R.R. Tolkien was born in which country?,South Africa,South Africa.,hcpc_v2,0.5632,False,0.5891,False,0.503,triviaqa,llama3
Who is the only dwarf in the Disney tale of Snow White who wears spectacles?,DOC,"I cannot find this information in the provided context. The context only talks about Walt Disney, his studio, and a brief mention of Snow White and the Seven Dwarfs, but does not provide any details about the dwarfs' physical characteristics, including spectacles.",baseline,0.5828,False,0.3932,False,-1.0,triviaqa,llama3
Who is the only dwarf in the Disney tale of Snow White who wears spectacles?,DOC,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.5254,False,-1.0,triviaqa,llama3
Who is the only dwarf in the Disney tale of Snow White who wears spectacles?,DOC,I cannot find this information in the provided context. The text does not mention any dwarfs wearing spectacles in the Disney tale of Snow White.,hcpc_v2,0.6433,False,0.3932,True,-0.0391,triviaqa,llama3
What play was President Lincoln watching the night he was assassinated in 1865?,Our American Cousin,"According to the provided context, President Lincoln was watching the play ""Our American Cousin"" at Ford's Theatre on the night he was assassinated in 1865.",baseline,0.7963,False,0.6004,False,-1.0,triviaqa,llama3
What play was President Lincoln watching the night he was assassinated in 1865?,Our American Cousin,"According to the provided context, President Lincoln was watching the play ""Our American Cousin"" at Ford's Theatre on Good Friday, April 14, 1865.",hcpc_v1,0.9629,False,0.6127,False,-1.0,triviaqa,llama3
What play was President Lincoln watching the night he was assassinated in 1865?,Our American Cousin,"According to the provided context, President Lincoln was watching the play ""Our American Cousin"" at Ford's Theatre on Good Friday, April 14, 1865, when he was assassinated.",hcpc_v2,0.6636,False,0.6004,False,0.5461,triviaqa,llama3
Which musical instrument was patented in Berlin by Freidrich Buschmann in 1822,Accordion,I cannot find this information in the provided context.,baseline,0.5531,False,0.3993,False,-1.0,triviaqa,llama3
Which musical instrument was patented in Berlin by Freidrich Buschmann in 1822,Accordion,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.4342,False,-1.0,triviaqa,llama3
Which musical instrument was patented in Berlin by Freidrich Buschmann in 1822,Accordion,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.396,True,0.5737,triviaqa,llama3
In which form of pool (pocket billiards) are the balls formed into a diamond pattern?,Nine-ball,I cannot find this information in the provided context.,baseline,0.5531,False,0.5839,False,-1.0,triviaqa,llama3
In which form of pool (pocket billiards) are the balls formed into a diamond pattern?,Nine-ball,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.6407,False,-1.0,triviaqa,llama3
In which form of pool (pocket billiards) are the balls formed into a diamond pattern?,Nine-ball,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.5767,True,0.7924,triviaqa,llama3
How old was Jimi Hendrix when he died?,27,"According to the provided context, Jimi Hendrix died at the age of 27.",baseline,0.9069,False,0.6327,False,-1.0,triviaqa,llama3
How old was Jimi Hendrix when he died?,27,"According to the provided context, Jimi Hendrix died at the age of 27.",hcpc_v1,0.9069,False,0.5974,False,-1.0,triviaqa,llama3
How old was Jimi Hendrix when he died?,27,"According to the provided context, Jimi Hendrix died at the age of 27.",hcpc_v2,0.9069,False,0.6327,False,0.4688,triviaqa,llama3
What is Mexico's most commonly used language?,Spanish,I cannot find this information in the provided context.,baseline,0.5531,False,0.4778,False,-1.0,triviaqa,llama3
What is Mexico's most commonly used language?,Spanish,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.5163,False,-1.0,triviaqa,llama3
What is Mexico's most commonly used language?,Spanish,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.4779,True,0.2311,triviaqa,llama3
What is the title of Simon and Garfunkel’s only UK number one hit single?,Bridge Over Troubled Water,I cannot find this information in the provided context.,baseline,0.5531,False,0.5484,False,-1.0,triviaqa,llama3
What is the title of Simon and Garfunkel’s only UK number one hit single?,Bridge Over Troubled Water,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.5931,False,-1.0,triviaqa,llama3
What is the title of Simon and Garfunkel’s only UK number one hit single?,Bridge Over Troubled Water,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.5484,False,0.4499,triviaqa,llama3
In a petrol engine what component mixes fuel and air?,The carburettor,"According to the provided context, in most petrol engines, the fuel and air are usually pre-mixed before compression.",baseline,0.5071,False,0.4756,False,-1.0,triviaqa,llama3
In a petrol engine what component mixes fuel and air?,The carburettor,"According to the provided context, ""in most petrol engines, the fuel and air are usually pre-mixed before compression"". Therefore, I can answer that in a petrol engine, it is not specified which component specifically mixes fuel and air, but rather that they are pre-mixed before compression.",hcpc_v1,0.5612,False,0.6127,False,-1.0,triviaqa,llama3
In a petrol engine what component mixes fuel and air?,The carburettor,"According to the provided context, in most petrol engines, the fuel and air are usually pre-mixed before compression.",hcpc_v2,0.5071,False,0.4756,False,0.4135,triviaqa,llama3
"""What group of people in the United States speak a dialect called """"Pennsylvania German""""?""",Amish,"The Pennsylvania Dutch are a cultural group that speaks a dialect called Pennsylvania German or Pennsylvania ""Dutch"" (Deutsch).",baseline,0.8395,False,0.6324,False,-1.0,triviaqa,llama3
"""What group of people in the United States speak a dialect called """"Pennsylvania German""""?""",Amish,"According to the provided context, the group of people in the United States that speaks a dialect called ""Pennsylvania German"" are German Americans.",hcpc_v1,0.8884,False,0.7187,False,-1.0,triviaqa,llama3
"""What group of people in the United States speak a dialect called """"Pennsylvania German""""?""",Amish,The Pennsylvania Dutch (Pennsilfaanisch Deitsch) are a cultural group that speaks a dialect called Pennsylvania German or Pennsylvania Dutch.,hcpc_v2,0.9266,False,0.6324,True,0.7485,triviaqa,llama3
Giallo is Italian for which colour?,Yellow,"According to the provided context, ""giallo"" is Italian for ""yellow"".",baseline,0.7631,False,0.6176,False,-1.0,triviaqa,llama3
Giallo is Italian for which colour?,Yellow,"According to the provided context, ""Giallo"" is Italian for ""yellow"".",hcpc_v1,0.7427,False,0.6882,False,-1.0,triviaqa,llama3
Giallo is Italian for which colour?,Yellow,"According to the provided context, ""giallo"" is Italian for ""yellow"".",hcpc_v2,0.7631,False,0.6149,True,0.6825,triviaqa,llama3
The Misses World for both 1999 and 2000 represented which country?,India,I cannot find this information in the provided context.,baseline,0.5531,False,0.4748,False,-1.0,triviaqa,llama3
The Misses World for both 1999 and 2000 represented which country?,India,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.473,False,-1.0,triviaqa,llama3
The Misses World for both 1999 and 2000 represented which country?,India,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.4733,True,0.4882,triviaqa,llama3
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos, The Denver Broncos represented the AFC at Super Bowl 50.,baseline,0.7354,False,0.6027,False,-1.0,squad,mistral
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos, The NFL team that represented the AFC at Super Bowl 50 was the Denver Broncos.,hcpc_v1,0.8579,False,0.6602,False,-1.0,squad,mistral
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos, The NFL team that represented the AFC at Super Bowl 50 was the Denver Broncos.,hcpc_v2,0.8579,False,0.6025,True,0.5463,squad,mistral
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers, The NFL team that represented the NFC at Super Bowl 50 was the Carolina Panthers.,baseline,0.8891,False,0.6001,False,-1.0,squad,mistral
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers," I cannot find this information in the provided context. The context only mentions that the team that played against the Denver Broncos in Super Bowl 50 was one of four teams to have made eight appearances in the Super Bowl, and that both teams were coached by John Fox in their last Super Bowl appearance prior to Super Bowl 50. It does not specify which team represented the NFC or AFC at Super Bowl 50.",hcpc_v1,0.5047,False,0.6188,False,-1.0,squad,mistral
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers, The NFL team that represented the NFC at Super Bowl 50 was the Carolina Panthers.,hcpc_v2,0.8891,False,0.5991,True,0.5853,squad,mistral
Where did Super Bowl 50 take place?,"Santa Clara, California"," The Super Bowl 50 took place at Levi's Stadium in Santa Clara, California.",baseline,0.9533,False,0.6432,False,-1.0,squad,mistral
Where did Super Bowl 50 take place?,"Santa Clara, California"," The provided context does not specify the exact location where Super Bowl 50 took place. However, it is mentioned that it was held in the San Francisco Bay Area, and no other location is given.",hcpc_v1,0.6674,False,0.6279,False,-1.0,squad,mistral
Where did Super Bowl 50 take place?,"Santa Clara, California"," The Super Bowl 50 took place at Levi's Stadium in Santa Clara, California.",hcpc_v2,0.9533,False,0.6432,False,0.5722,squad,mistral
Which NFL team won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6554,False,-1.0,squad,mistral
Which NFL team won Super Bowl 50?,Denver Broncos, The Broncos,hcpc_v1,0.7276,False,0.6259,False,-1.0,squad,mistral
Which NFL team won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.6554,False,0.5701,squad,mistral
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold, Gold,baseline,1.0,False,0.5495,False,-1.0,squad,mistral
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold, Gold,hcpc_v1,1.0,False,0.6032,False,-1.0,squad,mistral
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold, Gold,hcpc_v2,1.0,False,0.5495,True,0.43,squad,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The provided context does not specify a specific theme for Super Bowl 50 other than the ""golden anniversary"" emphasis, as mentioned in the context. However, it doesn't provide details about a thematic concept for the actual event itself.",baseline,0.8004,False,0.558,False,-1.0,squad,mistral
What was the theme of Super Bowl 50?,"""golden anniversary""", I cannot find this information in the provided context. The context does not mention any specific theme for Super Bowl 50.,hcpc_v1,0.7504,False,0.5742,False,-1.0,squad,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The provided context does not mention a specific theme for Super Bowl 50, but it does state that the league emphasized the ""golden anniversary"" with various gold-themed initiatives.",hcpc_v2,0.5463,False,0.558,False,0.4567,squad,mistral
What day was the game played on?,"February 7, 2016"," The game was played on February 7, 2016.",baseline,0.8967,False,0.3746,False,-1.0,squad,mistral
What day was the game played on?,"February 7, 2016"," February 7, 2016",hcpc_v1,0.6229,False,0.4669,False,-1.0,squad,mistral
What day was the game played on?,"February 7, 2016"," The game was played on February 7, 2016.",hcpc_v2,0.8967,False,0.3746,True,0.5722,squad,mistral
What is the AFC short for?,American Football Conference," The context does not provide information about what AFC stands for. However, it is commonly known that AFC stands for American Football Conference.",baseline,0.697,False,0.4121,False,-1.0,squad,mistral
What is the AFC short for?,American Football Conference, The AFC in the provided context stands for the American Football Conference.,hcpc_v1,0.9967,False,0.4702,False,-1.0,squad,mistral
What is the AFC short for?,American Football Conference," The context does not provide information about what AFC stands for. However, it is commonly known that AFC stands for American Football Conference.",hcpc_v2,0.697,False,0.4121,True,0.4753,squad,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The provided context does not specify a particular theme for Super Bowl 50 other than the ""golden anniversary"" emphasis, as mentioned in the context. However, it doesn't provide details about a specific thematic concept or design related to the event itself. The focus is more on the league's efforts to make the game spectacular and the broadcasting and performance aspects.",baseline,0.7844,False,0.558,False,-1.0,squad,mistral
What was the theme of Super Bowl 50?,"""golden anniversary""", I cannot find this information in the provided context. The context does not mention any specific theme for Super Bowl 50.,hcpc_v1,0.7504,False,0.5742,False,-1.0,squad,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The provided context does not specify a particular theme for Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives. However, it doesn't explicitly state that this was the official theme of the game.",hcpc_v2,0.5429,False,0.558,False,0.4567,squad,mistral
What does AFC stand for?,American Football Conference, AFC stands for American Football Conference.,baseline,0.982,False,0.3787,False,-1.0,squad,mistral
What does AFC stand for?,American Football Conference," The context does not provide information about what AFC stands for. However, in American football, AFC typically refers to the American Football Conference.",hcpc_v1,0.631,False,0.4448,False,-1.0,squad,mistral
What does AFC stand for?,American Football Conference, AFC stands for American Football Conference.,hcpc_v2,0.982,False,0.3787,True,0.4753,squad,mistral
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",baseline,0.8567,False,0.6413,False,-1.0,squad,mistral
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",hcpc_v1,0.8567,False,0.6329,False,-1.0,squad,mistral
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",hcpc_v2,0.8567,False,0.6413,False,0.5722,squad,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6268,False,-1.0,squad,mistral
Who won Super Bowl 50?,Denver Broncos," The context does not specify who won Super Bowl 50, but it implies that the team that took an early lead and never trailed (the Broncos) might have been the winning team. However, without further information, I cannot confirm this.",hcpc_v1,0.7306,False,0.5921,False,-1.0,squad,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.6246,True,0.5701,squad,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",baseline,0.6918,False,0.6489,False,-1.0,squad,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium," I cannot find this information in the provided context. The context only mentions that the San Francisco Bay Area last hosted a Super Bowl in 1985 (Super Bowl XIX), but it does not specify where Super Bowl 50 took place.",hcpc_v1,0.5995,False,0.6224,False,-1.0,squad,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",hcpc_v2,0.6918,False,0.653,True,0.6083,squad,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",baseline,0.9421,False,0.6392,False,-1.0,squad,mistral
What city did Super Bowl 50 take place in?,Santa Clara, San Francisco Bay Area,hcpc_v1,0.4784,True,0.6284,False,-1.0,squad,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",hcpc_v2,0.9421,False,0.6431,True,0.6083,squad,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L, Super Bowl 50 would have been called Super Bowl L if Roman numerals had been used.,baseline,0.5143,False,0.5327,False,-1.0,squad,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L, I cannot find this information in the provided context. The context does not mention or imply anything about what Super Bowl 50 would have been called if Roman numerals had been used instead of Arabic numerals.,hcpc_v1,0.569,False,0.6741,False,-1.0,squad,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L, Super Bowl 50 would have been called Super Bowl L if Roman numerals had been used.,hcpc_v2,0.5143,False,0.5327,True,0.5184,squad,mistral
Super Bowl 50 decided the NFL champion for what season?,2015, The Super Bowl 50 decided the NFL champion for the 2015 season.,baseline,0.6644,False,0.6341,False,-1.0,squad,mistral
Super Bowl 50 decided the NFL champion for what season?,2015, The Super Bowl 50 decided the NFL champion for the 2015 season.,hcpc_v1,0.6644,False,0.6279,False,-1.0,squad,mistral
Super Bowl 50 decided the NFL champion for what season?,2015, The Super Bowl 50 decided the NFL champion for the 2015 season.,hcpc_v2,0.6644,False,0.6341,False,0.4842,squad,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," The provided context does not specify the exact year when the Denver Broncos secured a Super Bowl title for the third time. However, it is implied that this event happened in Super Bowl 50, which was held in 2016.",baseline,0.795,False,0.6795,False,-1.0,squad,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," I cannot find this information in the provided context. The context only mentions that the Denver Broncos won the AFC Championship Game and secured home-field advantage throughout the AFC playoffs, but it does not specify the year they won Super Bowl 50 or if it was their third title.",hcpc_v1,0.4847,True,0.6972,False,-1.0,squad,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," The provided context does not specify the exact year when the Denver Broncos secured a Super Bowl title for the third time. However, it is implied that this event happened in Super Bowl 50, which was held in 2016.",hcpc_v2,0.795,False,0.6795,False,0.6115,squad,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",baseline,0.9421,False,0.6392,False,-1.0,squad,mistral
What city did Super Bowl 50 take place in?,Santa Clara, San Francisco Bay Area,hcpc_v1,0.4784,True,0.6284,False,-1.0,squad,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",hcpc_v2,0.9421,False,0.6431,True,0.6083,squad,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium, Levi's Stadium,baseline,0.5799,False,0.6693,False,-1.0,squad,mistral
