question,ground_truth,answer,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,dataset,model
What was the theme of Super Bowl 50?,"""golden anniversary""","The theme of Super Bowl 50 was the ""golden anniversary,"" which was emphasized with various gold-themed initiatives. Additionally, the tradition of naming each Super Bowl game with Roman numerals was temporarily suspended so that the logo could prominently feature the Arabic numerals 50.",baseline,0.6505,False,0.5612,False,-1.0,squad,qwen2.5
What was the theme of Super Bowl 50?,"""golden anniversary""","Based on the provided context, the theme of Super Bowl 50 included making it ""spectacular"" and recognizing it as ""an important game for us as a league."" However, the specific details about the logo or its design are not mentioned. Therefore, I cannot provide more detailed information about the exact theme beyond what is stated.",hcpc_v1,0.6909,False,0.6172,False,-1.0,squad,qwen2.5
What was the theme of Super Bowl 50?,"""golden anniversary""","The theme of Super Bowl 50 was the ""golden anniversary,"" which was emphasized with various gold-themed initiatives. Additionally, the tradition of naming each Super Bowl game with Roman numerals was temporarily suspended so that the logo could prominently feature the Arabic numerals 50.",hcpc_v2,0.6505,False,0.5612,False,0.5368,squad,qwen2.5
What day was the game played on?,"February 7, 2016","The game was played on February 7, 2016.",baseline,0.8967,False,0.4467,False,-1.0,squad,qwen2.5
What day was the game played on?,"February 7, 2016","The game was played on February 7, 2016.",hcpc_v1,0.8967,False,0.5486,False,-1.0,squad,qwen2.5
What day was the game played on?,"February 7, 2016","The game was played on February 7, 2016.",hcpc_v2,0.8967,False,0.4467,False,0.4944,squad,qwen2.5
What is the AFC short for?,American Football Conference,AFC stands for American Football Conference.,baseline,0.982,False,0.4516,False,-1.0,squad,qwen2.5
What is the AFC short for?,American Football Conference,AFC stands for American Football Conference.,hcpc_v1,0.982,False,0.4938,False,-1.0,squad,qwen2.5
What is the AFC short for?,American Football Conference,AFC stands for American Football Conference.,hcpc_v2,0.982,False,0.4532,True,0.4128,squad,qwen2.5
What was the theme of Super Bowl 50?,"""golden anniversary""","The theme of Super Bowl 50 was the ""golden anniversary,"" with various gold-themed initiatives to celebrate the 50th Super Bowl. Additionally, the game temporarily suspended the tradition of using Roman numerals in its naming, instead featuring the Arabic numerals 50 prominently in the logo.",baseline,0.7284,False,0.5612,False,-1.0,squad,qwen2.5
What was the theme of Super Bowl 50?,"""golden anniversary""","Based on the provided context, the theme of Super Bowl 50 included making it ""spectacular"" and recognizing it as ""an important game for us as a league."" However, the specific details about the logo or its design are not mentioned. Therefore, I cannot provide more detailed information about the exact theme beyond what is stated.",hcpc_v1,0.6909,False,0.6172,False,-1.0,squad,qwen2.5
What was the theme of Super Bowl 50?,"""golden anniversary""","The theme of Super Bowl 50 was the ""golden anniversary,"" which was emphasized with various gold-themed initiatives. Additionally, the tradition of naming each Super Bowl game with Roman numerals was temporarily suspended so that the logo could prominently feature the Arabic numerals 50.",hcpc_v2,0.6505,False,0.5612,False,0.5368,squad,qwen2.5
What does AFC stand for?,American Football Conference,AFC stands for American Football Conference.,baseline,0.982,False,0.4266,False,-1.0,squad,qwen2.5
What does AFC stand for?,American Football Conference,AFC stands for American Football Conference.,hcpc_v1,0.982,False,0.476,False,-1.0,squad,qwen2.5
What does AFC stand for?,American Football Conference,AFC stands for American Football Conference.,hcpc_v2,0.982,False,0.4281,True,0.4128,squad,qwen2.5
What day was the Super Bowl played on?,"February 7, 2016","The Super Bowl was played on February 7, 2016.",baseline,0.8567,False,0.6707,False,-1.0,squad,qwen2.5
What day was the Super Bowl played on?,"February 7, 2016","The game was played on February 7, 2016.",hcpc_v1,0.8967,False,0.6716,False,-1.0,squad,qwen2.5
What day was the Super Bowl played on?,"February 7, 2016","The Super Bowl was played on February 7, 2016.",hcpc_v2,0.8567,False,0.6707,False,0.4944,squad,qwen2.5
Who won Super Bowl 50?,Denver Broncos,The Denver Broncos won Super Bowl 50 by defeating the Carolina Panthers with a score of 24-10.,baseline,0.948,False,0.6567,False,-1.0,squad,qwen2.5
Who won Super Bowl 50?,Denver Broncos,"I cannot find this information in the provided context. The context mentions that the Broncos took an early lead and never trailed, but it does not explicitly state who won the game.",hcpc_v1,0.5111,False,0.6005,False,-1.0,squad,qwen2.5
Who won Super Bowl 50?,Denver Broncos,The Denver Broncos won Super Bowl 50 by defeating the Carolina Panthers with a score of 24-10.,hcpc_v2,0.948,False,0.6567,False,0.4918,squad,qwen2.5
What venue did Super Bowl 50 take place in?,Levi's Stadium,"Super Bowl 50 took place at Levi's Stadium in the San Francisco Bay Area, specifically in Santa Clara, California.",baseline,0.9594,False,0.6649,False,-1.0,squad,qwen2.5
What venue did Super Bowl 50 take place in?,Levi's Stadium,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.6201,False,-1.0,squad,qwen2.5
What venue did Super Bowl 50 take place in?,Levi's Stadium,"Super Bowl 50 took place at Levi's Stadium in the San Francisco Bay Area, specifically in Santa Clara, California.",hcpc_v2,0.9594,False,0.6649,False,0.6125,squad,qwen2.5
What city did Super Bowl 50 take place in?,Santa Clara,"Super Bowl 50 took place in Santa Clara, California.",baseline,0.9598,False,0.6626,False,-1.0,squad,qwen2.5
What city did Super Bowl 50 take place in?,Santa Clara,"Super Bowl 50 took place in the San Francisco Bay Area. While the specific city is not mentioned, it can be inferred that it was likely played in either Santa Clara (home to Levi's Stadium) or a nearby city within the Bay Area.",hcpc_v1,0.6925,False,0.616,False,-1.0,squad,qwen2.5
What city did Super Bowl 50 take place in?,Santa Clara,"Super Bowl 50 took place in Santa Clara, California.",hcpc_v2,0.9598,False,0.6626,False,0.6125,squad,qwen2.5
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,"If Roman numerals were used, Super Bowl 50 would have been called Super Bowl L.",baseline,0.502,False,0.6161,False,-1.0,squad,qwen2.5
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,"If Roman numerals were used, Super Bowl 50 would have been called ""Super Bowl L"".",hcpc_v1,0.561,False,0.7866,False,-1.0,squad,qwen2.5
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,"If Roman numerals were used, Super Bowl 50 would have been called Super Bowl L.",hcpc_v2,0.502,False,0.6161,False,0.5994,squad,qwen2.5
Super Bowl 50 decided the NFL champion for what season?,2015,Super Bowl 50 decided the NFL champion for the 2015 season.,baseline,0.7112,False,0.6711,False,-1.0,squad,qwen2.5
Super Bowl 50 decided the NFL champion for what season?,2015,Super Bowl 50 decided the NFL champion for the 2015 season.,hcpc_v1,0.7112,False,0.6643,False,-1.0,squad,qwen2.5
Super Bowl 50 decided the NFL champion for what season?,2015,Super Bowl 50 decided the NFL champion for the 2015 season.,hcpc_v2,0.7112,False,0.6708,True,0.5818,squad,qwen2.5
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,I cannot find this information in the provided context. The given context does not mention the year of the Super Bowl or any previous Super Bowl titles won by the Denver Broncos.,baseline,0.5352,False,0.6876,False,-1.0,squad,qwen2.5
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,I cannot find this information in the provided context. The given context does not mention anything about the Super Bowl 50 or any Super Bowl titles won by the Denver Broncos.,hcpc_v1,0.7397,False,0.6841,False,-1.0,squad,qwen2.5
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"I cannot find this information in the provided context. The given context does not mention which year the Denver Broncos secured their third Super Bowl title. It only refers to their performance in the regular season and mentions that they won Super Bowl 50, but it does not specify if this was their third title or when their previous titles were.",hcpc_v2,0.5302,False,0.6876,False,0.5462,squad,qwen2.5
What city did Super Bowl 50 take place in?,Santa Clara,"Super Bowl 50 took place in Santa Clara, California.",baseline,0.9598,False,0.6626,False,-1.0,squad,qwen2.5
What city did Super Bowl 50 take place in?,Santa Clara,"Super Bowl 50 took place in the San Francisco Bay Area. While the exact city is not specified, it can be inferred that it was likely played in either Santa Clara (home to Levi's Stadium) or a nearby city within the Bay Area.",hcpc_v1,0.6984,False,0.616,False,-1.0,squad,qwen2.5
What city did Super Bowl 50 take place in?,Santa Clara,"Super Bowl 50 took place in Santa Clara, California.",hcpc_v2,0.9598,False,0.6626,False,0.6125,squad,qwen2.5
What stadium did Super Bowl 50 take place in?,Levi's Stadium,Super Bowl 50 took place at Levi's Stadium.,baseline,0.8097,False,0.6708,False,-1.0,squad,qwen2.5
What stadium did Super Bowl 50 take place in?,Levi's Stadium,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.6031,False,-1.0,squad,qwen2.5
What stadium did Super Bowl 50 take place in?,Levi's Stadium,Super Bowl 50 took place at Levi's Stadium.,hcpc_v2,0.8097,False,0.6708,False,0.6125,squad,qwen2.5
What was the final score of Super Bowl 50? ,24–10,"The final score of Super Bowl 50 was Denver Broncos 24, Carolina Panthers 10.",baseline,0.8776,False,0.6058,False,-1.0,squad,qwen2.5
What was the final score of Super Bowl 50? ,24–10,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.5661,False,-1.0,squad,qwen2.5
What was the final score of Super Bowl 50? ,24–10,"The final score of Super Bowl 50 was Denver Broncos 24, Carolina Panthers 10.",hcpc_v2,0.8776,False,0.6058,True,0.4918,squad,qwen2.5
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016","Super Bowl 50 took place on February 7, 2016.",baseline,0.9482,False,0.6365,False,-1.0,squad,qwen2.5
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016","I cannot find this information in the provided context. The context mentions that Super Bowl Opening Night was held on February 1, 2016, but it does not specify the exact date of Super Bowl 50 itself.",hcpc_v1,0.5542,False,0.6067,False,-1.0,squad,qwen2.5
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016","Super Bowl 50 took place on February 7, 2016.",hcpc_v2,0.9482,False,0.6365,False,0.4944,squad,qwen2.5
What year was Super Bowl 50?,2015,"Super Bowl 50 was played on February 7, 2016.",baseline,0.9142,False,0.6426,False,-1.0,squad,qwen2.5
What year was Super Bowl 50?,2015,"Super Bowl 50 determined the champion of the National Football League (NFL) for the 2015 season. Therefore, Super Bowl 50 was held in 2016.",hcpc_v1,0.6992,False,0.6272,False,-1.0,squad,qwen2.5
What year was Super Bowl 50?,2015,"Super Bowl 50 was played on February 7, 2016.",hcpc_v2,0.9142,False,0.6426,True,0.6125,squad,qwen2.5
What team was the AFC champion?,Denver Broncos,"The Broncos were the AFC champion. The context states that ""They [the Broncos] finished the regular season with a 12–4 record, and denied the New England Patriots a chance to defend their title from Super Bowl XLIX by defeating them 20–18 in the AFC Championship Game.""",baseline,0.7025,False,0.5884,False,-1.0,squad,qwen2.5
What team was the AFC champion?,Denver Broncos,"Based on the provided context, the Broncos were the AFC champions. They defeated the New England Patriots in the AFC Championship Game to deny the Patriots a chance to defend their title from Super Bowl XLIX.",hcpc_v1,0.7131,False,0.5921,False,-1.0,squad,qwen2.5
What team was the AFC champion?,Denver Broncos,"The Broncos were the AFC champion. The context states that ""They [the Broncos] defeated the New England Patriots 20–18 in the AFC Championship Game.""",hcpc_v2,0.7803,False,0.5884,False,0.6012,squad,qwen2.5
What team was the NFC champion?,Carolina Panthers,The Panthers were the NFC champions. They defeated the Arizona Cardinals 49–15 in the NFC Championship Game.,baseline,0.8059,False,0.6256,False,-1.0,squad,qwen2.5
What team was the NFC champion?,Carolina Panthers,The Panthers were the NFC champion.,hcpc_v1,0.665,False,0.6854,False,-1.0,squad,qwen2.5
What team was the NFC champion?,Carolina Panthers,The Panthers were the NFC champions. They defeated the Arizona Cardinals 49–15 in the NFC Championship Game.,hcpc_v2,0.8059,False,0.6256,False,0.6087,squad,qwen2.5
Who won Super Bowl 50?,Denver Broncos,The Denver Broncos won Super Bowl 50 by defeating the Carolina Panthers with a score of 24-10.,baseline,0.948,False,0.6567,False,-1.0,squad,qwen2.5
Who won Super Bowl 50?,Denver Broncos,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.6005,False,-1.0,squad,qwen2.5
Who won Super Bowl 50?,Denver Broncos,The Denver Broncos won Super Bowl 50 by defeating the Carolina Panthers with a score of 24-10.,hcpc_v2,0.948,False,0.6567,False,0.4918,squad,qwen2.5
Super Bowl 50 determined the NFL champion for what season?,2015,Super Bowl 50 determined the NFL champion for the 2015 season.,baseline,0.7504,False,0.6675,False,-1.0,squad,qwen2.5
Super Bowl 50 determined the NFL champion for what season?,2015,Super Bowl 50 determined the NFL champion for the 2015 season.,hcpc_v1,0.7504,False,0.6667,False,-1.0,squad,qwen2.5
Super Bowl 50 determined the NFL champion for what season?,2015,Super Bowl 50 determined the NFL champion for the 2015 season.,hcpc_v2,0.7504,False,0.6669,True,0.5818,squad,qwen2.5
Which team won Super Bowl 50.,Denver Broncos,The Denver Broncos won Super Bowl 50 by defeating the Carolina Panthers with a score of 24–10.,baseline,0.9536,False,0.6749,False,-1.0,squad,qwen2.5
Which team won Super Bowl 50.,Denver Broncos,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.657,False,-1.0,squad,qwen2.5
Which team won Super Bowl 50.,Denver Broncos,The Denver Broncos won Super Bowl 50 by defeating the Carolina Panthers with a score of 24–10.,hcpc_v2,0.9536,False,0.6722,True,0.5818,squad,qwen2.5
Where was Super Bowl 50 held?,"Santa Clara, California.","Super Bowl 50 was played at Levi's Stadium in the San Francisco Bay Area, Santa Clara, California.",baseline,0.9404,False,0.6831,False,-1.0,squad,qwen2.5
Where was Super Bowl 50 held?,"Santa Clara, California.",I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.618,False,-1.0,squad,qwen2.5
Where was Super Bowl 50 held?,"Santa Clara, California.","Super Bowl 50 was held at Levi's Stadium in the San Francisco Bay Area, specifically in Santa Clara, California.",hcpc_v2,0.954,False,0.6831,False,0.6125,squad,qwen2.5
The name of the NFL championship game is?,Super Bowl,The name of the NFL championship game is Super Bowl 50.,baseline,0.782,False,0.52,False,-1.0,squad,qwen2.5
The name of the NFL championship game is?,Super Bowl,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.537,False,-1.0,squad,qwen2.5
The name of the NFL championship game is?,Super Bowl,The name of the NFL championship game is Super Bowl 50.,hcpc_v2,0.782,False,0.52,True,0.4658,squad,qwen2.5
What 2015 NFL team one the AFC playoff?,Denver Broncos,I cannot find this information in the provided context. The context does not specify which team won the AFC playoffs; it only mentions that the Broncos finished the regular season with a 12–4 record and denied the New England Patriots a chance to defend their title by defeating them in the AFC Championship Game.,baseline,0.6499,False,0.5456,False,-1.0,squad,qwen2.5
What 2015 NFL team one the AFC playoff?,Denver Broncos,"The Broncos won the AFC playoff game against the New England Patriots, as they defeated them 20–18 in the AFC Championship Game.",hcpc_v1,0.8582,False,0.532,False,-1.0,squad,qwen2.5
What 2015 NFL team one the AFC playoff?,Denver Broncos,I cannot find this information in the provided context. The context does not specify which team won the AFC playoffs; it only mentions that the Broncos finished the regular season with a 12-4 record and denied the New England Patriots a chance to defend their title.,hcpc_v2,0.5628,False,0.5456,True,0.6012,squad,qwen2.5
