question,ground_truth,answer,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,dataset,model
what is the term for circular movement around a central point,Coriolis effect," The provided context does not explicitly define the term for circular movement around a central point. However, it implies that the context is discussing various forces related to rotational motion, so one could infer that ""rotating frame"" or ""circular motion"" might be terms used in this context to describe circular movement around a central point. But without explicit definition, I cannot confirm this with absolute certainty based on the provided context alone.",hcpc_v1,0.5684,False,0.5362,False,-1.0,naturalqs,mistral
what is the term for circular movement around a central point,Coriolis effect," The context does not provide information about the term for circular movement around a central point. However, it mentions the centrifugal force which acts outwards in the radial direction due to an object's rotation around a central point. But this is more related to the force caused by rotation rather than the actual term for the circular movement itself.",hcpc_v2,0.615,False,0.5252,True,0.7059,naturalqs,mistral
why were the wars between rome and carthage called the punic wars,"the Latin word Punicus (or Poenicus), meaning ""Carthaginian"", with reference to the Carthaginians' Phoenician ancestry"," The Punic Wars were called the Punic Wars because the term ""Punic"" comes from the Latin word ""Punicus"" (or Poenicus), meaning ""Carthaginian"". This reference is to the Carthaginians' Phoenician ancestry.",baseline,0.6862,False,0.8316,False,-1.0,naturalqs,mistral
why were the wars between rome and carthage called the punic wars,"the Latin word Punicus (or Poenicus), meaning ""Carthaginian"", with reference to the Carthaginians' Phoenician ancestry"," The Punic Wars were called the Punic Wars because the term ""Punic"" comes from the Latin word ""Punicus"" (or Poenicus), meaning ""Carthaginian"". This refers to the Carthaginians' Phoenician ancestry.",hcpc_v1,0.7156,False,0.8316,False,-1.0,naturalqs,mistral
why were the wars between rome and carthage called the punic wars,"the Latin word Punicus (or Poenicus), meaning ""Carthaginian"", with reference to the Carthaginians' Phoenician ancestry"," The Punic Wars were called the Punic Wars because the term ""Punic"" comes from the Latin word ""Punicus"" (or Poenicus), meaning ""Carthaginian"". This reference is to the Carthaginians' Phoenician ancestry.",hcpc_v2,0.6862,False,0.8316,False,0.7644,naturalqs,mistral
what is a e8 in the marine corps,Master sergeant," An E-8 in the Marine Corps refers to a non-commissioned officer at the 8th pay grade. The context does not provide specific ranks for E-8, but it mentions that there are two ranks per pay grade with different responsibilities.",baseline,0.7193,False,0.4483,False,-1.0,naturalqs,mistral
what is a e8 in the marine corps,Master sergeant," The provided context does not specify the exact titles for each pay grade at the E-8 level. However, it does mention that there are two ranks per pay grade, so an E-8 could be either of those two ranks. Without more specific information, I cannot determine which rank specifically an E-8 is in the Marine Corps.",hcpc_v1,0.5839,False,0.5525,False,-1.0,naturalqs,mistral
what is a e8 in the marine corps,Master sergeant," An E-8 in the Marine Corps refers to a Staff Noncommissioned Officer (SNCO) with two ranks at this pay grade, each with different responsibilities. The provided context does not specify the names of these ranks for an E-8.",hcpc_v2,0.4613,True,0.4434,True,0.6481,naturalqs,mistral
what is the processor for google nexus 5,a 2.26 GHz quad-core Snapdragon 800 processor, The processor for Google Nexus 5 is a 2.26 GHz quad-core Snapdragon 800.,baseline,0.6503,False,0.6059,False,-1.0,naturalqs,mistral
what is the processor for google nexus 5,a 2.26 GHz quad-core Snapdragon 800 processor," I cannot find this information in the provided context. The context only mentions the display, rear camera with optical image stabilization (OIS), and front-facing camera specifications of the Nexus 5, but it does not provide details about its processor.",hcpc_v1,0.6153,False,0.6048,False,-1.0,naturalqs,mistral
what is the processor for google nexus 5,a 2.26 GHz quad-core Snapdragon 800 processor, The processor for Google Nexus 5 is a 2.26 GHz quad-core Snapdragon 800.,hcpc_v2,0.6503,False,0.6059,False,0.6435,naturalqs,mistral
when was the land rover defender first built,in the 1980s, The Land Rover Defender was first built in 1983.,baseline,0.7641,False,0.7765,False,-1.0,naturalqs,mistral
when was the land rover defender first built,in the 1980s, The Land Rover Defender was first built in 1983.,hcpc_v1,0.7641,False,0.7684,False,-1.0,naturalqs,mistral
when was the land rover defender first built,in the 1980s, The Land Rover Defender was first built in 1983.,hcpc_v2,0.7641,False,0.7765,False,0.6377,naturalqs,mistral
who played joey's agent estelle on friends,June Gable, June Gable played Joey's agent Estelle Leonard on Friends.,baseline,0.8685,False,0.6879,False,-1.0,naturalqs,mistral
who played joey's agent estelle on friends,June Gable, June Gable played Joey's agent Estelle on Friends.,hcpc_v1,0.8721,False,0.7956,False,-1.0,naturalqs,mistral
who played joey's agent estelle on friends,June Gable, June Gable played Joey's agent Estelle Leonard on Friends.,hcpc_v2,0.8685,False,0.6879,False,0.6945,naturalqs,mistral
who is the original singer of i write sins not tragedies,Panic! at the Disco," Brendon Urie, from American rock band Panic ! at the Disco.",baseline,0.6345,False,0.812,False,-1.0,naturalqs,mistral
who is the original singer of i write sins not tragedies,Panic! at the Disco," Brendon Urie, according to the provided context.",hcpc_v1,0.5379,False,0.7936,False,-1.0,naturalqs,mistral
who is the original singer of i write sins not tragedies,Panic! at the Disco," Brendon Urie, from American rock band Panic ! at the Disco.",hcpc_v2,0.6345,False,0.812,False,0.7171,naturalqs,mistral
what is the main mineral in lithium batteries,lithium, I cannot find this information in the provided context. The context does not mention anything about lithium batteries or their minerals.,baseline,0.6844,False,0.6808,False,-1.0,naturalqs,mistral
what is the main mineral in lithium batteries,lithium, I cannot find this information in the provided context. The context does not mention anything about lithium batteries or their minerals.,hcpc_v1,0.6844,False,0.6639,False,-1.0,naturalqs,mistral
what is the main mineral in lithium batteries,lithium, I cannot find this information in the provided context. The context does not mention anything about lithium batteries or their minerals.,hcpc_v2,0.6844,False,0.6725,True,0.6834,naturalqs,mistral
what was the name of the plant on little shop of horrors,Audrey II," Audrey II is the name of the plant in Little Shop of Horrors, as mentioned in the provided context.",baseline,0.905,False,0.7053,False,-1.0,naturalqs,mistral
what was the name of the plant on little shop of horrors,Audrey II," I cannot find the name of the plant in the provided context. However, it is known that the Off-Broadway musical and the 1986 film adaptation of Little Shop of Horrors are based on a low-budget 1960 film where a man-eating plant plays a significant role. The plant's name is Audrey II in both the musical and the 1986 film.",hcpc_v1,0.5909,False,0.6852,False,-1.0,naturalqs,mistral
what was the name of the plant on little shop of horrors,Audrey II," Audrey II is the name of the plant in Little Shop of Horrors, as mentioned in the provided context.",hcpc_v2,0.905,False,0.7053,False,0.6802,naturalqs,mistral
where do they drop in game of games,a chute beneath his or her feet," I cannot find information about a ""game of games"" in the provided context. The context only describes several preliminary games and some basketball-related terms, but there's no mention of a ""game of games.""",baseline,0.3697,True,0.3644,False,-1.0,naturalqs,mistral
where do they drop in game of games,a chute beneath his or her feet," I cannot find this information in the provided context about where they drop in the game of games. The context only discusses preliminary games, semi-final games (Know or Go), and a final game (Hot Hands), but it does not mention where players drop during these games.",hcpc_v1,0.6035,False,0.3983,False,-1.0,naturalqs,mistral
where do they drop in game of games,a chute beneath his or her feet," I cannot find information about a ""game of games"" in the provided context. The context only describes several preliminary games and some basketball-related terms, but it does not mention any overall game called ""game of games.""",hcpc_v2,0.3915,True,0.3644,True,0.0455,naturalqs,mistral
when did the movie karate kid come out,2010, The Karate Kid came out in 2010.,baseline,0.879,False,0.3945,False,-1.0,naturalqs,mistral
when did the movie karate kid come out,2010," I cannot find the release year of the original Karate Kid movie in the provided context. However, it is mentioned that Will Smith returned for the sequel Karate Kid 2 in 2014, which suggests that the original or a previous version of The Karate Kid was released before 2014.",hcpc_v1,0.5201,False,0.6238,False,-1.0,naturalqs,mistral
when did the movie karate kid come out,2010, The movie Karate Kid came out in 2010.,hcpc_v2,0.8483,False,0.3945,False,0.7514,naturalqs,mistral
how does the cash cab guy read the questions,by way of a walkie-talkie and earpiece worn by the host, The context does not provide information on how the Cash Cab guy reads the questions.,baseline,0.8021,False,0.4933,False,-1.0,naturalqs,mistral
how does the cash cab guy read the questions,by way of a walkie-talkie and earpiece worn by the host, I cannot find this information in the provided context. The context does not mention anything about how the Cash Cab guy reads the questions.,hcpc_v1,0.7059,False,0.486,False,-1.0,naturalqs,mistral
how does the cash cab guy read the questions,by way of a walkie-talkie and earpiece worn by the host, The context does not provide information on how the Cash Cab guy reads the questions.,hcpc_v2,0.8021,False,0.4933,True,0.6006,naturalqs,mistral
what is the purpose of a continuing resolution,continues the pre-existing appropriations at the same levels as the previous fiscal year (or with minor modifications) for a set amount of time," The purpose of a continuing resolution, as stated in the provided context, is to serve as a type of appropriations legislation in the United States. However, the specific details about its purpose are not explicitly mentioned in the context. According to Wikipedia, a continuing resolution allows for federal agencies to continue operating at previous funding levels when a new budget has not been passed by Congress and signed into law.",baseline,0.6103,False,0.6054,False,-1.0,naturalqs,mistral
what is the purpose of a continuing resolution,continues the pre-existing appropriations at the same levels as the previous fiscal year (or with minor modifications) for a set amount of time," The provided context does not specify the purpose of a continuing resolution. However, it states that a continuing resolution (CR) is a type of appropriations legislation in the United States. In general, a continuing resolution serves to fund federal government operations when Congress has not yet passed regular appropriations bills for a new fiscal year. This allows the government to continue operating at previous funding levels until new budgets are approved.",hcpc_v1,0.6658,False,0.6652,False,-1.0,naturalqs,mistral
what is the purpose of a continuing resolution,continues the pre-existing appropriations at the same levels as the previous fiscal year (or with minor modifications) for a set amount of time," The purpose of a continuing resolution, as stated in the provided context, is to serve as a type of appropriations legislation in the United States. However, the specifics of its purpose are not explicitly mentioned in the context, but it can be inferred that it is used to continue funding government operations when regular appropriations bills have not been passed by Congress and signed into law.",hcpc_v2,0.6329,False,0.6054,False,0.6047,naturalqs,mistral
how many hoops are used in a game of croquet,eight," The context does not specify the exact number of hoops used in a game of croquet. However, it is mentioned that players hit balls through hoops embedded in a grass playing court, so it can be inferred that there are at least one or more hoops involved in the game.",baseline,0.744,False,0.7072,False,-1.0,naturalqs,mistral
how many hoops are used in a game of croquet,eight," The provided context does not specify the exact number of hoops used in a game of croquet. However, it mentions that players hit balls through hoops embedded in a grass playing court, so it can be inferred that there are multiple hoops involved in the game.",hcpc_v1,0.7226,False,0.7439,False,-1.0,naturalqs,mistral
how many hoops are used in a game of croquet,eight," The provided context does not specify the exact number of hoops used in a game of croquet. However, it mentions that players hit balls through hoops embedded in a grass playing court, and later mentions variations such as six-wicket and nine-wicket croquet, which might imply different numbers of hoops for each variation. Without more specific information, I cannot determine the exact number of hoops used in a standard game of croquet.",hcpc_v2,0.6754,False,0.7072,True,0.649,naturalqs,mistral
how tall is the actor who plays hagrid in harry potter,6ft 1in, 6 ft 1 in (185 cm),baseline,0.357,True,0.3052,False,-1.0,naturalqs,mistral
how tall is the actor who plays hagrid in harry potter,6ft 1in," I cannot find this information in the provided context. The context only mentions that Robbie Coltrane played Rubeus Hagrid in the Harry Potter films, but it does not provide his height.",hcpc_v1,0.4647,True,0.6063,False,-1.0,naturalqs,mistral
how tall is the actor who plays hagrid in harry potter,6ft 1in, 6 ft 1 in (185 cm),hcpc_v2,0.357,True,0.3052,True,0.7054,naturalqs,mistral
what areas of africa were involved in colonization,almost 90 percent of the continent," The context mentions several specific areas of Africa that were involved in colonization, including Belgian, Italian, British, Portuguese, French, Spanish, German controlled regions, as well as independent regions. Additionally, it mentions specific events and territories such as Boer War (1880), Tunisia (1881), Sudan (1881), Egypt (1882), Wassoulou (1883), Eritrea (1887), Dahomey (1890, 1892), Matabeleland (1893, 1896), Ashanti (1895), Ethiopia (1895), Zanzibar (1896), Benin (1897), Wassoulou (1898), Chad (1898), Kousséri, Fashoda (1898), South Africa (1899), Namibia (1904), Tanganyika (1905), and Morocco (1905).",baseline,0.7654,False,0.6317,False,-1.0,naturalqs,mistral
what areas of africa were involved in colonization,almost 90 percent of the continent," The context does not provide specific details about which areas of Africa were involved in colonization. However, it does mention that by 1913, several European colonial powers controlled various parts of Africa, including Belgium, Italy, Britain, Portugal, France, Spain, and Germany.",hcpc_v1,0.7035,False,0.6905,False,-1.0,naturalqs,mistral
what areas of africa were involved in colonization,almost 90 percent of the continent," The context mentions several specific areas of Africa that were involved in colonization, including Belgian, Italian, British, Portuguese, French, Spanish, German controlled regions, as well as independent areas. Additionally, it mentions specific events and territories such as Boer War (1880), Tunisia (1881), Sudan (1881), Egypt (1882), Wassoulou (1883), Eritrea (1887), Dahomey (1890, 1892), Matabeleland (1893, 1896), Ashanti (1895), Ethiopia (1895), Zanzibar (1896), Benin (1897), Wassoulou (1898), Chad (1898), Kousséri, Fashoda (1898), South Africa (1899), Namibia (1904), Tanganyika (1905), and Morocco (1905).",hcpc_v2,0.7534,False,0.6317,False,0.6685,naturalqs,mistral
what college does everyone in gossip girl go to,New York University, The context does not provide information about which college everyone in Gossip Girl goes to.,baseline,0.6321,False,0.5621,False,-1.0,naturalqs,mistral
what college does everyone in gossip girl go to,New York University," I cannot find this information in the provided context. The context only mentions that Serena has been away at boarding school, but it doesn't specify where the characters attend college.",hcpc_v1,0.5803,False,0.5856,False,-1.0,naturalqs,mistral
what college does everyone in gossip girl go to,New York University, The context does not provide information about which college everyone in Gossip Girl goes to.,hcpc_v2,0.6321,False,0.5621,False,0.4497,naturalqs,mistral
the area enclosed by hysteresis loop is a measure of,energy loss, The context does not provide information about what the area enclosed by the hysteresis loop represents or measures.,baseline,0.4375,True,0.5934,False,-1.0,naturalqs,mistral
the area enclosed by hysteresis loop is a measure of,energy loss, I cannot find information about the area enclosed by the hysteresis loop being a measure of anything in the provided context.,hcpc_v1,0.4946,True,0.5994,False,-1.0,naturalqs,mistral
the area enclosed by hysteresis loop is a measure of,energy loss," The context does not provide information about the area enclosed by the hysteresis loop being a measure of anything specific. However, in some cases, such as magnetic hysteresis loops, the area enclosed can be related to the energy dissipated during each cycle. But without further context or specifics, it's not possible to definitively say that the area enclosed by the hysteresis loop is a measure of anything in this case.",hcpc_v2,0.5759,False,0.5934,True,0.7664,naturalqs,mistral
what written material is included in the talmud,"the Mishnah (Hebrew: משנה, c. 200 CE), a written compendium of Rabbinic Judaism's Oral Torah"," The Talmud contains the teachings and opinions of thousands of rabbis ( dating from before the Common Era through the fifth century CE ) on a variety of subjects, including Halakha (law), Jewish ethics, philosophy, customs, history, lore, and many other topics. It is written in Tannaitic Hebrew and Jewish Babylonian Aramaic.",baseline,0.7948,False,0.6857,False,-1.0,naturalqs,mistral
what written material is included in the talmud,"the Mishnah (Hebrew: משנה, c. 200 CE), a written compendium of Rabbinic Judaism's Oral Torah"," The written material included in the Talmud, according to the provided context, are the Mishnah and Gemara together or the Gemara alone, which consist of 63 tractates and are over 6,200 pages long in standard print.",hcpc_v1,0.6505,False,0.6387,False,-1.0,naturalqs,mistral
what written material is included in the talmud,"the Mishnah (Hebrew: משנה, c. 200 CE), a written compendium of Rabbinic Judaism's Oral Torah"," The Talmud contains the teachings and opinions of thousands of rabbis ( dating from before the Common Era through the fifth century CE ) on a variety of subjects, including Halakha (law), Jewish ethics, philosophy, customs, history, lore, and many other topics. It is written in Tannaitic Hebrew and Jewish Babylonian Aramaic.",hcpc_v2,0.7948,False,0.6857,False,0.7151,naturalqs,mistral
who plays dawn on nicky ricky dicky and dawn,Lizzy Greene," Lizzy Greene plays Dawn on Nicky, Ricky, Dicky & Dawn.",baseline,0.8543,False,0.8076,False,-1.0,naturalqs,mistral
who plays dawn on nicky ricky dicky and dawn,Lizzy Greene," Lizzy Greene plays Dawn on Nicky, Ricky, Dicky & Dawn.",hcpc_v1,0.8543,False,0.8076,False,-1.0,naturalqs,mistral
who plays dawn on nicky ricky dicky and dawn,Lizzy Greene," Lizzy Greene plays Dawn on Nicky, Ricky, Dicky & Dawn.",hcpc_v2,0.8543,False,0.8076,False,0.8327,naturalqs,mistral
who was the movie citizen kane based on,"based in part upon the American newspaper magnate William Randolph Hearst, Chicago tycoons Samuel Insull and Harold McCormick, and aspects of Welles's own life"," The character Charles Foster Kane in the movie Citizen Kane was based in part upon the American newspaper magnate William Randolph Hearst, Chicago tycoons Samuel Insull and Harold McCormick, and aspects of Orson Welles's own life. However, it's important to note that the movie is not a biography of any specific individual but rather a quasi-biographical film.",baseline,0.5619,False,0.6505,False,-1.0,naturalqs,mistral
who was the movie citizen kane based on,"based in part upon the American newspaper magnate William Randolph Hearst, Chicago tycoons Samuel Insull and Harold McCormick, and aspects of Welles's own life"," The movie ""Citizen Kane"" was based in part upon the American newspaper magnate William Randolph Hearst, Chicago tycoons Samuel Insull and Harold McCormick, and aspects of Welles's own life.",hcpc_v1,0.581,False,0.646,False,-1.0,naturalqs,mistral
who was the movie citizen kane based on,"based in part upon the American newspaper magnate William Randolph Hearst, Chicago tycoons Samuel Insull and Harold McCormick, and aspects of Welles's own life"," The character Charles Foster Kane in the movie Citizen Kane was based in part upon the American newspaper magnate William Randolph Hearst, Chicago tycoons Samuel Insull and Harold McCormick, and aspects of Orson Welles's own life. However, it's important to note that the movie is not a biography of any specific individual but rather a quasi-biographical film.",hcpc_v2,0.5619,False,0.6505,False,0.6529,naturalqs,mistral
who sings the songs in crazy ex girlfriend,Rachel Bloom, Rachel Bloom sings the songs in Crazy Ex-Girlfriend.,baseline,0.8279,False,0.653,False,-1.0,naturalqs,mistral
who sings the songs in crazy ex girlfriend,Rachel Bloom," Rachel Bloom sings some of the songs in ""Crazy Ex-Girlfriend"". Specifically, she performs ""You Do / You Don't Wanna Be Crazy"" in season 3. However, the context does not provide information about who sings the other instrumental themes mentioned.",hcpc_v1,0.7935,False,0.6333,False,-1.0,naturalqs,mistral
who sings the songs in crazy ex girlfriend,Rachel Bloom, Rachel Bloom sings the songs in Crazy Ex-Girlfriend.,hcpc_v2,0.8279,False,0.653,False,0.4936,naturalqs,mistral
when does nathan get in a car accident,"""The Show Must Go On""", I cannot find information about Nathan getting in a car accident in the provided context.,baseline,0.6356,False,0.4286,False,-1.0,naturalqs,mistral
when does nathan get in a car accident,"""The Show Must Go On"""," I cannot find this information in the provided context. The context only mentions that Nathan is home from basketball camp and later patches things up with Lucas, but there's no mention of a car accident involving Nathan.",hcpc_v1,0.4453,True,0.4447,False,-1.0,naturalqs,mistral
when does nathan get in a car accident,"""The Show Must Go On""", I cannot find information about Nathan getting in a car accident in the provided context.,hcpc_v2,0.6356,False,0.4305,True,0.6108,naturalqs,mistral
when is the world consumer right day celebrated,15 March every year, World Consumer Rights Day is celebrated on 15 March every year.,baseline,0.8325,False,0.5059,False,-1.0,naturalqs,mistral
when is the world consumer right day celebrated,15 March every year," The World Consumer Rights Day is celebrated annually, but the specific date is not provided in the context.",hcpc_v1,0.5353,False,0.7535,False,-1.0,naturalqs,mistral
when is the world consumer right day celebrated,15 March every year, World Consumer Rights Day is celebrated on 15 March every year.,hcpc_v2,0.8325,False,0.5059,False,0.5612,naturalqs,mistral
how much square feet is a basketball court,94 by 50 feet," In the National Basketball Association (NBA), a basketball court is 94 feet by 50 feet, which equals 4700 square feet. However, it's important to note that this may not be the same for all basketball courts, as the context mentions that in amateur basketball, court sizes vary widely.",baseline,0.5797,False,0.6751,False,-1.0,naturalqs,mistral
how much square feet is a basketball court,94 by 50 feet," The provided context states that in the National Basketball Association (NBA), the court measures 94 by 50 feet, which equals approximately 4700 square feet. However, it's important to note that under International Basketball Federation (FIBA) rules, the court is slightly smaller and measures exactly 28 by 15 meters, which is approximately 432 square meters or about 4665 square feet.",hcpc_v1,0.7549,False,0.7142,False,-1.0,naturalqs,mistral
how much square feet is a basketball court,94 by 50 feet," In the National Basketball Association (NBA), a basketball court is 94 feet by 50 feet, which equals 4700 square feet. However, it's important to note that this may vary in other settings or leagues.",hcpc_v2,0.6427,False,0.6751,False,0.6599,naturalqs,mistral
where did the rulers of the qing dynasty originate,Manchuria," The rulers of the Qing dynasty originated from the Aisin Gioro clan, who were Jurchens originally from Manchuria.",baseline,0.5759,False,0.7352,False,-1.0,naturalqs,mistral
where did the rulers of the qing dynasty originate,Manchuria, The context does not provide information about the origin of the rulers of the Qing dynasty.,hcpc_v1,0.7083,False,0.717,False,-1.0,naturalqs,mistral
where did the rulers of the qing dynasty originate,Manchuria," The rulers of the Qing dynasty originated from the Aisin Gioro clan, which was a Jurchen clan. However, it's important to note that they formed the Jurchen clans into a unified entity and renamed them as the Manchus.",hcpc_v2,0.7417,False,0.7352,False,0.6197,naturalqs,mistral
