question,ground_truth,answer,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,dataset,model
What was the previous name of the city of Maputo?,LOURENCO MARQUES,"According to the provided context, the previous name of the city of Maputo was Lourenço Marques.",hcpc_v1,0.658,False,0.7199,False,-1.0,triviaqa,llama3
What was the previous name of the city of Maputo?,LOURENCO MARQUES,"According to the provided context, the previous name of the city of Maputo was Lourenço Marques.",hcpc_v2,0.658,False,0.6449,False,0.6706,triviaqa,llama3
In which English city will you find the Ashmolean museum?,OXFORD,"According to the provided context, you can find the Ashmolean Museum in Oxford, England.",baseline,0.8283,False,0.6838,False,-1.0,triviaqa,llama3
In which English city will you find the Ashmolean museum?,OXFORD,"According to the provided context, you can find the Ashmolean Museum in Oxford, England.",hcpc_v1,0.8283,False,0.6768,False,-1.0,triviaqa,llama3
In which English city will you find the Ashmolean museum?,OXFORD,"Oxford, England.",hcpc_v2,0.562,False,0.6838,True,0.5834,triviaqa,llama3
Which English town is home to the Stephen Joseph Theatre?,SCARBOROUGH,Scarborough.,baseline,0.501,False,0.4417,False,-1.0,triviaqa,llama3
Which English town is home to the Stephen Joseph Theatre?,SCARBOROUGH,"Scarborough, North Yorkshire, England.",hcpc_v1,0.6626,False,0.5291,False,-1.0,triviaqa,llama3
Which English town is home to the Stephen Joseph Theatre?,SCARBOROUGH,Scarborough.,hcpc_v2,0.501,False,0.4442,True,0.4569,triviaqa,llama3
Author J.R.R. Tolkien was born in which country?,South Africa,South Africa.,baseline,0.5632,False,0.5891,False,-1.0,triviaqa,llama3
Author J.R.R. Tolkien was born in which country?,South Africa,"According to the provided context, J.R.R. Tolkien was born in South Africa, specifically in Bloemfontein in the Orange Free State (now Free State Province).",hcpc_v1,0.635,False,0.6736,False,-1.0,triviaqa,llama3
Author J.R.R. Tolkien was born in which country?,South Africa,South Africa.,hcpc_v2,0.5632,False,0.5891,False,0.503,triviaqa,llama3
Who is the only dwarf in the Disney tale of Snow White who wears spectacles?,DOC,"I cannot find this information in the provided context. The context only talks about Walt Disney, his studio, and a brief mention of Snow White and the Seven Dwarfs, but does not provide any details about the dwarfs' physical characteristics, including spectacles.",baseline,0.5828,False,0.3932,False,-1.0,triviaqa,llama3
Who is the only dwarf in the Disney tale of Snow White who wears spectacles?,DOC,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.5254,False,-1.0,triviaqa,llama3
Who is the only dwarf in the Disney tale of Snow White who wears spectacles?,DOC,I cannot find this information in the provided context. The text does not mention any dwarfs wearing spectacles in the Disney tale of Snow White.,hcpc_v2,0.6433,False,0.3932,True,-0.0391,triviaqa,llama3
What play was President Lincoln watching the night he was assassinated in 1865?,Our American Cousin,"According to the provided context, President Lincoln was watching the play ""Our American Cousin"" at Ford's Theatre on the night he was assassinated in 1865.",baseline,0.7963,False,0.6004,False,-1.0,triviaqa,llama3
What play was President Lincoln watching the night he was assassinated in 1865?,Our American Cousin,"According to the provided context, President Lincoln was watching the play ""Our American Cousin"" at Ford's Theatre on Good Friday, April 14, 1865.",hcpc_v1,0.9629,False,0.6127,False,-1.0,triviaqa,llama3
What play was President Lincoln watching the night he was assassinated in 1865?,Our American Cousin,"According to the provided context, President Lincoln was watching the play ""Our American Cousin"" at Ford's Theatre on Good Friday, April 14, 1865, when he was assassinated.",hcpc_v2,0.6636,False,0.6004,False,0.5461,triviaqa,llama3
Which musical instrument was patented in Berlin by Freidrich Buschmann in 1822,Accordion,I cannot find this information in the provided context.,baseline,0.5531,False,0.3993,False,-1.0,triviaqa,llama3
Which musical instrument was patented in Berlin by Freidrich Buschmann in 1822,Accordion,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.4342,False,-1.0,triviaqa,llama3
Which musical instrument was patented in Berlin by Freidrich Buschmann in 1822,Accordion,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.396,True,0.5737,triviaqa,llama3
In which form of pool (pocket billiards) are the balls formed into a diamond pattern?,Nine-ball,I cannot find this information in the provided context.,baseline,0.5531,False,0.5839,False,-1.0,triviaqa,llama3
In which form of pool (pocket billiards) are the balls formed into a diamond pattern?,Nine-ball,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.6407,False,-1.0,triviaqa,llama3
In which form of pool (pocket billiards) are the balls formed into a diamond pattern?,Nine-ball,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.5767,True,0.7924,triviaqa,llama3
How old was Jimi Hendrix when he died?,27,"According to the provided context, Jimi Hendrix died at the age of 27.",baseline,0.9069,False,0.6327,False,-1.0,triviaqa,llama3
How old was Jimi Hendrix when he died?,27,"According to the provided context, Jimi Hendrix died at the age of 27.",hcpc_v1,0.9069,False,0.5974,False,-1.0,triviaqa,llama3
How old was Jimi Hendrix when he died?,27,"According to the provided context, Jimi Hendrix died at the age of 27.",hcpc_v2,0.9069,False,0.6327,False,0.4688,triviaqa,llama3
What is Mexico's most commonly used language?,Spanish,I cannot find this information in the provided context.,baseline,0.5531,False,0.4778,False,-1.0,triviaqa,llama3
What is Mexico's most commonly used language?,Spanish,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.5163,False,-1.0,triviaqa,llama3
What is Mexico's most commonly used language?,Spanish,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.4779,True,0.2311,triviaqa,llama3
What is the title of Simon and Garfunkel’s only UK number one hit single?,Bridge Over Troubled Water,I cannot find this information in the provided context.,baseline,0.5531,False,0.5484,False,-1.0,triviaqa,llama3
What is the title of Simon and Garfunkel’s only UK number one hit single?,Bridge Over Troubled Water,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.5931,False,-1.0,triviaqa,llama3
What is the title of Simon and Garfunkel’s only UK number one hit single?,Bridge Over Troubled Water,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.5484,False,0.4499,triviaqa,llama3
In a petrol engine what component mixes fuel and air?,The carburettor,"According to the provided context, in most petrol engines, the fuel and air are usually pre-mixed before compression.",baseline,0.5071,False,0.4756,False,-1.0,triviaqa,llama3
In a petrol engine what component mixes fuel and air?,The carburettor,"According to the provided context, ""in most petrol engines, the fuel and air are usually pre-mixed before compression"". Therefore, I can answer that in a petrol engine, it is not specified which component specifically mixes fuel and air, but rather that they are pre-mixed before compression.",hcpc_v1,0.5612,False,0.6127,False,-1.0,triviaqa,llama3
In a petrol engine what component mixes fuel and air?,The carburettor,"According to the provided context, in most petrol engines, the fuel and air are usually pre-mixed before compression.",hcpc_v2,0.5071,False,0.4756,False,0.4135,triviaqa,llama3
"""What group of people in the United States speak a dialect called """"Pennsylvania German""""?""",Amish,"The Pennsylvania Dutch are a cultural group that speaks a dialect called Pennsylvania German or Pennsylvania ""Dutch"" (Deutsch).",baseline,0.8395,False,0.6324,False,-1.0,triviaqa,llama3
"""What group of people in the United States speak a dialect called """"Pennsylvania German""""?""",Amish,"According to the provided context, the group of people in the United States that speaks a dialect called ""Pennsylvania German"" are German Americans.",hcpc_v1,0.8884,False,0.7187,False,-1.0,triviaqa,llama3
"""What group of people in the United States speak a dialect called """"Pennsylvania German""""?""",Amish,The Pennsylvania Dutch (Pennsilfaanisch Deitsch) are a cultural group that speaks a dialect called Pennsylvania German or Pennsylvania Dutch.,hcpc_v2,0.9266,False,0.6324,True,0.7485,triviaqa,llama3
Giallo is Italian for which colour?,Yellow,"According to the provided context, ""giallo"" is Italian for ""yellow"".",baseline,0.7631,False,0.6176,False,-1.0,triviaqa,llama3
Giallo is Italian for which colour?,Yellow,"According to the provided context, ""Giallo"" is Italian for ""yellow"".",hcpc_v1,0.7427,False,0.6882,False,-1.0,triviaqa,llama3
Giallo is Italian for which colour?,Yellow,"According to the provided context, ""giallo"" is Italian for ""yellow"".",hcpc_v2,0.7631,False,0.6149,True,0.6825,triviaqa,llama3
The Misses World for both 1999 and 2000 represented which country?,India,I cannot find this information in the provided context.,baseline,0.5531,False,0.4748,False,-1.0,triviaqa,llama3
The Misses World for both 1999 and 2000 represented which country?,India,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.473,False,-1.0,triviaqa,llama3
The Misses World for both 1999 and 2000 represented which country?,India,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.4733,True,0.4882,triviaqa,llama3
