question,ground_truth,answer,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,dataset,model
"Which rock band chose its name by drawing it out of a hat, Switchfoot or Midnight Oil?",Midnight Oil,Midnight Oil chose its name by drawing it out of a hat.,hcpc_v2,0.6932,False,0.5598,False,0.1951,hotpotqa,qwen2.5
"""Tunak"", is a bhangra/pop love song by an artist born in which year ?",1967,"I cannot find this information in the provided context. The context does not mention the birth year of Daler Mehndi, the artist who created ""Tunak Tunak Tun"".",baseline,0.7422,False,0.6225,False,-1.0,hotpotqa,qwen2.5
"""Tunak"", is a bhangra/pop love song by an artist born in which year ?",1967,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.641,False,-1.0,hotpotqa,qwen2.5
"""Tunak"", is a bhangra/pop love song by an artist born in which year ?",1967,"I cannot find this information in the provided context. The context does not mention the birth year of Daler Mehndi, the artist who performed ""Tunak Tunak Tun"".",hcpc_v2,0.7178,False,0.6225,True,0.265,hotpotqa,qwen2.5
Which Captain launched the attack which led to more casualties than any other incident in the war fought between the settlers of the nascent colony of New Netherland and the native Lenape population?,Captain John Underhill,Captain John Underhill launched the attack which led to more casualties than any other incident in the war fought between the settlers of the nascent colony of New Netherland and the native Lenape population.,baseline,0.5392,False,0.5561,False,-1.0,hotpotqa,qwen2.5
Which Captain launched the attack which led to more casualties than any other incident in the war fought between the settlers of the nascent colony of New Netherland and the native Lenape population?,Captain John Underhill,"I cannot find this information in the provided context. The context mentions a captain named John Underhill, but it does not state that his attack led to more casualties than any other incident in the war or that he was the one who launched an attack leading to such high casualties.",hcpc_v1,0.431,True,0.6016,False,-1.0,hotpotqa,qwen2.5
Which Captain launched the attack which led to more casualties than any other incident in the war fought between the settlers of the nascent colony of New Netherland and the native Lenape population?,Captain John Underhill,Captain John Underhill launched the attack which led to more casualties than any other incident in the war fought between the settlers of the nascent colony of New Netherland and the native Lenape population.,hcpc_v2,0.5392,False,0.5561,False,0.5726,hotpotqa,qwen2.5
In which film did Emilio Estevez star in in the same year as Nightmares,The Outsiders,"Based on the provided context, Emilio Estevez starred in ""Maximum Overdrive"" in 1983, the same year as ""Nightmares.""",baseline,0.3792,True,0.616,False,-1.0,hotpotqa,qwen2.5
In which film did Emilio Estevez star in in the same year as Nightmares,The Outsiders,"I cannot find this information in the provided context. The context only mentions that Emilio Estevez starred in Nightmares, but does not provide details about his other films in 1983.",hcpc_v1,0.5449,False,0.6968,False,-1.0,hotpotqa,qwen2.5
In which film did Emilio Estevez star in in the same year as Nightmares,The Outsiders,"Based on the provided context, Emilio Estevez starred in ""Maximum Overdrive"" in 1983, the same year as ""Nightmares.""",hcpc_v2,0.3792,True,0.616,False,0.2562,hotpotqa,qwen2.5
What was the concept of the business Eric S .Pistorius worked for after being an attorney?,to ensure wide visibility and understanding of cases in a region,I cannot find this information in the provided context. The given context does not provide details about the specific business Eric S. Pistorius worked for after his time as an attorney. It only mentions that he used to be an attorney at law for his own firm and specialized in certain areas of law.,baseline,0.5016,False,0.5378,False,-1.0,hotpotqa,qwen2.5
What was the concept of the business Eric S .Pistorius worked for after being an attorney?,to ensure wide visibility and understanding of cases in a region,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.4924,False,-1.0,hotpotqa,qwen2.5
What was the concept of the business Eric S .Pistorius worked for after being an attorney?,to ensure wide visibility and understanding of cases in a region,I cannot find this information in the provided context. The given context does not provide details about the specific business Eric S. Pistorius worked for after his time as an attorney. It only mentions that he used to be an attorney at law for his own law firm and specialized in certain areas of law.,hcpc_v2,0.5034,False,0.5369,True,0.1153,hotpotqa,qwen2.5
Which port city lies approximately 25 km north of the Lingnan Fine Arts Museum?,Keelung,"I cannot find this information in the provided context. The context mentions that Taipei is about 25 km southwest of Keelung, but does not provide a distance or direction from Keelung to the Lingnan Fine Arts Museum.",baseline,0.576,False,0.5629,False,-1.0,hotpotqa,qwen2.5
Which port city lies approximately 25 km north of the Lingnan Fine Arts Museum?,Keelung,"I cannot find this information in the provided context. The context states that the museum is about 25 km southwest of Keelung, but it does not provide information about a port city lying approximately 25 km north of the Lingnan Fine Arts Museum.",hcpc_v1,0.7381,False,0.5652,False,-1.0,hotpotqa,qwen2.5
Which port city lies approximately 25 km north of the Lingnan Fine Arts Museum?,Keelung,"I cannot find this information in the provided context. The context mentions that Taipei is about 25 km southwest of Keelung, but does not provide the distance or direction from Keelung to the Lingnan Fine Arts Museum.",hcpc_v2,0.4749,True,0.5625,True,0.3891,hotpotqa,qwen2.5
Has Stefan Edberg won more events than  Édouard Roger-Vasselin?,yes,I cannot find this information in the provided context. The context does not mention Édouard Roger-Vasselin or compare the number of events won between him and Stefan Edberg.,baseline,0.6519,False,0.5246,False,-1.0,hotpotqa,qwen2.5
Has Stefan Edberg won more events than  Édouard Roger-Vasselin?,yes,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.5447,False,-1.0,hotpotqa,qwen2.5
Has Stefan Edberg won more events than  Édouard Roger-Vasselin?,yes,I cannot find this information in the provided context. The context does not mention Édouard Roger-Vasselin or compare his number of wins to those of Stefan Edberg.,hcpc_v2,0.7085,False,0.5246,False,0.6833,hotpotqa,qwen2.5
" Jason Regler, stated that he had the idea for the flashing wristbands during a song built around which instrument ?",an organ,I cannot find this information in the provided context. The context does not mention any specific instrument being used during the moment when Jason Regler got the idea for the flashing wristbands.,baseline,0.7265,False,0.341,False,-1.0,hotpotqa,qwen2.5
" Jason Regler, stated that he had the idea for the flashing wristbands during a song built around which instrument ?",an organ,"I cannot find this information in the provided context. The context does not specify which instrument was used in the song ""Fix You"" where Jason Regler got his idea for the flashing wristbands.",hcpc_v1,0.6989,False,0.6577,False,-1.0,hotpotqa,qwen2.5
" Jason Regler, stated that he had the idea for the flashing wristbands during a song built around which instrument ?",an organ,I cannot find this information in the provided context. The context does not mention any specific instrument being used during the inspiration for the Xylobands.,hcpc_v2,0.68,False,0.341,True,0.0685,hotpotqa,qwen2.5
 The Soul of Buddha is a 1918 American silent romance film shot in a borough  that is the western terminus of what?,the George Washington Bridge,"The context states that The Soul of Buddha was shot at the Fox Studio in Fort Lee, New Jersey. Fort Lee is a borough that serves as the western terminus of the Bergen Line and the Mountain Line rail lines. Therefore, the answer to your question is that Fort Lee, the location where the film was shot, is the western terminus of these two rail lines.",baseline,0.7376,False,0.6556,False,-1.0,hotpotqa,qwen2.5
 The Soul of Buddha is a 1918 American silent romance film shot in a borough  that is the western terminus of what?,the George Washington Bridge,"The context states that The Soul of Buddha was shot at the Fox Studio in Fort Lee, New Jersey. Fort Lee is a borough that serves as the western terminus of the Bergen Line and the Mountain Line rail lines. Therefore, the answer to your question is that Fort Lee, the location where the film was shot, is the western terminus of these two rail lines.",hcpc_v1,0.7376,False,0.6556,False,-1.0,hotpotqa,qwen2.5
 The Soul of Buddha is a 1918 American silent romance film shot in a borough  that is the western terminus of what?,the George Washington Bridge,"The context states that The Soul of Buddha was shot at the Fox Studio in Fort Lee, New Jersey. Fort Lee is a borough that serves as the western terminus of the Bergen Line and the Mountain Line rail lines. Therefore, the answer to your question is that Fort Lee, the location where the film was shot, is the western terminus of these two rail lines.",hcpc_v2,0.7376,False,0.6556,True,0.2196,hotpotqa,qwen2.5
"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort,"I cannot find this information in the provided context. The context mentions the Blackzilians team and some of its former fighters, but does not provide information about Kelvin Gastelum or his current division in the UFC.",baseline,0.5078,False,0.653,False,-1.0,hotpotqa,qwen2.5
"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort,"Gastelum is currently competing as a middleweight and is ranked #8 in the UFC official middleweight rankings. However, the context does not specify which Blackzilians fighter Gastelum is. Therefore, I cannot determine from this information alone which specific Blackzilians fighter is currently competing in the Middleweight division of Ultimate Fighting Championship.",hcpc_v1,0.5701,False,0.6153,False,-1.0,hotpotqa,qwen2.5
"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort,"I cannot find this information in the provided context. The context mentions the Blackzilians team and some of its former fighters, but does not provide any information about Kelvin Gastelum or his current division in the UFC.",hcpc_v2,0.512,False,0.653,False,0.19,hotpotqa,qwen2.5
"Were was the Mexican state after which there is Villa Unión, Sinaloa located? ",tip of the Baja California,"I cannot find this information in the provided context. The context states that Villa Unión is in the north-eastern Mexican state of Coahuila, but it does not provide information about the location of Sinaloa or its relation to Villa Unión.",baseline,0.5496,False,0.6641,False,-1.0,hotpotqa,qwen2.5
"Were was the Mexican state after which there is Villa Unión, Sinaloa located? ",tip of the Baja California,"I cannot find this information in the provided context. The context states that Villa Unión is in the north-eastern Mexican state of Coahuila, but it does not provide information about the location of Sinaloa or its relation to Villa Unión.",hcpc_v1,0.5496,False,0.6641,False,-1.0,hotpotqa,qwen2.5
"Were was the Mexican state after which there is Villa Unión, Sinaloa located? ",tip of the Baja California,"I cannot find this information in the provided context. The context states that Villa Unión is in the north-eastern Mexican state of Coahuila, but it does not provide information about the location of Sinaloa or its relation to Villa Unión.",hcpc_v2,0.5496,False,0.6641,False,0.8045,hotpotqa,qwen2.5
"What language, traditionally written with the ancient Libyco-Berber script, is closely related to the Tumzabt and Teggargrent languages?",The Tugurt language,"Based on the provided context, the Berber languages are traditionally written with the ancient Libyco-Berber script. The context does not explicitly mention that these languages are closely related to Tumzabt and Teggargrent specifically. However, it is stated that the Berber languages constitute a family of similar and closely related languages and dialects. Therefore, while the question asks for a specific language, the answer based on the information given would be the Berber languages in general.",baseline,0.6814,False,0.7147,False,-1.0,hotpotqa,qwen2.5
"What language, traditionally written with the ancient Libyco-Berber script, is closely related to the Tumzabt and Teggargrent languages?",The Tugurt language,"I cannot find this information in the provided context. The context does not mention any specific language being closely related to Tumzabt and Teggargrent languages. It only states that Berber languages are written with Tifinagh, Arabic script, or a Latin alphabet and that they constitute a branch of the Afroasiatic family.",hcpc_v1,0.6975,False,0.6965,False,-1.0,hotpotqa,qwen2.5
"What language, traditionally written with the ancient Libyco-Berber script, is closely related to the Tumzabt and Teggargrent languages?",The Tugurt language,"Based on the provided context, the Berber languages are traditionally written with the ancient Libyco-Berber script. The context does not explicitly mention that the Tumzabt and Teggargrent languages are closely related to any specific language written in this script. Therefore, I cannot find this information in the provided context.",hcpc_v2,0.7041,False,0.7147,False,0.7265,hotpotqa,qwen2.5
Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q,I cannot find this information in the provided context.,baseline,0.5531,False,0.5155,False,-1.0,hotpotqa,qwen2.5
Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.514,False,-1.0,hotpotqa,qwen2.5
Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.5155,True,0.301,hotpotqa,qwen2.5
Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,2002,I cannot find this information in the provided context.,baseline,0.5531,False,0.6458,False,-1.0,hotpotqa,qwen2.5
Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,2002,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.661,False,-1.0,hotpotqa,qwen2.5
Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,2002,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.6458,False,0.7547,hotpotqa,qwen2.5
Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,Oliver Parker,"I cannot find this information in the provided context. The given context only mentions that Peter Howitt directed the first installment of the ""Johnny English"" film series. There is no mention of who directed the second film in the series.",baseline,0.7516,False,0.6726,False,-1.0,hotpotqa,qwen2.5
Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,Oliver Parker,"I cannot find this information in the provided context. The context does not mention who directed any film, specifically not the second film in a British series of action comedy films parodying the James Bond genre.",hcpc_v1,0.6664,False,0.6948,False,-1.0,hotpotqa,qwen2.5
Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,Oliver Parker,"I cannot find this information in the provided context. The given context only mentions that Peter Howitt directed the first installment of the ""Johnny English"" film series. There is no mention of who directed the second film in the series.",hcpc_v2,0.7516,False,0.6726,False,0.3669,hotpotqa,qwen2.5
George Gershwin is an American Composer and Judith Weir is a composer from which country?,a British composer,I cannot find this information in the provided context.,baseline,0.5531,False,0.6819,False,-1.0,hotpotqa,qwen2.5
George Gershwin is an American Composer and Judith Weir is a composer from which country?,a British composer,"I cannot find this information in the provided context. The context only mentions that George Gershwin was an American composer and pianist, but does not provide any information about Judith Weir or her nationality.",hcpc_v1,0.7507,False,0.7448,False,-1.0,hotpotqa,qwen2.5
George Gershwin is an American Composer and Judith Weir is a composer from which country?,a British composer,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.6819,True,0.6069,hotpotqa,qwen2.5
What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,Rafael Márquez,Rafael Márquez Méndez.,baseline,0.5139,False,0.5813,False,-1.0,hotpotqa,qwen2.5
What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,Rafael Márquez,"I cannot find this information in the provided context. The context mentions a older brother who is also a boxer, but does not mention any younger brother or his status as a WBO champion.",hcpc_v1,0.5128,False,0.7811,False,-1.0,hotpotqa,qwen2.5
What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,Rafael Márquez,Rafael Márquez Méndez.,hcpc_v2,0.5139,False,0.5813,False,0.8372,hotpotqa,qwen2.5
The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea,Kim Jong-kook is from South Korea.,baseline,0.7869,False,0.7956,False,-1.0,hotpotqa,qwen2.5
The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea,Kim Jong-kook is from South Korea.,hcpc_v1,0.7869,False,0.7896,False,-1.0,hotpotqa,qwen2.5
The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea,Kim Jong-kook is from South Korea.,hcpc_v2,0.7869,False,0.7956,False,0.5676,hotpotqa,qwen2.5
Ruddles Brewery is owned by a pub retailer and brewer based in what city?,Bury St Edmunds,"I cannot find this information in the provided context. The context states that Ruddles Brewery is now owned by Greene King, but it does not specify the city where Greene King is based.",baseline,0.6277,False,0.7551,False,-1.0,hotpotqa,qwen2.5
Ruddles Brewery is owned by a pub retailer and brewer based in what city?,Bury St Edmunds,"I cannot find this information in the provided context. The context states that Ruddles Brewery is now owned by Greene King, but it does not specify the city where Greene King is based.",hcpc_v1,0.6277,False,0.7551,False,-1.0,hotpotqa,qwen2.5
Ruddles Brewery is owned by a pub retailer and brewer based in what city?,Bury St Edmunds,"I cannot find this information in the provided context. The context does not specify which city Greene King, the current owner of Ruddles Brewery, is based in.",hcpc_v2,0.627,False,0.7551,False,0.3987,hotpotqa,qwen2.5
The creator of the Lisa Simpson character was born in what year?,1954,I cannot find this information in the provided context.,baseline,0.5531,False,0.7498,False,-1.0,hotpotqa,qwen2.5
The creator of the Lisa Simpson character was born in what year?,1954,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.7617,False,-1.0,hotpotqa,qwen2.5
The creator of the Lisa Simpson character was born in what year?,1954,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.7498,False,0.6837,hotpotqa,qwen2.5
Where is the international airport which Eagle Aviation wet lease operations were based in located ,France.,The international airport where Eagle Aviation France's wet lease operations were based is located in Paris at Charles de Gaulle Airport.,baseline,0.6843,False,0.6807,False,-1.0,hotpotqa,qwen2.5
Where is the international airport which Eagle Aviation wet lease operations were based in located ,France.,"I cannot find this information in the provided context. The context mentions that Eagle Aviation France's wet lease operations were based at Charles de Gaulle Airport in Paris, but it does not provide any information about the location of Bishop International Airport or its relation to Eagle Aviation's operations.",hcpc_v1,0.4596,True,0.6504,False,-1.0,hotpotqa,qwen2.5
Where is the international airport which Eagle Aviation wet lease operations were based in located ,France.,The international airport where Eagle Aviation France's wet lease operations were based is located in Paris at Charles de Gaulle Airport.,hcpc_v2,0.6843,False,0.6807,True,0.4487,hotpotqa,qwen2.5
What occupation was shared by David Yates and Pietro Germi?,director,"Based on the provided context, both David Yates and Pietro Germi share the occupation of being a director. However, the context does not explicitly state this for David Yates; it is inferred from the mention that he has directed feature films, short films, and television productions. For Pietro Germi, directing is listed as one of his occupations alongside actor and screenwriter.",baseline,0.6407,False,0.521,False,-1.0,hotpotqa,qwen2.5
What occupation was shared by David Yates and Pietro Germi?,director,"Based on the provided context, neither David Yates nor Pietro Germi share an occupation. David Yates is described as a filmmaker, while Pietro Germi is described as an actor, screenwriter, and director.",hcpc_v1,0.659,False,0.5226,False,-1.0,hotpotqa,qwen2.5
What occupation was shared by David Yates and Pietro Germi?,director,"Based on the provided context, both David Yates and Pietro Germi share the occupation of being a director. However, the context does not explicitly state this for David Yates; it is inferred from the mention that he has directed feature films, short films, and television productions. For Pietro Germi, directing is listed as one of his occupations alongside actor and screenwriter.",hcpc_v2,0.6407,False,0.521,True,0.1366,hotpotqa,qwen2.5
