question,ground_truth,answer,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,dataset,model
"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort,"According to the provided context, neither Kelvin Gastelum nor Samuel Alvey are mentioned as being associated with The Blackzilians. Therefore, I cannot find this information in the provided context.

However, both Gastelum and Alvey are currently competing in the Middleweight division of the Ultimate Fighting Championship (UFC), but there is no connection between them and The Blackzilians.",hcpc_v2,0.5225,False,0.6205,False,0.2871,hotpotqa,llama3
"Were was the Mexican state after which there is Villa Unión, Sinaloa located? ",tip of the Baja California,I cannot find this information in the provided context.,baseline,0.5531,False,0.6416,False,-1.0,hotpotqa,llama3
"Were was the Mexican state after which there is Villa Unión, Sinaloa located? ",tip of the Baja California,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.6416,False,-1.0,hotpotqa,llama3
"Were was the Mexican state after which there is Villa Unión, Sinaloa located? ",tip of the Baja California,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.6416,False,0.7236,hotpotqa,llama3
"What language, traditionally written with the ancient Libyco-Berber script, is closely related to the Tumzabt and Teggargrent languages?",The Tugurt language,The Berber language.,baseline,0.7014,False,0.6682,False,-1.0,hotpotqa,llama3
"What language, traditionally written with the ancient Libyco-Berber script, is closely related to the Tumzabt and Teggargrent languages?",The Tugurt language,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.6576,False,-1.0,hotpotqa,llama3
"What language, traditionally written with the ancient Libyco-Berber script, is closely related to the Tumzabt and Teggargrent languages?",The Tugurt language,The Berber language.,hcpc_v2,0.7014,False,0.6682,False,0.4441,hotpotqa,llama3
Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q,"Based on the provided context, I can answer that Charles Bind, played by Nicky Henson in the 1977 film ""No. 1 of the Secret Service"", is the fictional head of a British Secret Service division.",baseline,0.5822,False,0.4942,False,-1.0,hotpotqa,llama3
Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q,"Based on the provided context, I can answer that Charles Bind, played by Nicky Henson in the 1977 film ""No. 1 of the Secret Service"", is the fictional head of a British Secret Service division.

As for who was the inspiration for this character, according to the context, it was a one-time missionary.",hcpc_v1,0.5947,False,0.4962,False,-1.0,hotpotqa,llama3
Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q,"Based on the provided context, I can answer that Charles Bind, played by Nicky Henson in the 1977 film ""No. 1 of the Secret Service"", is the fictional head of a British Secret Service division.",hcpc_v2,0.5822,False,0.4878,True,0.3862,hotpotqa,llama3
Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,2002,I cannot find this information in the provided context.,baseline,0.5531,False,0.6067,False,-1.0,hotpotqa,llama3
Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,2002,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.6508,False,-1.0,hotpotqa,llama3
Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,2002,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.6067,False,0.6283,hotpotqa,llama3
Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,Oliver Parker,I cannot find this information in the provided context.,baseline,0.5531,False,0.6703,False,-1.0,hotpotqa,llama3
Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,Oliver Parker,"I cannot find this information in the provided context. The context only mentions the existence of a ""British series"" and two films, but does not provide information about who directed the second film.",hcpc_v1,0.5341,False,0.7085,False,-1.0,hotpotqa,llama3
Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,Oliver Parker,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.6703,False,0.3739,hotpotqa,llama3
George Gershwin is an American Composer and Judith Weir is a composer from which country?,a British composer,"I can find this information in the provided context!

According to the context, George Gershwin was an American composer. There is no mention of Judith Weir or her nationality in the provided context. Therefore, I cannot answer your question about Judith Weir's country of origin.

Answer: I cannot find this information in the provided context.",baseline,0.623,False,0.6711,False,-1.0,hotpotqa,llama3
George Gershwin is an American Composer and Judith Weir is a composer from which country?,a British composer,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.7026,False,-1.0,hotpotqa,llama3
George Gershwin is an American Composer and Judith Weir is a composer from which country?,a British composer,"I can find this information in the provided context!

According to the context, George Gershwin was an American composer. There is no mention of Judith Weir or her nationality in the provided context.

So, I cannot answer your question about Judith Weir's country of origin based on the given context.",hcpc_v2,0.5853,False,0.6711,True,0.6105,hotpotqa,llama3
What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,Rafael Márquez,"According to the provided context, Rafael Márquez Méndez is Juan Manuel Márquez's younger brother.",baseline,0.876,False,0.5923,False,-1.0,hotpotqa,llama3
What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,Rafael Márquez,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.6892,False,-1.0,hotpotqa,llama3
What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,Rafael Márquez,"According to the provided context, Rafael Márquez Méndez is Juan Manuel Márquez's younger brother.",hcpc_v2,0.876,False,0.5923,False,0.7006,hotpotqa,llama3
The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea,South Korea.,baseline,0.5936,False,0.7425,False,-1.0,hotpotqa,llama3
The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea,South Korea.,hcpc_v1,0.5936,False,0.7366,False,-1.0,hotpotqa,llama3
The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea,South Korea.,hcpc_v2,0.5936,False,0.7425,False,0.4917,hotpotqa,llama3
Ruddles Brewery is owned by a pub retailer and brewer based in what city?,Bury St Edmunds,Bury St Edmunds.,baseline,0.4009,True,0.6521,False,-1.0,hotpotqa,llama3
Ruddles Brewery is owned by a pub retailer and brewer based in what city?,Bury St Edmunds,Bury St Edmunds.,hcpc_v1,0.4009,True,0.6521,False,-1.0,hotpotqa,llama3
Ruddles Brewery is owned by a pub retailer and brewer based in what city?,Bury St Edmunds,Bury St Edmunds.,hcpc_v2,0.4009,True,0.6521,False,0.4656,hotpotqa,llama3
The creator of the Lisa Simpson character was born in what year?,1954,"According to the provided context, Matt Groening created the Lisa Simpson character while waiting to meet James L. Brooks. There is no information about when Matt Groening was born. Therefore:

I cannot find this information in the provided context.",baseline,0.575,False,0.7129,False,-1.0,hotpotqa,llama3
The creator of the Lisa Simpson character was born in what year?,1954,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.7148,False,-1.0,hotpotqa,llama3
The creator of the Lisa Simpson character was born in what year?,1954,"According to the provided context, Matt Groening created the Lisa Simpson character while waiting to meet James L. Brooks. There is no information about the birth year of Matt Groening in this context.

So, I cannot find this information in the provided context.",hcpc_v2,0.559,False,0.7129,False,0.6583,hotpotqa,llama3
Where is the international airport which Eagle Aviation wet lease operations were based in located ,France.,"According to the provided context, Eagle Aviation France's wet lease operations were based at Charles de Gaulle Airport in Paris.",baseline,0.7926,False,0.5886,False,-1.0,hotpotqa,llama3
Where is the international airport which Eagle Aviation wet lease operations were based in located ,France.,"According to the provided context, the international airport where Eagle Aviation's wet lease operations were based is Charles de Gaulle Airport in Paris.",hcpc_v1,0.6457,False,0.5733,False,-1.0,hotpotqa,llama3
Where is the international airport which Eagle Aviation wet lease operations were based in located ,France.,"According to the provided context, Eagle Aviation France's wet lease operations were based at Charles de Gaulle Airport in Paris.",hcpc_v2,0.7926,False,0.5902,True,0.416,hotpotqa,llama3
What occupation was shared by David Yates and Pietro Germi?,director,I cannot find this information in the provided context.,baseline,0.5531,False,0.449,False,-1.0,hotpotqa,llama3
What occupation was shared by David Yates and Pietro Germi?,director,"According to the provided context, both David Yates and Pietro Germi were filmmakers, but they did not share the same occupation. Pietro Germi was an actor, screenwriter, and director, while David Yates is a filmmaker who has directed feature films, short films, and television productions.

So, I cannot find this information in the provided context.",hcpc_v1,0.5367,False,0.4846,False,-1.0,hotpotqa,llama3
What occupation was shared by David Yates and Pietro Germi?,director,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.449,True,0.2217,hotpotqa,llama3
