question,ground_truth,answer,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,dataset,model
when was coffee first made into a drink,the 15th century,"The earliest substantiated evidence of either coffee drinking or knowledge of the coffee tree is from the 15th century, in the Sufi monasteries of Yemen. However, the exact timing within that century when coffee was first made into a drink is not specified in the provided context. The context also mentions that the roasted beans were ground up and dissolved in hot water to yield the world's first cup of coffee, but it does not provide a specific date or year for this event.",hcpc_v1,0.458,True,0.6707,False,-1.0,naturalqs,qwen2.5
when was coffee first made into a drink,the 15th century,"The earliest substantiated evidence of either coffee drinking or knowledge of the coffee tree is from the 15th century, in the Sufi monasteries of Yemen. However, there is an apocryphal story suggesting that the first cup of coffee was made when roasted beans were ground up and dissolved in hot water after being brought to a monk by a curious Bedouin.",hcpc_v2,0.5178,False,0.6405,False,0.7522,naturalqs,qwen2.5
what is the term for circular movement around a central point,Coriolis effect,"The term for circular movement around a central point, as mentioned in the provided context, is not directly stated. However, it can be inferred that this relates to the rotating reference frame and the centrifugal force described, which acts outwards in the radial direction from the axis of rotation.",baseline,0.721,False,0.5274,False,-1.0,naturalqs,qwen2.5
what is the term for circular movement around a central point,Coriolis effect,"I cannot find this information in the provided context. The context mentions centrifugal force and Coriolis effect, but does not directly define or use the term ""circular movement around a central point.""",hcpc_v1,0.6307,False,0.5362,False,-1.0,naturalqs,qwen2.5
what is the term for circular movement around a central point,Coriolis effect,"The term for circular movement around a central point, as mentioned in the provided context, is not explicitly stated. However, it can be inferred that the rotating reference frame and its axis of rotation relate to this concept. The centrifugal force acts outwards in the radial direction, indicating movement around a central point or axis of rotation.",hcpc_v2,0.7285,False,0.5252,True,0.7059,naturalqs,qwen2.5
why were the wars between rome and carthage called the punic wars,"the Latin word Punicus (or Poenicus), meaning ""Carthaginian"", with reference to the Carthaginians' Phoenician ancestry","The term Punic comes from the Latin word Punicus (or Poenicus), meaning ""Carthaginian,"" with reference to the Carthaginians' Phoenician ancestry. Therefore, these wars were called the Punic Wars because they involved Carthage, which was of Phoenician origin.",baseline,0.8475,False,0.8316,False,-1.0,naturalqs,qwen2.5
why were the wars between rome and carthage called the punic wars,"the Latin word Punicus (or Poenicus), meaning ""Carthaginian"", with reference to the Carthaginians' Phoenician ancestry","The term Punic comes from the Latin word Punicus (or Poenicus), meaning ""Carthaginian,"" with reference to the Carthaginians' Phoenician ancestry. Therefore, these wars were called the Punic Wars because they involved Carthage, which was of Phoenician origin.",hcpc_v1,0.8475,False,0.8316,False,-1.0,naturalqs,qwen2.5
why were the wars between rome and carthage called the punic wars,"the Latin word Punicus (or Poenicus), meaning ""Carthaginian"", with reference to the Carthaginians' Phoenician ancestry","The term Punic comes from the Latin word Punicus (or Poenicus), meaning ""Carthaginian,"" with reference to the Carthaginians' Phoenician ancestry. Therefore, these wars were called the Punic Wars because they involved Carthage, which was of Phoenician origin.",hcpc_v2,0.8475,False,0.8316,False,0.7644,naturalqs,qwen2.5
what is a e8 in the marine corps,Master sergeant,"The E-8 level in the Marine Corps has two ranks per pay grade, each with different responsibilities. However, specific details about these ranks are not provided in the given context.",baseline,0.6715,False,0.4483,False,-1.0,naturalqs,qwen2.5
what is a e8 in the marine corps,Master sergeant,"Based on the provided context, an E-8 in the Marine Corps has two ranks at that pay grade, each with different responsibilities. However, specific details about the roles and insignia of E-8 are not provided in this context.",hcpc_v1,0.5681,False,0.5525,False,-1.0,naturalqs,qwen2.5
what is a e8 in the marine corps,Master sergeant,"The E-8 level in the Marine Corps has two ranks per pay grade, each with different responsibilities. However, specific details about these ranks are not provided in the given context.",hcpc_v2,0.6715,False,0.4434,True,0.6481,naturalqs,qwen2.5
what is the processor for google nexus 5,a 2.26 GHz quad-core Snapdragon 800 processor,The Nexus 5 is powered by a 2.26 GHz quad-core Snapdragon 800 processor.,baseline,0.6287,False,0.6059,False,-1.0,naturalqs,qwen2.5
what is the processor for google nexus 5,a 2.26 GHz quad-core Snapdragon 800 processor,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.6048,False,-1.0,naturalqs,qwen2.5
what is the processor for google nexus 5,a 2.26 GHz quad-core Snapdragon 800 processor,The Nexus 5 is powered by a 2.26 GHz quad-core Snapdragon 800 processor.,hcpc_v2,0.6287,False,0.6059,False,0.6435,naturalqs,qwen2.5
when was the land rover defender first built,in the 1980s,"The Land Rover Defender, now known as the Defender, began in 1983 as the Land Rover 110.",baseline,0.558,False,0.7765,False,-1.0,naturalqs,qwen2.5
when was the land rover defender first built,in the 1980s,"The Land Rover Defender, now known as the Defender, began in 1983 as the Land Rover 110.",hcpc_v1,0.558,False,0.7684,False,-1.0,naturalqs,qwen2.5
when was the land rover defender first built,in the 1980s,"The Land Rover Defender, now known as the Defender, began in 1983 as the Land Rover 110.",hcpc_v2,0.558,False,0.7765,False,0.6377,naturalqs,qwen2.5
who played joey's agent estelle on friends,June Gable,June Gable played Joey's agent Estelle Leonard on the NBC sitcom Friends.,baseline,0.8069,False,0.6879,False,-1.0,naturalqs,qwen2.5
who played joey's agent estelle on friends,June Gable,June Gable played Joey's agent Estelle Leonard on Friends from 1994 to 2004.,hcpc_v1,0.7643,False,0.7956,False,-1.0,naturalqs,qwen2.5
who played joey's agent estelle on friends,June Gable,June Gable played Joey's agent Estelle Leonard on the NBC sitcom Friends.,hcpc_v2,0.8069,False,0.6879,False,0.6945,naturalqs,qwen2.5
who is the original singer of i write sins not tragedies,Panic! at the Disco,"The original singer of ""I Write Sins Not Tragedies"" is Panic! at the Disco.",baseline,0.7521,False,0.812,False,-1.0,naturalqs,qwen2.5
who is the original singer of i write sins not tragedies,Panic! at the Disco,"The original singer of ""I Write Sins Not Tragedies"" is Panic! at the Disco.",hcpc_v1,0.7521,False,0.7936,False,-1.0,naturalqs,qwen2.5
who is the original singer of i write sins not tragedies,Panic! at the Disco,"The original singer of ""I Write Sins Not Tragedies"" is Panic! at the Disco.",hcpc_v2,0.7521,False,0.812,False,0.7171,naturalqs,qwen2.5
what is the main mineral in lithium batteries,lithium,I cannot find this information in the provided context. The given text does not mention any specific minerals used in lithium batteries.,baseline,0.6579,False,0.6808,False,-1.0,naturalqs,qwen2.5
what is the main mineral in lithium batteries,lithium,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.6639,False,-1.0,naturalqs,qwen2.5
what is the main mineral in lithium batteries,lithium,I cannot find this information in the provided context. The given text does not mention any specific minerals used in lithium batteries.,hcpc_v2,0.6579,False,0.6725,True,0.6834,naturalqs,qwen2.5
what was the name of the plant on little shop of horrors,Audrey II,"The plant in Little Shop of Horrors is Audrey II. This information can be inferred from the context which mentions ""a geeky florist shop worker who finds out his venus fly trap can speak"" and ""Menken and Ashman's Off - Broadway musical was based on the low - budget 1960 film The Little Shop of Horrors, directed by Roger Corman,"" where Audrey II is a well-known character.",baseline,0.6773,False,0.7053,False,-1.0,naturalqs,qwen2.5
what was the name of the plant on little shop of horrors,Audrey II,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.6852,False,-1.0,naturalqs,qwen2.5
what was the name of the plant on little shop of horrors,Audrey II,"The plant in Little Shop of Horrors is Audrey II. This information can be inferred from the context which mentions ""a geeky florist shop worker who finds out his venus fly trap can speak"" and ""Menken and Ashman's Off - Broadway musical was based on the low - budget 1960 film The Little Shop of Horrors, directed by Roger Corman."" While ""venus fly trap"" is mentioned, the context later refers to it as Audrey II in the theatrical and director's cuts.",hcpc_v2,0.6787,False,0.7053,False,0.6802,naturalqs,qwen2.5
where do they drop in game of games,a chute beneath his or her feet,I cannot find this information in the provided context.,baseline,0.5531,False,0.3644,False,-1.0,naturalqs,qwen2.5
where do they drop in game of games,a chute beneath his or her feet,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.3983,False,-1.0,naturalqs,qwen2.5
where do they drop in game of games,a chute beneath his or her feet,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.3644,True,0.0455,naturalqs,qwen2.5
when did the movie karate kid come out,2010,"The context does not provide a specific release year for the movie The Karate Kid. It mentions that Smith starred in it in 2010, but this likely refers to the start of filming or promotion rather than the release year. Based solely on the given information, I cannot find this specific information.",baseline,0.3635,True,0.3945,False,-1.0,naturalqs,qwen2.5
when did the movie karate kid come out,2010,I cannot find this information in the provided context. The context does not specify when the original Karate Kid movie came out. It only mentions plans for a sequel and Smith's involvement in other films.,hcpc_v1,0.6951,False,0.6238,False,-1.0,naturalqs,qwen2.5
when did the movie karate kid come out,2010,"The context does not provide a specific release year for the 2010 film The Karate Kid. It only mentions that Smith starred in it along with Jackie Chan in 2010. To accurately answer when the movie came out, additional information would be needed.",hcpc_v2,0.8066,False,0.3945,False,0.7514,naturalqs,qwen2.5
how does the cash cab guy read the questions,by way of a walkie-talkie and earpiece worn by the host,I cannot find this information in the provided context.,baseline,0.5531,False,0.4933,False,-1.0,naturalqs,qwen2.5
how does the cash cab guy read the questions,by way of a walkie-talkie and earpiece worn by the host,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.486,False,-1.0,naturalqs,qwen2.5
how does the cash cab guy read the questions,by way of a walkie-talkie and earpiece worn by the host,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.4933,True,0.6006,naturalqs,qwen2.5
what is the purpose of a continuing resolution,continues the pre-existing appropriations at the same levels as the previous fiscal year (or with minor modifications) for a set amount of time,I cannot find this information in the provided context. The context mentions that a continuing resolution is a type of appropriations legislation but does not specify its purpose.,baseline,0.6035,False,0.6054,False,-1.0,naturalqs,qwen2.5
what is the purpose of a continuing resolution,continues the pre-existing appropriations at the same levels as the previous fiscal year (or with minor modifications) for a set amount of time,I cannot find this information in the provided context. The given context only states that a continuing resolution is a type of appropriations legislation but does not provide details about its purpose.,hcpc_v1,0.6271,False,0.6652,False,-1.0,naturalqs,qwen2.5
what is the purpose of a continuing resolution,continues the pre-existing appropriations at the same levels as the previous fiscal year (or with minor modifications) for a set amount of time,I cannot find this information in the provided context. The context mentions that a continuing resolution is a type of appropriations legislation but does not specify its purpose.,hcpc_v2,0.6035,False,0.6054,False,0.6047,naturalqs,qwen2.5
how many hoops are used in a game of croquet,eight,"The context provided does not specify the exact number of hoops used in a game of croquet. It mentions that the game involves hitting balls through hoops, often called ""wickets"" in the United States, but it does not state how many there are. Therefore, I cannot find this information in the provided context.",baseline,0.6634,False,0.7072,False,-1.0,naturalqs,qwen2.5
how many hoops are used in a game of croquet,eight,"Based on the provided context, the number of hoops used in a game of croquet is not explicitly stated. However, it mentions variations such as ""American six-wicket"" and ""Nine-wicket,"" suggesting that the number of wickets (which are often called ""hoops"" in this context) can vary.",hcpc_v1,0.5725,False,0.7439,False,-1.0,naturalqs,qwen2.5
how many hoops are used in a game of croquet,eight,"The context provided does not specify the exact number of hoops used in a game of croquet. It mentions that the game involves hitting balls through hoops, often called ""wickets"" in the United States, but it does not state how many there are. Therefore, I cannot find this information in the provided context.",hcpc_v2,0.6634,False,0.7072,True,0.649,naturalqs,qwen2.5
how tall is the actor who plays hagrid in harry potter,6ft 1in,The actor who plays Hagrid in Harry Potter is 6 ft 1 in (185 cm) tall.,baseline,0.7354,False,0.3052,False,-1.0,naturalqs,qwen2.5
how tall is the actor who plays hagrid in harry potter,6ft 1in,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.6063,False,-1.0,naturalqs,qwen2.5
how tall is the actor who plays hagrid in harry potter,6ft 1in,The actor who plays Hagrid in Harry Potter is 6 ft 1 in (185 cm) tall.,hcpc_v2,0.7354,False,0.3052,True,0.7054,naturalqs,qwen2.5
what areas of africa were involved in colonization,almost 90 percent of the continent,"Based on the provided context, several areas of Africa were involved in colonization by European powers during the Scramble for Africa. These include:

- Tunisia (1881)
- Sudan (1881)
- Egypt (1882)
- Wassoulou (1883 and 1894)
- Eritrea (1887)
- Dahomey (1890, 1892)
- Matabeleland (1893, 1896)
- Ashanti (1895)
- Ethiopia (1895 and 1896)
- Zanzibar (1896)
- Benin (1897)
- Namibia (1904)
- Tanganyika (1905)
- Morocco (1905)

Additionally, the context mentions that by 1913, areas of Africa controlled by European colonial powers were shown along with current national boundaries.",baseline,0.5096,False,0.6317,False,-1.0,naturalqs,qwen2.5
what areas of africa were involved in colonization,almost 90 percent of the continent,"The provided context does not specify which particular areas of Africa were involved in colonization. It mentions that there was a ""Scramble for Africa"" and refers to European colonial powers controlling various parts of Africa by 1913, but it does not list these areas explicitly. For specific areas controlled by different European powers, one would need to refer to the map mentioned as ""Areas of Africa controlled by European colonial powers in 1913, shown along with current national boundaries."" I cannot find this information in the provided context.",hcpc_v1,0.6601,False,0.6905,False,-1.0,naturalqs,qwen2.5
what areas of africa were involved in colonization,almost 90 percent of the continent,"Based on the provided context, several areas of Africa were involved in colonization by European powers during the Scramble for Africa period. These include:

- Tunisia (1881)
- Sudan (1881)
- Egypt (1882)
- Wassoulou (1883 and 1894)
- Eritrea (1887)
- Dahomey (1890, 1892)
- Matabeleland (1893, 1896)
- Ashanti (1895)
- Ethiopia (1895 and 1896)
- Zanzibar (1896)
- Benin (1897)
- Chad (1898) (Kousséri)
- South Africa (1899)
- Namibia (1904)
- Tanganyika (1905)
- Morocco (1905)

These entries indicate the years in which these areas were colonized by European powers.",hcpc_v2,0.5993,False,0.6317,False,0.6685,naturalqs,qwen2.5
what college does everyone in gossip girl go to,New York University,I cannot find this information in the provided context.,baseline,0.5531,False,0.5621,False,-1.0,naturalqs,qwen2.5
what college does everyone in gossip girl go to,New York University,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.5856,False,-1.0,naturalqs,qwen2.5
what college does everyone in gossip girl go to,New York University,I cannot find this information in the provided context. The given context does not mention any specific colleges that the characters attend after high school.,hcpc_v2,0.7363,False,0.5621,False,0.4497,naturalqs,qwen2.5
the area enclosed by hysteresis loop is a measure of,energy loss,"The area enclosed by a hysteresis loop is a measure of dissipation, which is a common side effect in natural systems associated with irreversible thermodynamic change.",baseline,0.6092,False,0.5934,False,-1.0,naturalqs,qwen2.5
the area enclosed by hysteresis loop is a measure of,energy loss,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.5994,False,-1.0,naturalqs,qwen2.5
the area enclosed by hysteresis loop is a measure of,energy loss,"The area enclosed by a hysteresis loop is a measure of dissipation, which is a common side effect in natural systems associated with irreversible thermodynamic change.",hcpc_v2,0.6092,False,0.5934,True,0.7664,naturalqs,qwen2.5
what written material is included in the talmud,"the Mishnah (Hebrew: משנה, c. 200 CE), a written compendium of Rabbinic Judaism's Oral Torah","The Talmud includes teachings and opinions of thousands of rabbis dating from before the Common Era through the fifth century CE, covering a variety of subjects such as Halakha (law), Jewish ethics, philosophy, customs, history, lore, and many other topics.",baseline,0.8711,False,0.6857,False,-1.0,naturalqs,qwen2.5
what written material is included in the talmud,"the Mishnah (Hebrew: משנה, c. 200 CE), a written compendium of Rabbinic Judaism's Oral Torah","The entire Talmud consists of the Mishnah and Gemara together. It includes 63 tractates and is over 6,200 pages long in standard print.",hcpc_v1,0.8994,False,0.6387,False,-1.0,naturalqs,qwen2.5
what written material is included in the talmud,"the Mishnah (Hebrew: משנה, c. 200 CE), a written compendium of Rabbinic Judaism's Oral Torah","The Talmud includes teachings and opinions of thousands of rabbis, dating from before the Common Era through the fifth century CE, on a variety of subjects including Halakha (law), Jewish ethics, philosophy, customs, history, lore, and many other topics.",hcpc_v2,0.8687,False,0.6857,False,0.7151,naturalqs,qwen2.5
who plays dawn on nicky ricky dicky and dawn,Lizzy Greene,Dawn is played by Kyla - Drew Simmons.,baseline,0.8784,False,0.8076,False,-1.0,naturalqs,qwen2.5
who plays dawn on nicky ricky dicky and dawn,Lizzy Greene,Dawn is played by Kyla - Drew Simmons.,hcpc_v1,0.8784,False,0.8076,False,-1.0,naturalqs,qwen2.5
who plays dawn on nicky ricky dicky and dawn,Lizzy Greene,Dawn is played by Kyla - Drew Simmons.,hcpc_v2,0.8784,False,0.8076,False,0.8327,naturalqs,qwen2.5
who was the movie citizen kane based on,"based in part upon the American newspaper magnate William Randolph Hearst, Chicago tycoons Samuel Insull and Harold McCormick, and aspects of Welles's own life","Citizen Kane is based in part upon the American newspaper magnate William Randolph Hearst, Chicago tycoons Samuel Insull and Harold McCormick, and aspects of Orson Welles's own life.",baseline,0.6076,False,0.6505,False,-1.0,naturalqs,qwen2.5
who was the movie citizen kane based on,"based in part upon the American newspaper magnate William Randolph Hearst, Chicago tycoons Samuel Insull and Harold McCormick, and aspects of Welles's own life","Citizen Kane is based in part upon the American newspaper magnate William Randolph Hearst, Chicago tycoons Samuel Insull and Harold McCormick, and aspects of Orson Welles's own life.",hcpc_v1,0.6076,False,0.646,False,-1.0,naturalqs,qwen2.5
who was the movie citizen kane based on,"based in part upon the American newspaper magnate William Randolph Hearst, Chicago tycoons Samuel Insull and Harold McCormick, and aspects of Welles's own life","Citizen Kane is based in part upon the American newspaper magnate William Randolph Hearst, Chicago tycoons Samuel Insull and Harold McCormick, and aspects of Orson Welles's own life.",hcpc_v2,0.6076,False,0.6505,False,0.6529,naturalqs,qwen2.5
who sings the songs in crazy ex girlfriend,Rachel Bloom,"Rachel Bloom sings the opening theme song ""Crazy Ex-Girlfriend"" for season 1, and also performs ""I'm Just a Girl in Love"" for season 2, and ""You Do / You Don't Wanna Be Crazy"" for season 3 of the TV series.",baseline,0.2376,True,0.653,False,-1.0,naturalqs,qwen2.5
who sings the songs in crazy ex girlfriend,Rachel Bloom,"According to the provided context, Rachel Bloom sings ""You Do/You Don't Wanna Be Crazy"" which is from season 3 of the TV series.",hcpc_v1,0.8565,False,0.6333,False,-1.0,naturalqs,qwen2.5
who sings the songs in crazy ex girlfriend,Rachel Bloom,"Rachel Bloom sings the opening theme song ""Crazy Ex-Girlfriend"" for season 1, and also performs ""I'm Just a Girl in Love"" for season 2, and ""You Do / You Don't Wanna Be Crazy"" for season 3 of the TV series.",hcpc_v2,0.2376,True,0.653,False,0.4936,naturalqs,qwen2.5
when does nathan get in a car accident,"""The Show Must Go On""",I cannot find this information in the provided context.,baseline,0.5531,False,0.4286,False,-1.0,naturalqs,qwen2.5
when does nathan get in a car accident,"""The Show Must Go On""",I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.4447,False,-1.0,naturalqs,qwen2.5
when does nathan get in a car accident,"""The Show Must Go On""",I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.4305,True,0.6108,naturalqs,qwen2.5
when is the world consumer right day celebrated,15 March every year,World Consumer Rights Day is celebrated on 15 March every year.,baseline,0.8325,False,0.5059,False,-1.0,naturalqs,qwen2.5
when is the world consumer right day celebrated,15 March every year,World Consumer Rights Day is celebrated annually.,hcpc_v1,0.8324,False,0.7535,False,-1.0,naturalqs,qwen2.5
when is the world consumer right day celebrated,15 March every year,World Consumer Rights Day is celebrated on 15 March every year.,hcpc_v2,0.8325,False,0.5059,False,0.5612,naturalqs,qwen2.5
how much square feet is a basketball court,94 by 50 feet,"Based on the information provided, an NBA basketball court is 94 by 50 feet. To calculate the area in square feet:

\[ \text{Area} = \text{Length} \times \text{Width} = 94 \, \text{feet} \times 50 \, \text{feet} = 4700 \, \text{square feet} \]

For FIBA rules, the court measures exactly 28 by 15 metres. Converting this to square feet (1 square meter ≈ 10.764 square feet):

\[ \text{Area} = 28 \, \text{meters} \times 15 \, \text{meters} \approx 420 \, \text{square meters} \times 10.764 \approx 4521.88 \, \text{square feet} \]

So, a basketball court in the NBA is approximately 4700 square feet, and under FIBA rules, it is approximately 4521.88 square feet.",baseline,0.5841,False,0.6751,False,-1.0,naturalqs,qwen2.5
how much square feet is a basketball court,94 by 50 feet,"To calculate the area in square feet, we use the dimensions provided for an NBA court, which are 94 feet by 50 feet.

Area = Length × Width
Area = 94 ft × 50 ft
Area = 4700 square feet

Therefore, based on the context provided, a basketball court in the National Basketball Association (NBA) is 4700 square feet.",hcpc_v1,0.5393,False,0.7142,False,-1.0,naturalqs,qwen2.5
how much square feet is a basketball court,94 by 50 feet,"Based on the provided context, an NBA basketball court is 94 by 50 feet. To calculate the area in square feet:

\[ \text{Area} = \text{Length} \times \text{Width} = 94 \, \text{feet} \times 50 \, \text{feet} = 4700 \, \text{square feet} \]

For FIBA rules, the court measures exactly 28 by 15 metres. Converting this to square feet (1 square meter ≈ 10.7639 square feet):

\[ \text{Area} = 28 \, \text{meters} \times 15 \, \text{meters} = 420 \, \text{square meters} \]
\[ \text{Area in square feet} ≈ 420 \times 10.7639 ≈ 4521.138 \, \text{square feet} \]

So, a basketball court according to NBA rules is approximately 4700 square feet, and according to FIBA rules, it is approximately 4521.138 square feet.",hcpc_v2,0.5118,False,0.6751,False,0.6599,naturalqs,qwen2.5
where did the rulers of the qing dynasty originate,Manchuria,The rulers of the Qing dynasty originated from the Jurchen Aisin Gioro clan in Manchuria.,baseline,0.6665,False,0.7352,False,-1.0,naturalqs,qwen2.5
where did the rulers of the qing dynasty originate,Manchuria,I cannot find this information in the provided context. The given text does not specify the origin of the Qing dynasty's rulers.,hcpc_v1,0.6274,False,0.717,False,-1.0,naturalqs,qwen2.5
where did the rulers of the qing dynasty originate,Manchuria,The rulers of the Qing dynasty originated from the Jurchen Aisin Gioro clan in Manchuria.,hcpc_v2,0.6665,False,0.7352,False,0.6197,naturalqs,qwen2.5
