question,ground_truth,answer,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,dataset,model
What stadium did Super Bowl 50 take place in?,Levi's Stadium,"According to the provided context, Super Bowl 50 took place at Levi's Stadium.",baseline,0.8599,False,0.6693,False,-1.0,squad,llama3
What stadium did Super Bowl 50 take place in?,Levi's Stadium,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.6331,False,-1.0,squad,llama3
What stadium did Super Bowl 50 take place in?,Levi's Stadium,"According to the provided context, Super Bowl 50 took place at Levi's Stadium.",hcpc_v2,0.8599,False,0.6693,False,0.6083,squad,llama3
What was the final score of Super Bowl 50? ,24–10,The Broncos defeated the Carolina Panthers 24–10 to earn their third Super Bowl title.,baseline,0.8929,False,0.584,False,-1.0,squad,llama3
What was the final score of Super Bowl 50? ,24–10,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.562,False,-1.0,squad,llama3
What was the final score of Super Bowl 50? ,24–10,The Broncos defeated the Carolina Panthers 24–10.,hcpc_v2,0.8904,False,0.584,True,0.5147,squad,llama3
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016","According to the provided context, Super Bowl 50 took place on February 7, 2016.",baseline,0.867,False,0.625,False,-1.0,squad,llama3
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016",I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.6258,False,-1.0,squad,llama3
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016","According to the provided context, Super Bowl 50 took place on February 7, 2016.",hcpc_v2,0.867,False,0.625,True,0.5722,squad,llama3
What year was Super Bowl 50?,2015,"According to the provided context, Super Bowl 50 took place in 2016.",baseline,0.6979,False,0.6133,False,-1.0,squad,llama3
What year was Super Bowl 50?,2015,"According to the provided context, the answer is:

2015",hcpc_v1,0.6686,False,0.6094,False,-1.0,squad,llama3
What year was Super Bowl 50?,2015,"According to the provided context, Super Bowl 50 took place in 2016.",hcpc_v2,0.6979,False,0.6133,False,0.5294,squad,llama3
What team was the AFC champion?,Denver Broncos,The answer is: Denver Broncos.,baseline,0.8254,False,0.5751,False,-1.0,squad,llama3
What team was the AFC champion?,Denver Broncos,The answer is: Denver Broncos,hcpc_v1,0.8254,False,0.6233,False,-1.0,squad,llama3
What team was the AFC champion?,Denver Broncos,The answer is: Denver Broncos.,hcpc_v2,0.8254,False,0.5751,False,0.5132,squad,llama3
What team was the NFC champion?,Carolina Panthers,The answer is: Carolina Panthers.,baseline,0.8165,False,0.6039,False,-1.0,squad,llama3
What team was the NFC champion?,Carolina Panthers,"According to the provided context, the NFC champion was the Carolina Panthers.",hcpc_v1,0.8641,False,0.6636,False,-1.0,squad,llama3
What team was the NFC champion?,Carolina Panthers,The Panthers were the NFC champion.,hcpc_v2,0.665,False,0.6039,False,0.552,squad,llama3
Who won Super Bowl 50?,Denver Broncos,The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6268,False,-1.0,squad,llama3
Who won Super Bowl 50?,Denver Broncos,The Broncos!,hcpc_v1,0.7847,False,0.5921,False,-1.0,squad,llama3
Who won Super Bowl 50?,Denver Broncos,The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.6246,True,0.5701,squad,llama3
Super Bowl 50 determined the NFL champion for what season?,2015,The answer is: the 2015 season.,baseline,0.7723,False,0.6236,False,-1.0,squad,llama3
Super Bowl 50 determined the NFL champion for what season?,2015,The answer is: the 2015 season.,hcpc_v1,0.7723,False,0.6186,False,-1.0,squad,llama3
Super Bowl 50 determined the NFL champion for what season?,2015,The answer is: the 2015 season.,hcpc_v2,0.7723,False,0.6236,True,0.4842,squad,llama3
Which team won Super Bowl 50.,Denver Broncos,The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6228,False,-1.0,squad,llama3
Which team won Super Bowl 50.,Denver Broncos,The Broncos won Super Bowl 50.,hcpc_v1,0.8937,False,0.6155,False,-1.0,squad,llama3
Which team won Super Bowl 50.,Denver Broncos,The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.6228,False,0.5701,squad,llama3
Where was Super Bowl 50 held?,"Santa Clara, California.","According to the provided context, Super Bowl 50 was held at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",baseline,0.9858,False,0.6592,False,-1.0,squad,llama3
Where was Super Bowl 50 held?,"Santa Clara, California.",I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.6366,False,-1.0,squad,llama3
Where was Super Bowl 50 held?,"Santa Clara, California.","According to the provided context, Super Bowl 50 was held at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",hcpc_v2,0.9858,False,0.6592,False,0.6083,squad,llama3
The name of the NFL championship game is?,Super Bowl,"According to the provided context, the name of the NFL championship game is ""Super Bowl"".",baseline,0.8353,False,0.5081,False,-1.0,squad,llama3
The name of the NFL championship game is?,Super Bowl,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.5113,False,-1.0,squad,llama3
The name of the NFL championship game is?,Super Bowl,Super Bowl.,hcpc_v2,1.0,False,0.5081,True,0.5192,squad,llama3
What 2015 NFL team one the AFC playoff?,Denver Broncos,"According to the provided context, the Broncos finished the regular season with a 12–4 record and earned home-field advantage throughout the AFC playoffs. Therefore, the answer is:

The Denver Broncos won the AFC playoff in 2015.",baseline,0.7535,False,0.5456,False,-1.0,squad,llama3
What 2015 NFL team one the AFC playoff?,Denver Broncos,"Based on the provided context, the answer is:

The Broncos.",hcpc_v1,0.6261,False,0.5624,False,-1.0,squad,llama3
What 2015 NFL team one the AFC playoff?,Denver Broncos,The Denver Broncos finished the regular season with a 12–4 record and earned home-field advantage throughout the AFC playoffs.,hcpc_v2,0.6197,False,0.5456,False,0.5132,squad,llama3
