question,ground_truth,answer,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,dataset,model
Which British city is served by Eastleigh airport?,Southampton,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.579,False,0.6977,triviaqa,qwen2.5
The plant Atropa Belladonna is better known as what?,Deadly Nightshade,Atropa belladonna is better known as Deadly Nightshade.,baseline,0.6222,False,0.8118,False,-1.0,triviaqa,qwen2.5
The plant Atropa Belladonna is better known as what?,Deadly Nightshade,Atropa belladonna is better known as Deadly Nightshade.,hcpc_v1,0.6222,False,0.8118,False,-1.0,triviaqa,qwen2.5
The plant Atropa Belladonna is better known as what?,Deadly Nightshade,Atropa belladonna is better known as Deadly Nightshade.,hcpc_v2,0.6222,False,0.8118,False,0.7773,triviaqa,qwen2.5
"""What kind of character is """"Touchstone"""", who appears in Shakespeare's """"As You Like It""""?""",Clown,"I cannot find this information in the provided context. The context mentions Touchstone, but does not provide details about his character type or role in the play.",baseline,0.7429,False,0.5181,False,-1.0,triviaqa,qwen2.5
"""What kind of character is """"Touchstone"""", who appears in Shakespeare's """"As You Like It""""?""",Clown,I cannot find this information in the provided context. The given context does not specify what type of character Touchstone is or his role in the play.,hcpc_v1,0.6719,False,0.5107,False,-1.0,triviaqa,qwen2.5
"""What kind of character is """"Touchstone"""", who appears in Shakespeare's """"As You Like It""""?""",Clown,"I cannot find this information in the provided context. The context mentions Touchstone, but does not provide details about his character type or role in the play.",hcpc_v2,0.7429,False,0.5181,True,0.4956,triviaqa,qwen2.5
Nguyen Tan Dung became Prime Minister of which country in June 2006?,Vietnam,Nguyễn Tấn Dũng became Prime Minister of Vietnam in June 2006.,baseline,0.7376,False,0.762,False,-1.0,triviaqa,qwen2.5
Nguyen Tan Dung became Prime Minister of which country in June 2006?,Vietnam,Nguyen Tan Dung became Prime Minister of Vietnam in June 2006.,hcpc_v1,0.7694,False,0.8084,False,-1.0,triviaqa,qwen2.5
Nguyen Tan Dung became Prime Minister of which country in June 2006?,Vietnam,Nguyễn Tấn Dũng became Prime Minister of Vietnam in June 2006.,hcpc_v2,0.7376,False,0.7627,True,0.6004,triviaqa,qwen2.5
"Opened in 1637, in which city was the first public opera house?",Venice,"The first public opera house opened in 1637 in Venice, Italy.",baseline,0.737,False,0.717,False,-1.0,triviaqa,qwen2.5
"Opened in 1637, in which city was the first public opera house?",Venice,"The first public opera house, Teatro San Cassiano, was opened in Venice, Italy.",hcpc_v1,0.8043,False,0.7226,False,-1.0,triviaqa,qwen2.5
"Opened in 1637, in which city was the first public opera house?",Venice,"The first public opera house, Teatro San Cassiano, opened in 1637 in Venice, Italy.",hcpc_v2,0.7927,False,0.717,False,0.6541,triviaqa,qwen2.5
"According to famous American architect Louis Henri Sullivan, known as the father of skyscrapers, ""form follows what""?",Function,"According to famous American architect Louis Henry Sullivan, ""form follows function.""",baseline,0.722,False,0.6715,False,-1.0,triviaqa,qwen2.5
"According to famous American architect Louis Henri Sullivan, known as the father of skyscrapers, ""form follows what""?",Function,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.7416,False,-1.0,triviaqa,qwen2.5
"According to famous American architect Louis Henri Sullivan, known as the father of skyscrapers, ""form follows what""?",Function,"According to famous American architect Louis Henry Sullivan, ""form follows function.""",hcpc_v2,0.722,False,0.6718,True,0.5759,triviaqa,qwen2.5
Which national anthem was originally called the 'War Song for the Rhine Army'?,MARSELLAISE,"""Chant de guerre pour l'Armée du Rhin"", which is also known as ""La Marseillaise"".",baseline,0.8878,False,0.5055,False,-1.0,triviaqa,qwen2.5
Which national anthem was originally called the 'War Song for the Rhine Army'?,MARSELLAISE,"I cannot find this information in the provided context. The context states that the song was titled ""Chant de guerre pour l'Armée du Rhin"" (English: ""War Song for the Army of the Rhine""), but it does not specify which national anthem this is referring to.",hcpc_v1,0.6312,False,0.6815,False,-1.0,triviaqa,qwen2.5
Which national anthem was originally called the 'War Song for the Rhine Army'?,MARSELLAISE,"""Chant de guerre pour l'Armée du Rhin"", which is also known as ""La Marseillaise"".",hcpc_v2,0.8878,False,0.5055,False,0.5986,triviaqa,qwen2.5
Gingivitis affects which part of the body,Gums,Gingivitis affects the gum tissue.,baseline,0.9431,False,0.6363,False,-1.0,triviaqa,qwen2.5
Gingivitis affects which part of the body,Gums,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.6928,False,-1.0,triviaqa,qwen2.5
Gingivitis affects which part of the body,Gums,Gingivitis affects the gum tissue.,hcpc_v2,0.9431,False,0.6395,True,0.6235,triviaqa,qwen2.5
Which is the only cactus fruit that is widely eaten?,PRICKLY PEAR,"I cannot find this information in the provided context. The context mentions that some cacti species are used for food, particularly their fruit, but it does not specify which particular fruit is widely eaten.",baseline,0.5962,False,0.5864,False,-1.0,triviaqa,qwen2.5
Which is the only cactus fruit that is widely eaten?,PRICKLY PEAR,"I cannot find this information in the provided context. The context mentions that cacti fruits are used for food, but it does not specify which particular cactus fruit is widely eaten.",hcpc_v1,0.5521,False,0.5566,False,-1.0,triviaqa,qwen2.5
Which is the only cactus fruit that is widely eaten?,PRICKLY PEAR,"I cannot find this information in the provided context. The context mentions that some cacti species are used for food, particularly their fruit, but it does not specify which particular fruit is widely eaten.",hcpc_v2,0.5962,False,0.5857,True,0.7345,triviaqa,qwen2.5
What is the only sequel to win an Academy Award for Best Picture?,The Godfather Part II,I cannot find this information in the provided context.,baseline,0.5531,False,0.6475,False,-1.0,triviaqa,qwen2.5
What is the only sequel to win an Academy Award for Best Picture?,The Godfather Part II,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.6496,False,-1.0,triviaqa,qwen2.5
What is the only sequel to win an Academy Award for Best Picture?,The Godfather Part II,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.6475,False,0.6211,triviaqa,qwen2.5
In children's TV by what name is Sir Topham Hatt better known,The Fat Controller,I cannot find this information in the provided context.,baseline,0.5531,False,0.616,False,-1.0,triviaqa,qwen2.5
In children's TV by what name is Sir Topham Hatt better known,The Fat Controller,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.7098,False,-1.0,triviaqa,qwen2.5
In children's TV by what name is Sir Topham Hatt better known,The Fat Controller,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.616,False,0.4972,triviaqa,qwen2.5
What was the previous name of the city of Maputo?,LOURENCO MARQUES,The previous name of the city of Maputo was Lourenço Marques before independence.,baseline,0.6036,False,0.6592,False,-1.0,triviaqa,qwen2.5
What was the previous name of the city of Maputo?,LOURENCO MARQUES,The previous name of the city of Maputo was Lourenço Marques before independence.,hcpc_v1,0.6036,False,0.7417,False,-1.0,triviaqa,qwen2.5
What was the previous name of the city of Maputo?,LOURENCO MARQUES,The previous name of the city of Maputo was Lourenço Marques before independence.,hcpc_v2,0.6036,False,0.6592,False,0.6485,triviaqa,qwen2.5
In which English city will you find the Ashmolean museum?,OXFORD,"The Ashmolean Museum is located in Oxford, England.",baseline,0.757,False,0.7031,False,-1.0,triviaqa,qwen2.5
In which English city will you find the Ashmolean museum?,OXFORD,Oxford,hcpc_v1,1.0,False,0.7135,False,-1.0,triviaqa,qwen2.5
In which English city will you find the Ashmolean museum?,OXFORD,"The Ashmolean Museum is located in Oxford, England.",hcpc_v2,0.757,False,0.7031,False,0.6094,triviaqa,qwen2.5
Which English town is home to the Stephen Joseph Theatre?,SCARBOROUGH,Scarborough,baseline,0.501,False,0.5951,False,-1.0,triviaqa,qwen2.5
Which English town is home to the Stephen Joseph Theatre?,SCARBOROUGH,Scarborough,hcpc_v1,0.501,False,0.6677,False,-1.0,triviaqa,qwen2.5
Which English town is home to the Stephen Joseph Theatre?,SCARBOROUGH,Scarborough,hcpc_v2,0.501,False,0.5941,True,0.437,triviaqa,qwen2.5
Author J.R.R. Tolkien was born in which country?,South Africa,"The context does not explicitly state the country of birth for J.R.R. Tolkien. Therefore, I cannot find this information in the provided context.",baseline,0.6401,False,0.5466,False,-1.0,triviaqa,qwen2.5
Author J.R.R. Tolkien was born in which country?,South Africa,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.676,False,-1.0,triviaqa,qwen2.5
Author J.R.R. Tolkien was born in which country?,South Africa,"The context does not explicitly state the country of birth for J.R.R. Tolkien. Therefore, I cannot find this information in the provided context.",hcpc_v2,0.6401,False,0.5466,False,0.5228,triviaqa,qwen2.5
Who is the only dwarf in the Disney tale of Snow White who wears spectacles?,DOC,I cannot find this information in the provided context.,baseline,0.5531,False,0.4012,False,-1.0,triviaqa,qwen2.5
Who is the only dwarf in the Disney tale of Snow White who wears spectacles?,DOC,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.5284,False,-1.0,triviaqa,qwen2.5
Who is the only dwarf in the Disney tale of Snow White who wears spectacles?,DOC,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.4012,True,0.7051,triviaqa,qwen2.5
What play was President Lincoln watching the night he was assassinated in 1865?,Our American Cousin,"President Lincoln was attending the play ""Our American Cousin"" at Ford's Theatre the night he was assassinated in 1865.",baseline,0.5105,False,0.6252,False,-1.0,triviaqa,qwen2.5
What play was President Lincoln watching the night he was assassinated in 1865?,Our American Cousin,"President Lincoln was watching the play ""Our American Cousin"" the night he was assassinated in 1865.",hcpc_v1,0.5897,False,0.6501,False,-1.0,triviaqa,qwen2.5
What play was President Lincoln watching the night he was assassinated in 1865?,Our American Cousin,"President Lincoln was attending the play ""Our American Cousin"" at Ford's Theatre the night he was assassinated in 1865.",hcpc_v2,0.5105,False,0.6252,False,0.5327,triviaqa,qwen2.5
Which musical instrument was patented in Berlin by Freidrich Buschmann in 1822,Accordion,I cannot find this information in the provided context.,baseline,0.5531,False,0.4632,False,-1.0,triviaqa,qwen2.5
Which musical instrument was patented in Berlin by Freidrich Buschmann in 1822,Accordion,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.4935,False,-1.0,triviaqa,qwen2.5
Which musical instrument was patented in Berlin by Freidrich Buschmann in 1822,Accordion,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.4688,True,0.5014,triviaqa,qwen2.5
In which form of pool (pocket billiards) are the balls formed into a diamond pattern?,Nine-ball,I cannot find this information in the provided context.,baseline,0.5531,False,0.5992,False,-1.0,triviaqa,qwen2.5
In which form of pool (pocket billiards) are the balls formed into a diamond pattern?,Nine-ball,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.6564,False,-1.0,triviaqa,qwen2.5
In which form of pool (pocket billiards) are the balls formed into a diamond pattern?,Nine-ball,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.5989,True,0.7579,triviaqa,qwen2.5
How old was Jimi Hendrix when he died?,27,Jimi Hendrix was 27 years old when he died.,baseline,0.7123,False,0.6364,False,-1.0,triviaqa,qwen2.5
How old was Jimi Hendrix when he died?,27,"According to the provided context, Jimi Hendrix was 27 years old when he died on September 18, 1970.",hcpc_v1,0.8568,False,0.5535,False,-1.0,triviaqa,qwen2.5
How old was Jimi Hendrix when he died?,27,Jimi Hendrix was 27 years old when he died.,hcpc_v2,0.7123,False,0.6364,False,0.3707,triviaqa,qwen2.5
What is Mexico's most commonly used language?,Spanish,"The most commonly used language in Mexico, according to the provided context, is Spanish.",baseline,0.7673,False,0.5032,False,-1.0,triviaqa,qwen2.5
What is Mexico's most commonly used language?,Spanish,"The provided context does not specify what Mexico's most commonly used language is. It only mentions that the Real Academia Española regulates the Spanish language and that both ""México"" and ""Mexico"" are acceptable spellings, with the recommended spelling being ""México."" Therefore, I cannot find this information in the provided context.",hcpc_v1,0.6447,False,0.514,False,-1.0,triviaqa,qwen2.5
What is Mexico's most commonly used language?,Spanish,"The most commonly used language in Mexico, according to the provided context, is Spanish.",hcpc_v2,0.7673,False,0.5032,False,0.2089,triviaqa,qwen2.5
What is the title of Simon and Garfunkel’s only UK number one hit single?,Bridge Over Troubled Water,"The context provided does not mention any UK number one hit single by Simon & Garfunkel. The information given indicates that ""The Sound of Silence"" reached number one on the Billboard Hot 100 in the U.S., but it does not specify performance on the UK charts. Therefore, I cannot find this information in the provided context.",baseline,0.7235,False,0.5142,False,-1.0,triviaqa,qwen2.5
What is the title of Simon and Garfunkel’s only UK number one hit single?,Bridge Over Troubled Water,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.6263,False,-1.0,triviaqa,qwen2.5
What is the title of Simon and Garfunkel’s only UK number one hit single?,Bridge Over Troubled Water,"The context provided does not contain information about Simon and Garfunkel's UK chart performance or their only UK number one hit single. Therefore, I cannot find this information in the provided context.",hcpc_v2,0.6917,False,0.5121,True,0.3805,triviaqa,qwen2.5
In a petrol engine what component mixes fuel and air?,The carburettor,"In most petrol engines, the fuel and air are usually pre-mixed before compression (although some modern petrol engines now use cylinder-direct petrol injection). The pre-mixing was formerly done in a carburetor, but now it is done by electronically controlled fuel injection.",baseline,0.4857,True,0.4734,False,-1.0,triviaqa,qwen2.5
In a petrol engine what component mixes fuel and air?,The carburettor,"I cannot find this information in the provided context. The context does not specify which component is responsible for mixing fuel and air in a petrol engine. It only mentions that in most petrol engines, fuel and air are usually pre-mixed before compression, with some modern engines using cylinder-direct petrol injection.",hcpc_v1,0.6156,False,0.6427,False,-1.0,triviaqa,qwen2.5
In a petrol engine what component mixes fuel and air?,The carburettor,"In most petrol engines, the fuel and air are usually pre-mixed before compression (although some modern petrol engines now use cylinder-direct petrol injection). The pre-mixing was formerly done in a carburetor, but now it is done by electronically controlled fuel injection.",hcpc_v2,0.4857,True,0.4734,False,0.3236,triviaqa,qwen2.5
"""What group of people in the United States speak a dialect called """"Pennsylvania German""""?""",Amish,"The Pennsylvania Dutch, which are a cultural group formed by early German-speaking immigrants to Pennsylvania and their descendants, historically spoke the dialect of German known as Pennsylvania German or Pennsylvania Dutch.",baseline,0.7451,False,0.6827,False,-1.0,triviaqa,qwen2.5
"""What group of people in the United States speak a dialect called """"Pennsylvania German""""?""",Amish,"Historically, they have spoken the dialect of German known as Pennsylvania German or Pennsylvania Dutch. Based on the information provided, it can be inferred that German Americans are the group of people in the United States who speak this dialect.",hcpc_v1,0.7266,False,0.7231,False,-1.0,triviaqa,qwen2.5
"""What group of people in the United States speak a dialect called """"Pennsylvania German""""?""",Amish,"The Pennsylvania Dutch, which are a cultural group formed by early German-speaking immigrants to Pennsylvania and their descendants, historically have spoken the dialect of German known as Pennsylvania German or Pennsylvania Dutch.",hcpc_v2,0.7422,False,0.6827,False,0.8564,triviaqa,qwen2.5
Giallo is Italian for which colour?,Yellow,"Giallo is Italian for ""yellow"".",baseline,0.7337,False,0.6162,False,-1.0,triviaqa,qwen2.5
Giallo is Italian for which colour?,Yellow,"Giallo is Italian for ""yellow"".",hcpc_v1,0.7337,False,0.7193,False,-1.0,triviaqa,qwen2.5
Giallo is Italian for which colour?,Yellow,"Giallo is Italian for ""yellow"".",hcpc_v2,0.7337,False,0.6162,False,0.6704,triviaqa,qwen2.5
The Misses World for both 1999 and 2000 represented which country?,India,I cannot find this information in the provided context.,baseline,0.5531,False,0.499,False,-1.0,triviaqa,qwen2.5
The Misses World for both 1999 and 2000 represented which country?,India,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.5254,False,-1.0,triviaqa,qwen2.5
The Misses World for both 1999 and 2000 represented which country?,India,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.499,True,0.4542,triviaqa,qwen2.5
