question,ground_truth,answer,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,latency_s,dataset,temperature,backend,model
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold, Gold was used to emphasize the 50th anniversary of the Super Bowl.,baseline,0.6905,False,0.5495,False,-1.0,2.02,squad,0.7,ollama,mistral
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold, Gold was used to emphasize the 50th anniversary of the Super Bowl.,hcpc_v1,0.6905,False,0.6032,False,-1.0,1.83,squad,0.7,ollama,mistral
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold, Gold,hcpc_v2,1.0,False,0.5495,True,0.43,2.45,squad,0.7,ollama,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The context does not provide information about the theme of Super Bowl 50. However, it does mention that due to being the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives.",baseline,0.7031,False,0.558,False,-1.0,3.34,squad,0.7,ollama,mistral
What was the theme of Super Bowl 50?,"""golden anniversary""", I cannot find this information in the provided context. The provided text does not mention any specific theme for Super Bowl 50.,hcpc_v1,0.6897,False,0.5742,False,-1.0,2.14,squad,0.7,ollama,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The context does not provide specific information about the theme of Super Bowl 50 other than mentioning that it emphasized the ""golden anniversary"" with various gold-themed initiatives. However, it doesn't state a formal or official theme for the event as such.",hcpc_v2,0.6879,False,0.558,False,0.4567,4.98,squad,0.7,ollama,mistral
What day was the game played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",baseline,0.8567,False,0.3746,False,-1.0,3.38,squad,0.7,ollama,mistral
What day was the game played on?,"February 7, 2016"," The game was played on February 7, 2016.",hcpc_v1,0.8967,False,0.4669,False,-1.0,1.37,squad,0.7,ollama,mistral
What day was the game played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",hcpc_v2,0.8567,False,0.3746,True,0.5722,2.93,squad,0.7,ollama,mistral
What is the AFC short for?,American Football Conference," The provided context does not explicitly state what the AFC stands for. However, it can be inferred that AFC refers to the American Football Conference.",baseline,0.7884,False,0.4121,False,-1.0,3.73,squad,0.7,ollama,mistral
What is the AFC short for?,American Football Conference, The AFC in the provided context stands for the American Football Conference.,hcpc_v1,0.9967,False,0.4702,False,-1.0,1.49,squad,0.7,ollama,mistral
What is the AFC short for?,American Football Conference," The context provided does not explicitly state what AFC stands for. However, in the given context, it refers to the American Football Conference. It can be inferred that AFC stands for ""American Football Conference.""",hcpc_v2,0.7428,False,0.4121,True,0.4753,4.24,squad,0.7,ollama,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The context does not provide information about the theme of Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives.",baseline,0.4693,True,0.558,False,-1.0,4.32,squad,0.7,ollama,mistral
What was the theme of Super Bowl 50?,"""golden anniversary""", The context does not provide information about the theme of Super Bowl 50.,hcpc_v1,0.773,False,0.5742,False,-1.0,1.77,squad,0.7,ollama,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The provided context does not mention any specific theme for Super Bowl 50 other than the ""golden anniversary"" emphasis, as it was the 50th Super Bowl.",hcpc_v2,0.9928,False,0.558,False,0.4567,4.19,squad,0.7,ollama,mistral
What does AFC stand for?,American Football Conference, AFC stands for American Football Conference.,baseline,0.982,False,0.3787,False,-1.0,2.96,squad,0.7,ollama,mistral
What does AFC stand for?,American Football Conference, American Football Conference,hcpc_v1,0.4889,True,0.4448,False,-1.0,0.82,squad,0.7,ollama,mistral
What does AFC stand for?,American Football Conference, AFC stands for American Football Conference.,hcpc_v2,0.982,False,0.3787,True,0.4753,2.62,squad,0.7,ollama,mistral
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",baseline,0.8567,False,0.6413,False,-1.0,3.32,squad,0.7,ollama,mistral
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",hcpc_v1,0.8567,False,0.6329,False,-1.0,1.45,squad,0.7,ollama,mistral
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",hcpc_v2,0.8567,False,0.6413,False,0.5722,3.34,squad,0.7,ollama,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6268,False,-1.0,3.83,squad,0.7,ollama,mistral
Who won Super Bowl 50?,Denver Broncos," The context does not specify who won Super Bowl 50, but it implies that Denver (the Broncos) had an early lead and never trailed, suggesting they might have been the winners. However, without further information, I cannot definitively say who won Super Bowl 50 based solely on the provided context.",hcpc_v1,0.6322,False,0.5921,False,-1.0,3.66,squad,0.7,ollama,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.6246,True,0.5701,3.66,squad,0.7,ollama,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",baseline,0.6918,False,0.6489,False,-1.0,4.18,squad,0.7,ollama,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium, I cannot find this information in the provided context. The context does not specify the venue for Super Bowl 50.,hcpc_v1,0.6866,False,0.6224,False,-1.0,2.64,squad,0.7,ollama,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",hcpc_v2,0.6918,False,0.653,True,0.6083,4.6,squad,0.7,ollama,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara (San Francisco Bay Area), California.",baseline,0.9645,False,0.6392,False,-1.0,4.4,squad,0.7,ollama,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The provided context does not specify the exact city where Super Bowl 50 took place, but it is clear that it was held in the San Francisco Bay Area.",hcpc_v1,0.669,False,0.6284,False,-1.0,2.8,squad,0.7,ollama,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in San Francisco Bay Area at Santa Clara, California.",hcpc_v2,0.9567,False,0.6431,True,0.6083,4.1,squad,0.7,ollama,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L," Super Bowl 50 would have been called ""Super Bowl L"" if Roman numerals had been used.",baseline,0.5494,False,0.5327,False,-1.0,4.21,squad,0.7,ollama,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L," Based solely on the provided context, Super Bowl 50 would not have been referred to using Roman numerals in this scenario. Instead, it was intended to use Arabic numerals (numbers like we use today) to prominently feature the number 50 in the logo for the 50th Super Bowl.",hcpc_v1,0.5544,False,0.6741,False,-1.0,4.37,squad,0.7,ollama,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L, Super Bowl L,hcpc_v2,0.4909,True,0.5327,True,0.5184,3.26,squad,0.7,ollama,mistral
Super Bowl 50 decided the NFL champion for what season?,2015, The Super Bowl 50 decided the NFL champion for the 2015 season.,baseline,0.6644,False,0.6341,False,-1.0,3.65,squad,0.7,ollama,mistral
Super Bowl 50 decided the NFL champion for what season?,2015, The Super Bowl 50 decided the NFL champion for the 2015 season.,hcpc_v1,0.6644,False,0.6279,False,-1.0,1.8,squad,0.7,ollama,mistral
Super Bowl 50 decided the NFL champion for what season?,2015, Super Bowl 50 decided the NFL champion for the 2015 season.,hcpc_v2,0.7112,False,0.6341,False,0.4842,3.63,squad,0.7,ollama,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," Based on the provided context, it cannot be determined exactly what year the Denver Broncos secured a Super Bowl title for the third time. The information given only mentions that they won Super Bowl 50, but without knowing their previous Super Bowl victories, we can't definitively state the year of their third win.",baseline,0.2961,True,0.6795,False,-1.0,5.22,squad,0.7,ollama,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," I cannot find the specific year of the Super Bowl title win for the Denver Broncos in the provided context. However, from the context, it can be deduced that the event occurred after the 2015-2016 season as they defeated the New England Patriots in the AFC Championship Game to secure a spot in Super Bowl 50.",hcpc_v1,0.4929,True,0.6972,False,-1.0,4.23,squad,0.7,ollama,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," The provided context does not specify the exact year when the Denver Broncos secured a Super Bowl title for the third time, as it only describes events from Super Bowl 50. However, based on the fact that they made their second Super Bowl appearance since the franchise was founded in 1995, and joined teams that have made eight appearances (implying at least three wins), we can infer that this event occurred after 1995 but the exact year is not explicitly stated.",hcpc_v2,0.4525,True,0.6795,False,0.6115,6.46,squad,0.7,ollama,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area in California.",baseline,0.9543,False,0.6392,False,-1.0,4.59,squad,0.7,ollama,mistral
What city did Super Bowl 50 take place in?,Santa Clara, San Francisco Bay Area,hcpc_v1,0.4784,True,0.6284,False,-1.0,1.17,squad,0.7,ollama,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, California (which is part of the San Francisco Bay Area).",hcpc_v2,0.9738,False,0.6431,True,0.6083,4.23,squad,0.7,ollama,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium, Levi's Stadium,baseline,0.5799,False,0.6693,False,-1.0,1.48,squad,0.7,ollama,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium, I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.6331,False,-1.0,1.65,squad,0.7,ollama,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium," Levi's Stadium in Santa Clara, California.",hcpc_v2,0.793,False,0.6693,False,0.6083,3.78,squad,0.7,ollama,mistral
What was the final score of Super Bowl 50? ,24–10," The final score of Super Bowl 50 was 24–10, with the Broncos defeating the Panthers.",baseline,0.5771,False,0.584,False,-1.0,2.84,squad,0.7,ollama,mistral
What was the final score of Super Bowl 50? ,24–10, I cannot find the final score of Super Bowl 50 in the provided context.,hcpc_v1,0.6765,False,0.562,False,-1.0,1.57,squad,0.7,ollama,mistral
What was the final score of Super Bowl 50? ,24–10, The final score of Super Bowl 50 was 24–10.,hcpc_v2,0.7851,False,0.584,True,0.5147,3.62,squad,0.7,ollama,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 7, 2016.",baseline,0.945,False,0.625,False,-1.0,2.27,squad,0.7,ollama,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 1, 2016.",hcpc_v1,0.9364,False,0.6258,False,-1.0,1.9,squad,0.7,ollama,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 game took place on February 7, 2016.",hcpc_v2,0.9527,False,0.625,True,0.5722,3.51,squad,0.7,ollama,mistral
What year was Super Bowl 50?,2015," The provided context does not explicitly state the year of Super Bowl 50, but we can infer that it was played in 2016 because it is stated that the game was played on February 7, 2016.",baseline,0.6246,False,0.6133,False,-1.0,3.47,squad,0.7,ollama,mistral
What year was Super Bowl 50?,2015, 2015,hcpc_v1,1.0,False,0.6094,False,-1.0,1.44,squad,0.7,ollama,mistral
What year was Super Bowl 50?,2015, The year Super Bowl 50 was held was 2016.,hcpc_v2,0.7558,False,0.6133,False,0.5294,3.07,squad,0.7,ollama,mistral
What team was the AFC champion?,Denver Broncos, The Denver Broncos were the AFC champion.,baseline,0.6101,False,0.5751,False,-1.0,3.07,squad,0.7,ollama,mistral
What team was the AFC champion?,Denver Broncos, The AFC champion was the Denver Broncos.,hcpc_v1,0.7995,False,0.6233,False,-1.0,1.15,squad,0.7,ollama,mistral
What team was the AFC champion?,Denver Broncos, The Denver Broncos were the AFC champion.,hcpc_v2,0.6101,False,0.5751,False,0.5132,3.02,squad,0.7,ollama,mistral
What team was the NFC champion?,Carolina Panthers, The NFC champion was the Carolina Panthers.,baseline,0.806,False,0.6039,False,-1.0,3.43,squad,0.7,ollama,mistral
What team was the NFC champion?,Carolina Panthers," The NFC champion, according to the provided context, is the Carolina Panthers.",hcpc_v1,0.9158,False,0.6636,False,-1.0,1.67,squad,0.7,ollama,mistral
What team was the NFC champion?,Carolina Panthers, The NFC champion was the Carolina Panthers.,hcpc_v2,0.806,False,0.6039,False,0.552,3.59,squad,0.7,ollama,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6268,False,-1.0,3.53,squad,0.7,ollama,mistral
Who won Super Bowl 50?,Denver Broncos," The information provided does not indicate who won Super Bowl 50, but it suggests that the team leading throughout the game was the Broncos and they scored a touchdown from a fumble caused by their defense against Newton. However, to confirm that they indeed won the Super Bowl, more context is needed.",hcpc_v1,0.3844,True,0.5921,False,-1.0,3.47,squad,0.7,ollama,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.6246,True,0.5701,3.69,squad,0.7,ollama,mistral
Super Bowl 50 determined the NFL champion for what season?,2015, The Super Bowl 50 determined the NFL champion for the 2015 season.,baseline,0.6757,False,0.6236,False,-1.0,2.42,squad,0.7,ollama,mistral
Super Bowl 50 determined the NFL champion for what season?,2015, The Super Bowl 50 determined the NFL champion for the 2015 season.,hcpc_v1,0.6757,False,0.6186,False,-1.0,1.82,squad,0.7,ollama,mistral
Super Bowl 50 determined the NFL champion for what season?,2015, The NFL champion for the 2015 season.,hcpc_v2,0.7621,False,0.6236,True,0.4842,3.35,squad,0.7,ollama,mistral
Which team won Super Bowl 50.,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6228,False,-1.0,1.23,squad,0.7,ollama,mistral
Which team won Super Bowl 50.,Denver Broncos," The context does not specify who won Super Bowl 50, but it is implied that the Broncos did as they took an early lead and never trailed. However, without explicit confirmation, the answer is not definitive.",hcpc_v1,0.7462,False,0.6155,False,-1.0,2.81,squad,0.7,ollama,mistral
Which team won Super Bowl 50.,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.6228,False,0.5701,3.66,squad,0.7,ollama,mistral
Where was Super Bowl 50 held?,"Santa Clara, California."," The Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",baseline,0.9471,False,0.6592,False,-1.0,2.89,squad,0.7,ollama,mistral
Where was Super Bowl 50 held?,"Santa Clara, California."," The provided context does not explicitly state where Super Bowl 50 was held, but it is implied that it was in the San Francisco Bay Area. However, no specific location within the Bay Area or stadium name is mentioned.",hcpc_v1,0.7652,False,0.6366,False,-1.0,2.96,squad,0.7,ollama,mistral
Where was Super Bowl 50 held?,"Santa Clara, California."," The Super Bowl 50 was held in Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",hcpc_v2,0.9306,False,0.6592,False,0.6083,4.5,squad,0.7,ollama,mistral
The name of the NFL championship game is?,Super Bowl, Super Bowl 50,baseline,0.6293,False,0.5081,False,-1.0,1.92,squad,0.7,ollama,mistral
The name of the NFL championship game is?,Super Bowl, I cannot find the name of the NFL championship game in the provided context.,hcpc_v1,0.7049,False,0.5113,False,-1.0,1.81,squad,0.7,ollama,mistral
The name of the NFL championship game is?,Super Bowl," The name of the NFL championship game, according to the provided context, is not explicitly mentioned. However, it is referred to as Super Bowl 50.",hcpc_v2,0.6054,False,0.5081,True,0.5192,4.37,squad,0.7,ollama,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos, The Denver Broncos,baseline,0.6985,False,0.5456,False,-1.0,3.17,squad,0.7,ollama,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos," The provided context does not specify which NFL team won Super Bowl 50. However, to win Super Bowl 50, a team would have needed to come from the AFC since it was an American Football Conference (AFC) game. The context mentions that the Broncos earned home-field advantage throughout the AFC playoffs and defeated the New England Patriots in the AFC Championship Game, so they were likely one of the teams competing in Super Bowl 50.",hcpc_v1,0.6995,False,0.5624,False,-1.0,5.64,squad,0.7,ollama,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos, The Denver Broncos,hcpc_v2,0.6985,False,0.5456,False,0.5132,3.27,squad,0.7,ollama,mistral
