question,ground_truth,answer,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,gate_fired,latency_s,dataset,k,model
Where did Super Bowl 50 take place?,"Santa Clara, California"," Super Bowl 50 took place at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",hcpc_v2,0.9445,False,0.5698,True,0.3186,False,10.27,squad,10,mistral
Which NFL team won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.5812,False,-1.0,False,11.03,squad,10,mistral
Which NFL team won Super Bowl 50?,Denver Broncos," The context does not specify which NFL team won Super Bowl 50, but it mentions that the Broncos took an early lead and never trailed in the game. Therefore, it can be inferred that the Denver Broncos won Super Bowl 50.",hcpc_v1,0.6632,False,0.5882,False,-1.0,False,8.21,squad,10,mistral
Which NFL team won Super Bowl 50?,Denver Broncos," The context does not specify which NFL team won Super Bowl 50, but it mentions that the Broncos took an early lead and never trailed, implying they might have won. However, without explicit confirmation of a victory, I cannot definitively say that the Denver Broncos won Super Bowl 50 based on the provided context alone.",ccs_gate,0.4481,True,0.5882,True,0.381,True,5.55,squad,10,mistral
Which NFL team won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.5994,True,0.4206,False,7.2,squad,10,mistral
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold, Gold was used to emphasize the 50th anniversary of the Super Bowl.,baseline,0.6905,False,0.4985,False,-1.0,False,11.58,squad,10,mistral
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold," Gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl""; gold-tinted logos were implemented across the NFL's properties and painted on fields. So, gold was used to emphasize the 50th anniversary of the Super Bowl.",hcpc_v1,0.6063,False,0.5392,False,-1.0,False,9.88,squad,10,mistral
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold," Gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl""; gold-tinted logos were implemented across the NFL's properties and painted on fields. So, gold was used to emphasize the 50th anniversary of the Super Bowl.",ccs_gate,0.6063,False,0.5392,True,0.3354,True,5.53,squad,10,mistral
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold, The color used to emphasize the 50th anniversary of the Super Bowl was gold.,hcpc_v2,0.7516,False,0.5076,True,0.4965,False,6.4,squad,10,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The theme of Super Bowl 50 was ""Golden Anniversary"".",baseline,0.8925,False,0.5122,False,-1.0,False,12.26,squad,10,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The provided context does not explicitly state the theme of Super Bowl 50. However, it mentions that various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl"". Therefore, it can be inferred that the theme of Super Bowl 50 was likely ""Golden"".",hcpc_v1,0.6607,False,0.5384,False,-1.0,False,10.25,squad,10,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The provided context does not explicitly state the theme of Super Bowl 50. However, it mentions that various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl"". Therefore, it can be inferred that the theme of Super Bowl 50 was ""Golden"".",ccs_gate,0.6635,False,0.5384,True,0.3498,True,5.76,squad,10,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The provided context does not mention a specific theme for Super Bowl 50 other than it being emphasized as the ""golden anniversary"". However, it is stated that the league temporarily suspended the tradition of naming each Super Bowl game with Roman numerals and used Arabic numerals instead, so that the logo could prominently feature the Arabic numerals 50. This suggests that the theme might have been centered around the 50th anniversary of the Super Bowl.",hcpc_v2,0.7106,False,0.5218,True,0.3343,False,15.43,squad,10,mistral
What day was the game played on?,"February 7, 2016"," The Super Bowl 50 game was played on February 7, 2016.",baseline,0.9327,False,0.3007,False,-1.0,False,12.62,squad,10,mistral
What day was the game played on?,"February 7, 2016"," The game was played on February 7, 2016.",hcpc_v1,0.8967,False,0.3675,False,-1.0,False,5.07,squad,10,mistral
What day was the game played on?,"February 7, 2016"," The game was played on February 7, 2016.",ccs_gate,0.8967,False,0.3675,True,0.2064,True,1.12,squad,10,mistral
What day was the game played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",hcpc_v2,0.8567,False,0.3587,True,0.3555,False,5.22,squad,10,mistral
What is the AFC short for?,American Football Conference," The provided context does not mention what AFC stands for. However, it is commonly known that AFC stands for American Football Conference.",baseline,0.8135,False,0.3622,False,-1.0,False,12.93,squad,10,mistral
What is the AFC short for?,American Football Conference," The provided context does not mention what AFC stands for. However, it refers to the American Football Conference multiple times in relation to the Denver Broncos.",hcpc_v1,0.7726,False,0.4192,False,-1.0,False,6.71,squad,10,mistral
What is the AFC short for?,American Football Conference," The provided context does not mention what the AFC stands for. However, it refers to the American Football Conference multiple times in relation to the Denver Broncos. So, it can be inferred that AFC stands for American Football Conference.",ccs_gate,0.808,False,0.4192,True,0.3027,True,3.85,squad,10,mistral
What is the AFC short for?,American Football Conference," The provided context does not explicitly state what AFC stands for. However, in the context of American football, AFC typically stands for the American Football Conference.",hcpc_v2,0.7292,False,0.4007,True,0.3547,False,5.73,squad,10,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The theme of Super Bowl 50 was ""Golden Anniversary"".",baseline,0.8925,False,0.5122,False,-1.0,False,13.78,squad,10,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The provided context does not explicitly state the theme of Super Bowl 50. However, it mentions that various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl"". Therefore, it can be inferred that the theme of Super Bowl 50 was ""Golden"".",hcpc_v1,0.6635,False,0.5384,False,-1.0,False,10.07,squad,10,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The provided context does not explicitly state the theme of Super Bowl 50. However, it mentions that various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl"". Therefore, it can be inferred that the theme of Super Bowl 50 was likely ""Golden"".",ccs_gate,0.6607,False,0.5384,True,0.3498,True,5.86,squad,10,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The provided context does not mention a specific theme for Super Bowl 50 other than it being emphasized as the ""golden anniversary"". However, it is mentioned that the league temporarily suspended the tradition of naming each Super Bowl game with Roman numerals and used Arabic numerals instead, so that the logo could prominently feature the Arabic numerals 50.",hcpc_v2,0.7109,False,0.5218,True,0.3343,False,13.58,squad,10,mistral
What does AFC stand for?,American Football Conference, AFC stands for American Football Conference.,baseline,0.982,False,0.329,False,-1.0,False,11.75,squad,10,mistral
What does AFC stand for?,American Football Conference," The context provided does not explicitly state what AFC stands for. However, it is commonly known that AFC stands for American Football Conference in the National Football League (NFL).",hcpc_v1,0.763,False,0.387,False,-1.0,False,6.81,squad,10,mistral
What does AFC stand for?,American Football Conference, American Football Conference,ccs_gate,0.4889,True,0.387,True,0.3027,True,0.28,squad,10,mistral
What does AFC stand for?,American Football Conference, AFC stands for American Football Conference.,hcpc_v2,0.982,False,0.3699,True,0.5284,False,5.44,squad,10,mistral
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",baseline,0.8567,False,0.5406,False,-1.0,False,12.33,squad,10,mistral
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",hcpc_v1,0.8567,False,0.5516,False,-1.0,False,5.47,squad,10,mistral
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",ccs_gate,0.8567,False,0.5516,True,0.3233,True,1.3,squad,10,mistral
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",hcpc_v2,0.8567,False,0.5746,True,0.4549,False,7.54,squad,10,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.5644,False,-1.0,False,12.54,squad,10,mistral
Who won Super Bowl 50?,Denver Broncos," The context does not specify who won Super Bowl 50, but it mentions that the Broncos took an early lead and never trailed, which implies they might have won. However, without explicit confirmation of a victory, I cannot definitively say who won Super Bowl 50 based on the provided context.",hcpc_v1,0.5045,False,0.5555,False,-1.0,False,11.33,squad,10,mistral
Who won Super Bowl 50?,Denver Broncos," The context does not specify who won Super Bowl 50, but it is implied that the team referred to as ""they"" (which is the Denver Broncos) won the game since they took an early lead and never trailed.",ccs_gate,0.9932,False,0.5555,True,0.3541,True,4.87,squad,10,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.571,True,0.3542,False,8.03,squad,10,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",baseline,0.6918,False,0.5885,False,-1.0,False,15.32,squad,10,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium," The context does not specify the exact name of the stadium where Super Bowl 50 took place, but it was held at Levi's Stadium in the San Francisco Bay Area.",hcpc_v1,0.78,False,0.5795,False,-1.0,False,9.86,squad,10,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium," The Super Bowl 50 took place at Levi's Stadium, which is located in the San Francisco Bay Area.",ccs_gate,0.8715,False,0.5795,True,0.3478,True,1.88,squad,10,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",hcpc_v2,0.6918,False,0.5787,True,0.3967,False,13.59,squad,10,mistral
What city did Super Bowl 50 take place in?,Santa Clara, San Francisco Bay Area,baseline,0.4784,True,0.5704,False,-1.0,False,13.05,squad,10,mistral
What city did Super Bowl 50 take place in?,Santa Clara, San Francisco Bay Area,hcpc_v1,0.4784,True,0.5798,False,-1.0,False,5.93,squad,10,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The context does not specify the exact city within the San Francisco Bay Area where Super Bowl 50 took place, but it was held in Levi's Stadium, which is located in Santa Clara, California.",ccs_gate,0.9661,False,0.5798,True,0.3301,True,4.1,squad,10,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, California, which is part of the San Francisco Bay Area.",hcpc_v2,0.9444,False,0.5674,True,0.3388,False,11.0,squad,10,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L, Super Bowl L,baseline,0.4909,True,0.4324,False,-1.0,False,14.92,squad,10,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L, I cannot find this information in the provided context as it does not mention or discuss what Super Bowl 50 would have been called if Roman numerals were used.,hcpc_v1,0.7323,False,0.4936,False,-1.0,False,8.87,squad,10,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L, I cannot find this information in the provided context as it does not mention or discuss what Super Bowl 50 would have been called if Roman numerals were used.,ccs_gate,0.7323,False,0.4936,True,0.3249,True,2.94,squad,10,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L," Super Bowl 50 would have been called ""Super Bowl L"" if Roman numerals were used.",hcpc_v2,0.5623,False,0.5085,True,0.4331,False,7.11,squad,10,mistral
Super Bowl 50 decided the NFL champion for what season?,2015, The Super Bowl 50 decided the NFL champion for the 2015 season.,baseline,0.6644,False,0.5592,False,-1.0,False,12.52,squad,10,mistral
Super Bowl 50 decided the NFL champion for what season?,2015, The Super Bowl 50 decided the NFL champion for the 2015 season.,hcpc_v1,0.6644,False,0.5644,False,-1.0,False,6.92,squad,10,mistral
Super Bowl 50 decided the NFL champion for what season?,2015, The Super Bowl 50 decided the NFL champion for the 2015 season.,ccs_gate,0.6644,False,0.5644,True,0.3467,True,1.61,squad,10,mistral
Super Bowl 50 decided the NFL champion for what season?,2015, The Super Bowl 50 decided the NFL champion for the 2015 season.,hcpc_v2,0.6644,False,0.5834,True,0.3629,False,7.25,squad,10,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015, The Denver Broncos secured a Super Bowl title for the third time in 2016.,baseline,0.7266,False,0.589,False,-1.0,False,15.55,squad,10,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," The Denver Broncos secured a Super Bowl title for the third time in 2016, as stated in the last sentence of the provided context.",hcpc_v1,0.8762,False,0.6316,False,-1.0,False,7.43,squad,10,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015, The Denver Broncos secured a Super Bowl title for the third time in the year 2015.,ccs_gate,0.7632,False,0.6316,True,0.4183,True,1.96,squad,10,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015, The Denver Broncos secured a Super Bowl title for the third time in 2016.,hcpc_v2,0.7266,False,0.5962,True,0.4171,False,9.97,squad,10,mistral
What city did Super Bowl 50 take place in?,Santa Clara, San Francisco Bay Area,baseline,0.4784,True,0.5704,False,-1.0,False,11.08,squad,10,mistral
What city did Super Bowl 50 take place in?,Santa Clara, San Francisco Bay Area,hcpc_v1,0.4784,True,0.5798,False,-1.0,False,4.89,squad,10,mistral
What city did Super Bowl 50 take place in?,Santa Clara, The provided context states that Super Bowl 50 was held in the San Francisco Bay Area.,ccs_gate,0.9603,False,0.5798,True,0.3301,True,1.16,squad,10,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, California, which is part of the San Francisco Bay Area.",hcpc_v2,0.9444,False,0.5674,True,0.3388,False,10.47,squad,10,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium," The Super Bowl 50 took place at Levi's Stadium, which is located in Santa Clara, California.",baseline,0.9475,False,0.5928,False,-1.0,False,11.48,squad,10,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium," The context does not specify the exact stadium where Super Bowl 50 took place, but it was held in the San Francisco Bay Area, and the stadium under consideration is Levi's Stadium.",hcpc_v1,0.5705,False,0.583,False,-1.0,False,8.37,squad,10,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium," The context does not specify the exact stadium where Super Bowl 50 took place, but it mentions that the bids were narrowed down to three sites, including the San Francisco Bay Area's Levi's Stadium. Therefore, it is possible that Super Bowl 50 took place at Levi's Stadium in San Francisco Bay Area.",ccs_gate,0.6228,False,0.583,True,0.3698,True,5.66,squad,10,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium," Levi's Stadium in Santa Clara, California",hcpc_v2,0.793,False,0.5914,True,0.3948,False,14.32,squad,10,mistral
What was the final score of Super Bowl 50? ,24–10," The final score of Super Bowl 50 was Denver Broncos 24, Carolina Panthers 10.",baseline,0.8776,False,0.5239,False,-1.0,False,15.63,squad,10,mistral
What was the final score of Super Bowl 50? ,24–10," The final score of Super Bowl 50 was not explicitly stated in the provided context. However, since the Broncos took an early lead and never trailed, it can be inferred that they won the game. Without further information, we cannot determine the exact score.",hcpc_v1,0.7154,False,0.5225,False,-1.0,False,10.74,squad,10,mistral
What was the final score of Super Bowl 50? ,24–10," The final score of Super Bowl 50 was not explicitly stated in the provided context. However, since the Broncos took an early lead and never trailed, it can be inferred that they won the game. The Panthers were limited to 15 points in the NFC Championship Game, so if the Broncos scored more than that, they would have won Super Bowl 50. Without specific numbers, we cannot determine the exact score.",ccs_gate,0.6574,False,0.5225,True,0.3209,True,10.97,squad,10,mistral
What was the final score of Super Bowl 50? ,24–10," The final score of Super Bowl 50 was 24–10, with the American Football Conference (AFC) champion Denver Broncos defeating the National Football Conference (NFC) champion Carolina Panthers.",hcpc_v2,0.8695,False,0.5389,True,0.3973,False,11.85,squad,10,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 7, 2016.",baseline,0.945,False,0.5381,False,-1.0,False,11.91,squad,10,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 1, 2016.",hcpc_v1,0.9364,False,0.5553,False,-1.0,False,5.62,squad,10,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," February 1, 2016",ccs_gate,0.5356,False,0.5553,True,0.3317,True,0.6,squad,10,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 7, 2016.",hcpc_v2,0.945,False,0.5566,True,0.379,False,6.9,squad,10,mistral
What year was Super Bowl 50?,2015," The Super Bowl 50 was played on February 7, 2016.",baseline,0.9074,False,0.542,False,-1.0,False,10.86,squad,10,mistral
What year was Super Bowl 50?,2015," The provided context does not specify the exact year of Super Bowl 50. However, since it is stated that the game took place in February 2016, we can infer that Super Bowl 50 occurred in the year 2015 as it was played to determine the champion for the 2015 NFL season.",hcpc_v1,0.516,False,0.566,False,-1.0,False,9.62,squad,10,mistral
What year was Super Bowl 50?,2015," The provided context does not specify the exact year of Super Bowl 50. However, since it is mentioned as the game for the 2015 NFL season, we can infer that Super Bowl 50 took place in the year 2016.",ccs_gate,0.5597,False,0.566,True,0.3625,True,4.45,squad,10,mistral
What year was Super Bowl 50?,2015," The provided context states that Super Bowl 50 was played on February 7, 2016.",hcpc_v2,0.9731,False,0.5533,True,0.3728,False,9.36,squad,10,mistral
What team was the AFC champion?,Denver Broncos, The AFC champion was the Denver Broncos.,baseline,0.7995,False,0.4817,False,-1.0,False,16.06,squad,10,mistral
What team was the AFC champion?,Denver Broncos, The AFC champion was the Denver Broncos.,hcpc_v1,0.7995,False,0.5266,False,-1.0,False,6.02,squad,10,mistral
What team was the AFC champion?,Denver Broncos, The AFC champion was the Denver Broncos.,ccs_gate,0.7995,False,0.5266,True,0.3723,True,1.0,squad,10,mistral
What team was the AFC champion?,Denver Broncos, The AFC champion was the Denver Broncos.,hcpc_v2,0.7995,False,0.5121,True,0.4688,False,12.16,squad,10,mistral
What team was the NFC champion?,Carolina Panthers, The NFC champion was the Carolina Panthers.,baseline,0.806,False,0.4893,False,-1.0,False,18.04,squad,10,mistral
What team was the NFC champion?,Carolina Panthers, The NFC champion was the Carolina Panthers.,hcpc_v1,0.806,False,0.5532,False,-1.0,False,6.5,squad,10,mistral
What team was the NFC champion?,Carolina Panthers, The NFC champion was the Carolina Panthers.,ccs_gate,0.806,False,0.5532,True,0.3859,True,0.96,squad,10,mistral
What team was the NFC champion?,Carolina Panthers, The NFC champion was the Carolina Panthers.,hcpc_v2,0.806,False,0.5432,True,0.5172,False,7.94,squad,10,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.5644,False,-1.0,False,10.96,squad,10,mistral
Who won Super Bowl 50?,Denver Broncos," The context does not specify who won Super Bowl 50, but it mentions that the Broncos took an early lead and never trailed, which suggests they might have been the winning team. However, without explicit confirmation, I cannot definitively say who won Super Bowl 50 based on the provided context alone.",hcpc_v1,0.5825,False,0.5555,False,-1.0,False,8.43,squad,10,mistral
Who won Super Bowl 50?,Denver Broncos," The context does not specify who won Super Bowl 50, but it mentions that the Broncos took an early lead and never trailed, which implies they might have won. However, without explicit confirmation of a victory, I cannot definitively say who won Super Bowl 50 based on the provided context.",ccs_gate,0.5045,False,0.5555,True,0.3541,True,4.37,squad,10,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.571,True,0.3542,False,6.49,squad,10,mistral
Super Bowl 50 determined the NFL champion for what season?,2015, The Super Bowl 50 determined the NFL champion for the 2015 season.,baseline,0.6757,False,0.5504,False,-1.0,False,8.87,squad,10,mistral
Super Bowl 50 determined the NFL champion for what season?,2015, The Super Bowl 50 determined the NFL champion for the 2015 season.,hcpc_v1,0.6757,False,0.5539,False,-1.0,False,5.22,squad,10,mistral
Super Bowl 50 determined the NFL champion for what season?,2015, The Super Bowl 50 determined the NFL champion for the 2015 season.,ccs_gate,0.6757,False,0.5539,True,0.3467,True,1.09,squad,10,mistral
Super Bowl 50 determined the NFL champion for what season?,2015, The NFL champion for the 2015 season was determined at Super Bowl 50.,hcpc_v2,0.7185,False,0.5693,True,0.4882,False,6.41,squad,10,mistral
Which team won Super Bowl 50.,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.5553,False,-1.0,False,9.24,squad,10,mistral
Which team won Super Bowl 50.,Denver Broncos, The Broncos won Super Bowl 50.,hcpc_v1,0.8937,False,0.5849,False,-1.0,False,4.5,squad,10,mistral
Which team won Super Bowl 50.,Denver Broncos, The Broncos won Super Bowl 50.,ccs_gate,0.8937,False,0.5849,True,0.3468,True,0.51,squad,10,mistral
Which team won Super Bowl 50.,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.5572,True,0.3658,False,9.71,squad,10,mistral
Where was Super Bowl 50 held?,"Santa Clara, California."," Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",baseline,0.9411,False,0.5759,False,-1.0,False,9.25,squad,10,mistral
Where was Super Bowl 50 held?,"Santa Clara, California."," The context states that Super Bowl 50 was held in the San Francisco Bay Area. However, it does not specify the exact location within the Bay Area. But we know from another part of the context that Stanford Stadium in Stanford, California hosted Super Bowl XIX in 1985, which was the last time a Super Bowl was held in the same area. So, it's reasonable to infer that Super Bowl 50 might have been held at Levi's Stadium, given that it was one of the three final bids and no specific stadium for Super Bowl 50 is mentioned as different from Stanford Stadium. But without explicit information, I cannot confirm the exact location within the San Francisco Bay Area where Super Bowl 50 was held.",hcpc_v1,0.6236,False,0.5661,False,-1.0,False,14.83,squad,10,mistral
Where was Super Bowl 50 held?,"Santa Clara, California."," The context states that Super Bowl 50 was held in the San Francisco Bay Area. However, it does not specify the exact location within the Bay Area. But we know from another part of the context that Stanford Stadium in Stanford, California hosted Super Bowl XIX in 1985, which was the last time a Super Bowl was held in the same area. So, it's reasonable to infer that Super Bowl 50 might have been held at Levi's Stadium, given that it was one of the three final bids and no other specific venue is mentioned for Super Bowl 50. But without explicit information, I cannot confirm this with absolute certainty.",ccs_gate,0.6346,False,0.5661,True,0.3262,True,9.49,squad,10,mistral
Where was Super Bowl 50 held?,"Santa Clara, California."," Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",hcpc_v2,0.9411,False,0.5759,True,0.3716,False,10.53,squad,10,mistral
The name of the NFL championship game is?,Super Bowl," The name of the NFL championship game, according to the provided context, is referred to as Super Bowl 50. However, it's important to note that in the actual context, Super Bowls are typically named using Roman numerals. In this case, since the league temporarily suspended the tradition for Super Bowl 50, the Arabic numeral ""50"" was used instead.",baseline,0.6372,False,0.4755,False,-1.0,False,15.06,squad,10,mistral
The name of the NFL championship game is?,Super Bowl," The name of the NFL championship game, as mentioned in the context, is not explicitly stated. However, it can be inferred that the game being referred to throughout the context is the Super Bowl.",hcpc_v1,0.5705,False,0.4842,False,-1.0,False,8.15,squad,10,mistral
The name of the NFL championship game is?,Super Bowl," The name of the NFL championship game, as mentioned in the context, is not explicitly stated. However, it can be inferred that the game being referred to throughout the context is the Super Bowl.",ccs_gate,0.5705,False,0.4842,True,0.3129,True,2.95,squad,10,mistral
The name of the NFL championship game is?,Super Bowl," The name of the NFL championship game is not explicitly mentioned in the provided context, but it can be inferred that the game being discussed is Super Bowl 50, as that's the event where the Denver Broncos and Carolina Panthers met to determine the champion of the 2015 NFL season.",hcpc_v2,0.3784,True,0.5043,True,0.5306,False,9.44,squad,10,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos, The Denver Broncos won the AFC playoffs in 2015.,baseline,0.9074,False,0.4625,False,-1.0,False,13.29,squad,10,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos," The provided context does not specify which 2015 NFL team won the AFC Championship Game, but it is implied that the Broncos did as they are mentioned defeating the New England Patriots and denying them a chance to defend their title from Super Bowl XLIX. However, without explicit confirmation of their victory in the Super Bowl itself, I cannot definitively say that the Broncos won Super Bowl 50.",hcpc_v1,0.6889,False,0.5076,False,-1.0,False,11.05,squad,10,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos," The provided context does not specify which 2015 NFL team won the AFC Championship Game, but it is implied that the Broncos did since they are mentioned as having defeated the New England Patriots and denied them a chance to defend their title from Super Bowl XLIX. However, without explicit confirmation of their victory in the Super Bowl itself, I cannot definitively say that the Broncos won Super Bowl 50.",ccs_gate,0.6796,False,0.5076,True,0.3427,True,6.13,squad,10,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos, The Denver Broncos won the AFC playoffs in 2015.,hcpc_v2,0.9074,False,0.4972,True,0.4647,False,8.91,squad,10,mistral
