question,ground_truth,answer,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,gate_fired,latency_s,dataset,k,model
Where did Super Bowl 50 take place?,"Santa Clara, California"," The Super Bowl 50 took place at Levi's Stadium in Santa Clara, California.",hcpc_v2,0.9533,False,0.6432,False,0.5722,False,1.35,squad,3,mistral
Which NFL team won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6554,False,-1.0,False,3.51,squad,3,mistral
Which NFL team won Super Bowl 50?,Denver Broncos, The Broncos,hcpc_v1,0.7276,False,0.6259,False,-1.0,False,1.23,squad,3,mistral
Which NFL team won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,ccs_gate,0.9247,False,0.6554,False,0.5701,False,4.57,squad,3,mistral
Which NFL team won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.6554,False,0.5701,False,0.66,squad,3,mistral
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold, Gold,baseline,1.0,False,0.5495,False,-1.0,False,2.51,squad,3,mistral
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold, Gold,hcpc_v1,1.0,False,0.6032,False,-1.0,False,1.58,squad,3,mistral
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold, Gold,ccs_gate,1.0,False,0.6032,True,0.4082,True,0.12,squad,3,mistral
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold, Gold,hcpc_v2,1.0,False,0.5495,True,0.43,False,3.79,squad,3,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The provided context does not specify a particular theme for Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives. However, it doesn't explicitly state that this was the official theme of the game.",baseline,0.5429,False,0.558,False,-1.0,False,5.64,squad,3,mistral
What was the theme of Super Bowl 50?,"""golden anniversary""", I cannot find this information in the provided context. The context does not mention any specific theme for Super Bowl 50.,hcpc_v1,0.7504,False,0.5742,False,-1.0,False,2.99,squad,3,mistral
What was the theme of Super Bowl 50?,"""golden anniversary""", I cannot find this information in the provided context. The context does not mention any specific theme for Super Bowl 50.,ccs_gate,0.7504,False,0.5742,True,0.4849,True,1.99,squad,3,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The provided context does not specify a particular theme for Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives.",hcpc_v2,0.5107,False,0.558,False,0.4567,False,6.21,squad,3,mistral
What day was the game played on?,"February 7, 2016"," The game was played on February 7, 2016.",baseline,0.8967,False,0.3746,False,-1.0,False,4.96,squad,3,mistral
What day was the game played on?,"February 7, 2016"," February 7, 2016",hcpc_v1,0.6229,False,0.4669,False,-1.0,False,1.85,squad,3,mistral
What day was the game played on?,"February 7, 2016"," The game was played on February 7, 2016.",ccs_gate,0.8967,False,0.3746,False,0.5722,False,4.07,squad,3,mistral
What day was the game played on?,"February 7, 2016"," The game was played on February 7, 2016.",hcpc_v2,0.8967,False,0.3746,True,0.5722,False,2.02,squad,3,mistral
What is the AFC short for?,American Football Conference," The provided context does not explicitly state what AFC stands for. However, it can be inferred that AFC refers to the American Football Conference as it is mentioned multiple times in the context.",baseline,0.5977,False,0.4121,False,-1.0,False,7.77,squad,3,mistral
What is the AFC short for?,American Football Conference, The AFC in the provided context stands for the American Football Conference.,hcpc_v1,0.9967,False,0.4702,False,-1.0,False,2.23,squad,3,mistral
What is the AFC short for?,American Football Conference," The context does not provide information about what AFC stands for. However, it refers to the American Football Conference.",ccs_gate,0.654,False,0.4702,True,0.4674,True,2.9,squad,3,mistral
What is the AFC short for?,American Football Conference," The provided context does not explicitly state what AFC stands for. However, it can be inferred that AFC refers to the American Football Conference as it is mentioned multiple times in the context.",hcpc_v2,0.5977,False,0.4121,True,0.4753,False,5.84,squad,3,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The provided context does not specify a particular theme for Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives.",baseline,0.5107,False,0.558,False,-1.0,False,5.74,squad,3,mistral
What was the theme of Super Bowl 50?,"""golden anniversary""", I cannot find this information in the provided context. The context does not mention any specific theme for Super Bowl 50.,hcpc_v1,0.7504,False,0.5742,False,-1.0,False,3.06,squad,3,mistral
What was the theme of Super Bowl 50?,"""golden anniversary""", I cannot find this information in the provided context. The context does not mention any specific theme for Super Bowl 50.,ccs_gate,0.7504,False,0.5742,True,0.4849,True,2.57,squad,3,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The provided context does not specify a particular theme for Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives. However, it doesn't explicitly state that this was the official theme of the game.",hcpc_v2,0.5429,False,0.558,False,0.4567,False,6.81,squad,3,mistral
What does AFC stand for?,American Football Conference, AFC stands for American Football Conference.,baseline,0.982,False,0.3787,False,-1.0,False,3.75,squad,3,mistral
What does AFC stand for?,American Football Conference," The context does not provide the definition of AFC. However, it is commonly known that AFC stands for American Football Conference.",hcpc_v1,0.6606,False,0.4448,False,-1.0,False,2.52,squad,3,mistral
What does AFC stand for?,American Football Conference," The context does not provide information about what AFC stands for. However, in American football, AFC typically refers to the American Football Conference.",ccs_gate,0.631,False,0.4448,True,0.4674,True,2.03,squad,3,mistral
What does AFC stand for?,American Football Conference, AFC stands for American Football Conference.,hcpc_v2,0.982,False,0.3787,True,0.4753,False,3.74,squad,3,mistral
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",baseline,0.8567,False,0.6413,False,-1.0,False,4.26,squad,3,mistral
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",hcpc_v1,0.8567,False,0.6329,False,-1.0,False,2.03,squad,3,mistral
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",ccs_gate,0.8567,False,0.6413,False,0.5722,False,3.97,squad,3,mistral
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",hcpc_v2,0.8567,False,0.6413,False,0.5722,False,0.96,squad,3,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6268,False,-1.0,False,5.1,squad,3,mistral
Who won Super Bowl 50?,Denver Broncos," The context does not specify who won Super Bowl 50, but it implies that the team that took an early lead and never trailed (the Broncos) might have been the winner since they had a significant advantage over the Panthers. However, without explicit confirmation, I cannot definitively say who won.",hcpc_v1,0.7042,False,0.5921,False,-1.0,False,5.15,squad,3,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,ccs_gate,0.9247,False,0.6268,False,0.5701,False,4.41,squad,3,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.6246,True,0.5701,False,2.07,squad,3,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",baseline,0.6918,False,0.6489,False,-1.0,False,5.29,squad,3,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium," I cannot find this information in the provided context. The context only mentions that the San Francisco Bay Area last hosted a Super Bowl in 1985 (Super Bowl XIX), but it does not specify where Super Bowl 50 took place.",hcpc_v1,0.5995,False,0.6224,False,-1.0,False,5.23,squad,3,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",ccs_gate,0.6918,False,0.6489,False,0.6083,False,6.17,squad,3,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",hcpc_v2,0.6918,False,0.653,True,0.6083,False,2.73,squad,3,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",baseline,0.9421,False,0.6392,False,-1.0,False,6.6,squad,3,mistral
What city did Super Bowl 50 take place in?,Santa Clara, San Francisco Bay Area,hcpc_v1,0.4784,True,0.6284,False,-1.0,False,2.46,squad,3,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",ccs_gate,0.9421,False,0.6392,False,0.6083,False,5.7,squad,3,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",hcpc_v2,0.9421,False,0.6431,True,0.6083,False,3.8,squad,3,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L, Super Bowl 50 would have been called Super Bowl L if Roman numerals were used.,baseline,0.5328,False,0.5327,False,-1.0,False,5.55,squad,3,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L, I cannot find this information in the provided context. The context does not mention or imply how Super Bowl 50 would have been named if Roman numerals had been used instead of Arabic numerals.,hcpc_v1,0.6105,False,0.6741,False,-1.0,False,3.65,squad,3,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L, Super Bowl 50 would have been called Super Bowl L if Roman numerals had been used.,ccs_gate,0.5143,False,0.5327,False,0.5184,False,5.63,squad,3,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L, Super Bowl 50 would have been called Super Bowl L if Roman numerals had been used.,hcpc_v2,0.5143,False,0.5327,True,0.5184,False,1.2,squad,3,mistral
Super Bowl 50 decided the NFL champion for what season?,2015, The Super Bowl 50 decided the NFL champion for the 2015 season.,baseline,0.6644,False,0.6341,False,-1.0,False,4.85,squad,3,mistral
Super Bowl 50 decided the NFL champion for what season?,2015, The Super Bowl 50 decided the NFL champion for the 2015 season.,hcpc_v1,0.6644,False,0.6279,False,-1.0,False,2.47,squad,3,mistral
Super Bowl 50 decided the NFL champion for what season?,2015, The Super Bowl 50 decided the NFL champion for the 2015 season.,ccs_gate,0.6644,False,0.6279,True,0.4145,True,1.36,squad,3,mistral
Super Bowl 50 decided the NFL champion for what season?,2015, The Super Bowl 50 decided the NFL champion for the 2015 season.,hcpc_v2,0.6644,False,0.6341,False,0.4842,False,4.56,squad,3,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," The provided context does not specify the exact year when the Denver Broncos secured a Super Bowl title for the third time. However, it is implied that this event happened in Super Bowl 50, which was held in 2016.",baseline,0.795,False,0.6795,False,-1.0,False,5.91,squad,3,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," I cannot find this information in the provided context. The context only mentions that the Denver Broncos won the AFC Championship Game and secured home-field advantage throughout the AFC playoffs, but it does not specify the year when they won the Super Bowl.",hcpc_v1,0.5272,False,0.6972,False,-1.0,False,4.18,squad,3,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," The provided context does not specify the exact year when the Denver Broncos secured a Super Bowl title for the third time, but it implies that the event happened after their AFC Championship Game victory in 2015 (Super Bowl 50) and before their second Super Bowl appearance in 1995. Therefore, the third Super Bowl win for the Denver Broncos occurred between 1995 and 2015.",ccs_gate,0.7325,False,0.6795,False,0.6115,False,7.87,squad,3,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," The provided context does not specify the exact year when the Denver Broncos secured a Super Bowl title for the third time. However, it is implied that this event happened in Super Bowl 50, which was held in 2016.",hcpc_v2,0.795,False,0.6795,False,0.6115,False,3.35,squad,3,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",baseline,0.9421,False,0.6392,False,-1.0,False,5.31,squad,3,mistral
What city did Super Bowl 50 take place in?,Santa Clara, San Francisco Bay Area,hcpc_v1,0.4784,True,0.6284,False,-1.0,False,1.65,squad,3,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",ccs_gate,0.9421,False,0.6392,False,0.6083,False,5.35,squad,3,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",hcpc_v2,0.9421,False,0.6431,True,0.6083,False,3.63,squad,3,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium, Levi's Stadium,baseline,0.5799,False,0.6693,False,-1.0,False,2.44,squad,3,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium," I cannot find this information in the provided context. The context does mention that Super Bowl XIX took place at Stanford Stadium, but it doesn't specify where Super Bowl 50 was held.",hcpc_v1,0.6469,False,0.6331,False,-1.0,False,4.33,squad,3,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium, Levi's Stadium,ccs_gate,0.5799,False,0.6693,False,0.6083,False,5.07,squad,3,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium, Levi's Stadium,hcpc_v2,0.5799,False,0.6693,False,0.6083,False,0.33,squad,3,mistral
What was the final score of Super Bowl 50? ,24–10," The final score of Super Bowl 50 was 24–10, with the American Football Conference (AFC) champion Denver Broncos defeating the National Football Conference (NFC) champion Carolina Panthers.",baseline,0.8695,False,0.584,False,-1.0,False,5.74,squad,3,mistral
What was the final score of Super Bowl 50? ,24–10, I cannot find this information in the provided context. The context only mentions that the Broncos won Super Bowl 50 but does not provide the final score.,hcpc_v1,0.5817,False,0.562,False,-1.0,False,4.4,squad,3,mistral
What was the final score of Super Bowl 50? ,24–10," The final score of Super Bowl 50 was 24–10, with the American Football Conference (AFC) champion Denver Broncos defeating the National Football Conference (NFC) champion Carolina Panthers.",ccs_gate,0.8695,False,0.584,False,0.5147,False,7.28,squad,3,mistral
What was the final score of Super Bowl 50? ,24–10," The final score of Super Bowl 50 was 24–10, with the American Football Conference (AFC) champion Denver Broncos defeating the National Football Conference (NFC) champion Carolina Panthers.",hcpc_v2,0.8695,False,0.584,True,0.5147,False,5.07,squad,3,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 7, 2016.",baseline,0.945,False,0.625,False,-1.0,False,3.69,squad,3,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 1, 2016.",hcpc_v1,0.9364,False,0.6258,False,-1.0,False,3.39,squad,3,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 7, 2016.",ccs_gate,0.945,False,0.625,False,0.5722,False,5.81,squad,3,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 7, 2016.",hcpc_v2,0.945,False,0.625,True,0.5722,False,2.71,squad,3,mistral
What year was Super Bowl 50?,2015, The Super Bowl 50 was played in the year 2016.,baseline,0.7056,False,0.6133,False,-1.0,False,3.1,squad,3,mistral
What year was Super Bowl 50?,2015," The provided context does not specify the exact year of Super Bowl 50, but since we know it was held in 2015, we can infer that Super Bowl 50 took place in the year 2015.",hcpc_v1,0.9387,False,0.6094,False,-1.0,False,6.07,squad,3,mistral
What year was Super Bowl 50?,2015, The Super Bowl 50 was played in the year 2016.,ccs_gate,0.7056,False,0.6133,False,0.5294,False,4.92,squad,3,mistral
What year was Super Bowl 50?,2015, The Super Bowl 50 was played in the year 2016.,hcpc_v2,0.7056,False,0.6133,False,0.5294,False,1.68,squad,3,mistral
What team was the AFC champion?,Denver Broncos, The Denver Broncos were the AFC champion.,baseline,0.6101,False,0.5751,False,-1.0,False,5.27,squad,3,mistral
What team was the AFC champion?,Denver Broncos, The AFC champion was the Denver Broncos.,hcpc_v1,0.7995,False,0.6233,False,-1.0,False,2.37,squad,3,mistral
What team was the AFC champion?,Denver Broncos, The Denver Broncos were the AFC champion.,ccs_gate,0.6101,False,0.5751,False,0.5132,False,5.15,squad,3,mistral
What team was the AFC champion?,Denver Broncos, The Denver Broncos were the AFC champion.,hcpc_v2,0.6101,False,0.5751,False,0.5132,False,0.88,squad,3,mistral
What team was the NFC champion?,Carolina Panthers, The NFC champion was the Carolina Panthers.,baseline,0.806,False,0.6039,False,-1.0,False,6.69,squad,3,mistral
What team was the NFC champion?,Carolina Panthers," The NFC champion, as mentioned in the provided context, is the Carolina Panthers.",hcpc_v1,0.9576,False,0.6636,False,-1.0,False,3.43,squad,3,mistral
What team was the NFC champion?,Carolina Panthers, The NFC champion was the Carolina Panthers.,ccs_gate,0.806,False,0.6039,False,0.552,False,6.71,squad,3,mistral
What team was the NFC champion?,Carolina Panthers, The NFC champion was the Carolina Panthers.,hcpc_v2,0.806,False,0.6039,False,0.552,False,1.13,squad,3,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6268,False,-1.0,False,6.2,squad,3,mistral
Who won Super Bowl 50?,Denver Broncos," The context does not specify who won Super Bowl 50, but it implies that the team that took an early lead and never trailed (the Broncos) might have been the winning team. However, without further information, we cannot confirm this.",hcpc_v1,0.7306,False,0.5921,False,-1.0,False,7.92,squad,3,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,ccs_gate,0.9247,False,0.6268,False,0.5701,False,6.38,squad,3,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.6246,True,0.5701,False,2.98,squad,3,mistral
Super Bowl 50 determined the NFL champion for what season?,2015, The Super Bowl 50 determined the NFL champion for the 2015 season.,baseline,0.6757,False,0.6236,False,-1.0,False,4.5,squad,3,mistral
Super Bowl 50 determined the NFL champion for what season?,2015, The Super Bowl 50 determined the NFL champion for the 2015 season.,hcpc_v1,0.6757,False,0.6186,False,-1.0,False,3.79,squad,3,mistral
Super Bowl 50 determined the NFL champion for what season?,2015, The Super Bowl 50 determined the NFL champion for the 2015 season.,ccs_gate,0.6757,False,0.6186,True,0.4145,True,2.46,squad,3,mistral
Super Bowl 50 determined the NFL champion for what season?,2015, The Super Bowl 50 determined the NFL champion for the 2015 season.,hcpc_v2,0.6757,False,0.6236,True,0.4842,False,6.34,squad,3,mistral
Which team won Super Bowl 50.,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6228,False,-1.0,False,3.28,squad,3,mistral
Which team won Super Bowl 50.,Denver Broncos, The Broncos won Super Bowl 50.,hcpc_v1,0.8937,False,0.6155,False,-1.0,False,2.64,squad,3,mistral
Which team won Super Bowl 50.,Denver Broncos, The Denver Broncos won Super Bowl 50.,ccs_gate,0.9247,False,0.6228,False,0.5701,False,5.82,squad,3,mistral
Which team won Super Bowl 50.,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.6228,False,0.5701,False,0.86,squad,3,mistral
Where was Super Bowl 50 held?,"Santa Clara, California."," The Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",baseline,0.9471,False,0.6592,False,-1.0,False,6.55,squad,3,mistral
Where was Super Bowl 50 held?,"Santa Clara, California."," The provided context does not specify the exact location of Super Bowl 50, but it states that it was the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985. However, it also mentions renovations to a stadium in Miami, which might suggest that Super Bowl 50 was not held there. Without more context, I cannot definitively say where Super Bowl 50 was held.",hcpc_v1,0.5405,False,0.6366,False,-1.0,False,8.14,squad,3,mistral
Where was Super Bowl 50 held?,"Santa Clara, California."," The Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",ccs_gate,0.9471,False,0.6592,False,0.6083,False,5.9,squad,3,mistral
Where was Super Bowl 50 held?,"Santa Clara, California."," The Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",hcpc_v2,0.9471,False,0.6592,False,0.6083,False,1.6,squad,3,mistral
The name of the NFL championship game is?,Super Bowl, Super Bowl 50,baseline,0.6293,False,0.5081,False,-1.0,False,3.43,squad,3,mistral
The name of the NFL championship game is?,Super Bowl," I cannot find the name of the NFL championship game in the provided context. However, it is typically referred to as the Super Bowl.",hcpc_v1,0.6756,False,0.5113,False,-1.0,False,3.65,squad,3,mistral
The name of the NFL championship game is?,Super Bowl, Super Bowl 50,ccs_gate,0.6293,False,0.5081,False,0.5192,False,5.07,squad,3,mistral
The name of the NFL championship game is?,Super Bowl, Super Bowl 50,hcpc_v2,0.6293,False,0.5081,True,0.5192,False,1.59,squad,3,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos, The Denver Broncos,baseline,0.6985,False,0.5456,False,-1.0,False,5.61,squad,3,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos," The provided context does not specify which 2015 NFL team won the AFC Championship Game and advanced to Super Bowl 50. However, it is implied that the team in question was the Denver Broncos, as they defeated the New England Patriots in the AFC Championship Game and earned home-field advantage throughout the AFC playoffs.",hcpc_v1,0.8463,False,0.5624,False,-1.0,False,7.76,squad,3,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos, The Denver Broncos,ccs_gate,0.6985,False,0.5456,False,0.5132,False,6.42,squad,3,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos, The Denver Broncos,hcpc_v2,0.6985,False,0.5456,False,0.5132,False,0.25,squad,3,mistral
