question,ground_truth,answer,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,gate_fired,latency_s,dataset,k,model
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold, Gold was used to emphasize the 50th anniversary of the Super Bowl.,hcpc_v1,0.6905,False,0.6073,False,-1.0,False,3.67,squad,5,mistral
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold, Gold was used to emphasize the 50th anniversary of the Super Bowl.,ccs_gate,0.6905,False,0.6073,True,0.4091,True,1.35,squad,5,mistral
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold, Gold was used to emphasize the 50th anniversary of the Super Bowl.,hcpc_v2,0.6905,False,0.5225,True,0.5224,False,8.58,squad,5,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The theme of Super Bowl 50 was the ""Golden Anniversary"".",baseline,0.872,False,0.5409,False,-1.0,False,5.11,squad,5,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The provided context does not explicitly state the theme of Super Bowl 50. However, it can be inferred that the theme might be related to gold or the number 50 (the Arabic numerals) due to mentions of gold-themed promotions and initiatives, as well as the prominent use of the Arabic numerals 50 in the game's logo.",hcpc_v1,0.6841,False,0.5478,False,-1.0,False,9.08,squad,5,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The provided context does not explicitly state the theme of Super Bowl 50. However, it can be inferred that the theme might be related to gold or the number 50, as various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl,"" and the Arabic numerals 50 were prominently featured in the game's logo.",ccs_gate,0.624,False,0.5478,True,0.4286,True,7.56,squad,5,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The theme of Super Bowl 50 was the ""Golden Anniversary"".",hcpc_v2,0.872,False,0.5387,True,0.4223,False,7.33,squad,5,mistral
What day was the game played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",baseline,0.8567,False,0.336,False,-1.0,False,7.99,squad,5,mistral
What day was the game played on?,"February 7, 2016"," The game was played on February 7, 2016.",hcpc_v1,0.8967,False,0.4124,False,-1.0,False,3.35,squad,5,mistral
What day was the game played on?,"February 7, 2016"," The game was played on February 7, 2016.",ccs_gate,0.8967,False,0.4124,True,0.285,True,1.14,squad,5,mistral
What day was the game played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",hcpc_v2,0.8567,False,0.3587,True,0.3555,False,5.44,squad,5,mistral
What is the AFC short for?,American Football Conference," The provided context does not explicitly state what AFC stands for. However, it can be inferred from the context that AFC refers to the American Football Conference.",baseline,0.7762,False,0.3955,False,-1.0,False,8.19,squad,5,mistral
What is the AFC short for?,American Football Conference," The context does not provide information about what AFC stands for. However, it refers to the American Football Conference multiple times.",hcpc_v1,0.6948,False,0.4488,False,-1.0,False,4.35,squad,5,mistral
What is the AFC short for?,American Football Conference," The context does not provide information about what AFC stands for. However, it refers to the American Football Conference multiple times.",ccs_gate,0.6948,False,0.4488,True,0.3658,True,2.25,squad,5,mistral
What is the AFC short for?,American Football Conference," The context does not provide information about what AFC stands for. However, in the context of American football, AFC typically stands for the American Football Conference.",hcpc_v2,0.6548,False,0.4007,True,0.3547,False,5.99,squad,5,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The theme of Super Bowl 50 was the ""Golden Anniversary"".",baseline,0.872,False,0.5409,False,-1.0,False,7.03,squad,5,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The provided context does not explicitly state the theme of Super Bowl 50. However, it can be inferred that the theme might be related to gold or the number 50, as various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl,"" and the Arabic numerals 50 were prominently featured in the logo.",hcpc_v1,0.6265,False,0.5478,False,-1.0,False,10.01,squad,5,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The provided context does not explicitly state the theme of Super Bowl 50. However, it can be inferred that the theme might be related to ""Golden"" or ""Fifty"", as various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl"", and the Arabic numerals 50 were prominently featured in the logo.",ccs_gate,0.5959,False,0.5478,True,0.4286,True,7.45,squad,5,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The theme of Super Bowl 50 was the ""Golden Anniversary"".",hcpc_v2,0.872,False,0.5387,True,0.4223,False,7.13,squad,5,mistral
What does AFC stand for?,American Football Conference," The context does not provide information about what AFC stands for. However, it is known that AFC refers to the American Football Conference in the National Football League (NFL).",baseline,0.5982,False,0.3551,False,-1.0,False,10.45,squad,5,mistral
What does AFC stand for?,American Football Conference," The context does not provide information about what AFC stands for. However, in American football, AFC refers to the American Football Conference.",hcpc_v1,0.6221,False,0.4443,False,-1.0,False,4.32,squad,5,mistral
What does AFC stand for?,American Football Conference," The context does not provide information about what AFC stands for. However, it is known that AFC refers to the American Football Conference in the National Football League (NFL).",ccs_gate,0.5982,False,0.3551,False,0.5208,False,10.18,squad,5,mistral
What does AFC stand for?,American Football Conference, AFC stands for American Football Conference.,hcpc_v2,0.982,False,0.3699,True,0.5284,False,3.6,squad,5,mistral
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",baseline,0.8567,False,0.5915,False,-1.0,False,7.89,squad,5,mistral
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",hcpc_v1,0.8567,False,0.5934,False,-1.0,False,3.79,squad,5,mistral
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",ccs_gate,0.8567,False,0.5934,True,0.4118,True,1.57,squad,5,mistral
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",hcpc_v2,0.8567,False,0.5937,True,0.4788,False,7.29,squad,5,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.5974,False,-1.0,False,7.36,squad,5,mistral
Who won Super Bowl 50?,Denver Broncos, The Broncos won Super Bowl 50.,hcpc_v1,0.8937,False,0.5801,False,-1.0,False,3.03,squad,5,mistral
Who won Super Bowl 50?,Denver Broncos, The Broncos won Super Bowl 50.,ccs_gate,0.8937,False,0.5801,True,0.405,True,0.65,squad,5,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.5989,True,0.3851,False,5.65,squad,5,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium, The Super Bowl 50 took place at Levi's Stadium in the San Francisco Bay Area.,baseline,0.8931,False,0.6327,False,-1.0,False,7.58,squad,5,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium," The context does not specify the exact venue for Super Bowl 50, but it states that the San Francisco Bay Area was one of the bids and hosted the game since the last time it held a Super Bowl in 1985. However, without more specific information, I cannot definitively say which stadium in the San Francisco Bay Area hosted Super Bowl 50.",hcpc_v1,0.4675,True,0.6141,False,-1.0,False,9.4,squad,5,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium," The Super Bowl 50 took place at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",ccs_gate,0.9459,False,0.6327,False,0.5154,False,8.16,squad,5,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium, The Super Bowl 50 took place at Levi's Stadium in the San Francisco Bay Area.,hcpc_v2,0.8931,False,0.6352,True,0.5154,False,4.94,squad,5,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",baseline,0.9421,False,0.6194,False,-1.0,False,9.21,squad,5,mistral
What city did Super Bowl 50 take place in?,Santa Clara, San Francisco Bay Area,hcpc_v1,0.4784,True,0.6131,False,-1.0,False,3.33,squad,5,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",ccs_gate,0.9421,False,0.6194,False,0.5554,False,8.21,squad,5,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",hcpc_v2,0.9421,False,0.6217,True,0.5554,False,6.06,squad,5,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L," Super Bowl 50 would have been called Super Bowl L if Roman numerals had been used, as stated in the context.",baseline,0.4443,True,0.4883,False,-1.0,False,8.96,squad,5,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L," Based on the provided context, Super Bowl 50 was referred to as ""Super Bowl 50"" and not with Roman numerals. So if it had been named using Roman numerals, it would have been called ""Super Bowl L"".",hcpc_v1,0.5673,False,0.5792,False,-1.0,False,6.95,squad,5,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L," Based on the provided context, if Roman numerals had been used for Super Bowl 50, it would have been called ""Super Bowl L"" (which stands for 50 in Roman numerals). However, as stated in the context, Arabic numerals were used instead.",ccs_gate,0.6343,False,0.5792,True,0.4224,True,5.11,squad,5,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L," Super Bowl 50 would have been called ""Super Bowl L"" if Roman numerals had been used.",hcpc_v2,0.5494,False,0.5085,True,0.4331,False,7.58,squad,5,mistral
Super Bowl 50 decided the NFL champion for what season?,2015, The Super Bowl 50 decided the NFL champion for the 2015 season.,baseline,0.6644,False,0.603,False,-1.0,False,8.3,squad,5,mistral
Super Bowl 50 decided the NFL champion for what season?,2015, The Super Bowl 50 decided the NFL champion for the 2015 season.,hcpc_v1,0.6644,False,0.5938,False,-1.0,False,4.11,squad,5,mistral
Super Bowl 50 decided the NFL champion for what season?,2015, The Super Bowl 50 decided the NFL champion for the 2015 season.,ccs_gate,0.6644,False,0.5938,True,0.3745,True,1.83,squad,5,mistral
Super Bowl 50 decided the NFL champion for what season?,2015, The NFL champion for the 2015 season was determined in Super Bowl 50.,hcpc_v2,0.7168,False,0.603,True,0.4251,False,7.72,squad,5,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015, The Denver Broncos secured a Super Bowl title for the third time in the year 2016.,baseline,0.7505,False,0.6552,False,-1.0,False,8.22,squad,5,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," The context does not specify the year, but it can be inferred that the event happened after the 2015 season since they defeated the Carolina Panthers in Super Bowl 50. However, without explicit mention of the year, I cannot confirm the exact year with certainty.",hcpc_v1,0.7368,False,0.6746,False,-1.0,False,7.56,squad,5,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015, The Denver Broncos secured a Super Bowl title for the third time in the year 2016.,ccs_gate,0.7505,False,0.6552,False,0.5448,False,7.21,squad,5,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015, The Denver Broncos secured a Super Bowl title for the third time in the year 2016.,hcpc_v2,0.7505,False,0.6552,True,0.5448,False,5.32,squad,5,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",baseline,0.9421,False,0.6194,False,-1.0,False,9.89,squad,5,mistral
What city did Super Bowl 50 take place in?,Santa Clara, San Francisco Bay Area,hcpc_v1,0.4784,True,0.6131,False,-1.0,False,3.8,squad,5,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, California, specifically at Levi's Stadium.",ccs_gate,0.9271,False,0.6194,False,0.5554,False,8.67,squad,5,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",hcpc_v2,0.9421,False,0.6217,True,0.5554,False,6.13,squad,5,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium, The Super Bowl 50 took place at Levi's Stadium.,baseline,0.8198,False,0.6437,False,-1.0,False,4.73,squad,5,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium," The context does not specify the exact stadium name for Super Bowl 50, but it was held in the San Francisco Bay Area's Levi's Stadium.",hcpc_v1,0.7411,False,0.6193,False,-1.0,False,5.85,squad,5,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium, The Super Bowl 50 took place at Levi's Stadium.,ccs_gate,0.8198,False,0.6437,False,0.5154,False,7.56,squad,5,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium, The Super Bowl 50 took place at Levi's Stadium.,hcpc_v2,0.8198,False,0.6437,True,0.5154,False,1.41,squad,5,mistral
What was the final score of Super Bowl 50? ,24–10," The final score of Super Bowl 50 was 24–10, with the American Football Conference (AFC) champion Denver Broncos defeating the National Football Conference (NFC) champion Carolina Panthers.",baseline,0.8695,False,0.5652,False,-1.0,False,9.06,squad,5,mistral
What was the final score of Super Bowl 50? ,24–10, I cannot find the final score of Super Bowl 50 in the provided context.,hcpc_v1,0.6765,False,0.547,False,-1.0,False,3.66,squad,5,mistral
What was the final score of Super Bowl 50? ,24–10, I cannot find the final score of Super Bowl 50 in the provided context.,ccs_gate,0.6765,False,0.547,True,0.3333,True,1.7,squad,5,mistral
What was the final score of Super Bowl 50? ,24–10," The final score of Super Bowl 50 was 24–10, with the American Football Conference (AFC) champion Denver Broncos defeating the National Football Conference (NFC) champion Carolina Panthers.",hcpc_v2,0.8695,False,0.5652,True,0.3713,False,10.28,squad,5,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 7, 2016.",baseline,0.945,False,0.5857,False,-1.0,False,5.23,squad,5,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 1, 2016.",hcpc_v1,0.9364,False,0.5884,False,-1.0,False,4.17,squad,5,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 1, 2016.",ccs_gate,0.9364,False,0.5884,True,0.4207,True,1.77,squad,5,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 7, 2016.",hcpc_v2,0.945,False,0.5857,True,0.4591,False,6.95,squad,5,mistral
What year was Super Bowl 50?,2015," The provided context states that Super Bowl 50 was played on February 7, 2016.",baseline,0.9731,False,0.5856,False,-1.0,False,5.66,squad,5,mistral
What year was Super Bowl 50?,2015," The provided context does not explicitly state the year of Super Bowl 50. However, since it is mentioned as the game to determine the champion of the NFL for the 2015 season, we can infer that Super Bowl 50 was held in the year 2015.",hcpc_v1,0.5485,False,0.5767,False,-1.0,False,8.29,squad,5,mistral
What year was Super Bowl 50?,2015," The provided context does not specify the exact year of Super Bowl 50. However, since it is mentioned as the game for the 2015 NFL season, we can infer that Super Bowl 50 took place in the year 2015.",ccs_gate,0.5236,False,0.5767,True,0.3765,True,4.76,squad,5,mistral
What year was Super Bowl 50?,2015," The provided context states that Super Bowl 50 was played on February 7, 2016.",hcpc_v2,0.9731,False,0.5856,False,0.4121,False,7.1,squad,5,mistral
What team was the AFC champion?,Denver Broncos, The AFC champion was the Denver Broncos.,baseline,0.7995,False,0.5474,False,-1.0,False,7.93,squad,5,mistral
What team was the AFC champion?,Denver Broncos, The AFC champion was the Denver Broncos.,hcpc_v1,0.7995,False,0.5777,False,-1.0,False,3.45,squad,5,mistral
What team was the AFC champion?,Denver Broncos, The AFC champion was the Denver Broncos.,ccs_gate,0.7995,False,0.5474,False,0.5026,False,8.43,squad,5,mistral
What team was the AFC champion?,Denver Broncos, The AFC champion was the Denver Broncos.,hcpc_v2,0.7995,False,0.5474,False,0.5026,False,0.89,squad,5,mistral
What team was the NFC champion?,Carolina Panthers, The NFC champion was the Carolina Panthers.,baseline,0.806,False,0.5472,False,-1.0,False,9.55,squad,5,mistral
What team was the NFC champion?,Carolina Panthers, The NFC champion was the Carolina Panthers.,hcpc_v1,0.806,False,0.6247,False,-1.0,False,3.59,squad,5,mistral
What team was the NFC champion?,Carolina Panthers, The NFC champion was the Carolina Panthers.,ccs_gate,0.806,False,0.6247,True,0.4913,True,0.66,squad,5,mistral
What team was the NFC champion?,Carolina Panthers, The NFC champion was the Carolina Panthers.,hcpc_v2,0.806,False,0.5527,True,0.482,False,9.4,squad,5,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.5974,False,-1.0,False,8.33,squad,5,mistral
Who won Super Bowl 50?,Denver Broncos, The Broncos won Super Bowl 50.,hcpc_v1,0.8937,False,0.5801,False,-1.0,False,3.27,squad,5,mistral
Who won Super Bowl 50?,Denver Broncos, The Broncos won Super Bowl 50.,ccs_gate,0.8937,False,0.5801,True,0.405,True,0.7,squad,5,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.5989,True,0.3851,False,6.09,squad,5,mistral
Super Bowl 50 determined the NFL champion for what season?,2015, The Super Bowl 50 determined the NFL champion for the 2015 season.,baseline,0.6757,False,0.5914,False,-1.0,False,6.57,squad,5,mistral
Super Bowl 50 determined the NFL champion for what season?,2015, The Super Bowl 50 determined the NFL champion for the 2015 season.,hcpc_v1,0.6757,False,0.5797,False,-1.0,False,4.43,squad,5,mistral
Super Bowl 50 determined the NFL champion for what season?,2015, The Super Bowl 50 determined the NFL champion for the 2015 season.,ccs_gate,0.6757,False,0.5797,True,0.3885,True,1.71,squad,5,mistral
Super Bowl 50 determined the NFL champion for what season?,2015, The Super Bowl 50 determined the NFL champion for the 2015 season.,hcpc_v2,0.6757,False,0.599,True,0.5572,False,7.52,squad,5,mistral
Which team won Super Bowl 50.,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.5959,False,-1.0,False,3.69,squad,5,mistral
Which team won Super Bowl 50.,Denver Broncos," The context does not specify which team won Super Bowl 50, but it is mentioned that the Broncos took an early lead and never trailed, implying they might have won the game. However, without explicit confirmation of a victory, I cannot definitively say that the Broncos won Super Bowl 50 based on the provided context alone.",hcpc_v1,0.4601,True,0.5983,False,-1.0,False,8.85,squad,5,mistral
Which team won Super Bowl 50.,Denver Broncos," The Broncos won Super Bowl 50, as they took an early lead in the game and never trailed.",ccs_gate,0.557,False,0.5983,True,0.3931,True,1.92,squad,5,mistral
Which team won Super Bowl 50.,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.5959,True,0.4315,False,6.69,squad,5,mistral
Where was Super Bowl 50 held?,"Santa Clara, California."," Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",baseline,0.9411,False,0.6346,False,-1.0,False,6.88,squad,5,mistral
Where was Super Bowl 50 held?,"Santa Clara, California."," The provided context does not specify the exact location of the stadium where Super Bowl 50 was held. However, it is mentioned that it was held in the San Francisco Bay Area, and the last time the area hosted a Super Bowl was in 1985 at Stanford Stadium in Stanford, California. Therefore, it can be inferred that Super Bowl 50 might have been held at a stadium in the San Francisco Bay Area, but the exact location is not explicitly stated in the context.",hcpc_v1,0.6953,False,0.6151,False,-1.0,False,12.11,squad,5,mistral
Where was Super Bowl 50 held?,"Santa Clara, California."," The provided context does not specify the exact location of the stadium where Super Bowl 50 was held. However, it is mentioned that it was held in the San Francisco Bay Area, and the last time the area hosted a Super Bowl was in 1985 at Stanford Stadium in Stanford, California. Therefore, it can be inferred that Super Bowl 50 might have been held at a stadium in or near the San Francisco Bay Area, but the exact location is not explicitly stated in the context.",ccs_gate,0.6946,False,0.6151,True,0.4021,True,9.05,squad,5,mistral
Where was Super Bowl 50 held?,"Santa Clara, California."," Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",hcpc_v2,0.9411,False,0.6346,False,0.4788,False,8.62,squad,5,mistral
The name of the NFL championship game is?,Super Bowl, Super Bowl 50,baseline,0.6293,False,0.4976,False,-1.0,False,5.28,squad,5,mistral
The name of the NFL championship game is?,Super Bowl," I cannot find the name of the NFL championship game in the provided context. However, it's important to note that the Super Bowl is the official name of the championship game in American football, and the teams mentioned are competing for the Super Bowl title.",hcpc_v1,0.7324,False,0.503,False,-1.0,False,7.11,squad,5,mistral
The name of the NFL championship game is?,Super Bowl, Super Bowl 50,ccs_gate,0.6293,False,0.4976,False,0.5026,False,7.13,squad,5,mistral
The name of the NFL championship game is?,Super Bowl," The name of the NFL championship game, according to the provided context, is not explicitly stated. However, it is referred to as ""Super Bowl 50"" or simply ""Super Bowl"".",hcpc_v2,0.6293,False,0.5043,True,0.5306,False,6.11,squad,5,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos, The Denver Broncos won the AFC playoffs in 2015.,baseline,0.9074,False,0.5176,False,-1.0,False,7.85,squad,5,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos," The provided context does not specify which 2015 NFL team won the AFC Championship Game, but it is implied that the team is the Denver Broncos since they defeated the New England Patriots in the game and went on to Super Bowl 50. However, without explicit confirmation of their Super Bowl win, I cannot definitively say that the Denver Broncos won the AFC playoffs in 2015.",hcpc_v1,0.6759,False,0.5232,False,-1.0,False,13.46,squad,5,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos, The Denver Broncos won the AFC playoffs in 2015.,ccs_gate,0.9074,False,0.5176,False,0.5096,False,10.4,squad,5,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos, The Denver Broncos won the AFC playoffs in 2015.,hcpc_v2,0.9074,False,0.5168,True,0.5073,False,4.18,squad,5,mistral
