question,ground_truth,answer,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,gate_fired,latency_s,dataset,k,model
Where did Super Bowl 50 take place?,"Santa Clara, California"," The Super Bowl 50 took place at Levi's Stadium in Santa Clara, which is located in the San Francisco Bay Area, California.",ccs_gate,0.955,False,0.661,False,0.6595,False,3.37,squad,2,mistral
Where did Super Bowl 50 take place?,"Santa Clara, California"," The Super Bowl 50 took place at Levi's Stadium in Santa Clara, which is located in the San Francisco Bay Area, California.",hcpc_v2,0.955,False,0.661,False,0.6595,False,1.41,squad,2,mistral
Which NFL team won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6877,False,-1.0,False,1.47,squad,2,mistral
Which NFL team won Super Bowl 50?,Denver Broncos," I cannot find this information in the provided context. The context only mentions that Denver Broncos joined a list of teams with 8 Super Bowl appearances, but it does not specify whether they won Super Bowl 50.",hcpc_v1,0.4896,True,0.6644,False,-1.0,False,2.33,squad,2,mistral
Which NFL team won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,ccs_gate,0.9247,False,0.6877,False,0.6325,False,2.35,squad,2,mistral
Which NFL team won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.6877,False,0.6325,False,0.67,squad,2,mistral
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold, Gold,baseline,1.0,False,0.5443,False,-1.0,False,1.15,squad,2,mistral
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold, Gold,hcpc_v1,1.0,False,0.6249,False,-1.0,False,0.97,squad,2,mistral
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold, Gold,ccs_gate,1.0,False,0.5443,False,0.6394,False,2.23,squad,2,mistral
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold, Gold,hcpc_v2,1.0,False,0.5443,False,0.6394,False,0.11,squad,2,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The context does not provide information about the specific theme of Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives.",baseline,0.486,True,0.5661,False,-1.0,False,2.5,squad,2,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," I cannot find this information in the provided context. The context only mentions that the league planned to make Super Bowl 50 spectacular and important, but it does not specify a theme for the event.",hcpc_v1,0.6199,False,0.6081,False,-1.0,False,2.74,squad,2,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The context does not provide information about the specific theme of Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives.",ccs_gate,0.486,True,0.5661,False,0.593,False,3.62,squad,2,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The context does not provide information about the specific theme of Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives.",hcpc_v2,0.486,True,0.5661,False,0.593,False,2.04,squad,2,mistral
What day was the game played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",baseline,0.8567,False,0.4064,False,-1.0,False,2.74,squad,2,mistral
What day was the game played on?,"February 7, 2016"," The game was played on February 7, 2016.",hcpc_v1,0.8967,False,0.5451,False,-1.0,False,1.18,squad,2,mistral
What day was the game played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",ccs_gate,0.8567,False,0.4064,False,0.5558,False,2.4,squad,2,mistral
What day was the game played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",hcpc_v2,0.8567,False,0.4064,False,0.5558,False,0.9,squad,2,mistral
What is the AFC short for?,American Football Conference," The provided context does not explicitly state what AFC stands for, but in the context of American football, AFC typically stands for ""American Football Conference.""",baseline,0.6655,False,0.4278,False,-1.0,False,3.19,squad,2,mistral
What is the AFC short for?,American Football Conference," The context does not provide information about what AFC stands for. However, in American football, AFC typically stands for the American Football Conference.",hcpc_v1,0.6381,False,0.4911,False,-1.0,False,1.89,squad,2,mistral
What is the AFC short for?,American Football Conference," The context does not provide information about what AFC stands for. However, in American football, AFC typically stands for the American Football Conference.",ccs_gate,0.6381,False,0.4911,True,0.6275,True,1.61,squad,2,mistral
What is the AFC short for?,American Football Conference," The provided context does not explicitly state what AFC stands for, but in the context of American football, AFC typically stands for ""American Football Conference.""",hcpc_v2,0.6655,False,0.4278,False,0.4826,False,2.98,squad,2,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The context does not provide information about the specific theme of Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives.",baseline,0.486,True,0.5661,False,-1.0,False,3.37,squad,2,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," I cannot find this information in the provided context. The context only mentions that the game would have been known as ""Super Bowl L"" and that it was planned to be spectacular, but it does not provide any details about the theme of Super Bowl 50.",hcpc_v1,0.5783,False,0.6081,False,-1.0,False,3.53,squad,2,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The context does not provide specific information about the theme of Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives for the game.",ccs_gate,0.5485,False,0.5661,False,0.593,False,3.74,squad,2,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The context does not provide information about the specific theme of Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives.",hcpc_v2,0.486,True,0.5661,False,0.593,False,2.01,squad,2,mistral
What does AFC stand for?,American Football Conference," The context does not provide information about what AFC stands for, but in American football, AFC typically refers to the American Football Conference.",baseline,0.74,False,0.4022,False,-1.0,False,3.03,squad,2,mistral
What does AFC stand for?,American Football Conference, AFC stands for American Football Conference.,hcpc_v1,0.982,False,0.4764,False,-1.0,False,0.71,squad,2,mistral
What does AFC stand for?,American Football Conference, AFC stands for American Football Conference.,ccs_gate,0.982,False,0.4764,True,0.6275,True,0.42,squad,2,mistral
What does AFC stand for?,American Football Conference," The context does not provide information about what AFC stands for, but in American football, AFC typically stands for the American Football Conference.",hcpc_v2,0.815,False,0.4022,False,0.4826,False,2.7,squad,2,mistral
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",baseline,0.8567,False,0.6558,False,-1.0,False,2.76,squad,2,mistral
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",hcpc_v1,0.8567,False,0.6443,False,-1.0,False,1.12,squad,2,mistral
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",ccs_gate,0.8567,False,0.6558,False,0.5558,False,2.74,squad,2,mistral
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",hcpc_v2,0.8567,False,0.6558,False,0.5558,False,0.81,squad,2,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6445,False,-1.0,False,2.72,squad,2,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v1,0.9247,False,0.5894,False,-1.0,False,1.11,squad,2,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,ccs_gate,0.9247,False,0.6445,False,0.5534,False,2.49,squad,2,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.6445,False,0.5534,False,0.56,squad,2,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",baseline,0.6918,False,0.6558,False,-1.0,False,3.05,squad,2,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium," I cannot find this information in the provided context. The context only mentions that it is the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985, and the first in California since Super Bowl XXXVII took place in San Diego in 2003, but it does not specify the venue for Super Bowl 50.",hcpc_v1,0.5389,False,0.6048,False,-1.0,False,4.56,squad,2,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",ccs_gate,0.6918,False,0.6558,False,0.6595,False,3.76,squad,2,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",hcpc_v2,0.6918,False,0.6558,False,0.6595,False,1.32,squad,2,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",baseline,0.9421,False,0.6622,False,-1.0,False,4.16,squad,2,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The provided context does not specify the exact city where Super Bowl 50 took place, but it was held in the San Francisco Bay Area.",hcpc_v1,0.6882,False,0.6296,False,-1.0,False,3.93,squad,2,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",ccs_gate,0.9421,False,0.6622,False,0.6595,False,3.93,squad,2,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",hcpc_v2,0.9421,False,0.6622,False,0.6595,False,1.26,squad,2,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L," Super Bowl 50 would have been called ""Super Bowl L"" if Roman numerals were used.",baseline,0.5623,False,0.5609,False,-1.0,False,5.5,squad,2,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L," Based on the provided context, if Roman numerals had been used for Super Bowl 50, it would have been called ""Super Bowl L"" (which stands for 50 in Roman numerals). However, the text mentions that Arabic numerals were used instead to prominently feature the number 50.",hcpc_v1,0.5395,False,0.7731,False,-1.0,False,5.32,squad,2,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L," Super Bowl 50 would have been called ""Super Bowl L"" if Roman numerals were used.",ccs_gate,0.5623,False,0.5609,False,0.648,False,4.47,squad,2,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L," Super Bowl 50 would have been called ""Super Bowl L"" if Roman numerals were used.",hcpc_v2,0.5623,False,0.5609,False,0.648,False,1.18,squad,2,mistral
Super Bowl 50 decided the NFL champion for what season?,2015, The NFL champion for the 2015 season was decided in Super Bowl 50.,baseline,0.6782,False,0.6569,False,-1.0,False,4.26,squad,2,mistral
Super Bowl 50 decided the NFL champion for what season?,2015, The Super Bowl 50 decided the NFL champion for the 2015 season.,hcpc_v1,0.6644,False,0.6475,False,-1.0,False,1.75,squad,2,mistral
Super Bowl 50 decided the NFL champion for what season?,2015, The NFL champion for the 2015 season was decided in Super Bowl 50.,ccs_gate,0.6782,False,0.6569,False,0.6325,False,4.17,squad,2,mistral
Super Bowl 50 decided the NFL champion for what season?,2015, The NFL champion for the 2015 season was decided in Super Bowl 50.,hcpc_v2,0.6782,False,0.6569,False,0.6325,False,1.54,squad,2,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," The provided context does not specify the exact year of Super Bowl 50, but it was held in 2016. Therefore, the Denver Broncos secured a Super Bowl title for the third time in 2016.",baseline,0.7116,False,0.6821,False,-1.0,False,4.32,squad,2,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," I cannot find the specific year of the Super Bowl win in the provided context. However, it is known that the Denver Broncos won Super Bowl 50, which was held in 2016.",hcpc_v1,0.6552,False,0.6769,False,-1.0,False,3.88,squad,2,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," The provided context does not specify the exact year of Super Bowl 50, but it was held in 2016. Therefore, the Denver Broncos secured a Super Bowl title for the third time in 2016.",ccs_gate,0.7116,False,0.6821,False,0.6013,False,3.75,squad,2,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," The provided context does not specify the exact year of Super Bowl 50, but it was held in 2016. Therefore, the Denver Broncos secured a Super Bowl title for the third time in 2016.",hcpc_v2,0.7116,False,0.6821,False,0.6013,False,2.9,squad,2,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",baseline,0.9421,False,0.6622,False,-1.0,False,3.62,squad,2,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The context does not specify the exact city within the San Francisco Bay Area where Super Bowl 50 took place, but it was held in the San Francisco Bay Area since it's mentioned as the first Super Bowl there since Super Bowl XIX in 1985.",hcpc_v1,0.5431,False,0.6296,False,-1.0,False,3.92,squad,2,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",ccs_gate,0.9421,False,0.6622,False,0.6595,False,3.49,squad,2,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",hcpc_v2,0.9421,False,0.6622,False,0.6595,False,1.16,squad,2,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium, Levi's Stadium,baseline,0.5799,False,0.6775,False,-1.0,False,0.61,squad,2,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium," I cannot find this information in the provided context. The context only mentions that Super Bowl 50 was held in the San Francisco Bay Area, but it does not specify the exact stadium.",hcpc_v1,0.6872,False,0.6115,False,-1.0,False,3.07,squad,2,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium, Levi's Stadium,ccs_gate,0.5799,False,0.6775,False,0.6595,False,3.01,squad,2,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium, Levi's Stadium,hcpc_v2,0.5799,False,0.6775,False,0.6595,False,0.29,squad,2,mistral
What was the final score of Super Bowl 50? ,24–10," The final score of Super Bowl 50 was 24–10, with the American Football Conference (AFC) champion Denver Broncos defeating the National Football Conference (NFC) champion Carolina Panthers.",baseline,0.8695,False,0.5956,False,-1.0,False,3.72,squad,2,mistral
What was the final score of Super Bowl 50? ,24–10," I cannot find this information in the provided context. The context only mentions that the Broncos took an early lead and never trailed, but it does not specify the final score.",hcpc_v1,0.6896,False,0.5627,False,-1.0,False,2.96,squad,2,mistral
What was the final score of Super Bowl 50? ,24–10, The final score of Super Bowl 50 was 24–10 in favor of the Denver Broncos.,ccs_gate,0.7805,False,0.5956,False,0.5534,False,3.49,squad,2,mistral
What was the final score of Super Bowl 50? ,24–10," The final score of Super Bowl 50 was 24–10, with the American Football Conference (AFC) champion Denver Broncos defeating the National Football Conference (NFC) champion Carolina Panthers.",hcpc_v2,0.8695,False,0.5956,False,0.5534,False,2.58,squad,2,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 7, 2016.",baseline,0.945,False,0.635,False,-1.0,False,2.13,squad,2,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 1, 2016. However, the exact date of the game itself is not specified in the provided context.",hcpc_v1,0.7745,False,0.618,False,-1.0,False,2.86,squad,2,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 7, 2016.",ccs_gate,0.945,False,0.635,False,0.5558,False,3.42,squad,2,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 7, 2016.",hcpc_v2,0.945,False,0.635,False,0.5558,False,0.95,squad,2,mistral
What year was Super Bowl 50?,2015," The provided context does not specify the exact year when Super Bowl 50 was held, but we can infer that it was played on February 7, 2016, as stated in the first sentence of the context.",baseline,0.4592,True,0.6291,False,-1.0,False,4.12,squad,2,mistral
What year was Super Bowl 50?,2015," The year of Super Bowl 50 is not explicitly stated in the provided context, but since it's mentioned as the game for the 2015 NFL season, we can infer that Super Bowl 50 took place in the year 2015.",hcpc_v1,0.6673,False,0.6232,False,-1.0,False,4.32,squad,2,mistral
What year was Super Bowl 50?,2015," The provided context does not specify the exact year when Super Bowl 50 was held, but we can infer that it was held on February 7, 2016, as stated in the first sentence of the context.",ccs_gate,0.477,True,0.6291,False,0.6595,False,5.97,squad,2,mistral
What year was Super Bowl 50?,2015," The provided context does not specify the exact year when Super Bowl 50 was held, but we can infer that it was held on February 7, 2016, as stated in the first sentence of the context.",hcpc_v2,0.477,True,0.6291,False,0.6595,False,3.29,squad,2,mistral
What team was the AFC champion?,Denver Broncos, The Broncos were the AFC champion.,baseline,0.6102,False,0.5878,False,-1.0,False,2.85,squad,2,mistral
What team was the AFC champion?,Denver Broncos, The AFC champion was the Broncos.,hcpc_v1,0.7534,False,0.5934,False,-1.0,False,1.46,squad,2,mistral
What team was the AFC champion?,Denver Broncos, The Broncos were the AFC champion.,ccs_gate,0.6102,False,0.5878,False,0.6496,False,2.83,squad,2,mistral
What team was the AFC champion?,Denver Broncos, The Broncos were the AFC champion.,hcpc_v2,0.6102,False,0.5878,False,0.6496,False,0.68,squad,2,mistral
What team was the NFC champion?,Carolina Panthers, The Panthers were the NFC champion.,baseline,0.665,False,0.6233,False,-1.0,False,3.76,squad,2,mistral
What team was the NFC champion?,Carolina Panthers," The Panthers were the NFC champion, as they defeated the Arizona Cardinals in the NFC Championship Game.",hcpc_v1,0.9292,False,0.6747,False,-1.0,False,2.23,squad,2,mistral
What team was the NFC champion?,Carolina Panthers, The Panthers were the NFC champion.,ccs_gate,0.665,False,0.6233,False,0.6562,False,3.02,squad,2,mistral
What team was the NFC champion?,Carolina Panthers, The Panthers were the NFC champion.,hcpc_v2,0.665,False,0.6233,False,0.6562,False,0.48,squad,2,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6445,False,-1.0,False,3.28,squad,2,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v1,0.9247,False,0.5894,False,-1.0,False,1.29,squad,2,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,ccs_gate,0.9247,False,0.6445,False,0.5534,False,2.83,squad,2,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.6445,False,0.5534,False,0.56,squad,2,mistral
Super Bowl 50 determined the NFL champion for what season?,2015, The NFL champion for the 2015 season was determined at Super Bowl 50.,baseline,0.7185,False,0.6548,False,-1.0,False,2.77,squad,2,mistral
Super Bowl 50 determined the NFL champion for what season?,2015, The Super Bowl 50 determined the NFL champion for the 2015 season.,hcpc_v1,0.6757,False,0.6472,False,-1.0,False,1.8,squad,2,mistral
Super Bowl 50 determined the NFL champion for what season?,2015, The NFL champion for the 2015 season was determined at Super Bowl 50.,ccs_gate,0.7185,False,0.6548,False,0.6325,False,3.86,squad,2,mistral
Super Bowl 50 determined the NFL champion for what season?,2015, The NFL champion for the 2015 season was determined at Super Bowl 50.,hcpc_v2,0.7185,False,0.6548,False,0.6325,False,1.01,squad,2,mistral
Which team won Super Bowl 50.,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6531,False,-1.0,False,1.08,squad,2,mistral
Which team won Super Bowl 50.,Denver Broncos," I cannot find this information in the provided context. The context only mentions that the team participating in Super Bowl 50 was one of four teams to have made eight appearances, but it does not specify who actually won the game.",hcpc_v1,0.6136,False,0.6617,False,-1.0,False,3.19,squad,2,mistral
Which team won Super Bowl 50.,Denver Broncos, The Denver Broncos won Super Bowl 50.,ccs_gate,0.9247,False,0.6531,False,0.6325,False,3.44,squad,2,mistral
Which team won Super Bowl 50.,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.6531,False,0.6325,False,0.56,squad,2,mistral
Where was Super Bowl 50 held?,"Santa Clara, California."," The Super Bowl 50 was held at Levi's Stadium in Santa Clara, which is located in the San Francisco Bay Area, California.",baseline,0.9454,False,0.6818,False,-1.0,False,2.73,squad,2,mistral
Where was Super Bowl 50 held?,"Santa Clara, California.", The San Francisco Bay Area,hcpc_v1,0.4359,True,0.6302,False,-1.0,False,1.13,squad,2,mistral
Where was Super Bowl 50 held?,"Santa Clara, California."," The Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",ccs_gate,0.9471,False,0.6818,False,0.6595,False,3.25,squad,2,mistral
Where was Super Bowl 50 held?,"Santa Clara, California."," The Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",hcpc_v2,0.9471,False,0.6818,False,0.6595,False,1.03,squad,2,mistral
The name of the NFL championship game is?,Super Bowl," I cannot find the name of the NFL championship game in the provided context. However, it's important to note that the context mentions Super Bowl 50, which is the name given to the NFL championship game for the 2015 season. The NFL typically refers to its championship game as the Super Bowl.",baseline,0.6982,False,0.5178,False,-1.0,False,5.21,squad,2,mistral
The name of the NFL championship game is?,Super Bowl," I cannot find this information in the provided context about the name of the NFL championship game. However, it's important to note that the Super Bowl is the official name of the championship game between the AFC and NFC champions in American football.",hcpc_v1,0.6865,False,0.5307,False,-1.0,False,3.79,squad,2,mistral
The name of the NFL championship game is?,Super Bowl," I cannot find the name of the NFL championship game in the provided context. However, it's important to note that the context mentions Super Bowl 50, which is the name given to the NFL championship game for the 2015 season. The traditional name for each Super Bowl game includes Roman numerals, but Super Bowl 50 temporarily suspended this tradition to emphasize the ""golden anniversary.""",ccs_gate,0.5889,False,0.5178,False,0.5306,False,7.77,squad,2,mistral
The name of the NFL championship game is?,Super Bowl," I cannot find the name of the NFL championship game in the provided context. However, it's important to note that the NFL Championship Game referred to in your question is typically known as the Super Bowl. In the context provided, Super Bowl 50 is mentioned as the specific game for the 2015 season.",hcpc_v2,0.5778,False,0.5178,False,0.5306,False,4.87,squad,2,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos, The Broncos,baseline,0.7276,False,0.5422,False,-1.0,False,2.84,squad,2,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos, The 2015 NFL team that won the AFC Championship Game and earned home-field advantage throughout the AFC playoffs is the Denver Broncos.,hcpc_v1,0.5899,False,0.532,False,-1.0,False,2.99,squad,2,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos, The Broncos,ccs_gate,0.7276,False,0.5422,False,0.6496,False,2.91,squad,2,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos, The Broncos,hcpc_v2,0.7276,False,0.5422,False,0.6496,False,0.2,squad,2,mistral
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos, The Denver Broncos represented the AFC at Super Bowl 50.,baseline,0.7354,False,0.6027,False,-1.0,False,4.47,squad,3,mistral
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos, The NFL team that represented the AFC at Super Bowl 50 was the Denver Broncos.,hcpc_v1,0.8579,False,0.6602,False,-1.0,False,2.0,squad,3,mistral
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos, The Denver Broncos represented the AFC at Super Bowl 50.,ccs_gate,0.7354,False,0.6027,False,0.5463,False,4.96,squad,3,mistral
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos, The NFL team that represented the AFC at Super Bowl 50 was the Denver Broncos.,hcpc_v2,0.8579,False,0.6025,True,0.5463,False,2.67,squad,3,mistral
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers, The NFL team that represented the NFC at Super Bowl 50 was the Carolina Panthers.,baseline,0.8891,False,0.6001,False,-1.0,False,2.32,squad,3,mistral
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers," I cannot find this information in the provided context. The context only mentions that the team that played against the Denver Broncos in Super Bowl 50 was one of four teams to have made eight appearances in the Super Bowl and that they were coached by John Fox in their last Super Bowl appearance prior to Super Bowl 50, but it does not specify which conference they represented.",hcpc_v1,0.4548,True,0.6188,False,-1.0,False,5.31,squad,3,mistral
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers, The NFL team that represented the NFC at Super Bowl 50 was the Carolina Panthers.,ccs_gate,0.8891,False,0.6001,False,0.5931,False,4.97,squad,3,mistral
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers, The NFL team that represented the NFC at Super Bowl 50 was the Carolina Panthers.,hcpc_v2,0.8891,False,0.5991,True,0.5853,False,3.01,squad,3,mistral
Where did Super Bowl 50 take place?,"Santa Clara, California"," The Super Bowl 50 took place at Levi's Stadium in Santa Clara, California.",baseline,0.9533,False,0.6432,False,-1.0,False,3.29,squad,3,mistral
Where did Super Bowl 50 take place?,"Santa Clara, California"," The provided context does not specify the exact location where Super Bowl 50 took place. However, it is mentioned that it was held in the San Francisco Bay Area, and no other location is given.",hcpc_v1,0.6674,False,0.6279,False,-1.0,False,4.09,squad,3,mistral
Where did Super Bowl 50 take place?,"Santa Clara, California"," The Super Bowl 50 took place at Levi's Stadium in Santa Clara, California.",ccs_gate,0.9533,False,0.6432,False,0.5722,False,4.63,squad,3,mistral
Where did Super Bowl 50 take place?,"Santa Clara, California"," The Super Bowl 50 took place at Levi's Stadium in Santa Clara, California.",hcpc_v2,0.9533,False,0.6432,False,0.5722,False,1.35,squad,3,mistral
Which NFL team won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6554,False,-1.0,False,3.51,squad,3,mistral
Which NFL team won Super Bowl 50?,Denver Broncos, The Broncos,hcpc_v1,0.7276,False,0.6259,False,-1.0,False,1.23,squad,3,mistral
Which NFL team won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,ccs_gate,0.9247,False,0.6554,False,0.5701,False,4.57,squad,3,mistral
Which NFL team won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.6554,False,0.5701,False,0.66,squad,3,mistral
