model,dataset,chunk_size,top_k,prompt_strategy,question,answer,ground_truth,faithfulness_score,is_hallucination,nli_label,latency_s
llama3,squad,512,5,strict,The name of the NFL championship game is?,Super Bowl.,Super Bowl,1.0,False,faithful,2.41
llama3,squad,512,5,strict,What 2015 NFL team one the AFC playoff?,The Denver Broncos won the AFC playoff.,Denver Broncos,0.9356,False,faithful,2.31
llama3,squad,512,5,strict,Which Carolina Panthers player was named Most Valuable Player?,I cannot find this information in the provided context.,Cam Newton,0.5531,False,faithful,2.76
llama3,squad,512,5,strict,How many appearances have the Denver Broncos made in the Super Bowl?,"According to the provided context, the answer is:

They joined the Patriots, Dallas Cowboys, and Pittsburgh Steelers as one of four teams that have made eight appearances in the Super Bowl.

So, the Denver Broncos have made at least 8 appearances in the Super Bowl.",8,0.549,False,faithful,4.7
llama3,squad,512,5,strict,What year was the Carolina Panthers franchise founded?,I cannot find this information in the provided context.,1995,0.5531,False,faithful,2.44
llama3,squad,512,5,strict,What team did the Panthers defeat?,The Panthers defeated the Seattle Seahawks (31-0 halftime lead) and the Arizona Cardinals (49-15).,Arizona Cardinals,0.7956,False,faithful,3.26
llama3,squad,512,5,strict,Who did the Broncos prevent from going to the Super Bowl?,"The answer is: The New England Patriots. According to the context, the Broncos denied the Patriots a chance to defend their title from Super Bowl XLIX by defeating them 20–18 in the AFC Championship Game.",New England Patriots,0.8892,False,faithful,4.41
llama3,squad,512,5,strict,Who did the Panthers beat in the NFC Championship Game?,"The Panthers beat the Arizona Cardinals in the NFC Championship Game, winning 49–15.",Arizona Cardinals,0.8925,False,faithful,3.43
llama3,squad,512,5,strict,Who lost to the Broncos in the AFC Championship?,"According to the provided context, the New England Patriots lost to the Broncos in the AFC Championship Game, 20-18.",New England Patriots,0.92,False,faithful,3.72
llama3,squad,512,5,strict,Who were the defending Super Bowl champions?,I cannot find this information in the provided context.,New England Patriots,0.5531,False,faithful,2.86
llama3,squad,512,5,strict,How many teams have been in the Super Bowl eight times?,"According to the provided context, four teams have made eight appearances in the Super Bowl:

1. Patriots
2. Dallas Cowboys
3. Pittsburgh Steelers
4. Denver Broncos",four,0.6355,False,faithful,3.26
llama3,squad,512,5,strict,Who was this season's NFL MVP?,"According to the provided context, Cam Newton, the Panthers' quarterback, was named the NFL Most Valuable Player (MVP) after finishing the regular season with a 15–1 record.",Cam Newton,0.7435,False,faithful,4.72
llama3,squad,512,5,strict,What was the win/loss ratio in 2015 for the Carolina Panthers during their regular season?,"According to the provided context, the Carolina Panthers had a regular season record of 15-1. Therefore, their win-loss ratio is 15 wins out of 16 games played (or 94.12%).",15–1,0.6505,False,faithful,4.66
llama3,squad,512,5,strict,Which Carolina Panthers team member was picked as the team's MVP in 2015? ,I cannot find this information in the provided context.,Cam Newton,0.5531,False,faithful,3.42
llama3,squad,512,5,strict,What were the win/loss game stats for the Denver Bronco's regular season in 2015?,"According to the provided context, the Broncos finished the regular season with a 12–4 record.",12–4,0.7495,False,faithful,3.92
llama3,squad,512,5,strict,How many teams have played in the Super Bowl eight times?,"According to the provided context, four teams have made eight appearances in the Super Bowl:

1. The Patriots
2. The Dallas Cowboys
3. The Pittsburgh Steelers
4. The Denver Broncos",4,0.7095,False,faithful,4.21
llama3,squad,512,5,strict,Which team did not get a chance to defend their Super Bowl XLIX win in Super Bowl 50?,The New England Patriots did not get a chance to defend their Super Bowl XLIX win in Super Bowl 50.,New England Patriots,0.5369,False,faithful,4.01
llama3,squad,512,5,strict,Who is the quarterback for the Panthers?,Cam Newton.,Cam Newton,1.0,False,faithful,3.18
llama3,squad,512,5,strict,Who did Carolina beat in the NFC championship game?,"According to the provided context, Carolina beat the Arizona Cardinals in the NFC Championship Game, winning 49–15.",Arizona Cardinals,0.9521,False,faithful,3.76
llama3,squad,512,5,strict,How many times have the Panthers been in the Super Bowl?,"According to the provided context, it is mentioned that the Carolina Panthers ""met"" the Denver Broncos in the Super Bowl for the third straight season. Therefore, I can answer that:

The Panthers have been in the Super Bowl at least 3 times.",2,0.7625,False,faithful,4.72
llama3,squad,512,5,strict,Who did Denver beat in the AFC championship?,"The Broncos defeated the New England Patriots in the AFC Championship Game, 20–18.",New England Patriots,0.9364,False,faithful,4.48
llama3,squad,512,5,strict,Who was the Most Valuable Player for the 2015 NFL season?,Cam Newton was named the NFL Most Valuable Player (MVP) for the 2015 season.,Cam Newton,0.8106,False,faithful,4.33
llama3,squad,512,5,strict,Who did Denver beat in the 2015 AFC Championship game?,"According to the provided context, Denver beat the New England Patriots in the 2015 AFC Championship Game, 20-18.",New England Patriots,0.9698,False,faithful,4.64
llama3,squad,512,5,strict,Who did the Carolina Panthers beat in the 2015 NFC Championship game?,"The Carolina Panthers beat the Arizona Cardinals in the 2015 NFC Championship game, winning 49–15.",Arizona Cardinals,0.7713,False,faithful,4.34
llama3,squad,512,5,strict,Who was the 2015 NFL MVP?,Cam Newton.,Cam Newton,1.0,False,faithful,3.46
llama3,squad,512,5,strict,Who did the Panthers beat to become the NFC champs?,"The Panthers beat the Arizona Cardinals in the NFC Championship Game, winning 49-15.",Arizona Cardinals,0.857,False,faithful,3.85
llama3,squad,512,5,strict,What year did the Carolina Panthers form?,I cannot find this information in the provided context.,1995.,0.5531,False,faithful,3.4
llama3,squad,512,5,strict,Who was the Super Bowl 50 MVP?,"According to the provided context, Von Miller, a Denver linebacker, was named Super Bowl MVP.",Von Miller,0.7779,False,faithful,3.75
llama3,squad,512,5,strict,How many fumbles did Von Miller force in Super Bowl 50?,"According to the provided context, Von Miller forced two fumbles in Super Bowl 50.",2,0.8797,False,faithful,4.24
llama3,squad,512,5,strict,Which team held the scoring lead throughout the entire game?,"According to the provided context, Denver held the scoring lead throughout the entire game. The text states that ""McManus kicked a 33-yard field goal that increased their lead to 13–7"", indicating that Denver was leading at some point in the game.",Broncos,0.6748,False,faithful,5.0
llama3,squad,512,5,strict,Which Denver linebacker was named Super Bowl MVP?,"According to the provided context, Von Miller was named Super Bowl MVP.",linebacker Von Miller,0.7732,False,faithful,4.13
llama3,squad,512,5,strict,How many solo tackles did Von Miller make at Super Bowl 50?,"According to the provided context, Von Miller was named Super Bowl MVP and recorded five solo tackles.",five solo tackles,0.7531,False,faithful,3.95
llama3,squad,512,5,strict,Who was limited by Denver's defense?,"Based on the provided context, I cannot find any information about someone being ""limited"" by Denver's defense. However, I can tell you that the Broncos' defense had several notable players who performed well, including Von Miller, DeMarcus Ware, Derek Wolfe, Malik Jackson, and others.",Newton was limited by Denver's defense,0.5515,False,faithful,5.52
llama3,squad,512,5,strict,How many times was Cam Newton sacked?,"According to the provided context, Cam Newton was sacked once, which occurred with 11 seconds left in the half when he was tackled by DeMarcus Ware as time expired.",seven,0.6886,False,faithful,4.67
llama3,squad,512,5,strict,Who won the Super Bowl MVP?,"According to the provided context, Von Miller, a Denver linebacker, was named Super Bowl MVP.",Von Miller,0.7779,False,faithful,4.27
llama3,squad,512,5,strict,How many turnovers did Cam Newton have?,"According to the provided context, Cam Newton had one interception.",three,0.638,False,faithful,3.34
llama3,squad,512,5,strict,How many fumbles did Von Miller force?,"According to the provided context, Von Miller forced two fumbles.",two,0.8916,False,faithful,3.89
llama3,squad,512,5,strict,Who was given the esteemed status of MVP for Super Bowl 50?,"According to the provided context, Von Miller, a Denver linebacker, was named Super Bowl MVP.",Von Miller,0.7779,False,faithful,3.85
llama3,squad,512,5,strict,What position does Von Miller play for the Denver Broncos?,Pro Bowl linebacker.,linebacker,0.6262,False,faithful,3.17
llama3,squad,512,5,strict,What was the number of solo tackles that Von Miller had in Super Bowl 50?,"According to the provided context, Von Miller recorded ""five solo tackles"" in Super Bowl 50.",5,0.8571,False,faithful,4.18
llama3,squad,512,5,strict,How many forced fumbles did Von Miller have during the Super Bowl 50 game?,"According to the provided context, Von Miller had two forced fumbles during the Super Bowl 50 game.",2,0.6976,False,faithful,4.48
llama3,squad,512,5,strict,Who won the MVP for the Super Bowl?,"According to the context, Von Miller, a linebacker, was named Super Bowl MVP.",Von Miller,0.8596,False,faithful,4.22
llama3,squad,512,5,strict,How many tackles did Von Miller get during the game?,I cannot find this information in the provided context.,5,0.5531,False,faithful,3.62
llama3,squad,512,5,strict,How many times was Cam Newton sacked in Super Bowl 50?,"According to the provided context, Cam Newton was sacked twice in Super Bowl 50. Once by DeMarcus Ware as time expired in the half, and again by Von Miller, which resulted in a fumble return touchdown for the Broncos.",seven,0.6386,False,faithful,4.71
llama3,squad,512,5,strict,How many times did the Denver defense force Newton into turnovers?,"According to the provided context, the Denver defense forced Newton into three turnovers, including a fumble which they recovered for a touchdown.",three,0.8076,False,faithful,4.32
llama3,squad,512,5,strict,Which Newton turnover resulted in seven points for Denver?,"According to the provided context, Von Miller's sack and fumble recovery in the end zone resulted in a touchdown for Denver. This is described as ""a Broncos touchdown, giving the team a 10–0 lead."" Therefore, the answer is that this turnover resulted in seven points for Denver.",a fumble,0.6842,False,faithful,5.7
llama3,squad,512,5,strict,Who was the Most Valuable Player of Super Bowl 50?,"Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2½ sacks, and two forced fumbles.",Von Miller,0.4428,True,hallucinated,4.76
llama3,squad,512,5,strict,What position does Von Miller play?,"According to the provided context, Von Miller plays the position of linebacker.",linebacker,0.5602,False,faithful,3.57
llama3,squad,512,5,strict,How many times was the Panthers' quarterback sacked?,I cannot find this information in the provided context.,seven,0.5531,False,faithful,3.55
llama3,squad,512,5,strict,How many times did the Broncos cause turnovers in the game?,"According to the provided context, the Broncos caused three turnovers in the game:

1. A fumble which they recovered for a touchdown.
2. An interception by safety T. J. Ward.
3. A sack that knocked the ball out of Newton's hands while sacking him, and Malik Jackson recovered it in the end zone for a Broncos touchdown.",three,0.7484,False,faithful,6.39
llama3,squad,512,5,strict,What Denver player caused two fumbles for the Panthers?,"According to the provided context, Von Miller is the Denver player who caused a fumble when he knocked the ball out of Newton's hands while sacking him.",Von Miller,0.8406,False,faithful,4.85
llama3,squad,512,5,strict,How many tackles did Von Miller accomlish by himself in the game?,I cannot find this information in the provided context.,five,0.5531,False,faithful,3.81
llama3,squad,512,5,strict,Which network broadcasted Super Bowl 50 in the U.S.?,"According to the provided context, CBS broadcasted Super Bowl 50 in the U.S.",CBS,0.8184,False,faithful,3.97
llama3,squad,512,5,strict,What was the average cost for a 30 second commercial during Super Bowl 50?,"According to the provided context, the average cost for a 30-second commercial during Super Bowl 50 was $5 million.",$5 million,0.5781,False,faithful,3.41
llama3,squad,512,5,strict,Which group headlined the Super Bowl 50 halftime show?,"According to the provided context, the British rock group Coldplay headlined the Super Bowl 50 halftime show.",Coldplay,0.9357,False,faithful,3.12
llama3,squad,512,5,strict,Which performers joined the headliner during the Super Bowl 50 halftime show?,"According to the provided context, Beyoncé and Bruno Mars joined the headliner, Coldplay, during the Super Bowl 50 halftime show.",Beyoncé and Bruno Mars,0.9176,False,faithful,4.22
llama3,squad,512,5,strict,At which Super Bowl did Beyonce headline the halftime show?,"According to the provided context, Beyoncé headlined the Super Bowl XLVII halftime show.",Super Bowl XLVII,0.8934,False,faithful,3.88
llama3,squad,512,5,strict,Who was the broadcaster for Super Bowl 50 in the United States?,"According to the provided context, CBS broadcast Super Bowl 50 in the U.S.",CBS,0.8442,False,faithful,3.87
llama3,squad,512,5,strict,What was the average cost of a 30-second commercial?,"According to the provided context, the average cost of a 30-second commercial during Super Bowl 50 was $5 million.",$5 million,0.5964,False,faithful,3.81
llama3,squad,512,5,strict,What halftime performer previously headlined Super Bowl XLVII?,"According to the provided context, Bruno Mars previously headlined Super Bowl XLVII.",Beyoncé,0.7761,False,faithful,3.92
llama3,squad,512,5,strict,What halftime performer previously headlined Super Bowl XLVIII?,"According to the provided context, Bruno Mars previously headlined the Super Bowl XLVIII halftime show.",Bruno Mars,0.7605,False,faithful,1.28
llama3,squad,512,5,strict,Who was the main performer at this year's halftime show?,"According to the context, the main performers at the Super Bowl 50 halftime show were Coldplay, Beyoncé, and Bruno Mars.",Coldplay,0.9413,False,faithful,4.37
llama3,squad,512,5,strict,Which network broadcasted the 50th Super Bowl game? ,"According to the provided context, CBS broadcasted the 50th Super Bowl game.",CBS,0.884,False,faithful,4.12
llama3,squad,512,5,strict,What was the average cost for a TV ad lasting 30 seconds during Super Bowl 50?,"According to the provided context, the answer is:

$5 million",$5 million,0.5244,False,faithful,3.47
llama3,squad,512,5,strict,Who was the male singer who performed as a special guest during Super Bowl 50?,"According to the provided context, Bruno Mars and Beyoncé were the special guest performers during the Super Bowl 50 halftime show.",Bruno Mars,0.8825,False,faithful,3.96
llama3,squad,512,5,strict,What ranking does the Super Bowl 50 halftime show have on the list of most watched TV broadcasts?,"According to the provided context, the Super Bowl 50 halftime show was the third-most watched U.S. broadcast ever.",third,0.808,False,faithful,4.7
llama3,squad,512,5,strict,What station aired the Super Bowl?,"According to the provided context, CBS broadcast Super Bowl 50 in the U.S.",CBS,0.8442,False,faithful,4.03
llama3,squad,512,5,strict,How much money did a 1/2 minute commercial cost?,"I cannot find this information in the provided context. The context only mentions the price of a 30-second advertisement, but does not provide information about the cost of a 1/2 minute (or any other length) commercial.",$5 million,0.478,True,hallucinated,4.81
llama3,squad,512,5,strict,What band headlined half-time during Super Bowl 50?,"According to the provided context, the British rock group Coldplay headlined the halftime show at Super Bowl 50.",Coldplay,0.899,False,faithful,4.02
llama3,squad,512,5,strict,What two artists came out with Coldplay during the half-time show?,"According to the provided context, Beyoncé and Bruno Mars were the special guest performers who came out with Coldplay during the halftime show.",Beyoncé and Bruno Mars,0.9129,False,faithful,3.6
llama3,squad,512,5,strict,Who broadcast the Super Bowl on TV?,"According to the provided context, the game was televised by CBS in the United States. Additionally, ESPN Deportes announced that they had reached an agreement with CBS and the NFL to be the exclusive Spanish-language broadcaster of the game.",CBS,0.742,False,faithful,5.6
llama3,squad,512,5,strict,Who headlined the halftime show for Super Bowl 50?,"According to the provided context, the British rock group Coldplay headlined the Super Bowl 50 halftime show.",Coldplay,0.9357,False,faithful,4.48
