dataset,model,n_noise,noise_rate,question,ground_truth,answer,faithfulness_score,is_hallucination
squad,mistral,2,0.667,Which NFL team won Super Bowl 50?,Denver Broncos," I cannot find this information in the provided context as it does not mention which team won Super Bowl 50. However, based on the context, it is known that both the Denver Broncos and the Carolina Panthers reached their respective conference championship games, with the Broncos advancing to the Super Bowl.",0.4772,True
squad,mistral,3,1.0,Which NFL team won Super Bowl 50?,Denver Broncos, I cannot find this information in the provided context. The context does not mention which NFL team won Super Bowl 50.,0.6763,False
squad,mistral,0,0.0,What color was used to emphasize the 50th anniversary of the Super Bowl?,gold, Gold,1.0,False
squad,mistral,1,0.333,What color was used to emphasize the 50th anniversary of the Super Bowl?,gold," Gold was used to emphasize the 50th anniversary of the Super Bowl, as evidenced by gold-tinted logos, painted fields, numbered 50-yard lines, gold-trimmed logos on sideline jackets and hats, and gold footballs given out.",0.5875,False
squad,mistral,2,0.667,What color was used to emphasize the 50th anniversary of the Super Bowl?,gold," The context does not provide information about a specific color being used to emphasize the 50th anniversary of the Super Bowl. However, it mentions that gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl"". So, it can be inferred that gold was used to some extent to celebrate the 50th anniversary.",0.8037,False
squad,mistral,3,1.0,What color was used to emphasize the 50th anniversary of the Super Bowl?,gold, I cannot find this information in the provided context. The text does not mention any specific color used to emphasize the 50th anniversary of the Super Bowl.,0.6569,False
squad,mistral,0,0.0,What was the theme of Super Bowl 50?,"""golden anniversary"""," The provided context does not mention a specific theme for Super Bowl 50, but it does state that the league emphasized the ""golden anniversary"" with various gold-themed initiatives.",0.5463,False
squad,mistral,1,0.333,What was the theme of Super Bowl 50?,"""golden anniversary"""," The context does not provide information about the specific theme for Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives.",0.5008,False
squad,mistral,2,0.667,What was the theme of Super Bowl 50?,"""golden anniversary"""," The provided context does not mention a specific theme for Super Bowl 50, but it does state that the league emphasized the ""golden anniversary"" with various gold-themed initiatives.",0.5463,False
squad,mistral,3,1.0,What was the theme of Super Bowl 50?,"""golden anniversary""", The context does not provide information about the theme of Super Bowl 50.,0.773,False
squad,mistral,0,0.0,What day was the game played on?,"February 7, 2016"," The game was played on February 7, 2016.",0.8967,False
squad,mistral,1,0.333,What day was the game played on?,"February 7, 2016"," The game was played on February 7, 2016.",0.8967,False
squad,mistral,2,0.667,What day was the game played on?,"February 7, 2016"," The game was played on February 7, 2016.",0.8967,False
squad,mistral,3,1.0,What day was the game played on?,"February 7, 2016", I cannot find this information in the provided context. The context does not mention the date when the Super Bowl was played.,0.7041,False
squad,mistral,0,0.0,What is the AFC short for?,American Football Conference," The context does not provide information about what AFC stands for. However, it is commonly known that AFC stands for American Football Conference.",0.697,False
squad,mistral,1,0.333,What is the AFC short for?,American Football Conference, The AFC in the provided context stands for American Football Conference.,0.995,False
squad,mistral,2,0.667,What is the AFC short for?,American Football Conference, I cannot find this information in the provided context. The context does not specify what AFC stands for.,0.6762,False
squad,mistral,3,1.0,What is the AFC short for?,American Football Conference, I cannot find this information in the provided context. The context does not mention what AFC stands for.,0.6632,False
squad,mistral,0,0.0,What was the theme of Super Bowl 50?,"""golden anniversary"""," The provided context does not specify a particular theme for Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives.",0.5107,False
squad,mistral,1,0.333,What was the theme of Super Bowl 50?,"""golden anniversary""", I cannot find this information in the provided context. The context does not mention anything about the theme of Super Bowl 50.,0.6703,False
squad,mistral,2,0.667,What was the theme of Super Bowl 50?,"""golden anniversary""", The context does not provide information about the theme of Super Bowl 50.,0.773,False
squad,mistral,3,1.0,What was the theme of Super Bowl 50?,"""golden anniversary""", I cannot find this information in the provided context. The context does not mention the theme of Super Bowl 50.,0.6498,False
squad,mistral,0,0.0,What does AFC stand for?,American Football Conference," The context does not provide a direct definition for what AFC stands for. However, given the context of the National Football League (NFL) and the discussion about the American Football Conference (AFC), it can be inferred that AFC stands for ""American Football Conference.""",0.7821,False
squad,mistral,1,0.333,What does AFC stand for?,American Football Conference," I cannot find this information in the provided context. The context only discusses football teams and events, but it does not specify what AFC stands for.",0.5611,False
squad,mistral,2,0.667,What does AFC stand for?,American Football Conference," I cannot find this information in the provided context. The context only discusses the NFL season and the Denver Broncos, but it does not specify what AFC stands for.",0.5463,False
squad,mistral,3,1.0,What does AFC stand for?,American Football Conference," I cannot find this information in the provided context. The context only discusses the NFL season, various gold-themed promotions, and specific player statistics for a team, but it does not mention or imply any reference to the AFC (American Football Conference).",0.5673,False
squad,mistral,0,0.0,What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",0.8567,False
squad,mistral,1,0.333,What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",0.8567,False
squad,mistral,2,0.667,What day was the Super Bowl played on?,"February 7, 2016"," I cannot find this information in the provided context. The context only mentions the date when the Super Bowl Opening Night was held (February 1, 2016), but it does not specify the day when the actual Super Bowl 50 game took place.",0.7242,False
squad,mistral,3,1.0,What day was the Super Bowl played on?,"February 7, 2016", I cannot find this information in the provided context. The context does not specify the date when Super Bowl 50 was played.,0.7499,False
squad,mistral,0,0.0,Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,0.9247,False
squad,mistral,1,0.333,Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,0.9247,False
squad,mistral,2,0.667,Who won Super Bowl 50?,Denver Broncos," I cannot find this information in the provided context. The context only mentions that the Panthers advanced to their second Super Bowl appearance, but it does not specify who they played against or the outcome of Super Bowl 50.",0.513,False
squad,mistral,3,1.0,Who won Super Bowl 50?,Denver Broncos," The provided context does not mention who won Super Bowl 50. However, it does state that the Panthers and the Denver Broncos were the two teams playing in this game, with Peyton Manning as the quarterback for the Broncos and Cam Newton as the quarterback for the Panthers.",0.7125,False
squad,mistral,0,0.0,What venue did Super Bowl 50 take place in?,Levi's Stadium," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",0.6918,False
squad,mistral,1,0.333,What venue did Super Bowl 50 take place in?,Levi's Stadium," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",0.6918,False
squad,mistral,2,0.667,What venue did Super Bowl 50 take place in?,Levi's Stadium," The context does not provide information about the specific venue for Super Bowl 50. However, it is mentioned that the game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",0.7314,False
squad,mistral,3,1.0,What venue did Super Bowl 50 take place in?,Levi's Stadium, I cannot find this information in the provided context. The context does not mention where Super Bowl 50 took place.,0.6854,False
squad,mistral,0,0.0,What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",0.9421,False
squad,mistral,1,0.333,What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, California (specifically at Levi's Stadium in the San Francisco Bay Area).",0.9733,False
squad,mistral,2,0.667,What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, California (specifically at Levi's Stadium in the San Francisco Bay Area).",0.9733,False
squad,mistral,3,1.0,What city did Super Bowl 50 take place in?,Santa Clara," The context does not provide information about the city where Super Bowl 50 took place. However, given that the event was held at Levi's Stadium and the NFL field director mentioned is Ed Mangan, who typically works for the San Francisco 49ers (Atlanta Braves field director was not mentioned), it can be inferred that Super Bowl 50 likely took place in San Francisco or the surrounding area.",0.6243,False
squad,mistral,0,0.0,"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L, Super Bowl 50 would have been called Super Bowl L if Roman numerals had been used.,0.5143,False
squad,mistral,1,0.333,"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L, I cannot find this information in the provided context. The context does not mention or discuss the Roman numeral name for Super Bowl 50.,0.698,False
squad,mistral,2,0.667,"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L, I cannot find this information in the provided context as it does not mention what Super Bowl 50 would have been called if Roman numerals were used. The context only states that Roman numerals were temporarily suspended for Super Bowl 50 and that it was named using Arabic numerals as Super Bowl 50.,0.8337,False
squad,mistral,3,1.0,"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L, Super Bowl 50 would have been referred to as L (50) in Roman numerals.,0.5263,False
squad,mistral,0,0.0,Super Bowl 50 decided the NFL champion for what season?,2015, The Super Bowl 50 decided the NFL champion for the 2015 season.,0.6644,False
squad,mistral,1,0.333,Super Bowl 50 decided the NFL champion for what season?,2015, The NFL champion for the 2015 season was decided in Super Bowl 50.,0.6782,False
squad,mistral,2,0.667,Super Bowl 50 decided the NFL champion for what season?,2015, The Super Bowl 50 decided the NFL champion for the 2015 season.,0.6644,False
squad,mistral,3,1.0,Super Bowl 50 decided the NFL champion for what season?,2015," The provided context does not specify the NFL season that Super Bowl 50 decided. However, since Super Bowl 50 was played in February 2016, it determined the NFL champion for the 2015 season.",0.5164,False
squad,mistral,0,0.0,What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," The provided context does not specify the exact year when the Denver Broncos secured a Super Bowl title for the third time, but it implies that the event happened after their regular season in 2015 (as they played in Super Bowl 50) and before the Panthers' second Super Bowl appearance since 1995. Therefore, we can infer that the Denver Broncos won a Super Bowl title for the third time between 1995 and 2015, but without more specific information, I cannot determine the exact year.",0.6559,False
squad,mistral,1,0.333,What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," The provided context does not specify the exact year, but since Super Bowl 50 is mentioned, it can be inferred that the Denver Broncos secured a Super Bowl title in the year 2016.",0.6186,False
squad,mistral,2,0.667,What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," I cannot find this information in the provided context. The context only discusses the 2015 NFL season and the Denver Broncos' regular season record, but it does not specify the year they won the Super Bowl.",0.5487,False
squad,mistral,3,1.0,What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," I cannot find this information in the provided context. The context does not specify which team won Super Bowl 50, and therefore it is impossible to determine when the Denver Broncos secured their third Super Bowl title based solely on the given context.",0.4641,True
squad,mistral,0,0.0,What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",0.9421,False
squad,mistral,1,0.333,What city did Super Bowl 50 take place in?,Santa Clara, San Francisco,0.452,True
squad,mistral,2,0.667,What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, California (specifically at Levi's Stadium in the San Francisco Bay Area).",0.9733,False
squad,mistral,3,1.0,What city did Super Bowl 50 take place in?,Santa Clara, I cannot find this information in the provided context. The context does not mention where Super Bowl 50 took place.,0.6854,False
squad,mistral,0,0.0,What stadium did Super Bowl 50 take place in?,Levi's Stadium, Levi's Stadium,0.5799,False
squad,mistral,1,0.333,What stadium did Super Bowl 50 take place in?,Levi's Stadium," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",0.6918,False
squad,mistral,2,0.667,What stadium did Super Bowl 50 take place in?,Levi's Stadium," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",0.6918,False
squad,mistral,3,1.0,What stadium did Super Bowl 50 take place in?,Levi's Stadium, I cannot find this information in the provided context. The context does not mention where Super Bowl 50 took place.,0.6854,False
squad,mistral,0,0.0,What was the final score of Super Bowl 50? ,24–10," The final score of Super Bowl 50 was 24–10, with the American Football Conference (AFC) champion Denver Broncos defeating the National Football Conference (NFC) champion Carolina Panthers.",0.8695,False
squad,mistral,1,0.333,What was the final score of Super Bowl 50? ,24–10, The final score of Super Bowl 50 was 24–10.,0.7851,False
squad,mistral,2,0.667,What was the final score of Super Bowl 50? ,24–10," The final score of Super Bowl 50 was 24–10, with the American Football Conference (AFC) champion Denver Broncos defeating the National Football Conference (NFC) champion Carolina Panthers.",0.8695,False
squad,mistral,3,1.0,What was the final score of Super Bowl 50? ,24–10, I cannot find this information in the provided context. The context does not mention or imply any details about the final score of Super Bowl 50.,0.6518,False
squad,mistral,0,0.0,"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 7, 2016.",0.945,False
squad,mistral,1,0.333,"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 7, 2016.",0.945,False
squad,mistral,2,0.667,"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The provided context does not explicitly state the date when Super Bowl 50 took place. However, since it was held on February 1, 2016 for the Super Bowl Opening Night event, we can infer that Super Bowl 50 likely took place on a different day in February 2016.",0.6459,False
squad,mistral,3,1.0,"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The provided context does not specify the exact date of Super Bowl 50. However, it is mentioned that the NFL announced on June 4, 2014, that the game would be named Super Bowl 50, implying that the event took place after this announcement. Therefore, we can infer that Super Bowl 50 occurred in a year later than 2014, but the exact day and month are not provided in the context.",0.5027,False
squad,mistral,0,0.0,What year was Super Bowl 50?,2015," The provided context states that Super Bowl 50 was played on February 7, 2016.",0.9731,False
squad,mistral,1,0.333,What year was Super Bowl 50?,2015," The provided context does not specify the exact year of Super Bowl 50, but we can infer that it was held on February 7, 2016, as stated in the first paragraph.",0.6247,False
squad,mistral,2,0.667,What year was Super Bowl 50?,2015," I cannot find this information in the provided context. The context does not mention the year of Super Bowl 50. However, we know that it was in early 2012 when NFL Commissioner Roger Goodell stated that the league planned to make the 50th Super Bowl ""spectacular"". Therefore, we can infer that Super Bowl 50 took place in 2016 (since the Super Bowls are held annually and there is a two-year gap between the statement by Goodell and the event).",0.6328,False
squad,mistral,3,1.0,What year was Super Bowl 50?,2015, I cannot find this information in the provided context. The context does not mention the year of Super Bowl 50.,0.6748,False
squad,mistral,0,0.0,What team was the AFC champion?,Denver Broncos, The Denver Broncos were the AFC champion.,0.6101,False
squad,mistral,1,0.333,What team was the AFC champion?,Denver Broncos, The AFC champion was the Denver Broncos.,0.7995,False
squad,mistral,2,0.667,What team was the AFC champion?,Denver Broncos, The AFC champion was the Denver Broncos.,0.7995,False
squad,mistral,3,1.0,What team was the AFC champion?,Denver Broncos," I cannot find this information in the provided context as it only discusses the NFC teams and their progression towards the Super Bowl, not the AFC champion.",0.2735,True
squad,mistral,0,0.0,What team was the NFC champion?,Carolina Panthers, The NFC champion was the Carolina Panthers.,0.806,False
squad,mistral,1,0.333,What team was the NFC champion?,Carolina Panthers, The NFC champion was the Carolina Panthers.,0.806,False
squad,mistral,2,0.667,What team was the NFC champion?,Carolina Panthers," The provided context does not specify which team was the NFC champion, but it is implied that the team is the Panthers as they advanced to the Super Bowl after defeating the Arizona Cardinals in the NFC Championship Game.",0.6993,False
squad,mistral,3,1.0,What team was the NFC champion?,Carolina Panthers, I cannot find this information in the provided context. The context does not mention which team was the NFC champion.,0.7578,False
squad,mistral,0,0.0,Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,0.9247,False
squad,mistral,1,0.333,Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,0.9247,False
squad,mistral,2,0.667,Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,0.9247,False
squad,mistral,3,1.0,Who won Super Bowl 50?,Denver Broncos, I cannot find this information in the provided context. The context does not provide any details about who won Super Bowl 50.,0.6336,False
squad,mistral,0,0.0,Super Bowl 50 determined the NFL champion for what season?,2015, The Super Bowl 50 determined the NFL champion for the 2015 season.,0.6757,False
squad,mistral,1,0.333,Super Bowl 50 determined the NFL champion for what season?,2015, The Super Bowl 50 determined the NFL champion for the 2015 season.,0.6757,False
squad,mistral,2,0.667,Super Bowl 50 determined the NFL champion for what season?,2015, Super Bowl 50 determined the NFL champion for the 2015 season.,0.7504,False
squad,mistral,3,1.0,Super Bowl 50 determined the NFL champion for what season?,2015," The provided context does not specify the year of the Super Bowl, but since Super Bowl 50 was held in 2016 (following the 2015 NFL season), it can be inferred that Super Bowl 50 determined the NFL champion for the 2015 season.",0.6007,False
squad,mistral,0,0.0,Which team won Super Bowl 50.,Denver Broncos, The Denver Broncos won Super Bowl 50.,0.9247,False
squad,mistral,1,0.333,Which team won Super Bowl 50.,Denver Broncos, The Denver Broncos won Super Bowl 50.,0.9247,False
squad,mistral,2,0.667,Which team won Super Bowl 50.,Denver Broncos," The context does not provide information about which team won Super Bowl 50. However, it is mentioned that the Panthers were in the NFC Championship Game before the Super Bowl, but they did not win the Super Bowl.",0.5926,False
squad,mistral,3,1.0,Which team won Super Bowl 50.,Denver Broncos," I cannot find this information in the provided context as it does not mention which team won Super Bowl 50. However, from the context, we know that both the Denver Broncos and Carolina Panthers reached the championship game (AFC Championship Game for the Broncos and NFC Championship Game for the Panthers), so one of these teams would have won Super Bowl 50.",0.4496,True
squad,mistral,0,0.0,Where was Super Bowl 50 held?,"Santa Clara, California."," Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",0.9411,False
squad,mistral,1,0.333,Where was Super Bowl 50 held?,"Santa Clara, California."," The Super Bowl 50 was held at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",0.9393,False
squad,mistral,2,0.667,Where was Super Bowl 50 held?,"Santa Clara, California."," The provided context states that Super Bowl 50 was held at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",0.9921,False
squad,mistral,3,1.0,Where was Super Bowl 50 held?,"Santa Clara, California."," The context does not provide information about where Super Bowl 50 was held. However, it is mentioned that CBS broadcasted the game in the U.S., suggesting that it took place in the United States.",0.7035,False
squad,mistral,0,0.0,The name of the NFL championship game is?,Super Bowl, Super Bowl 50,0.6293,False
squad,mistral,1,0.333,The name of the NFL championship game is?,Super Bowl, Super Bowl 50,0.6293,False
squad,mistral,2,0.667,The name of the NFL championship game is?,Super Bowl," The name of the NFL championship game in the provided context is not explicitly mentioned. However, it can be inferred that the game being discussed is Super Bowl 50.",0.61,False
squad,mistral,3,1.0,The name of the NFL championship game is?,Super Bowl, I cannot find the name of the NFL championship game in the provided context.,0.7049,False
squad,mistral,0,0.0,What 2015 NFL team one the AFC playoff?,Denver Broncos, The Denver Broncos,0.6985,False
squad,mistral,1,0.333,What 2015 NFL team one the AFC playoff?,Denver Broncos," The provided context does not specify which 2015 NFL team won the AFC Championship Game and advanced to the Super Bowl, but it is stated that the Broncos defeated the New England Patriots in the AFC Championship Game. Therefore, the 2015 Denver Broncos won the AFC playoff.",0.7091,False
squad,mistral,2,0.667,What 2015 NFL team one the AFC playoff?,Denver Broncos, The 2015 NFL team that won the AFC championship is the Denver Broncos.,0.8412,False
squad,mistral,3,1.0,What 2015 NFL team one the AFC playoff?,Denver Broncos, I cannot find this information in the provided context. The context does not mention which team won the AFC playoffs in 2015.,0.7297,False
