question,ground_truth,answer,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,n_summaries_returned,n_leaves_returned,dataset,model
What was the theme of Super Bowl 50?,"""golden anniversary"""," The theme of Super Bowl 50 was the ""golden anniversary"".",raptor,0.9245,False,0.5671,True,-1.0,1,2,squad,mistral
What does AFC stand for?,American Football Conference, AFC stands for American Football Conference.,baseline,0.982,False,0.3787,False,-1.0,0,0,squad,mistral
What does AFC stand for?,American Football Conference," The context does not explicitly state what AFC stands for. However, it is commonly known that AFC stands for American Football Conference.",hcpc_v1,0.805,False,0.4448,False,-1.0,0,0,squad,mistral
What does AFC stand for?,American Football Conference, AFC stands for American Football Conference.,hcpc_v2,0.982,False,0.3787,True,0.4753,0,0,squad,mistral
What does AFC stand for?,American Football Conference," The context does not provide information about what AFC stands for. However, in American football, AFC typically stands for the American Football Conference.",raptor,0.6381,False,0.3908,True,-1.0,1,2,squad,mistral
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",baseline,0.8567,False,0.6413,False,-1.0,0,0,squad,mistral
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",hcpc_v1,0.8567,False,0.6329,False,-1.0,0,0,squad,mistral
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",hcpc_v2,0.8567,False,0.6413,False,0.5722,0,0,squad,mistral
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",raptor,0.8567,False,0.6066,True,-1.0,1,2,squad,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6268,False,-1.0,0,0,squad,mistral
Who won Super Bowl 50?,Denver Broncos," The context does not specify who won Super Bowl 50, but it implies that the team that took an early lead and never trailed (the Broncos) might have been the winner since they had a significant advantage over the Panthers. However, without explicit confirmation of the final score or outcome, I cannot definitively say who won Super Bowl 50 based on the provided context alone.",hcpc_v1,0.7203,False,0.5921,False,-1.0,0,0,squad,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.6246,True,0.5701,0,0,squad,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,raptor,0.9247,False,0.655,True,-1.0,1,2,squad,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",baseline,0.6918,False,0.6489,False,-1.0,0,0,squad,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium," I cannot find this information in the provided context. The context only mentions that the San Francisco Bay Area last hosted a Super Bowl in 1985 (Super Bowl XIX), but it does not specify where Super Bowl 50 took place.",hcpc_v1,0.5995,False,0.6224,False,-1.0,0,0,squad,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",hcpc_v2,0.6918,False,0.653,True,0.6083,0,0,squad,mistral
What venue did Super Bowl 50 take place in?,Levi's Stadium," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",raptor,0.6918,False,0.6555,True,-1.0,1,2,squad,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",baseline,0.9421,False,0.6392,False,-1.0,0,0,squad,mistral
What city did Super Bowl 50 take place in?,Santa Clara, San Francisco Bay Area,hcpc_v1,0.4784,True,0.6284,False,-1.0,0,0,squad,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",hcpc_v2,0.9421,False,0.6431,True,0.6083,0,0,squad,mistral
What city did Super Bowl 50 take place in?,Santa Clara, The Super Bowl 50 took place in San Francisco.,raptor,0.6946,False,0.6454,True,-1.0,1,2,squad,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L, Super Bowl 50 would have been called Super Bowl L if Roman numerals had been used.,baseline,0.5143,False,0.5327,False,-1.0,0,0,squad,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L, I cannot find this information in the provided context. The context does not mention or imply anything about what Super Bowl 50 would have been called if Roman numerals were used.,hcpc_v1,0.6477,False,0.6741,False,-1.0,0,0,squad,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L, Super Bowl 50 would have been called Super Bowl L if Roman numerals were used.,hcpc_v2,0.5328,False,0.5327,True,0.5184,0,0,squad,mistral
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L, Super Bowl 50 would have been called Super Bowl L if Roman numerals were used.,raptor,0.5328,False,0.557,True,-1.0,1,2,squad,mistral
Super Bowl 50 decided the NFL champion for what season?,2015, The Super Bowl 50 decided the NFL champion for the 2015 season.,baseline,0.6644,False,0.6341,False,-1.0,0,0,squad,mistral
Super Bowl 50 decided the NFL champion for what season?,2015, The Super Bowl 50 decided the NFL champion for the 2015 season.,hcpc_v1,0.6644,False,0.6279,False,-1.0,0,0,squad,mistral
Super Bowl 50 decided the NFL champion for what season?,2015, The Super Bowl 50 decided the NFL champion for the 2015 season.,hcpc_v2,0.6644,False,0.6341,False,0.4842,0,0,squad,mistral
Super Bowl 50 decided the NFL champion for what season?,2015, The NFL champion for the 2015 season.,raptor,0.7621,False,0.6688,True,-1.0,1,2,squad,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," The provided context does not specify the exact year when the Denver Broncos secured a Super Bowl title for the third time, but it implies that the event happened after their regular season in 2015 (as they played against the Panthers in Super Bowl 50), and before their AFC Championship Game victory over the New England Patriots in 2016. Therefore, the year can be estimated to be either 2015 or 2016, but without additional context, it cannot be definitively determined which of these years is correct.",baseline,0.5967,False,0.6795,False,-1.0,0,0,squad,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," I cannot find this information in the provided context. The context only mentions that the Denver Broncos won the AFC Championship Game and secured home-field advantage throughout the AFC playoffs, but it does not specify the year they won Super Bowl 50 or if it was their third title.",hcpc_v1,0.4847,True,0.6972,False,-1.0,0,0,squad,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," The provided context does not specify the exact year when the Denver Broncos secured a Super Bowl title for the third time, but it implies that the event happened after their regular season in 2015 (as they played against the Panthers in Super Bowl 50). However, to confirm the exact year, additional information would be needed.",hcpc_v2,0.7875,False,0.6795,False,0.6115,0,0,squad,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," The provided context mentions that the event in question is Super Bowl 50, which took place in the year 2016.",raptor,0.7221,False,0.6491,True,-1.0,1,2,squad,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",baseline,0.9421,False,0.6392,False,-1.0,0,0,squad,mistral
What city did Super Bowl 50 take place in?,Santa Clara, San Francisco Bay Area,hcpc_v1,0.4784,True,0.6284,False,-1.0,0,0,squad,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",hcpc_v2,0.9421,False,0.6431,True,0.6083,0,0,squad,mistral
What city did Super Bowl 50 take place in?,Santa Clara, San Francisco,raptor,0.452,True,0.6454,True,-1.0,1,2,squad,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium, Levi's Stadium,baseline,0.5799,False,0.6693,False,-1.0,0,0,squad,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium," I cannot find this information in the provided context. The context does mention that Super Bowl XIX took place at Stanford Stadium, but it doesn't specify where Super Bowl 50 was held.",hcpc_v1,0.6469,False,0.6331,False,-1.0,0,0,squad,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium, Levi's Stadium,hcpc_v2,0.5799,False,0.6693,False,0.6083,0,0,squad,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium, Levi's Stadium,raptor,0.5799,False,0.6645,True,-1.0,1,2,squad,mistral
What was the final score of Super Bowl 50? ,24–10," The final score of Super Bowl 50 was 24–10, with the American Football Conference (AFC) champion Denver Broncos defeating the National Football Conference (NFC) champion Carolina Panthers.",baseline,0.8695,False,0.584,False,-1.0,0,0,squad,mistral
What was the final score of Super Bowl 50? ,24–10," I cannot find this information in the provided context. The context only mentions that the Broncos won Super Bowl 50, but it does not specify the final score.",hcpc_v1,0.6982,False,0.562,False,-1.0,0,0,squad,mistral
What was the final score of Super Bowl 50? ,24–10," The final score of Super Bowl 50 was 24–10, with the American Football Conference (AFC) champion Denver Broncos defeating the National Football Conference (NFC) champion Carolina Panthers.",hcpc_v2,0.8695,False,0.584,True,0.5147,0,0,squad,mistral
What was the final score of Super Bowl 50? ,24–10, The final score of Super Bowl 50 was 24–10.,raptor,0.7851,False,0.5959,True,-1.0,1,2,squad,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 7, 2016.",baseline,0.945,False,0.625,False,-1.0,0,0,squad,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 1, 2016.",hcpc_v1,0.9364,False,0.6258,False,-1.0,0,0,squad,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 7, 2016.",hcpc_v2,0.945,False,0.625,True,0.5722,0,0,squad,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 7, 2016.",raptor,0.945,False,0.5965,True,-1.0,1,2,squad,mistral
What year was Super Bowl 50?,2015, The Super Bowl 50 was played in the year 2016.,baseline,0.7056,False,0.6133,False,-1.0,0,0,squad,mistral
What year was Super Bowl 50?,2015," The provided context does not specify the year of Super Bowl 50, but since we know it was held in 2015, that is the correct answer.",hcpc_v1,0.4376,True,0.6094,False,-1.0,0,0,squad,mistral
What year was Super Bowl 50?,2015, The Super Bowl 50 was played in the year 2016.,hcpc_v2,0.7056,False,0.6133,False,0.5294,0,0,squad,mistral
What year was Super Bowl 50?,2015, The Super Bowl 50 was played in the year 2016.,raptor,0.7056,False,0.644,True,-1.0,1,2,squad,mistral
What team was the AFC champion?,Denver Broncos, The Denver Broncos were the AFC champion.,baseline,0.6101,False,0.5751,False,-1.0,0,0,squad,mistral
What team was the AFC champion?,Denver Broncos, The American Football Conference (AFC) champion was the Denver Broncos.,hcpc_v1,0.773,False,0.6233,False,-1.0,0,0,squad,mistral
What team was the AFC champion?,Denver Broncos, The Denver Broncos were the AFC champion.,hcpc_v2,0.6101,False,0.5751,False,0.5132,0,0,squad,mistral
What team was the AFC champion?,Denver Broncos, The Denver Broncos were the AFC champion.,raptor,0.6101,False,0.5758,True,-1.0,1,2,squad,mistral
What team was the NFC champion?,Carolina Panthers, The NFC champion was the Carolina Panthers.,baseline,0.806,False,0.6039,False,-1.0,0,0,squad,mistral
What team was the NFC champion?,Carolina Panthers," The NFC champion, as mentioned in the provided context, is the Carolina Panthers.",hcpc_v1,0.9576,False,0.6636,False,-1.0,0,0,squad,mistral
What team was the NFC champion?,Carolina Panthers, The NFC champion was the Carolina Panthers.,hcpc_v2,0.806,False,0.6039,False,0.552,0,0,squad,mistral
What team was the NFC champion?,Carolina Panthers, The Carolina Panthers were the NFC champion.,raptor,0.6462,False,0.6045,True,-1.0,1,2,squad,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6268,False,-1.0,0,0,squad,mistral
Who won Super Bowl 50?,Denver Broncos," The context does not specify who won Super Bowl 50, but it implies that the team that took an early lead and never trailed (the Broncos) might have been the winner since they had a significant advantage over the Panthers. However, without explicit confirmation of the final score or outcome, I cannot definitively say who won Super Bowl 50 based on the provided context alone.",hcpc_v1,0.7203,False,0.5921,False,-1.0,0,0,squad,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.6246,True,0.5701,0,0,squad,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,raptor,0.9247,False,0.655,True,-1.0,1,2,squad,mistral
Super Bowl 50 determined the NFL champion for what season?,2015, The Super Bowl 50 determined the NFL champion for the 2015 season.,baseline,0.6757,False,0.6236,False,-1.0,0,0,squad,mistral
Super Bowl 50 determined the NFL champion for what season?,2015, The Super Bowl 50 determined the NFL champion for the 2015 season.,hcpc_v1,0.6757,False,0.6186,False,-1.0,0,0,squad,mistral
Super Bowl 50 determined the NFL champion for what season?,2015, The Super Bowl 50 determined the NFL champion for the 2015 season.,hcpc_v2,0.6757,False,0.6236,True,0.4842,0,0,squad,mistral
Super Bowl 50 determined the NFL champion for what season?,2015, The NFL champion for the 2015 season.,raptor,0.7621,False,0.6644,True,-1.0,1,2,squad,mistral
Which team won Super Bowl 50.,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6228,False,-1.0,0,0,squad,mistral
Which team won Super Bowl 50.,Denver Broncos, The Broncos won Super Bowl 50.,hcpc_v1,0.8937,False,0.6155,False,-1.0,0,0,squad,mistral
Which team won Super Bowl 50.,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.6228,False,0.5701,0,0,squad,mistral
Which team won Super Bowl 50.,Denver Broncos, The Denver Broncos won Super Bowl 50.,raptor,0.9247,False,0.6687,True,-1.0,1,2,squad,mistral
Where was Super Bowl 50 held?,"Santa Clara, California."," Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",baseline,0.9411,False,0.6592,False,-1.0,0,0,squad,mistral
Where was Super Bowl 50 held?,"Santa Clara, California."," The provided context does not specify the exact location of Super Bowl 50, but it states that it was the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985. However, it also mentions that Super Bowl XIX was held at Stanford Stadium in Stanford, California, so it's reasonable to infer that Super Bowl 50 might have been held there as well, but the context does not confirm this explicitly.",hcpc_v1,0.5955,False,0.6366,False,-1.0,0,0,squad,mistral
Where was Super Bowl 50 held?,"Santa Clara, California."," The Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",hcpc_v2,0.9471,False,0.6592,False,0.6083,0,0,squad,mistral
Where was Super Bowl 50 held?,"Santa Clara, California."," Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",raptor,0.9411,False,0.6631,True,-1.0,1,2,squad,mistral
The name of the NFL championship game is?,Super Bowl, Super Bowl 50,baseline,0.6293,False,0.5081,False,-1.0,0,0,squad,mistral
The name of the NFL championship game is?,Super Bowl," I cannot find the name of the NFL championship game in the provided context. However, it is typically referred to as the Super Bowl.",hcpc_v1,0.6756,False,0.5113,False,-1.0,0,0,squad,mistral
The name of the NFL championship game is?,Super Bowl, Super Bowl 50,hcpc_v2,0.6293,False,0.5081,True,0.5192,0,0,squad,mistral
The name of the NFL championship game is?,Super Bowl," The name of the NFL championship game, as temporarily suspended from using Roman numerals for Super Bowl 50, is ""Super Bowl 50"".",raptor,0.6789,False,0.5194,True,-1.0,1,2,squad,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos, The Denver Broncos,baseline,0.6985,False,0.5456,False,-1.0,0,0,squad,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos," The provided context does not specify which NFL team won Super Bowl 50. However, it is known that the Broncos reached Super Bowl 50 by winning the AFC Championship Game.",hcpc_v1,0.7124,False,0.5624,False,-1.0,0,0,squad,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos, The Denver Broncos,hcpc_v2,0.6985,False,0.5456,False,0.5132,0,0,squad,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos, The Denver Broncos won the AFC playoffs in the 2015 NFL season.,raptor,0.9697,False,0.5831,True,-1.0,1,2,squad,mistral
Do mitochondria play a role in remodelling lace plant leaves during programmed cell death?,"Results depicted mitochondrial dynamics in vivo as PCD progresses within the lace plant, and highlight the correlation of this organelle with other organelles during developmental PCD. To the best of our knowledge, this is the first report of mitochondria and chloroplasts moving on transvacuolar strands to form a ring structure surrounding the nucleus during developmental PCD. Also, for the first time, we have shown the feasibility for the use of CsA in a whole plant system. Overall, our findings implicate the mitochondria as playing a critical and early role in developmentally regulated PCD in the lace plant."," Yes, according to the provided context, mitochondria do play a role in remodeling lace plant leaves during programmed cell death (PCD). The text states that the role of mitochondria during PCD has been elucidated in the lace plant and that mitochondrial dynamics were delineated into different categories based on characteristics including distribution, motility, and membrane potential. Additionally, the possible importance of mitochondrial permeability transition pore (PTP) formation during PCD was indirectly examined, suggesting a role for mitochondria in this process.",baseline,0.7176,False,0.4707,False,-1.0,0,0,pubmedqa,mistral
Do mitochondria play a role in remodelling lace plant leaves during programmed cell death?,"Results depicted mitochondrial dynamics in vivo as PCD progresses within the lace plant, and highlight the correlation of this organelle with other organelles during developmental PCD. To the best of our knowledge, this is the first report of mitochondria and chloroplasts moving on transvacuolar strands to form a ring structure surrounding the nucleus during developmental PCD. Also, for the first time, we have shown the feasibility for the use of CsA in a whole plant system. Overall, our findings implicate the mitochondria as playing a critical and early role in developmentally regulated PCD in the lace plant."," Yes, according to the provided context, the role of mitochondria during PCD (Programmed Cell Death) in the lace plant has been recognized. The paper mentioned elucidates their role during developmentally regulated PCD in A. madagascariensis, suggesting that mitochondria do play a role in remodeling lace plant leaves during programmed cell death.",hcpc_v1,0.7051,False,0.5723,False,-1.0,0,0,pubmedqa,mistral
Do mitochondria play a role in remodelling lace plant leaves during programmed cell death?,"Results depicted mitochondrial dynamics in vivo as PCD progresses within the lace plant, and highlight the correlation of this organelle with other organelles during developmental PCD. To the best of our knowledge, this is the first report of mitochondria and chloroplasts moving on transvacuolar strands to form a ring structure surrounding the nucleus during developmental PCD. Also, for the first time, we have shown the feasibility for the use of CsA in a whole plant system. Overall, our findings implicate the mitochondria as playing a critical and early role in developmentally regulated PCD in the lace plant."," Yes, according to the provided context, mitochondria do play a role in remodeling lace plant leaves during programmed cell death (PCD). The text states that the role of mitochondria during PCD has been elucidated in the lace plant and that mitochondrial dynamics were delineated into four categories based on characteristics including distribution, motility, and membrane potential. Additionally, the possible importance of mitochondrial permeability transition pore (PTP) formation during PCD was indirectly examined, suggesting a role for mitochondria in this process.",hcpc_v2,0.7247,False,0.4711,True,0.1358,0,0,pubmedqa,mistral
Do mitochondria play a role in remodelling lace plant leaves during programmed cell death?,"Results depicted mitochondrial dynamics in vivo as PCD progresses within the lace plant, and highlight the correlation of this organelle with other organelles during developmental PCD. To the best of our knowledge, this is the first report of mitochondria and chloroplasts moving on transvacuolar strands to form a ring structure surrounding the nucleus during developmental PCD. Also, for the first time, we have shown the feasibility for the use of CsA in a whole plant system. Overall, our findings implicate the mitochondria as playing a critical and early role in developmentally regulated PCD in the lace plant."," Yes, according to the provided context, the role of mitochondria during programmed cell death (PCD) in the lace plant (Aponogeton madagascariensis) has been elucidated. The study mentions that mitochondrial dynamics were delineated into four categories (M1-M4) based on characteristics like distribution, motility, and membrane potential during PCD. This suggests that mitochondria play a role in the remodeling of lace plant leaves during programmed cell death.",raptor,0.7532,False,0.6846,True,-1.0,1,2,pubmedqa,mistral
Landolt C and snellen e acuity: differences in strabismus amblyopia?,"Using the charts described, there was only a slight overestimation of visual acuity by the Snellen E compared to the Landolt C, even in strabismus amblyopia. Small differences in the lower visual acuity range have to be considered."," In the provided context, it is stated that for the eyes with strabismus amblyopia, the mean decimal values for Landolt C acuity (LR) and Snellen E acuity (SE) were 0.14 and 0.16 respectively. The mean difference between LR and SE was 0.55 lines, with higher values of SE in both groups.",baseline,0.6144,False,0.6049,False,-1.0,0,0,pubmedqa,mistral
Landolt C and snellen e acuity: differences in strabismus amblyopia?,"Using the charts described, there was only a slight overestimation of visual acuity by the Snellen E compared to the Landolt C, even in strabismus amblyopia. Small differences in the lower visual acuity range have to be considered."," The context states that for eyes with strabismus amblyopia, the mean decimal values for Landolt C acuity (LR) and Snellen E acuity (SE) were 0.14 and 0.16 respectively. The mean difference between LR and SE was 0.55 lines. This suggests that there are differences in the acuity between Landolt C and Snellen E for eyes with strabismus amblyopia, with higher values of Snellen E.",hcpc_v1,0.5756,False,0.729,False,-1.0,0,0,pubmedqa,mistral
Landolt C and snellen e acuity: differences in strabismus amblyopia?,"Using the charts described, there was only a slight overestimation of visual acuity by the Snellen E compared to the Landolt C, even in strabismus amblyopia. Small differences in the lower visual acuity range have to be considered."," In the provided context, it is stated that for the eyes with strabismus amblyopia, the mean decimal values for Landolt C (LR) and Snellen E (SE) were 0.14 and 0.16 respectively, and the mean difference between LR and SE was 0.55 lines. This suggests that there are differences in visual acuity between Landolt C and Snellen E for eyes with strabismus amblyopia, with higher values of SE compared to LR.",hcpc_v2,0.5571,False,0.6053,True,0.6825,0,0,pubmedqa,mistral
