model,dataset,chunk_size,condition,question,answer,ground_truth,faithfulness_score,is_hallucination,latency_s
mistral,squad,256,reranked,"What month, day and year did Super Bowl 50 take place? "," The provided context does not specify the number of the Super Bowl, but it mentions that Super Bowl 50 was held on February 1, 2016. However, to determine that it's Super Bowl 50, one would need additional information about the sequence of Super Bowls before 2016.","February 7, 2016",0.5518,False,5.48
mistral,squad,256,reranked,What year was Super Bowl 50?," The provided context does not specify the year for Super Bowl 50. However, since it was a ceremony for the 50th Super Bowl, we can infer that Super Bowl 50 took place in the year 2015.",2015,0.611,False,4.16
mistral,squad,256,reranked,What team was the AFC champion?, The American Football Conference (AFC) champion was the Denver Broncos.,Denver Broncos,0.773,False,2.49
mistral,squad,256,reranked,What team was the NFC champion?, Carolina Panthers,Carolina Panthers,0.5849,False,1.13
mistral,squad,256,reranked,Who won Super Bowl 50?," I cannot find this information in the provided context. The context only states that Super Bowl 50 was the game for the 2015 NFL season, but it does not specify who won the game.",Denver Broncos,0.6394,False,2.8
mistral,squad,256,reranked,Super Bowl 50 determined the NFL champion for what season?, The Super Bowl 50 determined the NFL champion for the 2015 season.,2015,0.6757,False,2.19
mistral,squad,256,reranked,Which team won Super Bowl 50.," I cannot find this information in the provided context. The context only states that Super Bowl 50 was the game for the 2015 NFL season, but it does not specify which teams participated or who won.",Denver Broncos,0.5877,False,2.82
mistral,squad,256,reranked,Where was Super Bowl 50 held?," I cannot find this information in the provided context. The context only mentions that the last Super Bowl held in the San Francisco Bay Area was Super Bowl XIX in 1985, and the last one in California was Super Bowl XXXVII in 2003, but it does not specify where Super Bowl 50 was held.","Santa Clara, California.",0.4905,True,5.48
mistral,squad,256,reranked,The name of the NFL championship game is?, Super Bowl,Super Bowl,1.0,False,1.51
mistral,squad,256,reranked,What 2015 NFL team one the AFC playoff?," The provided context does not specify which 2015 NFL team won the AFC playoffs. However, it does mention that the Denver Broncos earned their third Super Bowl title by defeating the Carolina Panthers, implying they were the AFC champions in the 2015 season.",Denver Broncos,0.8931,False,4.43
mistral,squad,256,reranked,Which Carolina Panthers player was named Most Valuable Player?, Cam Newton,Cam Newton,1.0,False,1.62
mistral,squad,256,reranked,How many appearances have the Denver Broncos made in the Super Bowl?," I cannot find this information in the provided context. The context only mentions that three other teams (Patriots, Dallas Cowboys, and Pittsburgh Steelers) have made eight appearances in the Super Bowl, but it does not specify the number of appearances for the Denver Broncos.",8,0.6037,False,3.71
mistral,squad,256,reranked,What year was the Carolina Panthers franchise founded?, I cannot find this information in the provided context. The context does not mention the year when the Carolina Panthers franchise was founded.,1995,0.6925,False,3.31
mistral,squad,256,reranked,What team did the Panthers defeat?, The Panthers defeated the Seattle Seahawks.,Arizona Cardinals,0.8697,False,2.37
mistral,squad,256,reranked,Who did the Broncos prevent from going to the Super Bowl?, The Broncos prevented the New England Patriots from going to the Super Bowl.,New England Patriots,0.4731,True,2.36
mistral,squad,256,reranked,Who did the Panthers beat in the NFC Championship Game?, The Panthers beat the Arizona Cardinals in the NFC Championship Game.,Arizona Cardinals,0.9736,False,2.06
mistral,squad,256,reranked,Who lost to the Broncos in the AFC Championship?, The New England Patriots lost to the Broncos in the AFC Championship.,New England Patriots,0.7878,False,2.22
mistral,squad,256,reranked,Who were the defending Super Bowl champions?," I cannot find this information in the provided context. The context only mentions that the Denver Broncos won their third Super Bowl title, but it does not specify who the defending champions were before them.",New England Patriots,0.5964,False,3.31
mistral,squad,256,reranked,How many teams have been in the Super Bowl eight times?, Four teams have been in the Super Bowl eight times.,four,0.6485,False,1.82
mistral,squad,256,reranked,Who was this season's NFL MVP?, Cam Newton,Cam Newton,1.0,False,1.52
mistral,squad,256,reranked,What was the win/loss ratio in 2015 for the Carolina Panthers during their regular season?, The Carolina Panthers had a win/loss ratio of 15-1 during their regular season in 2015.,15–1,0.5198,False,2.79
mistral,squad,256,reranked,Which Carolina Panthers team member was picked as the team's MVP in 2015? , Cam Newton,Cam Newton,1.0,False,1.67
mistral,squad,256,reranked,What were the win/loss game stats for the Denver Bronco's regular season in 2015?, The Denver Broncos finished the regular season with a 12–4 record in 2015.,12–4,0.6887,False,2.63
mistral,squad,256,reranked,How many teams have played in the Super Bowl eight times?, Four teams have played in the Super Bowl eight times.,4,0.6695,False,1.59
mistral,squad,256,reranked,Which team did not get a chance to defend their Super Bowl XLIX win in Super Bowl 50?," The New England Patriots did not get a chance to defend their Super Bowl XLIX win in Super Bowl 50, as they were defeated by the Broncos in the AFC Championship Game.",New England Patriots,0.4739,True,3.38
mistral,squad,256,reranked,Who is the quarterback for the Panthers?, Cam Newton,Cam Newton,1.0,False,2.05
mistral,squad,256,reranked,Who did Carolina beat in the NFC championship game?, The Carolina Panthers defeated the Arizona Cardinals in the NFC Championship Game.,Arizona Cardinals,0.9687,False,1.88
mistral,squad,256,reranked,How many times have the Panthers been in the Super Bowl?," I cannot find this information in the provided context. The context only states that one team has made eight appearances in the Super Bowl, but it does not specify which team that is.",2,0.5459,False,2.4
mistral,squad,256,reranked,Who did Denver beat in the AFC championship?, The Denver Broncos beat the New England Patriots in the AFC Championship.,New England Patriots,0.9646,False,2.37
mistral,squad,256,reranked,Who was the Most Valuable Player for the 2015 NFL season?, Cam Newton,Cam Newton,1.0,False,1.3
mistral,squad,256,reranked,Who did Denver beat in the 2015 AFC Championship game?, The Denver Broncos defeated the New England Patriots in the 2015 AFC Championship game.,New England Patriots,0.9395,False,2.36
mistral,squad,256,reranked,Who did the Carolina Panthers beat in the 2015 NFC Championship game?," I cannot find this information in the provided context. The context only mentions that the Carolina Panthers beat the Seattle Seahawks in the divisional round, but it does not specify who they played in the NFC Championship game.",Arizona Cardinals,0.5913,False,3.98
mistral,squad,256,reranked,Who was the 2015 NFL MVP?, Cam Newton,Cam Newton,1.0,False,1.31
mistral,squad,256,reranked,Who did the Panthers beat to become the NFC champs?," I cannot find this information in the provided context. The context only mentions that the Panthers beat the Arizona Cardinals in the NFC Championship Game, but it does not specify who they beat to reach that game.",Arizona Cardinals,0.7675,False,3.83
mistral,squad,256,reranked,What year did the Carolina Panthers form?, I cannot find this information in the provided context. The context does not mention when the Carolina Panthers were formed.,1995.,0.6327,False,2.96
mistral,squad,256,reranked,Who was the Super Bowl 50 MVP?," Chuck Howley (based on the context provided, he is mentioned as the MVP of Super Bowl V)",Von Miller,0.7835,False,2.74
mistral,squad,256,reranked,How many fumbles did Von Miller force in Super Bowl 50?, Two forced fumbles.,2,0.7372,False,1.77
mistral,squad,256,reranked,Which team held the scoring lead throughout the entire game?," I cannot find this information in the provided context. The context only mentions that Carolina faced a deficit at some point during the postseason, but it does not provide details about which team led throughout the entire game.",Broncos,0.4984,True,2.99
mistral,squad,256,reranked,Which Denver linebacker was named Super Bowl MVP?, Von Miller,linebacker Von Miller,1.0,False,1.8
mistral,squad,256,reranked,How many solo tackles did Von Miller make at Super Bowl 50?, The provided context states that Von Miller recorded five solo tackles during Super Bowl 50.,five solo tackles,0.9753,False,1.15
mistral,squad,256,reranked,Who was limited by Denver's defense?, I cannot find information about who was limited by Denver's defense in the provided context.,Newton was limited by Denver's defense,0.5966,False,2.3
mistral,squad,256,reranked,How many times was Cam Newton sacked?," I cannot find this information in the provided context. The context only mentions that Newton was sacked once by DeMarcus Ware as time expired in the half, but it does not provide details about how many times he might have been sacked during the entire season.",seven,0.6456,False,4.73
mistral,squad,256,reranked,Who won the Super Bowl MVP?, Von Miller,Von Miller,1.0,False,1.86
mistral,squad,256,reranked,How many turnovers did Cam Newton have?," I cannot find this information in the provided context. The context only mentions the number of touchdowns and interceptions that Cam Newton had, but not the number of turnovers (both interceptions and fumbles).",three,0.46,True,3.81
mistral,squad,256,reranked,How many fumbles did Von Miller force?, Von Miller forced four fumbles.,two,0.5584,False,2.43
mistral,squad,256,reranked,Who was given the esteemed status of MVP for Super Bowl 50?," I cannot find this information in the provided context. The context only mentions that Bart Starr (Super Bowls I and II), Chuck Howley (Super Bowl V), and Peyton Manning (Super Bowl XLI) were involved, but it does not specify who was the MVP of Super Bowl 50.",Von Miller,0.4771,True,4.77
mistral,squad,256,reranked,What position does Von Miller play for the Denver Broncos?, Von Miller plays as a linebacker for the Denver Broncos.,linebacker,0.6797,False,2.09
mistral,squad,256,reranked,What was the number of solo tackles that Von Miller had in Super Bowl 50?, The provided context states that Von Miller recorded five solo tackles during Super Bowl 50.,5,0.9753,False,1.87
mistral,squad,256,reranked,How many forced fumbles did Von Miller have during the Super Bowl 50 game?, Two forced fumbles,2,0.7372,False,0.55
mistral,squad,256,reranked,Who won the MVP for the Super Bowl?, Denver linebacker Von Miller,Von Miller,0.6219,False,2.19
mistral,squad,256,reranked,How many tackles did Von Miller get during the game?," The provided context does not specify how many total tackles (solo or assisted) Von Miller had during the game, only that he recorded five solo tackles during the Super Bowl.",5,0.5782,False,3.38
mistral,squad,256,reranked,How many times was Cam Newton sacked in Super Bowl 50?, Seven times.,seven,0.8119,False,2.27
mistral,squad,256,reranked,How many times did the Denver defense force Newton into turnovers?, The Denver defense forced Newton into three turnovers.,three,0.7482,False,1.5
mistral,squad,256,reranked,Which Newton turnover resulted in seven points for Denver?, The fumble that was recovered by Malik Jackson in the end zone for a touchdown.,a fumble,0.7424,False,1.13
mistral,squad,256,reranked,Who was the Most Valuable Player of Super Bowl 50?," I cannot find this information in the provided context. The context only mentions that 39 out of 43 previous Super Bowl MVPs were introduced during the pregame ceremony of Super Bowl 50, but it does not specify who the MVP of Super Bowl 50 was.",Von Miller,0.7588,False,4.75
mistral,squad,256,reranked,What position does Von Miller play?, The provided context indicates that Von Miller plays as a linebacker.,linebacker,0.8215,False,2.75
mistral,squad,256,reranked,How many times was the Panthers' quarterback sacked?," The Panthers' quarterback, Newton, was sacked once in the context provided. This occurred with 11 seconds left in the first half. However, no information is given about any subsequent sacks that may have happened after the interception by Kony Ealy.",seven,0.5683,False,4.84
mistral,squad,256,reranked,How many times did the Broncos cause turnovers in the game?, The context states that Denver's defense forced Newton into three turnovers during Super Bowl 50.,three,0.991,False,3.02
mistral,squad,256,reranked,What Denver player caused two fumbles for the Panthers?, I cannot find this information in the provided context. The text does not mention any Denver player causing a fumble for the Panthers.,Von Miller,0.7322,False,3.2
mistral,squad,256,reranked,How many tackles did Von Miller accomlish by himself in the game?," The provided context does not specify the number of total tackles (solo or assisted) that Von Miller accomplished in any game other than the Super Bowl. In the Super Bowl, he recorded five solo tackles.",five,0.6925,False,3.81
mistral,squad,256,reranked,Which network broadcasted Super Bowl 50 in the U.S.?, CBS,CBS,1.0,False,1.31
mistral,squad,256,reranked,What was the average cost for a 30 second commercial during Super Bowl 50?, The average cost for a 30-second commercial during Super Bowl 50 was $5 million.,$5 million,0.6206,False,1.93
mistral,squad,256,reranked,Which group headlined the Super Bowl 50 halftime show?, The British rock group Coldplay headlined the Super Bowl 50 halftime show.,Coldplay,0.9676,False,2.32
mistral,squad,256,reranked,Which performers joined the headliner during the Super Bowl 50 halftime show?, Beyoncé and Bruno Mars,Beyoncé and Bruno Mars,0.7582,False,0.6
mistral,squad,256,reranked,At which Super Bowl did Beyonce headline the halftime show?, Super Bowl XLVII,Super Bowl XLVII,0.6197,False,2.11
mistral,squad,256,reranked,Who was the broadcaster for Super Bowl 50 in the United States?," I cannot find this information in the provided context. The context only mentions that both teams were coached by John Fox in their last Super Bowl appearance prior to Super Bowl 50, but it does not provide any information about the broadcaster for Super Bowl 50.",CBS,0.5256,False,3.85
mistral,squad,256,reranked,What was the average cost of a 30-second commercial?, The average cost of a 30-second commercial was $5 million.,$5 million,0.6524,False,2.36
mistral,squad,256,reranked,What halftime performer previously headlined Super Bowl XLVII?, Bruno Mars,Beyoncé,1.0,False,1.36
mistral,squad,256,reranked,What halftime performer previously headlined Super Bowl XLVIII?, Bruno Mars,Bruno Mars,1.0,False,0.4
mistral,squad,256,reranked,Who was the main performer at this year's halftime show?," I cannot find the information about the main performer for a specific year's Super Bowl halftime show in the provided context. The context only mentions Bruno Mars performing at Super Bowl XLVIII and Coldplay at Super Bowl 50, but no year is specified for either performance.",Coldplay,0.4263,True,4.06
mistral,squad,256,reranked,Which network broadcasted the 50th Super Bowl game? , The 50th Super Bowl game was broadcasted by CBS in the United States.,CBS,0.7834,False,2.4
mistral,squad,256,reranked,What was the average cost for a TV ad lasting 30 seconds during Super Bowl 50?, The average cost for a TV ad lasting 30 seconds during Super Bowl 50 was $5 million.,$5 million,0.5988,False,1.98
mistral,squad,256,reranked,Who was the male singer who performed as a special guest during Super Bowl 50?, Bruno Mars,Bruno Mars,1.0,False,1.93
mistral,squad,256,reranked,What ranking does the Super Bowl 50 halftime show have on the list of most watched TV broadcasts?," I cannot find this information in the provided context. The context only mentions the cost of commercials during Super Bowl 50, not its rank among the most-watched TV broadcasts or any details about the halftime show.",third,0.5774,False,3.35
mistral,squad,256,reranked,What station aired the Super Bowl?," I cannot find this information in the provided context. The context only mentions that CBS broadcast special episodes of its late night talk shows following Super Bowl 50, but it does not specify which station aired the Super Bowl itself.",CBS,0.6255,False,4.36
mistral,squad,256,reranked,How much money did a 1/2 minute commercial cost?," Based on the provided context, a 30-second commercial cost $5 million. Therefore, a 1/2 minute (30 seconds) commercial would cost $5 million as well.",$5 million,0.687,False,4.12
mistral,squad,256,reranked,What band headlined half-time during Super Bowl 50?, The British rock group Coldplay headlined the Super Bowl 50 halftime show.,Coldplay,0.9676,False,2.92
mistral,squad,256,reranked,What two artists came out with Coldplay during the half-time show?, Beyoncé and Bruno Mars,Beyoncé and Bruno Mars,0.7582,False,1.51
mistral,squad,256,reranked,Who broadcast the Super Bowl on TV?, The Super Bowl in the U.S. was televised by CBS.,CBS,0.7245,False,1.77
mistral,squad,256,reranked,Who headlined the halftime show for Super Bowl 50?, The British rock group Coldplay headlined the Super Bowl 50 halftime show.,Coldplay,0.9676,False,2.58
