timestamp,query,retrieved_context,generated_output,faithfulness_score,is_hallucination,ret_hcpc_n_refined,ret_hcpc_n_weak,ret_max_similarity,ret_mean_similarity,ret_min_similarity,ret_n_docs,ret_relevance_spread,chunk_size,condition,dataset,ground_truth,hcpc_log,top_k,sentence_scores
2026-04-09T14:21:21.604403+00:00,What day was the Super Bowl played on?,"The game's media day, which was typically held on the Tuesday afternoon prior to the game, was moved to the Monday evening and re-branded as Super Bowl Opening Night. The event was held on February 1, 2016 at SAP Center in San Jose

---

The game's media day, which was typically held on the Tuesday afternoon prior to the game, was moved to the Monday evening and re-branded as Super Bowl Opening Night. The event was held on February 1, 2016 at SAP Center in San Jose

---

The game's media day, which was typically held on the Tuesday afternoon prior to the game, was moved to the Monday evening and re-branded as Super Bowl Opening Night. The event was held on February 1, 2016 at SAP Center in San Jose"," I cannot find this information in the provided context. The context only mentions the date of the Super Bowl Opening Night, not the actual game day.",0.6271,False,3,3,0.7261,0.7261,0.7261,3,0.0,1024,hcpc_v1,squad,"February 7, 2016","{'n_strong': 0, 'n_weak': 3, 'n_refined': 3, 'strong_sims': [], 'weak_sims': [0.4012, 0.4012, 0.4012], 'refinements': [{'parent_preview': ""The game's media day, which was typically held on the Tuesday afternoon prior to the game, was moved to the Monday eveni"", 'parent_sim': 0.4012, 'parent_ce': 8.0041, 'n_sub_chunks': 2, 'best_sub_preview': ""The game's media day, which was typically held on the Tuesday afternoon prior to"", 'best_sub_sim': 0.7261, 'best_sub_ce': 7.8981, 'sim_improvement': 0.3249, 'ce_improvement': -0.106}, {'parent_preview': ""The game's media day, which was typically held on the Tuesday afternoon prior to the game, was moved to the Monday eveni"", 'parent_sim': 0.4012, 'parent_ce': 8.0041, 'n_sub_chunks': 2, 'best_sub_preview': ""The game's media day, which was typically held on the Tuesday afternoon prior to"", 'best_sub_sim': 0.7261, 'best_sub_ce': 7.8981, 'sim_improvement': 0.3249, 'ce_improvement': -0.106}, {'parent_preview': ""The game's media day, which was typically held on the Tuesday afternoon prior to the game, was moved to the Monday eveni"", 'parent_sim': 0.4012, 'parent_ce': 8.0041, 'n_sub_chunks': 2, 'best_sub_preview': ""The game's media day, which was typically held on the Tuesday afternoon prior to"", 'best_sub_sim': 0.7261, 'best_sub_ce': 7.8981, 'sim_improvement': 0.3249, 'ce_improvement': -0.106}]}",3,"[{""sentence"": ""I cannot find this information in the provided context"", ""entailment"": 0.5531, ""contradiction"": 0.2699, ""neutral"": 0.177}, {""sentence"": ""The context only mentions the date of the Super Bowl Opening Night, not the actual game day"", ""entailment"": 0.701, ""contradiction"": 0.167, ""neutral"": 0.132}]"
2026-04-09T14:21:24.215973+00:00,Who won Super Bowl 50?,"Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season

---

Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season

---

Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season", I cannot find the winner of Super Bowl 50 in the provided context.,0.6339,False,3,3,0.6226,0.6226,0.6226,3,0.0,1024,hcpc_v1,squad,Denver Broncos,"{'n_strong': 0, 'n_weak': 3, 'n_refined': 3, 'strong_sims': [], 'weak_sims': [0.396, 0.396, 0.396], 'refinements': [{'parent_preview': 'Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015', 'parent_sim': 0.396, 'parent_ce': 8.9704, 'n_sub_chunks': 5, 'best_sub_preview': 'Super Bowl 50 was an American football game to determine the champion of the Nat', 'best_sub_sim': 0.6226, 'best_sub_ce': 6.7681, 'sim_improvement': 0.2266, 'ce_improvement': -2.2022}, {'parent_preview': 'Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015', 'parent_sim': 0.396, 'parent_ce': 8.9704, 'n_sub_chunks': 5, 'best_sub_preview': 'Super Bowl 50 was an American football game to determine the champion of the Nat', 'best_sub_sim': 0.6226, 'best_sub_ce': 6.7681, 'sim_improvement': 0.2266, 'ce_improvement': -2.2022}, {'parent_preview': 'Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015', 'parent_sim': 0.396, 'parent_ce': 8.9704, 'n_sub_chunks': 5, 'best_sub_preview': 'Super Bowl 50 was an American football game to determine the champion of the Nat', 'best_sub_sim': 0.6226, 'best_sub_ce': 6.7681, 'sim_improvement': 0.2266, 'ce_improvement': -2.2022}]}",3,"[{""sentence"": ""I cannot find the winner of Super Bowl 50 in the provided context"", ""entailment"": 0.6339, ""contradiction"": 0.0878, ""neutral"": 0.2783}]"
2026-04-09T14:21:32.733028+00:00,What venue did Super Bowl 50 take place in?,". It is the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985, and the first in California since Super Bowl XXXVII took place in San Diego in 2003.

---

. It is the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985, and the first in California since Super Bowl XXXVII took place in San Diego in 2003.

---

. It is the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985, and the first in California since Super Bowl XXXVII took place in San Diego in 2003."," I cannot find this information in the provided context. The context only mentions that it is the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985, and the first in California since Super Bowl XXXVII took place in San Diego in 2003, but it does not specify the venue for any of these Super Bowls.",0.6228,False,3,3,0.6508,0.6508,0.6508,3,0.0,1024,hcpc_v1,squad,Levi's Stadium,"{'n_strong': 0, 'n_weak': 3, 'n_refined': 3, 'strong_sims': [], 'weak_sims': [0.3661, 0.3661, 0.3661], 'refinements': [{'parent_preview': ""On May 21, 2013, NFL owners at their spring meetings in Boston voted and awarded the game to Levi's Stadium. The $1.2 bi"", 'parent_sim': 0.3661, 'parent_ce': 2.7831, 'n_sub_chunks': 2, 'best_sub_preview': '. It is the first Super Bowl held in the San Francisco Bay Area since Super Bowl', 'best_sub_sim': 0.6508, 'best_sub_ce': 3.123, 'sim_improvement': 0.2847, 'ce_improvement': 0.3399}, {'parent_preview': ""On May 21, 2013, NFL owners at their spring meetings in Boston voted and awarded the game to Levi's Stadium. The $1.2 bi"", 'parent_sim': 0.3661, 'parent_ce': 2.7831, 'n_sub_chunks': 2, 'best_sub_preview': '. It is the first Super Bowl held in the San Francisco Bay Area since Super Bowl', 'best_sub_sim': 0.6508, 'best_sub_ce': 3.123, 'sim_improvement': 0.2847, 'ce_improvement': 0.3399}, {'parent_preview': ""On May 21, 2013, NFL owners at their spring meetings in Boston voted and awarded the game to Levi's Stadium. The $1.2 bi"", 'parent_sim': 0.3661, 'parent_ce': 2.7831, 'n_sub_chunks': 2, 'best_sub_preview': '. It is the first Super Bowl held in the San Francisco Bay Area since Super Bowl', 'best_sub_sim': 0.6508, 'best_sub_ce': 3.123, 'sim_improvement': 0.2847, 'ce_improvement': 0.3399}]}",3,"[{""sentence"": ""I cannot find this information in the provided context"", ""entailment"": 0.5531, ""contradiction"": 0.2699, ""neutral"": 0.177}, {""sentence"": ""The context only mentions that it is the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985, and the first in California since Super Bowl XXXVII took place in San Diego in 2003, but it does not specify the venue for any of these Super Bowls"", ""entailment"": 0.6926, ""contradiction"": 0.1883, ""neutral"": 0.1192}]"
2026-04-09T14:21:39.142383+00:00,What city did Super Bowl 50 take place in?,"Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season

---

Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season

---

Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season"," I cannot find this information in the provided context. The context only mentions that Super Bowl 50 was a game to determine the champion of the NFL for the 2015 season, but it does not specify the location where the game took place.",0.4797,True,3,3,0.5887,0.5887,0.5887,3,0.0,1024,hcpc_v1,squad,Santa Clara,"{'n_strong': 0, 'n_weak': 3, 'n_refined': 3, 'strong_sims': [], 'weak_sims': [0.4005, 0.4005, 0.4005], 'refinements': [{'parent_preview': 'Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015', 'parent_sim': 0.4005, 'parent_ce': 7.8036, 'n_sub_chunks': 5, 'best_sub_preview': 'Super Bowl 50 was an American football game to determine the champion of the Nat', 'best_sub_sim': 0.5887, 'best_sub_ce': 3.6163, 'sim_improvement': 0.1882, 'ce_improvement': -4.1873}, {'parent_preview': 'Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015', 'parent_sim': 0.4005, 'parent_ce': 7.8036, 'n_sub_chunks': 5, 'best_sub_preview': 'Super Bowl 50 was an American football game to determine the champion of the Nat', 'best_sub_sim': 0.5887, 'best_sub_ce': 3.6163, 'sim_improvement': 0.1882, 'ce_improvement': -4.1873}, {'parent_preview': 'Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015', 'parent_sim': 0.4005, 'parent_ce': 7.8036, 'n_sub_chunks': 5, 'best_sub_preview': 'Super Bowl 50 was an American football game to determine the champion of the Nat', 'best_sub_sim': 0.5887, 'best_sub_ce': 3.6163, 'sim_improvement': 0.1882, 'ce_improvement': -4.1873}]}",3,"[{""sentence"": ""I cannot find this information in the provided context"", ""entailment"": 0.5531, ""contradiction"": 0.2699, ""neutral"": 0.177}, {""sentence"": ""The context only mentions that Super Bowl 50 was a game to determine the champion of the NFL for the 2015 season, but it does not specify the location where the game took place"", ""entailment"": 0.4063, ""contradiction"": 0.1984, ""neutral"": 0.3952}]"
2026-04-09T14:21:42.939720+00:00,"If Roman numerals were used, what would Super Bowl 50 have been called?","numerals as Super Bowl 50 as opposed to Super Bowl L

---

numerals as Super Bowl 50 as opposed to Super Bowl L

---

numerals as Super Bowl 50 as opposed to Super Bowl L"," I cannot find this information in the provided context. The context only mentions the use of Arabic numerals for Super Bowl 50, not Roman numerals.",0.7309,False,3,3,0.8134,0.8134,0.8134,3,0.0,1024,hcpc_v1,squad,Super Bowl L,"{'n_strong': 0, 'n_weak': 3, 'n_refined': 3, 'strong_sims': [], 'weak_sims': [0.3753, 0.3753, 0.3753], 'refinements': [{'parent_preview': 'On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice establ', 'parent_sim': 0.3753, 'parent_ce': 7.6579, 'n_sub_chunks': 6, 'best_sub_preview': 'numerals as Super Bowl 50 as opposed to Super Bowl L', 'best_sub_sim': 0.8134, 'best_sub_ce': 3.3071, 'sim_improvement': 0.4381, 'ce_improvement': -4.3508}, {'parent_preview': 'On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice establ', 'parent_sim': 0.3753, 'parent_ce': 7.6579, 'n_sub_chunks': 6, 'best_sub_preview': 'numerals as Super Bowl 50 as opposed to Super Bowl L', 'best_sub_sim': 0.8134, 'best_sub_ce': 3.3071, 'sim_improvement': 0.4381, 'ce_improvement': -4.3508}, {'parent_preview': 'On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice establ', 'parent_sim': 0.3753, 'parent_ce': 7.6579, 'n_sub_chunks': 6, 'best_sub_preview': 'numerals as Super Bowl 50 as opposed to Super Bowl L', 'best_sub_sim': 0.8134, 'best_sub_ce': 3.3071, 'sim_improvement': 0.4381, 'ce_improvement': -4.3508}]}",3,"[{""sentence"": ""I cannot find this information in the provided context"", ""entailment"": 0.5531, ""contradiction"": 0.2699, ""neutral"": 0.177}, {""sentence"": ""The context only mentions the use of Arabic numerals for Super Bowl 50, not Roman numerals"", ""entailment"": 0.9087, ""contradiction"": 0.0446, ""neutral"": 0.0466}]"
2026-04-09T14:21:45.580588+00:00,Super Bowl 50 decided the NFL champion for what season?,"Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season

---

Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season

---

Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season", The NFL champion for the 2015 season.,0.7621,False,3,3,0.6978,0.6978,0.6978,3,0.0,1024,hcpc_v1,squad,2015,"{'n_strong': 0, 'n_weak': 3, 'n_refined': 3, 'strong_sims': [], 'weak_sims': [0.4222, 0.4222, 0.4222], 'refinements': [{'parent_preview': 'Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015', 'parent_sim': 0.4222, 'parent_ce': 9.5303, 'n_sub_chunks': 5, 'best_sub_preview': 'Super Bowl 50 was an American football game to determine the champion of the Nat', 'best_sub_sim': 0.6978, 'best_sub_ce': 9.1312, 'sim_improvement': 0.2756, 'ce_improvement': -0.3991}, {'parent_preview': 'Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015', 'parent_sim': 0.4222, 'parent_ce': 9.5303, 'n_sub_chunks': 5, 'best_sub_preview': 'Super Bowl 50 was an American football game to determine the champion of the Nat', 'best_sub_sim': 0.6978, 'best_sub_ce': 9.1312, 'sim_improvement': 0.2756, 'ce_improvement': -0.3991}, {'parent_preview': 'Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015', 'parent_sim': 0.4222, 'parent_ce': 9.5303, 'n_sub_chunks': 5, 'best_sub_preview': 'Super Bowl 50 was an American football game to determine the champion of the Nat', 'best_sub_sim': 0.6978, 'best_sub_ce': 9.1312, 'sim_improvement': 0.2756, 'ce_improvement': -0.3991}]}",3,"[{""sentence"": ""The NFL champion for the 2015 season"", ""entailment"": 0.7621, ""contradiction"": 0.0974, ""neutral"": 0.1405}]"
2026-04-09T14:21:53.074780+00:00,What year did the Denver Broncos secure a Super Bowl title for the third time?,". With the defense carrying the team despite the issues with the offense, the Broncos finished the regular season with a 12–4 record and earned home-field advantage throughout the AFC playoffs.

---

. With the defense carrying the team despite the issues with the offense, the Broncos finished the regular season with a 12–4 record and earned home-field advantage throughout the AFC playoffs.

---

. With the defense carrying the team despite the issues with the offense, the Broncos finished the regular season with a 12–4 record and earned home-field advantage throughout the AFC playoffs."," I cannot find this information in the provided context. The context only mentions that the Denver Broncos finished the regular season with a 12–4 record and earned home-field advantage throughout the AFC playoffs in a certain year, but it does not specify which year they won a Super Bowl title for the third time.",0.523,False,3,3,0.6986,0.6986,0.6986,3,0.0,1024,hcpc_v1,squad,2015,"{'n_strong': 0, 'n_weak': 3, 'n_refined': 3, 'strong_sims': [], 'weak_sims': [0.3971, 0.3971, 0.3971], 'refinements': [{'parent_preview': '. With the defense carrying the team despite the issues with the offense, the Broncos finished the regular season with a', 'parent_sim': 0.3971, 'parent_ce': -6.1077, 'n_sub_chunks': 1, 'best_sub_preview': '. With the defense carrying the team despite the issues with the offense, the Br', 'best_sub_sim': 0.6986, 'best_sub_ce': -6.1077, 'sim_improvement': 0.3015, 'ce_improvement': 0.0}, {'parent_preview': '. With the defense carrying the team despite the issues with the offense, the Broncos finished the regular season with a', 'parent_sim': 0.3971, 'parent_ce': -6.1077, 'n_sub_chunks': 1, 'best_sub_preview': '. With the defense carrying the team despite the issues with the offense, the Br', 'best_sub_sim': 0.6986, 'best_sub_ce': -6.1077, 'sim_improvement': 0.3015, 'ce_improvement': 0.0}, {'parent_preview': '. With the defense carrying the team despite the issues with the offense, the Broncos finished the regular season with a', 'parent_sim': 0.3971, 'parent_ce': -6.1077, 'n_sub_chunks': 1, 'best_sub_preview': '. With the defense carrying the team despite the issues with the offense, the Br', 'best_sub_sim': 0.6986, 'best_sub_ce': -6.1077, 'sim_improvement': 0.3015, 'ce_improvement': 0.0}]}",3,"[{""sentence"": ""I cannot find this information in the provided context"", ""entailment"": 0.5531, ""contradiction"": 0.2699, ""neutral"": 0.177}, {""sentence"": ""The context only mentions that the Denver Broncos finished the regular season with a 12\u20134 record and earned home-field advantage throughout the AFC playoffs in a certain year, but it does not specify which year they won a Super Bowl title for the third time"", ""entailment"": 0.493, ""contradiction"": 0.1823, ""neutral"": 0.3247}]"
2026-04-09T14:21:59.982368+00:00,What city did Super Bowl 50 take place in?,"Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season

---

Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season

---

Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season"," I cannot find this information in the provided context. The context only states that Super Bowl 50 was a game to determine the champion of the NFL for the 2015 season, but it does not specify the location where the game took place.",0.473,True,3,3,0.5887,0.5887,0.5887,3,0.0,1024,hcpc_v1,squad,Santa Clara,"{'n_strong': 0, 'n_weak': 3, 'n_refined': 3, 'strong_sims': [], 'weak_sims': [0.4005, 0.4005, 0.4005], 'refinements': [{'parent_preview': 'Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015', 'parent_sim': 0.4005, 'parent_ce': 7.8036, 'n_sub_chunks': 5, 'best_sub_preview': 'Super Bowl 50 was an American football game to determine the champion of the Nat', 'best_sub_sim': 0.5887, 'best_sub_ce': 3.6163, 'sim_improvement': 0.1882, 'ce_improvement': -4.1873}, {'parent_preview': 'Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015', 'parent_sim': 0.4005, 'parent_ce': 7.8036, 'n_sub_chunks': 5, 'best_sub_preview': 'Super Bowl 50 was an American football game to determine the champion of the Nat', 'best_sub_sim': 0.5887, 'best_sub_ce': 3.6163, 'sim_improvement': 0.1882, 'ce_improvement': -4.1873}, {'parent_preview': 'Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015', 'parent_sim': 0.4005, 'parent_ce': 7.8036, 'n_sub_chunks': 5, 'best_sub_preview': 'Super Bowl 50 was an American football game to determine the champion of the Nat', 'best_sub_sim': 0.5887, 'best_sub_ce': 3.6163, 'sim_improvement': 0.1882, 'ce_improvement': -4.1873}]}",3,"[{""sentence"": ""I cannot find this information in the provided context"", ""entailment"": 0.5531, ""contradiction"": 0.2699, ""neutral"": 0.177}, {""sentence"": ""The context only states that Super Bowl 50 was a game to determine the champion of the NFL for the 2015 season, but it does not specify the location where the game took place"", ""entailment"": 0.393, ""contradiction"": 0.1802, ""neutral"": 0.4268}]"
2026-04-09T14:22:07.272607+00:00,What stadium did Super Bowl 50 take place in?,"which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.

---

which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.

---

which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50."," I cannot find this information in the provided context. The context only mentions that the game would be known as ""Super Bowl L"" and that the logo would feature Arabic numerals 50, but it does not specify the stadium where the game took place.",0.5835,False,3,3,0.5862,0.5862,0.5862,3,0.0,1024,hcpc_v1,squad,Levi's Stadium,"{'n_strong': 0, 'n_weak': 3, 'n_refined': 3, 'strong_sims': [], 'weak_sims': [0.3989, 0.3989, 0.3989], 'refinements': [{'parent_preview': 'Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015', 'parent_sim': 0.3989, 'parent_ce': 8.8889, 'n_sub_chunks': 5, 'best_sub_preview': 'which the game would have been known as ""Super Bowl L""), so that the logo could ', 'best_sub_sim': 0.5862, 'best_sub_ce': -0.9141, 'sim_improvement': 0.1873, 'ce_improvement': -9.803}, {'parent_preview': 'Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015', 'parent_sim': 0.3989, 'parent_ce': 8.8889, 'n_sub_chunks': 5, 'best_sub_preview': 'which the game would have been known as ""Super Bowl L""), so that the logo could ', 'best_sub_sim': 0.5862, 'best_sub_ce': -0.9141, 'sim_improvement': 0.1873, 'ce_improvement': -9.803}, {'parent_preview': 'Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015', 'parent_sim': 0.3989, 'parent_ce': 8.8889, 'n_sub_chunks': 5, 'best_sub_preview': 'which the game would have been known as ""Super Bowl L""), so that the logo could ', 'best_sub_sim': 0.5862, 'best_sub_ce': -0.9141, 'sim_improvement': 0.1873, 'ce_improvement': -9.803}]}",3,"[{""sentence"": ""I cannot find this information in the provided context"", ""entailment"": 0.5531, ""contradiction"": 0.2699, ""neutral"": 0.177}, {""sentence"": ""The context only mentions that the game would be known as \""Super Bowl L\"" and that the logo would feature Arabic numerals 50, but it does not specify the stadium where the game took place"", ""entailment"": 0.6139, ""contradiction"": 0.1679, ""neutral"": 0.2182}]"
2026-04-09T14:22:11.765995+00:00,What was the final score of Super Bowl 50? ,"Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season

---

Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season

---

Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season"," I cannot find this information in the provided context. The context only states that Super Bowl 50 determined the champion of the NFL for the 2015 season, but it does not provide the final score.",0.5701,False,3,3,0.5729,0.5729,0.5729,3,0.0,1024,hcpc_v1,squad,24–10,"{'n_strong': 0, 'n_weak': 3, 'n_refined': 3, 'strong_sims': [], 'weak_sims': [0.3342, 0.3342, 0.3342], 'refinements': [{'parent_preview': 'Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015', 'parent_sim': 0.3342, 'parent_ce': 5.5438, 'n_sub_chunks': 5, 'best_sub_preview': 'Super Bowl 50 was an American football game to determine the champion of the Nat', 'best_sub_sim': 0.5729, 'best_sub_ce': 3.6404, 'sim_improvement': 0.2387, 'ce_improvement': -1.9034}, {'parent_preview': 'Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015', 'parent_sim': 0.3342, 'parent_ce': 5.5438, 'n_sub_chunks': 5, 'best_sub_preview': 'Super Bowl 50 was an American football game to determine the champion of the Nat', 'best_sub_sim': 0.5729, 'best_sub_ce': 3.6404, 'sim_improvement': 0.2387, 'ce_improvement': -1.9034}, {'parent_preview': 'Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015', 'parent_sim': 0.3342, 'parent_ce': 5.5438, 'n_sub_chunks': 5, 'best_sub_preview': 'Super Bowl 50 was an American football game to determine the champion of the Nat', 'best_sub_sim': 0.5729, 'best_sub_ce': 3.6404, 'sim_improvement': 0.2387, 'ce_improvement': -1.9034}]}",3,"[{""sentence"": ""I cannot find this information in the provided context"", ""entailment"": 0.5531, ""contradiction"": 0.2699, ""neutral"": 0.177}, {""sentence"": ""The context only states that Super Bowl 50 determined the champion of the NFL for the 2015 season, but it does not provide the final score"", ""entailment"": 0.5872, ""contradiction"": 0.1877, ""neutral"": 0.2251}]"
2026-04-09T14:22:16.287953+00:00,"What month, day and year did Super Bowl 50 take place? ","Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season

---

Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season

---

Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season"," I cannot find this specific information in the provided context. The context only states that Super Bowl 50 was the game to determine the champion of the NFL for the 2015 season, but it does not provide the exact date when it took place.",0.5132,False,3,3,0.5842,0.5842,0.5842,3,0.0,1024,hcpc_v1,squad,"February 7, 2016","{'n_strong': 0, 'n_weak': 3, 'n_refined': 3, 'strong_sims': [], 'weak_sims': [0.372, 0.372, 0.372], 'refinements': [{'parent_preview': 'Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015', 'parent_sim': 0.372, 'parent_ce': 6.6291, 'n_sub_chunks': 5, 'best_sub_preview': 'Super Bowl 50 was an American football game to determine the champion of the Nat', 'best_sub_sim': 0.5842, 'best_sub_ce': 3.7768, 'sim_improvement': 0.2122, 'ce_improvement': -2.8524}, {'parent_preview': 'Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015', 'parent_sim': 0.372, 'parent_ce': 6.6291, 'n_sub_chunks': 5, 'best_sub_preview': 'Super Bowl 50 was an American football game to determine the champion of the Nat', 'best_sub_sim': 0.5842, 'best_sub_ce': 3.7768, 'sim_improvement': 0.2122, 'ce_improvement': -2.8524}, {'parent_preview': 'Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015', 'parent_sim': 0.372, 'parent_ce': 6.6291, 'n_sub_chunks': 5, 'best_sub_preview': 'Super Bowl 50 was an American football game to determine the champion of the Nat', 'best_sub_sim': 0.5842, 'best_sub_ce': 3.7768, 'sim_improvement': 0.2122, 'ce_improvement': -2.8524}]}",3,"[{""sentence"": ""I cannot find this specific information in the provided context"", ""entailment"": 0.5792, ""contradiction"": 0.1815, ""neutral"": 0.2393}, {""sentence"": ""The context only states that Super Bowl 50 was the game to determine the champion of the NFL for the 2015 season, but it does not provide the exact date when it took place"", ""entailment"": 0.4472, ""contradiction"": 0.1741, ""neutral"": 0.3787}]"
2026-04-09T14:22:19.272958+00:00,What year was Super Bowl 50?,"Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season

---

Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season

---

Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season"," The provided context does not specify the year, but since Super Bowl 50 is mentioned, we can infer that it occurred in the year 2015.",0.6083,False,3,3,0.6352,0.6352,0.6352,3,0.0,1024,hcpc_v1,squad,2015,"{'n_strong': 0, 'n_weak': 3, 'n_refined': 3, 'strong_sims': [], 'weak_sims': [0.4358, 0.4358, 0.4358], 'refinements': [{'parent_preview': 'Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015', 'parent_sim': 0.4358, 'parent_ce': 9.1714, 'n_sub_chunks': 5, 'best_sub_preview': 'Super Bowl 50 was an American football game to determine the champion of the Nat', 'best_sub_sim': 0.6352, 'best_sub_ce': 8.189, 'sim_improvement': 0.1994, 'ce_improvement': -0.9825}, {'parent_preview': 'Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015', 'parent_sim': 0.4358, 'parent_ce': 9.1714, 'n_sub_chunks': 5, 'best_sub_preview': 'Super Bowl 50 was an American football game to determine the champion of the Nat', 'best_sub_sim': 0.6352, 'best_sub_ce': 8.189, 'sim_improvement': 0.1994, 'ce_improvement': -0.9825}, {'parent_preview': 'Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015', 'parent_sim': 0.4358, 'parent_ce': 9.1714, 'n_sub_chunks': 5, 'best_sub_preview': 'Super Bowl 50 was an American football game to determine the champion of the Nat', 'best_sub_sim': 0.6352, 'best_sub_ce': 8.189, 'sim_improvement': 0.1994, 'ce_improvement': -0.9825}]}",3,"[{""sentence"": ""The provided context does not specify the year, but since Super Bowl 50 is mentioned, we can infer that it occurred in the year 2015"", ""entailment"": 0.6083, ""contradiction"": 0.1809, ""neutral"": 0.2109}]"
